asdf_id,srtm_elevation_500m.none.mean,srtm_elevation_500m.none.max,srtm_elevation_500m.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
244,2095.604557,3000,1053,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,1828.392168,2905,801,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,1876.789679,3427,681,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,586.7112541,1701,338,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,725.6409858,1584,492,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,1148.641492,1878,831,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,982.5460904,1839,680,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,2188.483564,4803,360,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,1481.714386,2901,456,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,958.051112,1712,431,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,2662.302982,4182,1453,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,2363.232274,3314,1209,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,1492.138282,2790,503,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,1831.508714,2549,1361,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,1923.543109,2679,1406,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,626.8921385,2176,318,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,338.0533192,394,290,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,241.0953094,1493,166,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,264.904858,328,245,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,335.7570911,573,232,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,463.0434215,877,228,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,395.2492085,646,247,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,927.2321364,4810,161,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,217.4351385,1010,169,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,2699.203551,4644,418,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,512.2976214,2119,214,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,295.0806236,323,273,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,223.5231153,801,156,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,179.5335422,333,155,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,3667.838111,4320,3247,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,2963.495873,4320,1872,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,271.0547624,331,248,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,306.6640978,392,246,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,263.8557413,294,242,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,284.1488729,616,245,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,236.9206756,257,225,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,248.8893677,275,230,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,1645.938288,2391,1211,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,1576.109094,2344,845,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,261.434887,1548,190,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,358.6058027,419,312,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,152.2692683,752,75,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,251.8136348,830,87,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,320.3481733,1288,141,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,187.0629761,1164,90,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,375.932988,1793,131,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,344.5756621,873,185,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,285.7390142,778,146,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,3141.559235,4582,1388,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,297.0306647,904,156,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,239.4340762,598,154,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,175.245854,661,138,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,162.3471414,189,147,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,383.2616018,694,242,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,1993.333561,4107,347,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,554.3429875,1947,205,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,2554.443884,3485,1537,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,3251.02225,4340,1577,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,3574.052392,4238,2872,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,2785.799109,3702,1902,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,276.4499566,2338,144,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,2991.672187,4938,743,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,3917.507542,5177,3639,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,4195.435337,4652,3984,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,4241.176968,6474,3820,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,3939.071817,4621,3819,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,3749.645435,4692,3682,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,3910.755484,4854,3651,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,3672.695442,3687,3658,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,3784.418841,4367,2891,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,3744.311306,5251,3641,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,3628.719278,5238,2421,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,4057.740558,5490,3196,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,4091.321307,5809,3600,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,242.727304,279,210,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,236.9559745,801,166,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,1763.793461,3317,317,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,542.0828057,1118,345,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,2801.423379,4178,1325,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,4017.456602,4377,3815,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,3971.591776,4388,3815,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,4205.790889,5247,3900,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,4063.721905,4997,3686,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,3861.550008,4013,3815,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,3866.958457,4388,3813,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,3476.626926,4539,2419,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,4149.310316,5120,3549,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,4084.169724,4693,3546,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,3217.353669,4235,2028,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,2568.770145,3832,1664,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,1937.941059,3054,931,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,3411.451128,5490,2389,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,3268.690472,4667,2266,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,3548.882142,4555,2633,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,1605.346235,4522,403,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
