asdf_id,globalsolaratlas_pvout.none.mean,globalsolaratlas_pvout.none.max,globalsolaratlas_pvout.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
209,3.74195322268,4.05200004578,3.1210000515,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,3.70608112098,4.25099992752,2.86899995804,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,3.88286238467,4.02699995041,3.64100003242,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,3.95306795339,4.10099983215,3.60299992561,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,4.07875818278,4.18300008774,3.96099996567,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,3.94283970277,4.11999988556,3.382999897,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,4.07656504727,4.21600008011,3.96900010109,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,4.06519015133,4.1139998436,4.01900005341,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,4.10521838898,4.1859998703,4.01599979401,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,4.10224230358,4.29500007629,4.007999897,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,4.05375500611,4.13100004196,3.98000001907,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,3.99682758687,4.02400016785,3.96700000763,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,3.99335221306,4.03499984741,3.94199991226,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,4.04783554937,4.10900020599,4.01300001144,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,4.03260410834,4.07600021362,4.00500011444,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,4.00064289989,4.04899978638,3.93899989128,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,3.99888422447,4.04300022125,3.93899989128,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,4.03869432903,4.17700004578,3.95000004768,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,4.00549631441,4.05999994278,3.97799992561,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,3.9793306406,4.01000022888,3.92300009727,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,3.98228996978,4.05700016022,3.91700005531,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,5.79959174621,6.07800006866,5.35699987411,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,5.8339424657,5.92700004578,5.72399997711,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,5.52021571392,5.71600008011,5.12699985504,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,3.99342415149,4.02099990845,3.95600008965,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,4.00070169038,4.05200004578,3.95799994469,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,3.73783170675,4.04600000381,3.3259999752,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,3.75714790188,4.06199979782,3.38100004196,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,5.57135073811,5.67000007629,5.44000005722,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,5.52282921363,5.60400009155,5.25099992752,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,5.5119746945,5.70200014114,5.38800001144,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,5.23983796084,5.48099994659,4.90299987793,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,4.03379271005,4.29500007629,3.60299992561,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,5.19077811093,5.83099985123,3.99399995804,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,4.31592101417,4.78800010681,3.77999997139,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,4.92564838955,5.15799999237,4.37699985504,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,4.47052672442,4.75500011444,3.95600008965,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,4.5671834686,5.01000022888,3.98600006104,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,3.97444418676,4.11199998856,3.79099988937,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,4.0206519499,4.14200019836,3.8220000267,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,3.9973613645,4.10900020599,3.71499991417,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,4.0089032411,4.10900020599,3.6740000248,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,3.82895167034,5.06500005722,2.8029999733,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,4.19541711598,4.71099996567,3.62700009346,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,3.99841324578,4.12799978256,3.67600011826,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,5.18344007975,5.46199989319,4.34999990463,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,4.94129288395,5.16599988937,4.49800014496,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,4.02468083474,4.32299995422,3.59400010109,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,4.42694372011,4.59100008011,4.19899988174,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,4.09428092223,4.44000005722,3.82999992371,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,4.11441413094,4.26499986649,3.62400007248,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,4.07523854986,4.11199998856,4.04600000381,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,3.88667288738,4.07899999619,3.2990000248,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,4.09335428121,4.13899993896,3.98600006104,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,4.03780892709,4.10099983215,3.98600006104,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,4.06941625917,4.1360001564,3.90899991989,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,4.07435299303,4.15600013733,3.95000004768,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,3.5893600322,4.96600008011,2.5759999752,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,3.83263696852,4.05200004578,3.28200006485,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,3.76962904275,5.44500017166,2.43600010872,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,3.44031938708,3.70700001717,2.5759999752,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,4.04058538176,4.06500005722,4.01900005341,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,4.0560855,4.10900020599,3.91199994087,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,4.04397889216,4.09800004959,3.97499990463,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,5.2379754541,5.41200017929,4.85599994659,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,5.02127900291,5.25099992752,4.14200019836,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,4.09803158701,4.1360001564,4.05399990082,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,4.0625999497,4.09800004959,4.03200006485,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,4.06396675142,4.09499979019,4.02099990845,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,4.06754842536,4.14200019836,3.99399995804,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,4.08894420334,4.14499998093,4.06199979782,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,4.06878168977,4.09299993515,4.03200006485,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,4.29722070757,4.63700008392,3.26300001144,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,3.89857086392,4.46799993515,3.28999996185,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,3.6802433074,3.79999995232,3.20799994469,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,4.01464993141,4.04899978638,3.98600006104,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,4.16162146272,4.25400018692,4.04899978638,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,4.14900576887,4.26499986649,4.03000020981,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,4.11744756919,4.18800020218,3.49000000954,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,4.19822459799,4.3639998436,3.73900008202,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,4.04483420971,4.19899988174,3.64899992943,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,4.09721587203,4.17999982834,3.87599992752,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,4.11973999457,4.1859998703,3.97799992561,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,4.77704801698,5.42000007629,3.96700000763,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,4.1453183928,4.27299976349,3.66499996185,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,4.09103418037,4.15299987793,3.99099993706,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,4.12377696351,4.22700023651,3.90400004387,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,4.07802469078,4.12300014496,4.00500011444,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,4.04182126286,4.09000015259,3.95600008965,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,3.78010879297,5.132999897,2.59500002861,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,3.55764952954,3.8220000267,2.78399991989,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,5.13168299495,5.41800022125,4.58799982071,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,3.97553506154,5.35500001907,2.9240000248,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,5.11294247389,5.32999992371,4.57399988174,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,5.14900354452,5.44199991226,4.71400022507,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,3.98422887634,4.15799999237,3.18600010872,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,3.78286767687,5.00400018692,2.54600000381,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,6.10603319021,6.38999986649,5.00699996948,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,5.51765717519,5.59299993515,5.40399980545,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,5.77044243728,5.93800020218,4.57700014114,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,5.77044239579,5.87200021744,5.55700016022,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,6.05925918786,6.15999984741,5.82600021362,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,5.88737664848,6.25500011444,5.27299976349,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,6.09862578079,6.22499990463,5.66699981689,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,5.49546719816,5.67500019073,4.99900007248,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,6.08264282439,6.27500009537,5.26999998093,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,5.91020622534,6.25,4.87799978256,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,6.09817907328,6.32899999619,5.54099988937,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,6.32236862285,6.56500005722,5.65299987793,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,4.11619693292,4.16099977493,4.03200006485,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,4.05808097755,4.15000009537,3.98000001907,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,3.84849283052,5.09200000763,2.65799999237,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,3.76784015001,3.8710000515,3.61100006104,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,4.92208981756,5.46400022507,4.25400018692,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,5.54995986582,6.12400007248,4.87300014496,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,5.64153834056,5.88000011444,5.46700000763,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,5.95208340237,6.13199996948,5.39599990845,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,5.55185396894,5.95200014114,4.54699993134,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,5.90648726855,5.95200014114,5.82600021362,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,5.76357742063,5.88899993896,5.60099983215,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,5.35984290333,5.74100017548,4.34999990463,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,5.77851867013,6.13199996948,5.18800020218,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,5.59585091315,5.77099990845,5.07000017166,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,5.21362212677,5.57399988174,4.60699987411,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,5.07279026377,5.27799987793,4.32499980927,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,4.7987398552,5.10599994659,4.04099988937,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,5.74261646495,6.11000013351,5.19600009918,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,5.53597380631,5.867000103,4.87300014496,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,6.05019659327,6.21400022507,5.26700019836,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,3.99386786399,5.52400016785,3.12299990654,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
