asdf_id,udel_air_temp_v501_mean.2012.max,udel_air_temp_v501_mean.2012.mean,udel_air_temp_v501_mean.2012.min,udel_air_temp_v501_mean.2013.max,udel_air_temp_v501_mean.2013.mean,udel_air_temp_v501_mean.2013.min,udel_air_temp_v501_mean.2014.max,udel_air_temp_v501_mean.2014.mean,udel_air_temp_v501_mean.2014.min,udel_air_temp_v501_mean.2015.max,udel_air_temp_v501_mean.2015.mean,udel_air_temp_v501_mean.2015.min,udel_air_temp_v501_mean.2016.max,udel_air_temp_v501_mean.2016.mean,udel_air_temp_v501_mean.2016.min,udel_air_temp_v501_mean.2017.max,udel_air_temp_v501_mean.2017.mean,udel_air_temp_v501_mean.2017.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
77,14.6833333333,13.7512924252,10.4083333333,14.3083333333,13.4184721732,10.3666666667,14.4916666667,13.6145600786,10.525,14.9083333333,13.9865444861,10.7416666667,14.975,14.0886918638,11.1916666667,14.2416666667,13.3727441328,10.6,ADM3,77,77,BOL,BOL-ADM3-33444609B28265316,Pocoata,ADM3
78,7.83333333333,2.7619988509,-6.43333333333,7.40833333333,2.04297104002,-7.15,7.61666666667,2.02391473278,-6.96666666667,8.29166666667,2.93177015212,-5.99166666667,8.51666666667,2.85196596062,-6.06666666667,8.04166666667,2.44119423277,-6.4,ADM3,78,78,BOL,BOL-ADM3-33444609B5007094,Llica,ADM3
79,7.93333333333,7.93333333333,7.93333333333,8.35833333333,8.35833333333,8.35833333333,8.325,8.325,8.325,8.48333333333,8.48333333333,8.48333333333,9.175,9.175,9.175,8.74166666667,8.74166666667,8.74166666667,ADM3,79,79,BOL,BOL-ADM3-33444609B2586032,Quillacollo,ADM3
80,18.35,9.30417155997,7.93333333333,18.625,9.68136365327,8.35833333333,18.6583333333,9.67139222362,8.325,18.825,9.83026760662,8.48333333333,19.475,10.4819047065,9.175,18.9833333333,10.0661514137,8.74166666667,ADM3,80,80,BOL,BOL-ADM3-33444609B27378021,Sacaba,ADM3
81,7.93333333333,7.93333333333,7.93333333333,8.35833333333,8.35833333333,8.35833333333,8.325,8.325,8.325,8.48333333333,8.48333333333,8.48333333333,9.175,9.175,9.175,8.74166666667,8.74166666667,8.74166666667,ADM3,81,81,BOL,BOL-ADM3-33444609B80439797,Tiquipaya,ADM3
82,7.93333333333,7.93333333333,7.93333333333,8.35833333333,8.35833333333,8.35833333333,8.325,8.325,8.325,8.48333333333,8.48333333333,8.48333333333,9.175,9.175,9.175,8.74166666667,8.74166666667,8.74166666667,ADM3,82,82,BOL,BOL-ADM3-33444609B86021401,Colcapirhua,ADM3
83,20.1166666667,13.6828188,7.93333333333,20.3083333333,14.0217135978,8.35833333333,20.35,14.0250068396,8.325,20.5,14.1869052378,8.48333333333,21.1333333333,14.8550246581,9.175,20.5333333333,14.3838615459,8.74166666667,ADM3,83,83,BOL,BOL-ADM3-33444609B57513939,Sipesipe,ADM3
84,7.93333333333,7.93333333333,7.93333333333,8.35833333333,8.35833333333,8.35833333333,8.325,8.325,8.325,8.48333333333,8.48333333333,8.48333333333,9.175,9.175,9.175,8.74166666667,8.74166666667,8.74166666667,ADM3,84,84,BOL,BOL-ADM3-33444609B63544582,Vinto,ADM3
85,18.35,17.5261363706,12.3083333333,18.625,17.7875000071,12.4833333333,18.6583333333,17.8265151586,12.5583333333,18.825,17.9943181889,12.7333333333,19.475,18.6295454617,13.275,18.9833333333,18.1412878859,12.8083333333,ADM3,85,85,BOL,BOL-ADM3-33444609B91378627,Tarata,ADM3
86,30.1,22.1357259422,18.3833333333,29.9666666667,22.137465043,18.3416666667,30.2,22.3218825794,18.5416666667,30.4583333333,22.5190176107,18.75,30.5416666667,22.8309398597,19.0416666667,30.5166666667,22.5382546797,18.725,ADM3,86,86,BOL,BOL-ADM3-33444609B10790515,Totora,ADM3
87,25.8916666667,23.0942911346,20.3833333333,25.4583333333,22.6608318307,19.9166666667,25.7833333333,22.9579517729,20.2916666667,26.2083333333,23.3543775052,20.6416666667,25.85,23.0567289434,20.2916666667,26.1666666667,23.360383873,20.65,ADM3,87,87,BOL,BOL-ADM3-33444609B62366677,Buena Vista,ADM3
88,25.8916666667,25.383757907,23.1166666667,25.4583333333,24.9477813974,22.6666666667,25.7833333333,25.2659834851,22.95,26.2083333333,25.6894801394,23.3583333333,25.85,25.3413477817,23.0583333333,26.1666666667,25.6564946743,23.375,ADM3,88,88,BOL,BOL-ADM3-33444609B65201053,San Carlos,ADM3
89,27.5,26.9580458405,26.5416666667,27.2416666667,26.7202179666,26.3083333333,27.425,26.9431654515,26.525,28.1,27.5665197302,27.1916666667,27.6083333333,27.0674811511,26.7333333333,27.875,27.3562829129,26.9583333333,ADM3,89,89,BOL,BOL-ADM3-33444609B24515942,Magdalena,ADM3
90,25.8916666667,24.9885414029,23.1166666667,25.4583333333,24.5322940616,22.6666666667,25.7833333333,24.8666969827,22.95,26.2083333333,25.3031662595,23.3583333333,25.85,24.9095219818,23.0583333333,26.1666666667,25.2526782929,23.375,ADM3,90,90,BOL,BOL-ADM3-33444609B38843317,Portachuelo,ADM3
91,12.875,5.90491206789,3.1,12.575,5.51040022295,2.65833333333,12.9333333333,5.67440013565,2.75,13.2416666667,6.03595528891,3.125,13.275,6.01919765035,3.075,13.0583333333,5.80221563842,2.875,ADM3,91,91,BOL,BOL-ADM3-33444609B37744367,San Antonio de Esmoruco,ADM3
92,23.475,21.1844444488,11.7416666667,23.3083333333,20.9142592635,11.4666666667,23.6833333333,21.4983333378,11.9333333333,23.6333333333,21.2207407448,12.0583333333,22.9583333333,20.5755555594,11.8833333333,23.7666666667,21.4605555599,12.025,ADM3,92,92,BOL,BOL-ADM3-33444609B1106358,Uriondo,ADM3
93,12.875,12.875,12.875,12.575,12.575,12.575,12.9333333333,12.9333333333,12.9333333333,13.2416666667,13.2416666667,13.2416666667,13.275,13.275,13.275,13.0583333333,13.0583333333,13.0583333333,ADM3,93,93,BOL,BOL-ADM3-33444609B85745690,Mojinete,ADM3
94,24.8333333333,23.0269107355,21.0166666667,24.7833333333,23.0249069992,21.025,24.825,23.1083063312,21.275,25.0166666667,23.2727042546,21.425,24.3333333333,22.6716985626,20.6833333333,25.0666666667,23.3916622093,21.4666666667,ADM3,94,94,BOL,BOL-ADM3-33444609B87243497,Yacuiba,ADM3
95,21.5333333333,12.0206026221,5.51666666667,21.2583333333,11.7430992224,5.23333333333,21.8583333333,12.2064709228,5.58333333333,21.55,12.3186237239,5.88333333333,20.8833333333,12.1118895308,5.8,21.8083333333,12.2878486998,5.68333333333,ADM3,95,95,BOL,BOL-ADM3-33444609B234644,Yunchará,ADM3
96,23.4833333333,22.0078136737,21.0166666667,23.475,21.980415704,21.025,23.6833333333,22.148247402,21.275,23.6666666667,22.2696550205,21.425,23.1666666667,21.6317521456,20.6833333333,23.775,22.3612055932,21.4666666667,ADM3,96,96,BOL,BOL-ADM3-33444609B75965900,Caraparí,ADM3
97,21.5333333333,16.8612120814,14.9833333333,21.2583333333,16.5695214517,14.6083333333,21.8583333333,17.1081794524,14.9666666667,21.55,16.9256631785,15.175,20.8833333333,16.2435496673,14.525,21.8083333333,17.1115049987,15.0333333333,ADM3,97,97,BOL,BOL-ADM3-33444609B88496650,San Lorenzo,ADM3
98,21.5333333333,17.74142788,11.7416666667,21.2583333333,17.4194833226,11.4666666667,21.8583333333,17.9149665104,11.9333333333,21.55,17.8933568184,12.0583333333,20.8833333333,17.3882491412,11.8833333333,21.8083333333,17.9274091871,12.025,ADM3,98,98,BOL,BOL-ADM3-33444609B59853279,El Puente,ADM3
99,18.8666666667,18.0155512739,12.3083333333,18.7,17.9053608095,12.4833333333,19.075,18.150793358,12.5583333333,19.1833333333,18.323520924,12.7333333333,19.3083333333,18.6106749849,13.275,18.9083333333,18.0644731289,12.8083333333,ADM3,99,99,BOL,BOL-ADM3-33444609B34120572,Toro Toro,ADM3
100,9.075,6.32301628442,2.63333333333,8.38333333333,5.54184061371,1.70833333333,8.13333333333,5.02473524996,0.775,8.725,5.65387695826,1.45833333333,8.60833333333,5.51396423732,1.28333333333,8.16666666667,5.14124338622,0.958333333333,ADM3,100,100,BOL,BOL-ADM3-33444609B63002823,San Agustín,ADM3
101,23.475,20.6798019627,15.85,23.3083333333,20.4368649165,15.5416666667,23.6833333333,20.9471430377,16.1333333333,23.6333333333,20.7522316287,15.8916666667,22.9583333333,20.0815133754,15.1916666667,23.7666666667,20.9610317112,16.1,ADM3,101,101,BOL,BOL-ADM3-33444609B48940768,Tarija,ADM3
102,9.14166666667,6.6451603496,3.025,8.425,5.93345288771,2.125,8.29166666667,5.78245879473,1.625,9.14166666667,6.60908924649,2.54166666667,9.0,6.52678948598,2.31666666667,8.35,5.97406924024,1.925,ADM3,102,102,BOL,BOL-ADM3-33444609B83584775,Tahua,ADM3
103,12.875,4.62552846672,0.833333333333,12.575,3.95312424491,-0.0583333333333,12.9333333333,3.5291695728,-1.01666666667,13.2416666667,4.03967034802,-0.391666666667,13.275,3.91287414024,-0.641666666667,13.0583333333,3.64746967671,-0.883333333333,ADM3,103,103,BOL,BOL-ADM3-33444609B12022744,San Pablo,ADM3
104,19.1083333333,18.6396315113,11.7416666667,18.7833333333,18.3178127454,11.4666666667,19.2333333333,18.7688731568,11.9333333333,19.3166666667,18.8548575185,12.0583333333,18.9,18.4535668166,11.8833333333,19.275,18.8137210575,12.025,ADM3,104,104,BOL,BOL-ADM3-33444609B6650687,Las Carreras,ADM3
105,19.1083333333,18.5963831941,18.1833333333,18.7833333333,18.1653034355,17.6666666667,19.2333333333,18.5276723306,17.9583333333,19.3166666667,18.777043547,18.3416666667,18.9,18.2773579388,17.775,19.275,18.5186051997,17.9083333333,ADM3,105,105,BOL,BOL-ADM3-33444609B72563416,Villa Abecia,ADM3
106,20.1166666667,16.6357144401,7.93333333333,20.3083333333,16.8940477705,8.35833333333,20.35,16.9142858667,8.325,20.5,17.0666668189,8.48333333333,21.1333333333,17.7166668182,9.175,20.5333333333,17.1642858637,8.74166666667,ADM3,106,106,BOL,BOL-ADM3-33444609B32136747,Morochata,ADM3
107,4.83333333333,4.83333333333,4.83333333333,4.35,4.35,4.35,4.55833333333,4.55833333333,4.55833333333,5.33333333333,5.33333333333,5.33333333333,5.475,5.475,5.475,5.1,5.1,5.1,ADM3,107,107,BOL,BOL-ADM3-33444609B11014199,Carangas,ADM3
108,8.93333333333,8.93333333333,8.93333333333,8.64166666667,8.64166666667,8.64166666667,8.84166666667,8.84166666667,8.84166666667,9.39166666667,9.39166666667,9.39166666667,9.74166666667,9.74166666667,9.74166666667,9.28333333333,9.28333333333,9.28333333333,ADM3,108,108,BOL,BOL-ADM3-33444609B29831186,Yunguyo del Litoral,ADM3
109,8.93333333333,8.93333333333,8.93333333333,8.64166666667,8.64166666667,8.64166666667,8.84166666667,8.84166666667,8.84166666667,9.39166666667,9.39166666667,9.39166666667,9.74166666667,9.74166666667,9.74166666667,9.28333333333,9.28333333333,9.28333333333,ADM3,109,109,BOL,BOL-ADM3-33444609B64125054,Cruz de Machacamarca,ADM3
110,10.425,9.42637214056,7.80833333333,10.2,9.29678244561,7.83333333333,10.4166666667,9.52935082978,8.09166666667,10.75,9.77999523208,8.20833333333,11.0833333333,10.2214602445,8.825,10.4666666667,9.65885941731,8.35,ADM3,110,110,BOL,BOL-ADM3-33444609B44425060,Antequera,ADM3
111,6.39166666667,6.39166666667,6.39166666667,6.50833333333,6.50833333333,6.50833333333,6.7,6.7,6.7,6.775,6.775,6.775,7.16666666667,7.16666666667,7.16666666667,6.81666666667,6.81666666667,6.81666666667,ADM3,111,111,BOL,BOL-ADM3-33444609B30420791,Nazacara de Pacajes,ADM3
112,9.46666666667,7.66870361058,4.19166666667,9.38333333333,7.59593684247,4.29166666667,9.55,7.76381188086,4.44166666667,9.86666666667,8.06997747848,4.53333333333,10.2,8.39304889205,5.03333333333,9.81666666667,8.029368593,4.55833333333,ADM3,112,112,BOL,BOL-ADM3-33444609B25496031,Caquiaviri,ADM3
113,8.49166666667,8.46759723061,8.4,8.33333333333,8.26550128627,8.075,8.55,8.47560356129,8.26666666667,8.90833333333,8.87551137508,8.78333333333,9.375,9.30279169184,9.1,8.90833333333,8.80986745857,8.53333333333,ADM3,113,113,BOL,BOL-ADM3-33444609B78062899,Belén de Andamarca,ADM3
114,8.93333333333,8.46422759643,8.20833333333,8.64166666667,8.36408842152,8.05,8.84166666667,8.56919590817,8.23333333333,9.39166666667,8.87939645541,8.625,9.74166666667,9.38285792333,9.06666666667,9.28333333333,8.90677296781,8.575,ADM3,114,114,BOL,BOL-ADM3-33444609B19215102,Corque,ADM3
115,18.1833333333,14.1643180871,12.5166666667,17.6666666667,13.4093115115,11.75,17.9583333333,13.546713588,11.9083333333,18.3416666667,14.2551426369,12.6,17.775,13.5600525456,11.8583333333,17.9083333333,13.1909249132,11.5333333333,ADM3,115,115,BOL,BOL-ADM3-33444609B29766009,Vitiche,ADM3
116,14.725,4.69148499624,3.76666666667,14.9333333333,4.83508804226,3.90833333333,15.0916666667,4.95400639862,4.025,15.025,4.96008119345,4.03333333333,15.5416666667,5.53827367788,4.61666666667,15.175,4.97709570201,4.04166666667,ADM3,116,116,BOL,BOL-ADM3-33444609B50583695,Luribay,ADM3
117,10.2333333333,8.86268119016,7.80833333333,10.2416666667,8.88043481314,7.83333333333,10.5666666667,9.16775365456,8.09166666667,10.675,9.28079713272,8.20833333333,11.3083333333,9.90471017641,8.825,10.9916666667,9.49855075812,8.35,ADM3,117,117,BOL,BOL-ADM3-33444609B61739549,Machacamarca,ADM3
118,18.35,16.0714411185,10.4083333333,18.625,16.2608082463,10.3666666667,18.6583333333,16.3280253104,10.525,18.825,16.5079366007,10.7416666667,19.475,17.102178288,11.1916666667,18.9833333333,16.5855667176,10.6,ADM3,118,118,BOL,BOL-ADM3-33444609B79352083,Arampampa,ADM3
119,12.3083333333,12.3083333333,12.3083333333,12.4833333333,12.4833333333,12.4833333333,12.5583333333,12.5583333333,12.5583333333,12.7333333333,12.7333333333,12.7333333333,13.275,13.275,13.275,12.8083333333,12.8083333333,12.8083333333,ADM3,119,119,BOL,BOL-ADM3-33444609B67664908,Sacabamba,ADM3
120,18.35,13.6937912945,12.3083333333,18.625,13.8718255393,12.4833333333,18.6583333333,13.947443664,12.5583333333,18.825,14.1213739226,12.7333333333,19.475,14.6701279913,13.275,18.9833333333,14.1934328642,12.8083333333,ADM3,120,120,BOL,BOL-ADM3-33444609B24659770,Anzaldo,ADM3
121,12.3083333333,12.3083333333,12.3083333333,12.4833333333,12.4833333333,12.4833333333,12.5583333333,12.5583333333,12.5583333333,12.7333333333,12.7333333333,12.7333333333,13.275,13.275,13.275,12.8083333333,12.8083333333,12.8083333333,ADM3,121,121,BOL,BOL-ADM3-33444609B17865743,Toco,ADM3
122,12.3083333333,12.3083333333,12.3083333333,12.4833333333,12.4833333333,12.4833333333,12.5583333333,12.5583333333,12.5583333333,12.7333333333,12.7333333333,12.7333333333,13.275,13.275,13.275,12.8083333333,12.8083333333,12.8083333333,ADM3,122,122,BOL,BOL-ADM3-33444609B84509711,Villa Gualberto Villarroel,ADM3
123,12.3083333333,12.3083333333,12.3083333333,12.4833333333,12.4833333333,12.4833333333,12.5583333333,12.5583333333,12.5583333333,12.7333333333,12.7333333333,12.7333333333,13.275,13.275,13.275,12.8083333333,12.8083333333,12.8083333333,ADM3,123,123,BOL,BOL-ADM3-33444609B63808862,Tacachi,ADM3
124,12.3083333333,12.3083333333,12.3083333333,12.4833333333,12.4833333333,12.4833333333,12.5583333333,12.5583333333,12.5583333333,12.7333333333,12.7333333333,12.7333333333,13.275,13.275,13.275,12.8083333333,12.8083333333,12.8083333333,ADM3,124,124,BOL,BOL-ADM3-33444609B45712919,Cliza,ADM3
125,18.35,12.3962121258,11.575,18.625,12.4734848533,11.625,18.6583333333,12.5654040451,11.725,18.825,12.7174242472,11.875,19.475,13.3088383886,12.4583333333,18.9833333333,12.656060611,11.7833333333,ADM3,125,125,BOL,BOL-ADM3-33444609B71410216,Tacopaya,ADM3
126,10.2333333333,9.89325552112,7.94166666667,10.2416666667,9.88685671856,7.85,10.5666666667,10.1865685182,8.08333333333,10.675,10.3153558122,8.34166666667,11.3083333333,10.9219432616,8.80833333333,10.9916666667,10.5516967572,8.29166666667,ADM3,126,126,BOL,BOL-ADM3-33444609B34376575,El Choro,ADM3
127,10.2333333333,9.07381743848,7.60833333333,10.2416666667,9.04792527281,7.63333333333,10.5666666667,9.29243489518,7.775,10.675,9.46635218222,7.89166666667,11.3083333333,10.0324240548,8.475,10.9916666667,9.56885153297,7.81666666667,ADM3,127,127,BOL,BOL-ADM3-33444609B90107878,Toledo,ADM3
128,18.35,16.8583917992,7.93333333333,18.625,17.1548709573,8.35833333333,18.6583333333,17.1786579981,8.325,18.825,17.3441313782,8.48333333333,19.475,18.000097811,9.175,18.9833333333,17.5167841503,8.74166666667,ADM3,128,128,BOL,BOL-ADM3-33444609B16998103,Santivañez,ADM3
129,11.575,10.2646054411,7.80833333333,11.625,10.283353655,7.83333333333,11.725,10.4121236555,8.09166666667,11.875,10.5586299567,8.20833333333,12.4583333333,11.1287816249,8.825,11.7833333333,10.4606938528,8.35,ADM3,129,129,BOL,BOL-ADM3-33444609B37510264,Paria,ADM3
130,7.50833333333,7.50833333333,7.50833333333,7.79166666667,7.79166666667,7.79166666667,7.975,7.975,7.975,7.825,7.825,7.825,8.31666666667,8.31666666667,8.31666666667,7.95833333333,7.95833333333,7.95833333333,ADM3,130,130,BOL,BOL-ADM3-33444609B66068349,Collana,ADM3
131,18.35,14.615144361,10.6166666667,18.625,14.8679663328,10.9416666667,18.6583333333,14.9114684202,10.9583333333,18.825,15.0790553469,11.1166666667,19.475,15.6818314249,11.7166666667,18.9833333333,15.222618626,11.3333333333,ADM3,131,131,BOL,BOL-ADM3-33444609B94491619,Tolata,ADM3
132,27.3,26.8754515888,26.2166666667,27.1333333333,26.7103403165,26.1,27.275,26.8695951521,26.2416666667,27.9083333333,27.5430502349,26.9083333333,27.425,26.8914927448,26.2,27.1833333333,26.6257371032,25.875,ADM3,132,132,BOL,BOL-ADM3-33444609B30727604,Cobija,ADM3
133,9.05,8.72234848374,7.60833333333,9.00833333333,8.69583333228,7.63333333333,9.10833333333,8.80530302928,7.775,9.26666666667,8.95416666561,7.89166666667,9.78333333333,9.48598484748,8.475,9.0,8.73106060515,7.81666666667,ADM3,133,133,BOL,BOL-ADM3-33444609B21077453,Eucaliptus,ADM3
134,9.46666666667,5.04005509982,4.19166666667,9.38333333333,5.10127080965,4.29166666667,9.55,5.2540946762,4.44166666667,9.86666666667,5.39643139825,4.53333333333,10.2,5.88749712814,5.03333333333,9.81666666667,5.39617614179,4.55833333333,ADM3,134,134,BOL,BOL-ADM3-33444609B28630051,Santiago de Callapa,ADM3
135,18.35,9.49218244518,7.93333333333,18.625,9.89473501797,8.35833333333,18.6583333333,9.87137831895,8.325,18.825,10.0309587316,8.48333333333,19.475,10.7163900018,9.175,18.9833333333,10.2743271134,8.74166666667,ADM3,135,135,BOL,BOL-ADM3-33444609B41741681,Cochabamba,ADM3
136,10.2333333333,8.26514742197,5.84166666667,10.2416666667,8.25250472066,5.9,10.5666666667,8.36033520539,5.99166666667,10.675,8.50107341376,6.09166666667,11.3083333333,9.041707228,6.675,10.9916666667,8.30960022636,6.04166666667,ADM3,136,136,BOL,BOL-ADM3-33444609B22900187,Caracollo,ADM3
137,5.625,5.43970588438,5.1,5.31666666667,5.07254902228,4.625,5.45833333333,5.21715686539,4.775,6.05833333333,5.89068627635,5.58333333333,6.25833333333,6.04950980621,5.66666666667,5.925,5.71323529644,5.325,ADM3,137,137,BOL,BOL-ADM3-33444609B21007182,Catacora,ADM3
138,5.84166666667,5.65857843639,3.76666666667,5.9,5.7242647107,3.90833333333,5.99166666667,5.81813725966,4.025,6.09166666667,5.91004902458,4.03333333333,6.675,6.49338235792,4.61666666667,6.04166666667,5.86519608327,4.04166666667,ADM3,138,138,BOL,BOL-ADM3-33444609B25632649,Yaco,ADM3
139,9.46666666667,7.63819888871,-1.88333333333,9.38333333333,7.43873876287,-2.5,9.55,7.607398066,-2.30833333333,9.86666666667,8.06219395565,-1.4,10.2,8.3616686774,-1.35833333333,9.81666666667,7.97271001946,-1.65,ADM3,139,139,BOL,BOL-ADM3-33444609B93045845,Calacoto,ADM3
140,12.3083333333,12.3083333333,12.3083333333,12.4833333333,12.4833333333,12.4833333333,12.5583333333,12.5583333333,12.5583333333,12.7333333333,12.7333333333,12.7333333333,13.275,13.275,13.275,12.8083333333,12.8083333333,12.8083333333,ADM3,140,140,BOL,BOL-ADM3-33444609B26131324,Arani,ADM3
141,12.3083333333,11.8845433186,10.6166666667,12.4833333333,12.0971207584,10.9416666667,12.5583333333,12.1575073096,10.9583333333,12.7333333333,12.3283320385,11.1166666667,13.275,12.884612154,11.7166666667,12.8083333333,12.4388218427,11.3333333333,ADM3,141,141,BOL,BOL-ADM3-33444609B3757470,Punata,ADM3
142,9.05,4.9765328437,3.76666666667,9.00833333333,5.07687355959,3.90833333333,9.10833333333,5.19228667013,4.025,9.26666666667,5.24013368601,4.03333333333,9.78333333333,5.81964395603,4.61666666667,9.0,5.21087961541,4.04166666667,ADM3,142,142,BOL,BOL-ADM3-33444609B21151286,Sicasica,ADM3
143,4.19166666667,3.87595238716,3.76666666667,4.29166666667,4.0069047675,3.90833333333,4.44166666667,4.13214286322,4.025,4.53333333333,4.1619047692,4.03333333333,5.03333333333,4.72380952989,4.61666666667,4.55833333333,4.17452381707,4.04166666667,ADM3,143,143,BOL,BOL-ADM3-33444609B32005482,Patacamaya,ADM3
144,7.50833333333,5.97976304233,4.19166666667,7.79166666667,6.17860254048,4.29166666667,7.975,6.34657335832,4.44166666667,7.825,6.30795159561,4.53333333333,8.31666666667,6.80345889115,5.03333333333,7.95833333333,6.39135675361,4.55833333333,ADM3,144,144,BOL,BOL-ADM3-33444609B19082627,Colquencha,ADM3
145,8.3,5.78046267784,5.625,8.2,5.4842370297,5.31666666667,8.35,5.62638800377,5.45833333333,8.725,6.21331170376,6.05833333333,9.0,6.41767047043,6.25833333333,8.625,6.08191560006,5.925,ADM3,145,145,BOL,BOL-ADM3-33444609B96911206,Santiago de Machaca,ADM3
146,26.1666666667,25.4675333709,24.8666666667,26.075,25.2995307635,24.6083333333,26.1083333333,25.4287241651,24.8,26.8166666667,26.0628749411,25.4,26.35,25.7169183625,25.0916666667,26.15,25.5519273695,25.0083333333,ADM3,146,146,BOL,BOL-ADM3-33444609B58600296,Sena,ADM3
147,26.2,25.1782620473,24.8333333333,26.1,25.0097890971,24.575,26.325,25.1674600292,24.75,26.925,25.8185301365,25.3666666667,26.6833333333,25.5540304198,25.05,26.6916666667,25.5145016042,25.0083333333,ADM3,147,147,BOL,BOL-ADM3-33444609B26946399,San Lorenzo,ADM3
148,27.4333333333,26.6786153838,24.8333333333,26.8833333333,26.2264145994,24.575,27.1833333333,26.4913743444,24.75,27.6083333333,26.9786905024,25.3666666667,27.3166666667,26.6837828824,25.05,27.4,26.7967964319,25.1166666667,ADM3,148,148,BOL,BOL-ADM3-33444609B90312020,Santa Rosa,ADM3
149,14.8833333333,9.80583489131,3.76666666667,14.9583333333,9.88988127586,3.90833333333,15.0916666667,10.0017103801,4.025,15.175,10.0770423543,4.03333333333,15.7,10.6329054851,4.61666666667,15.2666666667,10.1017900606,4.04166666667,ADM3,149,149,BOL,BOL-ADM3-33444609B20955158,Malla,ADM3
150,7.50833333333,6.14395612742,4.19166666667,7.79166666667,6.32736353742,4.29166666667,7.975,6.50155168668,4.44166666667,7.825,6.48451069569,4.53333333333,8.31666666667,6.95559612591,5.03333333333,7.95833333333,6.56038921585,4.55833333333,ADM3,150,150,BOL,BOL-ADM3-33444609B91729130,Comanche,ADM3
151,14.725,7.66388809821,4.19166666667,14.9333333333,7.92312739234,4.29166666667,15.0916666667,8.10129607614,4.44166666667,15.025,7.98198504986,4.53333333333,15.5416666667,8.47623633888,5.03333333333,15.175,8.10528800761,4.55833333333,ADM3,151,151,BOL,BOL-ADM3-33444609B41933053,Calamarca,ADM3
152,7.50833333333,7.50833333333,7.50833333333,7.79166666667,7.79166666667,7.79166666667,7.975,7.975,7.975,7.825,7.825,7.825,8.31666666667,8.31666666667,8.31666666667,7.95833333333,7.95833333333,7.95833333333,ADM3,152,152,BOL,BOL-ADM3-33444609B85812802,Viacha,ADM3
153,14.8833333333,14.8833333333,14.8833333333,14.9583333333,14.9583333333,14.9583333333,15.0833333333,15.0833333333,15.0833333333,15.175,15.175,15.175,15.7,15.7,15.7,15.2666666667,15.2666666667,15.2666666667,ADM3,153,153,BOL,BOL-ADM3-33444609B79205479,Villa Libertad Licoma,ADM3
154,14.8833333333,13.6859365717,5.84166666667,14.9583333333,13.7637736239,5.9,15.0916666667,13.8856395972,5.99166666667,15.175,13.9724274006,6.09166666667,15.7,14.504799404,6.675,15.2666666667,14.0476286928,6.04166666667,ADM3,154,154,BOL,BOL-ADM3-33444609B66902866,Quime,ADM3
155,8.525,8.525,8.525,8.65,8.65,8.65,8.86666666667,8.86666666667,8.86666666667,8.83333333333,8.83333333333,8.83333333333,9.24166666667,9.24166666667,9.24166666667,8.94166666667,8.94166666667,8.94166666667,ADM3,155,155,BOL,BOL-ADM3-33444609B98511044,Huatajata,ADM3
156,8.525,6.89205754762,4.44166666667,8.65,7.10673157987,4.66666666667,8.86666666667,7.29840954047,4.89166666667,8.83333333333,7.23133592832,4.76666666667,9.24166666667,7.67854582971,5.18333333333,8.94166666667,7.33531811617,4.925,ADM3,156,156,BOL,BOL-ADM3-33444609B79531063,Laja,ADM3
157,14.725,11.7932292087,7.50833333333,14.9333333333,12.0320312916,7.79166666667,15.0916666667,12.2005208748,7.975,15.025,12.1000000419,7.825,15.5416666667,12.6065104587,8.31666666667,15.175,12.2432292087,7.95833333333,ADM3,157,157,BOL,BOL-ADM3-33444609B83826918,Mecapaca,ADM3
158,20.2,14.9040832431,7.50833333333,20.2916666667,15.1048500005,7.79166666667,20.5083333333,15.2699420786,7.975,20.4916666667,15.2040811894,7.825,20.8666666667,15.7060340225,8.31666666667,20.65,15.3540832431,7.95833333333,ADM3,158,158,BOL,BOL-ADM3-33444609B56483619,Palca,ADM3
159,7.50833333333,7.50833333333,7.50833333333,7.79166666667,7.79166666667,7.79166666667,7.975,7.975,7.975,7.825,7.825,7.825,8.31666666667,8.31666666667,8.31666666667,7.95833333333,7.95833333333,7.95833333333,ADM3,159,159,BOL,BOL-ADM3-33444609B1863080,Achocalla,ADM3
160,7.50833333333,5.7371680138,4.44166666667,7.79166666667,5.98681070247,4.66666666667,7.975,6.19420878199,4.89166666667,7.825,6.0586476297,4.76666666667,8.31666666667,6.50699775323,5.18333333333,7.95833333333,6.20641981075,4.925,ADM3,160,160,BOL,BOL-ADM3-33444609B30011805,El Alto,ADM3
161,20.2,19.3722723468,14.725,20.2916666667,19.4815770456,14.9333333333,20.5083333333,19.6894246962,15.0916666667,20.4916666667,19.6651988729,15.025,20.8666666667,20.0616164834,15.5416666667,20.65,19.8222723468,15.175,ADM3,161,161,BOL,BOL-ADM3-33444609B40374901,Yanacachi,ADM3
162,20.1166666667,14.6236619837,7.93333333333,20.3083333333,14.7639094868,8.35833333333,20.35,14.8318253533,8.325,20.5,14.9848154488,8.48333333333,21.1333333333,15.5968075963,9.175,20.5333333333,14.9816730371,8.74166666667,ADM3,162,162,BOL,BOL-ADM3-33444609B99579203,Tapacarí,ADM3
