asdf_id,china_osm_v301_commitments_transport.none.sum,china_osm_v301_commitments_transport.none.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
246,6907.33000924997,70.2099990845,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,68566.31018893048,397.950012207,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,53050237.25254277,1415.34008789,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,83559.4000157956,774.739990234,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,94771.14001613669,879.08996582,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,622083.7100096885,5732.25927734,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,300590.3900384698,2783.0300293,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,269071.9500179477,2488.63989258,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,1425.7200050838292,14.7899999619,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,3260.1900065131485,33.1200027466,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,104304.2800073009,969.659973145,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,37329.23000474274,348.589996338,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,26780.210018012673,251.160003662,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,468051.560001703,4316.91015625,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,100398.30070285685,533.979980469,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,888438.289979754,8211.27050781,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,413024.4100355804,3809.42993164,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,46513.57000959106,436.730041504,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,209439.13999481872,1937.99987793,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,888823.0600608923,8185.10058594,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,428720419.5400358,9423.36035156,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,257261.80000397936,2401.11987305,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,184302.6500293985,1703.70996094,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,68264.52000886016,636.920043945,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,22867.11000416614,214.559997559,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,829283.9900376983,7667.9296875,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,21352.010041685775,218.229995728,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,32378.450031144544,303.010009766,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,84403.06003693491,786.099975586,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,108317.49000623263,889.359985352,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,137649.79004427232,1154.35009766,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,49526.33002366498,461.690002441,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,1308759.6399563495,11762.9501953,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,70662.51998754218,657.980041504,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,39564.819984415546,370.209991455,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,93672.41999907419,871.109985352,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,69152.87002879754,644.290039062,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,183018.630032314,1698.48999023,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,27072.330017980188,253.33001709,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,1218867.4300230965,11218.9794922,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,996310.1400220245,9166.95019531,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,669918.3600494415,6171.68017578,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,2509679.220114719,23067.5195312,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,207650665.04846558,60771.3085938,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,1772734.5800204165,16302.5400391,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,897733.8100612983,8260.8203125,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,138749.37002047338,1285.70996094,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,4521237.160238177,41546.7578125,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,1496088.2201476097,13780.5800781,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,16012.100002273917,161.030014038,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,7.630000032484531,0.10000000149,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,220616.00002497248,2040.71020508,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,223240.72007492557,2064.06005859,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,203552.05004600622,1889.82995605,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,2115.690001843497,21.6500015259,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,47745.27001535706,445.489990234,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,38886.84002900869,362.950012207,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,55625.97000528686,518.219970703,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,3368125.0700981114,30969.2011719,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,NA,0.0,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,12666.889981012791,125.020004272,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,NA,0.0,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,265976.350060137,2457.9699707,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,83267.28002658859,773.179931641,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,124644.7700192146,1154.44995117,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,19124.049989564344,183.490020752,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,33296.23000758514,311.520019531,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,NA,0.0,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,486760.21000278555,4489.37988281,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,12996.620019383729,37.25,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,NA,0.0,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,NA,0.0,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,467655.7800848577,4317.79003906,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,732061.4401189908,6755.59033203,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,308214.94001382217,2848.51025391,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,132282.2000306286,349.529998779,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,NA,0.0,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,NA,0.0,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,NA,0.0,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,NA,0.0,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,NA,0.0,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,NA,0.0,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,NA,0.0,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,NA,0.0,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,231118.15001275018,2140.59008789,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,1221.8900074064732,12.0,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,NA,0.0,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,174853.44000204653,1618.66992188,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,221816.090024136,2050.89990234,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,NA,0.0,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,NA,0.0,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,410363.7180868238,34.3400001526,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,1503122.6001026705,3919.30981445,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
