asdf_id,distance_to_coast_236.none.mean,distance_to_coast_236.none.max,distance_to_coast_236.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
221,804483.03461,903067.96515,743235.23371,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,874713.882011,931405.267387,819838.297823,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,788218.754507,853540.31795,712702.764462,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,859226.543151,922746.103678,807343.758098,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,911958.179755,977613.512549,852620.914817,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,933168.576985,1012114.48923,875101.375117,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,939776.233727,991346.898633,900824.982446,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,982231.374077,1042793.61844,927311.391307,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,1025285.50654,1072573.53521,976073.238685,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,300507.55172,308260.557572,293610.212922,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,291120.328208,302212.903665,282178.577149,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,416979.144249,426226.160223,406994.239799,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,707913.929782,736858.054293,678091.228132,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,692011.938232,767798.836586,613920.619034,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,441793.905735,457597.09589,426711.311739,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,415665.938608,439813.130682,388699.789396,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,309005.711749,319864.730118,299711.172519,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,390641.299729,413448.998537,368988.745593,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,299112.616302,304413.918716,293347.859106,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,324023.327184,333468.086006,313084.614438,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,662271.194911,681419.227766,642876.377808,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,319826.286292,339775.781619,294016.719731,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,629197.260277,649769.021989,604419.162937,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,589142.073068,605910.899178,573216.751353,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,636267.172834,651669.827851,623309.371043,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,621434.555877,646516.037978,602420.212592,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,749676.10264,826137.430274,678507.732259,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,735364.877079,776700.702648,699476.139033,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,687814.411661,708958.834379,669531.722118,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,694380.510569,714858.60679,672337.333439,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,455950.542114,495642.097916,409378.193979,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,662110.655273,702301.995011,629429.945374,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,697947.307531,717806.848718,674239.448925,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,523208.318523,551185.091164,487067.352514,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,564034.945314,581733.963814,545968.087366,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,683508.429975,705917.657734,666143.959856,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,652487.340547,661667.38064,640844.275419,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,671643.553707,683253.016053,660476.281528,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,738195.504722,794542.041603,690385.260185,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,786572.6409,804881.616203,770090.827307,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,660203.903075,694602.947704,609711.819093,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,864941.599726,935419.401753,803193.997456,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,860993.834201,880385.292676,842785.329119,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,866178.731057,888232.168425,836393.76334,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,975013.148605,1030616.02306,908845.959902,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,542477.331527,662519.082693,449341.22255,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,610784.886859,656531.810438,559149.438244,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,522494.638548,554830.547087,484027.113678,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,551162.141578,571569.906698,526295.113852,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,757760.82559,771733.121936,747995.230046,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,811787.966119,870600.376821,769798.447178,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,741051.663726,794249.467922,684491.882017,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,509444.64579,524868.834139,499193.772849,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,529536.806273,547181.579854,509641.180345,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,798180.283764,814502.576377,783909.283721,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,775147.046306,792605.485641,755021.857917,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,768976.544433,789031.978745,750692.984118,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,890489.954718,975963.821908,793488.0446,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,772184.287998,788555.83538,755599.659004,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,761644.96225,787411.37292,745510.843125,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,652354.583745,671592.516095,633164.425286,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,668349.061082,682564.294093,654542.036611,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,596379.022924,619643.965502,573586.028032,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,749355.148967,758888.28475,735105.453898,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,1200493.97456,1270114.7348,1117140.80108,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,1220041.10299,1282815.22532,1161242.26691,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,1122475.07006,1181128.32267,1066003.24809,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,1221054.87252,1312020.72803,1135119.93127,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,901355.154899,1188485.29049,694252.595839,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,1047928.32705,1153805.66806,950029.604563,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,1093304.16886,1167871.30005,1014806.94056,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,399229.547519,414546.849928,384575.557432,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,1067157.48354,1173166.27571,946290.513056,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,870039.774212,952296.123608,801579.135372,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,959055.480723,1086902.0565,840528.739766,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,724175.702327,792060.605249,679173.834262,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,912847.106937,945429.840203,874184.706642,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,584317.277892,613190.464778,560535.683879,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,623436.919863,655525.075356,578119.449131,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,516285.454333,535862.114665,487477.735094,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,484353.111252,498628.02224,472590.627199,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,500765.492056,514301.131384,489891.218789,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,493253.350669,508011.200592,478728.326316,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,599573.612587,723271.756633,459163.899875,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,368522.637435,400476.770366,345581.444745,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,350154.209317,409688.578296,297985.895886,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,266644.37265,273932.462057,259009.39691,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,181721.04876,233638.949215,127378.129738,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,251880.677993,277113.152122,232183.603339,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,227253.242165,250848.84426,196642.914821,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,199096.773081,210412.431936,183602.86673,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,232756.638467,249304.081994,217765.966527,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,418297.307841,436637.566818,401881.289275,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,269649.944451,316166.309998,218010.622413,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,442194.771198,498872.028468,385697.2364,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,405673.300022,437772.698329,373795.470593,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,201008.869392,232976.689979,162843.114844,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,816116.256615,861558.307499,758482.481979,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,769366.306266,853011.935742,661508.897203,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,626095.092932,663054.170387,585180.237506,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,606845.711071,615520.963415,594057.054729,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,551648.533893,570663.930747,529646.479877,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,310210.345844,328251.10181,290095.664465,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,309692.27278,315807.845578,301315.241761,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,151088.249209,188763.316589,120429.381158,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,317424.420476,334149.928897,290294.246098,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,265836.492583,279564.287996,257914.705646,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,215757.397415,239704.900224,190704.4896,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,486651.355052,505001.242393,470285.84489,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,390379.567127,433574.224743,348221.321889,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,398657.576836,414583.875302,382854.175237,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,495208.657619,516406.860281,476648.155318,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,519015.322825,541844.093521,492129.481264,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,601521.255953,631690.35337,574997.506773,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,452061.8849,496930.636605,402524.438309,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,516706.8204,548657.67709,491184.850223,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,460235.792153,509097.721043,409157.666871,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,577093.578811,624180.283468,521742.347462,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
