asdf_id,map_pf_incidence_rate.2012.mean,map_pf_incidence_rate.2012.min,map_pf_incidence_rate.2012.max,map_pf_incidence_rate.2012.count,map_pf_incidence_rate.2013.mean,map_pf_incidence_rate.2013.min,map_pf_incidence_rate.2013.max,map_pf_incidence_rate.2013.count,map_pf_incidence_rate.2014.mean,map_pf_incidence_rate.2014.min,map_pf_incidence_rate.2014.max,map_pf_incidence_rate.2014.count,map_pf_incidence_rate.2015.mean,map_pf_incidence_rate.2015.min,map_pf_incidence_rate.2015.max,map_pf_incidence_rate.2015.count,map_pf_incidence_rate.2016.mean,map_pf_incidence_rate.2016.min,map_pf_incidence_rate.2016.max,map_pf_incidence_rate.2016.count,map_pf_incidence_rate.2017.mean,map_pf_incidence_rate.2017.min,map_pf_incidence_rate.2017.max,map_pf_incidence_rate.2017.count,map_pf_incidence_rate.2018.mean,map_pf_incidence_rate.2018.min,map_pf_incidence_rate.2018.max,map_pf_incidence_rate.2018.count,map_pf_incidence_rate.2019.mean,map_pf_incidence_rate.2019.min,map_pf_incidence_rate.2019.max,map_pf_incidence_rate.2019.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
44,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,0.0,0.0,0.0,178.549987793,ADM3,44,44,BOL,BOL-ADM3-33444609B55181457,Sabaya,ADM3
45,0.00181497342112,0.000125645208755,0.0304429326206,339.369995117,0.00823935467271,0.0,0.0907952561975,339.369995117,0.00364644918122,0.000144243836985,0.0868586450815,339.369995117,0.00151737390879,1.05203444036e-05,0.0803227052093,339.369995117,0.000206794795436,6.96056986271e-07,0.0135729052126,339.369995117,0.00019994101211,6.72256874168e-07,0.0136973652989,339.369995117,0.0,0.0,0.0,339.369995117,0.00061161788703,2.10997404793e-06,0.0404336005449,339.369995117,ADM3,45,45,BOL,BOL-ADM3-33444609B74955412,Loreto,ADM3
46,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,0.0,0.0,0.0,412.58001709,ADM3,46,46,BOL,BOL-ADM3-33444609B79735413,Tomave,ADM3
47,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,0.0,0.0,0.0,56.2399978638,ADM3,47,47,BOL,BOL-ADM3-33444609B50648219,Porco,ADM3
48,5.61612254581e-05,0.0,0.000213744395296,551.809997559,0.0,0.0,0.0,551.809997559,3.40802438012e-05,0.0,0.000180970775546,551.809997559,1.39812087307e-06,0.0,1.12680681923e-05,551.809997559,8.2339083266e-08,0.0,7.08930656401e-07,551.809997559,6.40173794544e-08,0.0,5.91556954532e-07,551.809997559,0.0,0.0,0.0,551.809997559,2.23935500044e-07,0.0,2.00841463993e-06,551.809997559,ADM3,48,48,BOL,BOL-ADM3-33444609B43551685,Villa Montes,ADM3
49,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,0.0,0.0,0.0,46.7299995422,ADM3,49,49,BOL,BOL-ADM3-33444609B55738046,Yocalla,ADM3
50,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,0.0,0.0,0.0,63.9199981689,ADM3,50,50,BOL,BOL-ADM3-33444609B4133228,Urmiri,ADM3
51,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,0.0,0.0,0.0,33.8199996948,ADM3,51,51,BOL,BOL-ADM3-33444609B8281684,Mocomoco,ADM3
52,1.40340475338e-06,1.99239835297e-07,6.56931160847e-06,23.7299995422,3.64816937359e-06,0.0,8.49681455293e-05,23.7299995422,6.23845325634e-07,1.22436730976e-07,3.33628145199e-06,23.7299995422,8.50033200782e-09,1.05455733035e-09,6.75650468906e-08,23.7299995422,3.65023324512e-10,3.03047031913e-11,3.43180395213e-09,23.7299995422,2.67773860507e-10,1.92425311796e-11,2.6148505583e-09,23.7299995422,0.0,0.0,0.0,23.7299995422,1.07604266216e-09,8.99851027025e-11,1.02330508511e-08,23.7299995422,ADM3,52,52,BOL,BOL-ADM3-33444609B21235771,Saipina,ADM3
53,2.96580176042e-06,2.28722200291e-07,2.60948527284e-05,39.9700012207,4.20149551025e-05,0.0,0.00033216868178,39.9700012207,1.72611326777e-06,1.35170566296e-07,2.35885981965e-05,39.9700012207,8.08355096954e-08,1.43005463027e-09,1.98787233785e-06,39.9700012207,6.44178705504e-09,3.64304038325e-11,1.79126658395e-07,39.9700012207,5.02060444231e-09,2.37381069662e-11,1.40040299357e-07,39.9700012207,0.0,0.0,0.0,39.9700012207,1.83387748487e-08,1.26888541341e-10,5.02868829244e-07,39.9700012207,ADM3,53,53,BOL,BOL-ADM3-33444609B25995685,Omereque,ADM3
54,7.16226885053e-06,1.40315478347e-06,0.000243999020313,48.2699966431,0.0,0.0,0.0,48.2699966431,4.22263400861e-06,4.8900648153e-07,0.000144495090353,48.2699966431,1.31419533104e-07,5.97205040975e-09,9.85271708487e-06,48.2699966431,8.99700645183e-09,2.52197207562e-10,1.08953486233e-06,48.2699966431,6.23431863284e-09,1.80880282974e-10,6.36684319488e-07,48.2699966431,0.0,0.0,0.0,48.2699966431,2.40664032322e-08,6.01050764715e-10,2.91046649181e-06,48.2699966431,ADM3,54,54,BOL,BOL-ADM3-33444609B55124296,Porongo,ADM3
55,8.34982139813e-05,1.06133347799e-06,0.00218999828212,67.4599990845,0.0,0.0,0.0,67.4599990845,5.75923031654e-05,2.72834142834e-07,0.00178279145621,67.4599990845,5.31667748097e-06,2.11140660511e-09,0.000220450470806,67.4599990845,4.85848004833e-07,8.72358296711e-11,2.169887739e-05,67.4599990845,3.81805054836e-07,6.37562155847e-11,1.70427429111e-05,67.4599990845,0.0,0.0,0.0,67.4599990845,1.41217609958e-06,2.1777903092e-10,6.21587532805e-05,67.4599990845,ADM3,55,55,BOL,BOL-ADM3-33444609B6878387,Santa Cruz de la Sierra,ADM3
56,0.00060289187966,2.23646475206e-05,0.00930143333972,1234.10009766,0.00276314190924,0.000151022104546,0.0356934927404,1234.10009766,0.000781443717373,2.16863118112e-05,0.0216419901699,1234.10009766,0.000145593591878,1.00421209481e-06,0.0107882702723,1234.10009766,1.47896814568e-05,6.93572346222e-08,0.00134175212588,1234.10009766,1.4959912658e-05,7.65383063595e-08,0.00132528238464,1234.10009766,0.0,0.0,0.0,1234.10009766,4.3251837683e-05,2.01079387807e-07,0.0040147555992,1234.10009766,ADM3,56,56,BOL,BOL-ADM3-33444609B3318455,San Ignacio,ADM3
57,0.000885243916989,0.0,0.00406137201935,431.179992676,0.00432836309676,0.0,0.0195360295475,431.179992676,0.00140004541516,0.0,0.0109910229221,431.179992676,0.000292072962147,0.0,0.00494089350104,431.179992676,2.91631178099e-05,0.0,0.000608575006481,431.179992676,2.83616245908e-05,0.0,0.000565710302908,431.179992676,0.0,0.0,0.0,431.179992676,8.53631711897e-05,0.0,0.00184661522508,431.179992676,ADM3,57,57,BOL,BOL-ADM3-33444609B8905284,San Javier,ADM3
58,0.000148712294061,1.491709736e-05,0.00246613495983,157.160003662,0.0,0.0,0.0,157.160003662,0.000242072155645,1.59469291248e-05,0.00685774814337,157.160003662,2.8210755122e-05,6.12517112586e-07,0.00254587293603,157.160003662,2.11673106045e-06,2.88788566394e-08,0.00027795456117,157.160003662,1.80087688974e-06,2.20089582115e-08,0.000257824838627,157.160003662,0.0,0.0,0.0,157.160003662,6.21190269747e-06,8.64793250344e-08,0.0008324990049,157.160003662,ADM3,58,58,BOL,BOL-ADM3-33444609B2142879,San Pedro,ADM3
59,6.58210817206e-06,0.0,0.000100895762444,36.7999992371,3.98133044766e-05,0.0,0.000412476190832,36.7999992371,0.0,0.0,0.0,36.7999992371,0.0,0.0,0.0,36.7999992371,0.0,0.0,0.0,36.7999992371,0.0,0.0,0.0,36.7999992371,0.0,0.0,0.0,36.7999992371,0.0,0.0,0.0,36.7999992371,ADM3,59,59,BOL,BOL-ADM3-33444609B87038976,Cajuata,ADM3
60,3.53198847682e-06,0.0,0.000100895762444,165.519989014,2.95379115077e-05,0.0,0.000412476190832,165.519989014,2.60482198394e-07,0.0,4.42375749117e-05,165.519989014,1.49989515881e-08,0.0,3.60540843758e-06,165.519989014,1.17969940213e-09,0.0,2.99724547403e-07,165.519989014,1.20858665871e-09,0.0,2.92228207854e-07,165.519989014,0.0,0.0,0.0,165.519989014,3.30957863595e-09,0.0,8.09387415757e-07,165.519989014,ADM3,60,60,BOL,BOL-ADM3-33444609B59519836,Inquisivi,ADM3
61,9.20927023908e-06,0.0,0.000103294310975,69.5200042725,4.68222143353e-05,0.0,0.000412476190832,69.5200042725,0.0,0.0,0.0,69.5200042725,0.0,0.0,0.0,69.5200042725,0.0,0.0,0.0,69.5200042725,0.0,0.0,0.0,69.5200042725,0.0,0.0,0.0,69.5200042725,0.0,0.0,0.0,69.5200042725,ADM3,61,61,BOL,BOL-ADM3-33444609B26067698,Irupana,ADM3
62,7.96889014943e-06,0.0,3.08496273647e-05,15.9600000381,4.68476140349e-05,0.0,0.000155303481733,15.9600000381,0.0,0.0,0.0,15.9600000381,0.0,0.0,0.0,15.9600000381,0.0,0.0,0.0,15.9600000381,0.0,0.0,0.0,15.9600000381,0.0,0.0,0.0,15.9600000381,0.0,0.0,0.0,15.9600000381,ADM3,62,62,BOL,BOL-ADM3-33444609B18902401,Chulumani,ADM3
63,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,0.0,0.0,0.0,36.0800018311,ADM3,63,63,BOL,BOL-ADM3-33444609B62162538,Poopó,ADM3
64,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,0.0,0.0,0.0,70.2600021362,ADM3,64,64,BOL,BOL-ADM3-33444609B19359116,Totora,ADM3
65,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,0.0,0.0,0.0,96.75,ADM3,65,65,BOL,BOL-ADM3-33444609B40503271,Betanzos,ADM3
66,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,0.0,0.0,0.0,235.410003662,ADM3,66,66,BOL,BOL-ADM3-33444609B16444652,Turco,ADM3
67,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,0.0,0.0,0.0,11.7100000381,ADM3,67,67,BOL,BOL-ADM3-33444609B61346396,Todos Santos,ADM3
68,9.06775554377e-05,0.0,0.00288721057586,1429.0300293,0.0,0.0,0.0,1429.0300293,0.000167236763296,0.0,0.00946914032102,1429.0300293,4.31456335001e-05,0.0,0.00536548858508,1429.0300293,4.50337709551e-06,0.0,0.000865024630912,1429.0300293,4.44218580727e-06,0.0,0.00068009988172,1429.0300293,0.0,0.0,0.0,1429.0300293,1.29649277855e-05,0.0,0.00225850869901,1429.0300293,ADM3,68,68,BOL,BOL-ADM3-33444609B73204671,Concepción,ADM3
69,0.000323265744777,7.42163592804e-06,0.0152754848823,209.450012207,0.0,0.0,0.0,209.450012207,0.000692003885255,5.47853687749e-06,0.0520316250622,209.450012207,0.00034826007012,1.4169069118e-07,0.0429666638374,209.450012207,4.9563553011e-05,7.1085182185e-09,0.00689883669838,209.450012207,4.5277449097e-05,5.52916956664e-09,0.00623868312687,209.450012207,0.0,0.0,0.0,209.450012207,0.000145319009031,1.95957046145e-08,0.0198955498636,209.450012207,ADM3,69,69,BOL,BOL-ADM3-33444609B19125904,Santa Rosa,ADM3
70,2.5227058894e-05,0.0,0.00443737581372,270.260009766,0.000109037414004,0.0,0.0159564409405,270.260009766,3.93311725649e-05,0.0,0.00688816560432,270.260009766,9.05496008384e-06,0.0,0.00208361865953,270.260009766,9.68695629096e-07,0.0,0.000241509595071,270.260009766,8.79009211197e-07,0.0,0.000223069815547,270.260009766,0.0,0.0,0.0,270.260009766,2.80416856602e-06,0.0,0.000726465252228,270.260009766,ADM3,70,70,BOL,BOL-ADM3-33444609B59987600,Huacaraje,ADM3
71,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,0.0,0.0,0.0,11.8000001907,ADM3,71,71,BOL,BOL-ADM3-33444609B98058544,La Rivera,ADM3
72,3.13371109985e-05,0.0,0.000220736881602,304.649993896,0.0,0.0,0.0,304.649993896,1.2965213357e-05,0.0,8.57005652506e-05,304.649993896,4.33246277241e-07,0.0,4.0027898649e-06,304.649993896,2.63691671009e-08,0.0,2.8862618251e-07,304.649993896,1.73130321428e-08,0.0,1.86694848026e-07,304.649993896,0.0,0.0,0.0,304.649993896,6.51690046105e-08,0.0,7.18667820365e-07,304.649993896,ADM3,72,72,BOL,BOL-ADM3-33444609B65603601,Entre Ríos,ADM3
73,0.00215070379838,0.0,0.011785492301,428.850006104,0.00853310546737,0.0,0.0419997870922,428.850006104,0.00315550465269,0.0,0.0265662427992,428.850006104,0.000793863003158,0.0,0.0135224536061,428.850006104,9.91439470852e-05,0.0,0.00196439656429,428.850006104,8.67649529715e-05,0.0,0.00162614847068,428.850006104,5.9084183643e-06,0.0,0.00105571933091,428.850006104,0.000266683731674,0.0,0.00553220417351,428.850006104,ADM3,73,73,BOL,BOL-ADM3-33444609B85871655,San Joaquín,ADM3
74,0.00241999454837,0.0,0.0328788757324,393.599975586,0.00949510019447,0.0,0.0855081379414,393.599975586,0.00360183364288,0.0,0.059692364186,393.599975586,0.000945092949401,0.0,0.0362773761153,393.599975586,0.000113774729995,0.0,0.0063627967611,393.599975586,0.000105308211447,0.0,0.00608977070078,393.599975586,0.0,0.0,0.0,393.599975586,0.000330944063166,0.0,0.0187252853066,393.599975586,ADM3,74,74,BOL,BOL-ADM3-33444609B31629000,San Ramón,ADM3
75,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,0.0,0.0,0.0,18.4399986267,ADM3,75,75,BOL,BOL-ADM3-33444609B70300813,Tiahuanacu,ADM3
76,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,0.0,0.0,0.0,90.1500015259,ADM3,76,76,BOL,BOL-ADM3-33444609B2169284,Colquechaca,ADM3
77,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,0.0,0.0,0.0,61.5400009155,ADM3,77,77,BOL,BOL-ADM3-33444609B28265316,Pocoata,ADM3
78,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,0.0,0.0,0.0,282.5,ADM3,78,78,BOL,BOL-ADM3-33444609B5007094,Llica,ADM3
79,4.52849759617e-08,0.0,5.29007877503e-07,29.8200016022,9.24566423535e-07,0.0,1.07574987851e-05,29.8200016022,1.94374431397e-08,0.0,2.84318360855e-07,29.8200016022,2.02104190172e-10,0.0,3.73344510862e-09,29.8200016022,1.04773416015e-11,0.0,2.02210123645e-10,29.8200016022,8.05081083163e-12,0.0,1.53220020005e-10,29.8200016022,0.0,0.0,0.0,29.8200016022,2.79470572011e-11,0.0,5.28226185015e-10,29.8200016022,ADM3,79,79,BOL,BOL-ADM3-33444609B2586032,Quillacollo,ADM3
80,1.37981798606e-07,0.0,1.7740723024e-06,39.0800018311,2.19254211991e-06,0.0,2.14078736462e-05,39.0800018311,4.8403649605e-08,0.0,6.6249953079e-07,39.0800018311,4.54565264785e-10,0.0,1.10826512412e-08,39.0800018311,2.3108375927e-11,0.0,4.61225585502e-10,39.0800018311,1.82067687285e-11,0.0,3.76274955638e-10,39.0800018311,0.0,0.0,0.0,39.0800018311,6.99209276065e-11,0.0,1.43962941568e-09,39.0800018311,ADM3,80,80,BOL,BOL-ADM3-33444609B27378021,Sacaba,ADM3
81,1.15534426472e-07,0.0,1.67306188814e-06,17.0699996948,1.74149904834e-06,0.0,2.77954186458e-05,17.0699996948,4.37718912628e-08,0.0,7.57783141125e-07,17.0699996948,4.61959592939e-10,0.0,9.82261028071e-09,17.0699996948,2.61146508433e-11,0.0,6.13457340481e-10,17.0699996948,2.00884986696e-11,0.0,4.41734787637e-10,17.0699996948,0.0,0.0,0.0,17.0699996948,7.64656817872e-11,0.0,1.72018588263e-09,17.0699996948,ADM3,81,81,BOL,BOL-ADM3-33444609B80439797,Tiquipaya,ADM3
82,4.1188575244e-07,5.28954835488e-08,1.84723171515e-06,1.79999995232,9.22015774517e-06,1.58741988798e-06,3.53020441253e-05,1.79999995232,2.48131518847e-07,2.61617589814e-08,1.1205785313e-06,1.79999995232,3.54886646392e-09,2.640418717e-10,1.8797848611e-08,1.79999995232,2.0031932551e-10,1.24123870904e-11,1.17522336307e-09,1.79999995232,1.489236644e-10,9.23219920651e-12,8.57524828923e-10,1.79999995232,0.0,0.0,0.0,1.79999995232,5.71671654436e-10,2.70887080128e-11,3.35263705686e-09,1.79999995232,ADM3,82,82,BOL,BOL-ADM3-33444609B86021401,Colcapirhua,ADM3
83,1.43348632778e-07,0.0,4.26899845252e-07,27.2800006866,3.41343453506e-06,0.0,9.88389547274e-06,27.2800006866,7.02094012741e-08,0.0,3.15611998758e-07,27.2800006866,7.31893977851e-10,0.0,5.21200327341e-09,27.2800006866,3.38170393967e-11,0.0,2.53416732043e-10,27.2800006866,2.56074222445e-11,0.0,2.11048720167e-10,27.2800006866,0.0,0.0,0.0,27.2800006866,8.28634917065e-11,0.0,6.71909361483e-10,27.2800006866,ADM3,83,83,BOL,BOL-ADM3-33444609B57513939,Sipesipe,ADM3
84,9.70188972498e-08,0.0,5.29007877503e-07,11.4500007629,2.03666090292e-06,0.0,8.10506571725e-06,11.4500007629,3.82295284002e-08,0.0,1.96570411504e-07,11.4500007629,2.97944884635e-10,0.0,1.87128024187e-09,11.4500007629,1.32832370164e-11,0.0,8.45412628792e-11,11.4500007629,1.0807672911e-11,0.0,7.03563943216e-11,11.4500007629,0.0,0.0,0.0,11.4500007629,3.61723467345e-11,0.0,2.2223195506e-10,11.4500007629,ADM3,84,84,BOL,BOL-ADM3-33444609B63544582,Vinto,ADM3
85,3.09800323463e-07,0.0,1.52991799496e-06,17.9600009918,7.25171481352e-06,0.0,2.30379082495e-05,17.9600009918,1.85497674908e-07,0.0,7.88921397543e-07,17.9600009918,3.15271796525e-09,0.0,3.12023722415e-08,17.9600009918,1.70688122813e-10,0.0,1.95383176305e-09,17.9600009918,1.22945261319e-10,0.0,1.44551337566e-09,17.9600009918,0.0,0.0,0.0,17.9600009918,4.27779312073e-10,0.0,4.57689841582e-09,17.9600009918,ADM3,85,85,BOL,BOL-ADM3-33444609B91378627,Tarata,ADM3
86,2.05210757061e-05,0.0,0.000192000705283,108.979995728,0.000172372620278,0.0,0.00134626834188,108.979995728,2.10635236961e-05,0.0,0.000229627665249,108.979995728,1.85674997135e-06,0.0,3.30565417244e-05,108.979995728,1.5098719007e-07,0.0,2.91770788863e-06,108.979995728,9.68107379114e-08,0.0,1.81793916454e-06,108.979995728,0.0,0.0,0.0,108.979995728,3.44019444982e-07,0.0,6.63752734908e-06,108.979995728,ADM3,86,86,BOL,BOL-ADM3-33444609B10790515,Totora,ADM3
87,8.99707942391e-06,1.24056020923e-06,3.10945033561e-05,138.900009155,0.0,0.0,0.0,138.900009155,6.54592013319e-06,7.35358923976e-07,2.53224789049e-05,138.900009155,2.68937601327e-07,1.13334914786e-08,1.54138149355e-06,138.900009155,1.63952275861e-08,4.70309957645e-10,1.10307226464e-07,138.900009155,1.03974233303e-08,3.4799294002e-10,6.26447231866e-08,138.900009155,0.0,0.0,0.0,138.900009155,3.81297399963e-08,1.30503285956e-09,2.43364070229e-07,138.900009155,ADM3,87,87,BOL,BOL-ADM3-33444609B62366677,Buena Vista,ADM3
88,2.67437537524e-05,5.17111266163e-06,0.000319631333696,62.8599967957,0.0,0.0,0.0,62.8599967957,2.68945797546e-05,2.64185678134e-06,0.000427283084719,62.8599967957,1.5623204791e-06,5.02753607634e-08,4.56711932202e-05,62.8599967957,9.68477378389e-08,2.49843257194e-09,3.35853496836e-06,62.8599967957,8.28129147783e-08,1.90777726949e-09,3.07602635985e-06,62.8599967957,0.0,0.0,0.0,62.8599967957,2.8392846463e-07,6.83877621199e-09,1.01662781162e-05,62.8599967957,ADM3,88,88,BOL,BOL-ADM3-33444609B65201053,San Carlos,ADM3
89,1.37160720263e-05,0.0,0.00489532342181,685.190002441,5.81187086007e-05,0.0,0.0193294510245,685.190002441,2.27462408754e-05,0.0,0.00905349105597,685.190002441,9.74397441777e-06,0.0,0.00294684479013,685.190002441,1.23844683716e-05,0.0,0.00149725505617,685.190002441,5.4375326185e-07,0.0,0.000321703322697,685.190002441,0.0,0.0,0.0,685.190002441,1.7883643392e-06,0.0,0.00108290638309,685.190002441,ADM3,89,89,BOL,BOL-ADM3-33444609B24515942,Magdalena,ADM3
90,1.14937689996e-05,4.25970119977e-06,3.31166702381e-05,56.9399986267,0.0,0.0,0.0,56.9399986267,8.76649656785e-06,1.76525202278e-06,2.82191813312e-05,56.9399986267,2.73578277051e-07,2.54280134726e-08,1.5400422626e-06,56.9399986267,1.45578775792e-08,1.19279763844e-09,9.2058115797e-08,56.9399986267,1.20548143667e-08,8.98437713115e-10,7.78611095598e-08,56.9399986267,0.0,0.0,0.0,56.9399986267,4.08349842219e-08,3.36068928242e-09,2.61957637804e-07,56.9399986267,ADM3,90,90,BOL,BOL-ADM3-33444609B38843317,Portachuelo,ADM3
91,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,0.0,0.0,0.0,130.980010986,ADM3,91,91,BOL,BOL-ADM3-33444609B37744367,San Antonio de Esmoruco,ADM3
92,1.30323345763e-05,0.0,5.26631629327e-05,43.9000015259,0.0,0.0,0.0,43.9000015259,7.69719151225e-06,0.0,3.53506620741e-05,43.9000015259,2.12399054663e-07,0.0,1.34056824663e-06,43.9000015259,9.39932008518e-09,0.0,6.64679902229e-08,43.9000015259,7.97945805375e-09,0.0,5.58431274555e-08,43.9000015259,0.0,0.0,0.0,43.9000015259,3.11458088938e-08,0.0,2.14976140001e-07,43.9000015259,ADM3,92,92,BOL,BOL-ADM3-33444609B1106358,Uriondo,ADM3
93,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,0.0,0.0,0.0,21.6700000763,ADM3,93,93,BOL,BOL-ADM3-33444609B85745690,Mojinete,ADM3
94,7.84012667264e-05,0.0,0.000211416743696,200.440002441,0.0,0.0,0.0,200.440002441,4.59536175448e-05,0.0,0.000126391692902,200.440002441,1.9021490274e-06,0.0,8.90760838956e-06,200.440002441,1.12598801096e-07,0.0,5.25654058947e-07,200.440002441,8.75646384498e-08,0.0,3.99469996637e-07,200.440002441,0.0,0.0,0.0,200.440002441,3.02004017607e-07,0.0,1.4916154214e-06,200.440002441,ADM3,94,94,BOL,BOL-ADM3-33444609B87243497,Yacuiba,ADM3
95,1.15723786178e-06,0.0,7.26331882106e-06,96.0999984741,0.0,0.0,0.0,96.0999984741,6.25659425924e-07,0.0,4.2173996917e-06,96.0999984741,1.16277080356e-08,0.0,1.01317297663e-07,96.0999984741,4.41431653358e-10,0.0,5.00047292462e-09,96.0999984741,3.67419045131e-10,0.0,4.32517266447e-09,96.0999984741,0.0,0.0,0.0,96.0999984741,1.51119371015e-09,0.0,1.43126452912e-08,96.0999984741,ADM3,95,95,BOL,BOL-ADM3-33444609B234644,Yunchará,ADM3
96,4.27764082299e-05,0.0,0.000435735564679,152.970001221,0.0,0.0,0.0,152.970001221,2.60798919786e-05,0.0,0.000308124785079,152.970001221,1.2540076876e-06,0.0,2.08518358704e-05,152.970001221,7.49097916355e-08,0.0,1.40341774113e-06,152.970001221,5.8412422329e-08,0.0,1.14096428661e-06,152.970001221,0.0,0.0,0.0,152.970001221,1.96366658661e-07,0.0,3.90951981899e-06,152.970001221,ADM3,96,96,BOL,BOL-ADM3-33444609B75965900,Caraparí,ADM3
97,7.26776353189e-06,0.0,0.000117414369015,102.830001831,0.0,0.0,0.0,102.830001831,2.46682513422e-06,0.0,3.39529287885e-05,102.830001831,5.81309667762e-08,0.0,1.12648319828e-06,102.830001831,3.02575988504e-09,0.0,6.32968948366e-08,102.830001831,2.29814836309e-09,0.0,5.16654132809e-08,102.830001831,0.0,0.0,0.0,102.830001831,9.70027546638e-09,0.0,2.41146523194e-07,102.830001831,ADM3,97,97,BOL,BOL-ADM3-33444609B88496650,San Lorenzo,ADM3
