asdf_id,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
100,2432.90307617,2961.26000977,2324.32226562,2961.26000977,2199.31591797,2961.26000977,2126.71411133,2961.26000977,2297.06958008,2961.26000977,2455.9765625,2961.26000977,ADM3,100,100,BOL,BOL-ADM3-33444609B63002823,San Agustín,ADM3
101,201887.125,2615.70996094,207650.75,2615.70996094,213368.796875,2615.70996094,219105.09375,2615.70996094,224930.453125,2615.70996094,230727.578125,2615.70996094,ADM3,101,101,BOL,BOL-ADM3-33444609B48940768,Tarija,ADM3
102,1542.11303711,1663.2800293,1524.53930664,1663.2800293,1505.35546875,1663.2800293,1455.0090332,1663.2800293,1465.09899902,1663.2800293,1436.11962891,1663.2800293,ADM3,102,102,BOL,BOL-ADM3-33444609B83584775,Tahua,ADM3
103,3371.35302734,16736.2890625,3449.24731445,16736.2890625,3547.22827148,16736.2890625,3652.81665039,16736.2890625,3740.00390625,16736.2890625,3845.47241211,16736.2890625,ADM3,103,103,BOL,BOL-ADM3-33444609B12022744,San Pablo,ADM3
104,3974.27709961,1147.18994141,4062.76513672,1147.18994141,4117.24462891,1147.18994141,4159.96289062,1147.18994141,4204.41601562,1147.18994141,4236.46289062,1147.18994141,ADM3,104,104,BOL,BOL-ADM3-33444609B6650687,Las Carreras,ADM3
105,3425.59301758,836.66998291,3449.67871094,836.66998291,3473.41992188,836.66998291,3525.00488281,836.66998291,3546.45410156,836.66998291,3582.01342773,836.66998291,ADM3,105,105,BOL,BOL-ADM3-33444609B72563416,Villa Abecia,ADM3
106,14953.6269531,912.270019531,14489.5214844,912.270019531,13886.9472656,912.270019531,13540.8359375,912.270019531,13316.5097656,912.270019531,13273.7470703,912.270019531,ADM3,106,106,BOL,BOL-ADM3-33444609B32136747,Morochata,ADM3
107,726.922119141,287.119995117,787.160888672,287.119995117,849.263977051,287.119995117,918.428222656,287.119995117,987.270385742,287.119995117,1066.38598633,287.119995117,ADM3,107,107,BOL,BOL-ADM3-33444609B11014199,Carangas,ADM3
108,518.915588379,227.470001221,559.282348633,227.470001221,606.975341797,227.470001221,657.88659668,227.470001221,707.085083008,227.470001221,759.952514648,227.470001221,ADM3,108,108,BOL,BOL-ADM3-33444609B29831186,Yunguyo del Litoral,ADM3
109,1995.81054688,660.640014648,2131.53662109,660.640014648,2291.69042969,660.640014648,2462.16162109,660.640014648,2657.49829102,660.640014648,2865.14477539,660.640014648,ADM3,109,109,BOL,BOL-ADM3-33444609B64125054,Cruz de Machacamarca,ADM3
110,3147.59765625,351.390014648,3191.97070312,351.390014648,3236.73339844,351.390014648,3223.13061523,351.390014648,3219.60644531,351.390014648,3173.625,351.390014648,ADM3,110,110,BOL,BOL-ADM3-33444609B44425060,Antequera,ADM3
111,554.175842285,23.9300003052,619.397277832,23.9300003052,663.643676758,23.9300003052,714.257568359,23.9300003052,768.044006348,23.9300003052,816.534179688,23.9300003052,ADM3,111,111,BOL,BOL-ADM3-33444609B30420791,Nazacara de Pacajes,ADM3
112,14385.3222656,1914.84008789,14686.53125,1914.84008789,14974.0390625,1914.84008789,15279.8144531,1914.84008789,15556.1953125,1914.84008789,15829.6845703,1914.84008789,ADM3,112,112,BOL,BOL-ADM3-33444609B25496031,Caquiaviri,ADM3
113,1993.30285645,1332.63012695,2025.85632324,1332.63012695,2076.8293457,1332.63012695,2120.45703125,1332.63012695,2186.14208984,1332.63012695,2252.59179688,1332.63012695,ADM3,113,113,BOL,BOL-ADM3-33444609B78062899,Belén de Andamarca,ADM3
114,9086.99121094,4041.73974609,9175.1640625,4041.73974609,9229.97949219,4041.73974609,9296.75585938,4041.73974609,9356.55859375,4041.73974609,9405.13476562,4041.73974609,ADM3,114,114,BOL,BOL-ADM3-33444609B19215102,Corque,ADM3
115,10019.3349609,2031.14013672,10029.1533203,2031.14013672,9973.14160156,2031.14013672,9916.98242188,2031.14013672,9861.78515625,2031.14013672,9767.40234375,2031.14013672,ADM3,115,115,BOL,BOL-ADM3-33444609B29766009,Vitiche,ADM3
116,10724.5332031,560.83001709,10798.7070312,560.83001709,10747.9550781,560.83001709,10769.9765625,560.83001709,11312.4609375,560.83001709,11673.5576172,560.83001709,ADM3,116,116,BOL,BOL-ADM3-33444609B50583695,Luribay,ADM3
117,5301.89208984,407.520019531,5319.81591797,407.520019531,5363.91015625,407.520019531,5355.73388672,407.520019531,5468.30566406,407.520019531,5594.38476562,407.520019531,ADM3,117,117,BOL,BOL-ADM3-33444609B61739549,Machacamarca,ADM3
118,4029.81103516,482.369995117,4012.42578125,482.369995117,3966.91699219,482.369995117,4002.14257812,482.369995117,3986.06591797,482.369995117,3885.25878906,482.369995117,ADM3,118,118,BOL,BOL-ADM3-33444609B79352083,Arampampa,ADM3
119,4283.04394531,246.100006104,4290.60058594,246.100006104,4255.26611328,246.100006104,4229.98876953,246.100006104,4214.91455078,246.100006104,4137.671875,246.100006104,ADM3,119,119,BOL,BOL-ADM3-33444609B67664908,Sacabamba,ADM3
120,7577.39501953,832.369995117,7417.83984375,832.369995117,7187.86474609,832.369995117,6966.91503906,832.369995117,6859.24609375,832.369995117,6801.23046875,832.369995117,ADM3,120,120,BOL,BOL-ADM3-33444609B24659770,Anzaldo,ADM3
121,6015.71972656,78.9700012207,6030.88427734,78.9700012207,6035.57763672,78.9700012207,6000.36181641,78.9700012207,6188.69677734,78.9700012207,6224.72265625,78.9700012207,ADM3,121,121,BOL,BOL-ADM3-33444609B17865743,Toco,ADM3
122,2849.74707031,92.1999969482,2896.57861328,92.1999969482,3014.81396484,92.1999969482,3048.52783203,92.1999969482,3248.04394531,92.1999969482,3345.64477539,92.1999969482,ADM3,122,122,BOL,BOL-ADM3-33444609B84509711,Villa Gualberto Villarroel,ADM3
123,1725.89038086,26.3099994659,1781.16760254,26.3099994659,1748.50341797,26.3099994659,1856.17456055,26.3099994659,1786.96887207,26.3099994659,1859.77539062,26.3099994659,ADM3,123,123,BOL,BOL-ADM3-33444609B63808862,Tacachi,ADM3
124,21223.46875,71.1100006104,21580.5332031,71.1100006104,21844.1933594,71.1100006104,22291.0390625,71.1100006104,21946.5,71.1100006104,22108.9140625,71.1100006104,ADM3,124,124,BOL,BOL-ADM3-33444609B45712919,Cliza,ADM3
125,10122.4707031,729.66003418,10007.6552734,729.66003418,9969.9765625,729.66003418,9871.34960938,729.66003418,9692.93359375,729.66003418,9611.19335938,729.66003418,ADM3,125,125,BOL,BOL-ADM3-33444609B71410216,Tacopaya,ADM3
126,7638.14550781,1208.22998047,7861.18554688,1208.22998047,8018.03369141,1208.22998047,8274.65039062,1208.22998047,8548.34863281,1208.22998047,8896.12109375,1208.22998047,ADM3,126,126,BOL,BOL-ADM3-33444609B34376575,El Choro,ADM3
127,11698.4892578,3575.0,12260.5664062,3575.0,12334.2070312,3575.0,12359.5761719,3575.0,12526.5664062,3575.0,12801.9091797,3575.0,ADM3,127,127,BOL,BOL-ADM3-33444609B90107878,Toledo,ADM3
128,7043.47900391,373.349975586,6996.28173828,373.349975586,7001.79980469,373.349975586,6926.63916016,373.349975586,7054.38867188,373.349975586,7160.49755859,373.349975586,ADM3,128,128,BOL,BOL-ADM3-33444609B16998103,Santivañez,ADM3
129,15862.0664062,1809.83996582,15729.3261719,1809.83996582,15603.6181641,1809.83996582,15268.5957031,1809.83996582,15613.0429688,1809.83996582,15584.2402344,1809.83996582,ADM3,129,129,BOL,BOL-ADM3-33444609B37510264,Paria,ADM3
130,4369.14404297,134.11000061,4691.68359375,134.11000061,4927.85449219,134.11000061,5263.65234375,134.11000061,5482.78515625,134.11000061,5664.31347656,134.11000061,ADM3,130,130,BOL,BOL-ADM3-33444609B66068349,Collana,ADM3
131,6308.92626953,90.5599975586,6396.60351562,90.5599975586,6398.46875,90.5599975586,6362.27392578,90.5599975586,6626.39990234,90.5599975586,6671.76171875,90.5599975586,ADM3,131,131,BOL,BOL-ADM3-33444609B94491619,Tolata,ADM3
132,46686.8789062,543.920043945,49575.96875,543.920043945,52996.3359375,543.920043945,56587.046875,543.920043945,60379.3867188,543.920043945,64507.3984375,543.920043945,ADM3,132,132,BOL,BOL-ADM3-33444609B30727604,Cobija,ADM3
133,5525.47509766,456.260009766,5528.85546875,456.260009766,5525.32519531,456.260009766,5555.61816406,456.260009766,5535.00292969,456.260009766,5537.41210938,456.260009766,ADM3,133,133,BOL,BOL-ADM3-33444609B21077453,Eucaliptus,ADM3
134,7135.25585938,1471.85009766,7079.34863281,1471.85009766,7021.62109375,1471.85009766,6952.78125,1471.85009766,6885.45410156,1471.85009766,6810.31152344,1471.85009766,ADM3,134,134,BOL,BOL-ADM3-33444609B28630051,Santiago de Callapa,ADM3
135,614411.0,358.239990234,626420.5,358.239990234,637494.5,358.239990234,650430.625,358.239990234,661788.375,358.239990234,673213.6875,358.239990234,ADM3,135,135,BOL,BOL-ADM3-33444609B41741681,Cochabamba,ADM3
136,25121.7070312,2936.07983398,24917.4570312,2936.07983398,25516.8457031,2936.07983398,25699.3359375,2936.07983398,26977.1347656,2936.07983398,27313.0976562,2936.07983398,ADM3,136,136,BOL,BOL-ADM3-33444609B22900187,Caracollo,ADM3
137,2911.20776367,649.819946289,3030.71289062,649.819946289,3175.91333008,649.819946289,3325.74243164,649.819946289,3462.64648438,649.819946289,3622.78515625,649.819946289,ADM3,137,137,BOL,BOL-ADM3-33444609B21007182,Catacora,ADM3
138,7309.17822266,738.020019531,7240.23632812,738.020019531,7218.390625,738.020019531,7138.98144531,738.020019531,7106.60058594,738.020019531,7071.62255859,738.020019531,ADM3,138,138,BOL,BOL-ADM3-33444609B25632649,Yaco,ADM3
139,9674.30761719,4815.77050781,9768.7421875,4815.77050781,9879.22753906,4815.77050781,9988.88183594,4815.77050781,10085.4335938,4815.77050781,10186.7470703,4815.77050781,ADM3,139,139,BOL,BOL-ADM3-33444609B93045845,Calacoto,ADM3
140,9494.06640625,256.730010986,9332.82617188,256.730010986,9251.37304688,256.730010986,9072.60839844,256.730010986,8981.95117188,256.730010986,8828.70996094,256.730010986,ADM3,140,140,BOL,BOL-ADM3-33444609B26131324,Arani,ADM3
141,27142.09375,108.669998169,27539.6015625,108.669998169,28000.9785156,108.669998169,28585.7167969,108.669998169,28574.3632812,108.669998169,28682.9570312,108.669998169,ADM3,141,141,BOL,BOL-ADM3-33444609B3757470,Punata,ADM3
142,30730.8632812,2144.76000977,31298.53125,2144.76000977,31869.7265625,2144.76000977,32448.6210938,2144.76000977,32729.2890625,2144.76000977,33048.84375,2144.76000977,ADM3,142,142,BOL,BOL-ADM3-33444609B21151286,Sicasica,ADM3
143,22455.6484375,691.170043945,22650.3046875,691.170043945,22959.1875,691.170043945,23315.5351562,691.170043945,23667.9804688,691.170043945,23985.8515625,691.170043945,ADM3,143,143,BOL,BOL-ADM3-33444609B32005482,Patacamaya,ADM3
144,10003.0800781,423.420043945,10195.7373047,423.420043945,10395.5605469,423.420043945,10618.5263672,423.420043945,10814.7871094,423.420043945,11092.1601562,423.420043945,ADM3,144,144,BOL,BOL-ADM3-33444609B19082627,Colquencha,ADM3
145,4694.31054688,1609.44006348,4732.12109375,1609.44006348,4789.16503906,1609.44006348,4839.17236328,1609.44006348,4844.04541016,1609.44006348,4841.79101562,1609.44006348,ADM3,145,145,BOL,BOL-ADM3-33444609B96911206,Santiago de Machaca,ADM3
146,8187.16210938,9034.4296875,9219.21386719,9034.4296875,10380.7138672,9034.4296875,11689.2636719,9034.4296875,13158.3564453,9034.4296875,14812.4394531,9034.4296875,ADM3,146,146,BOL,BOL-ADM3-33444609B58600296,Sena,ADM3
147,7612.42626953,3807.95019531,8185.00537109,3807.95019531,8793.47949219,3807.95019531,9447.52734375,3807.95019531,10154.0947266,3807.95019531,10909.5625,3807.95019531,ADM3,147,147,BOL,BOL-ADM3-33444609B26946399,San Lorenzo,ADM3
148,7564.30810547,11284.8193359,7749.32226562,11284.8193359,7641.86523438,11284.8193359,7927.43115234,11284.8193359,7734.65576172,11284.8193359,7648.29492188,11284.8193359,ADM3,148,148,BOL,BOL-ADM3-33444609B90312020,Santa Rosa,ADM3
149,5603.06933594,435.109985352,5759.55029297,435.109985352,5879.95507812,435.109985352,6021.96923828,435.109985352,6203.3359375,435.109985352,6402.3046875,435.109985352,ADM3,149,149,BOL,BOL-ADM3-33444609B20955158,Malla,ADM3
150,4145.86962891,558.420043945,4107.37939453,558.420043945,4106.08691406,558.420043945,4104.89160156,558.420043945,4128.10498047,558.420043945,4157.40673828,558.420043945,ADM3,150,150,BOL,BOL-ADM3-33444609B91729130,Comanche,ADM3
151,12418.6660156,594.079956055,12399.6347656,594.079956055,12452.4833984,594.079956055,12464.5761719,594.079956055,12582.8232422,594.079956055,12678.6660156,594.079956055,ADM3,151,151,BOL,BOL-ADM3-33444609B41933053,Calamarca,ADM3
152,80348.4140625,1045.67004395,84739.90625,1045.67004395,88995.359375,1045.67004395,92802.390625,1045.67004395,97945.578125,1045.67004395,102958.554688,1045.67004395,ADM3,152,152,BOL,BOL-ADM3-33444609B85812802,Viacha,ADM3
153,5581.125,244.809997559,5936.77001953,244.809997559,6365.73583984,244.809997559,6830.6015625,244.809997559,7235.96679688,244.809997559,7664.15429688,244.809997559,ADM3,153,153,BOL,BOL-ADM3-33444609B79205479,Villa Libertad Licoma,ADM3
154,10569.2617188,1230.47998047,10643.2011719,1230.47998047,10515.5429688,1230.47998047,10525.0898438,1230.47998047,10695.9179688,1230.47998047,11081.9003906,1230.47998047,ADM3,154,154,BOL,BOL-ADM3-33444609B66902866,Quime,ADM3
155,2144.00732422,25.140001297,2169.58911133,25.140001297,2412.11743164,25.140001297,2584.22314453,25.140001297,2559.27075195,25.140001297,2573.18603516,25.140001297,ADM3,155,155,BOL,BOL-ADM3-33444609B98511044,Huatajata,ADM3
156,27136.203125,852.720031738,28096.8632812,852.720031738,29199.1132812,852.720031738,30305.2636719,852.720031738,31752.5039062,852.720031738,32953.4648438,852.720031738,ADM3,156,156,BOL,BOL-ADM3-33444609B79531063,Laja,ADM3
157,14333.2138672,647.550048828,14676.3125,647.550048828,14815.4785156,647.550048828,15303.6757812,647.550048828,15896.5917969,647.550048828,16560.8144531,647.550048828,ADM3,157,157,BOL,BOL-ADM3-33444609B83826918,Mecapaca,ADM3
158,16278.5664062,909.050048828,16216.7929688,909.050048828,16352.9316406,909.050048828,16120.3574219,909.050048828,16723.5703125,909.050048828,17261.6328125,909.050048828,ADM3,158,158,BOL,BOL-ADM3-33444609B56483619,Palca,ADM3
159,28645.2617188,223.049987793,28830.7871094,223.049987793,29930.78125,223.049987793,30931.2207031,223.049987793,33098.8164062,223.049987793,33827.90625,223.049987793,ADM3,159,159,BOL,BOL-ADM3-33444609B1863080,Achocalla,ADM3
160,820031.125,432.820007324,841866.4375,432.820007324,861902.625,432.820007324,884419.75,432.820007324,903502.75,432.820007324,925362.25,432.820007324,ADM3,160,160,BOL,BOL-ADM3-33444609B30011805,El Alto,ADM3
161,6605.42871094,715.900024414,6783.98632812,715.900024414,7005.01611328,715.900024414,7269.78564453,715.900024414,7515.19628906,715.900024414,7845.52734375,715.900024414,ADM3,161,161,BOL,BOL-ADM3-33444609B40374901,Yanacachi,ADM3
162,24411.3164062,1939.77001953,24256.8125,1939.77001953,24025.9394531,1939.77001953,23916.2675781,1939.77001953,23863.5390625,1939.77001953,23810.6308594,1939.77001953,ADM3,162,162,BOL,BOL-ADM3-33444609B99579203,Tapacarí,ADM3
163,8007.64550781,124.729995728,8278.6953125,124.729995728,8898.61230469,124.729995728,8818.84863281,124.729995728,9554.59375,124.729995728,9962.8125,124.729995728,ADM3,163,163,BOL,BOL-ADM3-33444609B26061868,Desaguadero,ADM3
164,14993.0351562,1224.05004883,15121.9746094,1224.05004883,15322.25,1224.05004883,15499.1835938,1224.05004883,15685.2910156,1224.05004883,15918.5068359,1224.05004883,ADM3,164,164,BOL,BOL-ADM3-33444609B81723104,Jesús de Machaka,ADM3
165,7068.48242188,238.479995728,7072.47363281,238.479995728,7031.87304688,238.479995728,7000.65380859,238.479995728,6968.81494141,238.479995728,6944.07910156,238.479995728,ADM3,165,165,BOL,BOL-ADM3-33444609B3928389,Puerto Mayor de Guaqui,ADM3
166,5329.10839844,17.1699981689,5772.38769531,17.1699981689,6311.04980469,17.1699981689,7016.82128906,17.1699981689,7732.27441406,17.1699981689,8412.88769531,17.1699981689,ADM3,166,166,BOL,BOL-ADM3-33444609B83959891,Tito Yupanqui,ADM3
167,39129.578125,1547.81994629,38573.28125,1547.81994629,38901.4375,1547.81994629,39491.8085938,1547.81994629,39663.8125,1547.81994629,40726.6835938,1547.81994629,ADM3,167,167,BOL,BOL-ADM3-33444609B86182822,Pucarani,ADM3
168,3430.43261719,113.600006104,3522.58105469,113.600006104,3549.87524414,113.600006104,3633.45581055,113.600006104,3353.54125977,113.600006104,3576.34643555,113.600006104,ADM3,168,168,BOL,BOL-ADM3-33444609B86015105,Combaya,ADM3
169,22247.1210938,1340.16003418,22882.7929688,1340.16003418,23935.171875,1340.16003418,24636.5546875,1340.16003418,25643.7148438,1340.16003418,26841.8320312,1340.16003418,ADM3,169,169,BOL,BOL-ADM3-33444609B70122176,Coroico,ADM3
170,19338.4472656,854.609985352,20021.6992188,854.609985352,20548.0039062,854.609985352,21613.7148438,854.609985352,22027.8886719,854.609985352,22829.1074219,854.609985352,ADM3,170,170,BOL,BOL-ADM3-33444609B52332460,Coripata,ADM3
171,2269.07470703,147.199996948,2286.01220703,147.199996948,2298.66455078,147.199996948,2310.18310547,147.199996948,2361.46875,147.199996948,2348.30371094,147.199996948,ADM3,171,171,BOL,BOL-ADM3-33444609B75079070,Quiabaya,ADM3
172,5304.8359375,289.0,5420.62011719,289.0,5573.67773438,289.0,5666.91650391,289.0,5772.39160156,289.0,5973.34277344,289.0,ADM3,172,172,BOL,BOL-ADM3-33444609B51912538,Aucapata,ADM3
173,9412.6640625,691.239990234,9561.58007812,691.239990234,9642.26855469,691.239990234,9636.98046875,691.239990234,9714.28710938,691.239990234,9784.07714844,691.239990234,ADM3,173,173,BOL,BOL-ADM3-33444609B77019342,Ayo Ayo,ADM3
174,10927.5351562,2168.14013672,10841.8242188,2168.14013672,10781.2265625,2168.14013672,10729.2939453,2168.14013672,10678.8632812,2168.14013672,10616.2998047,2168.14013672,ADM3,174,174,BOL,BOL-ADM3-33444609B52543177,Azurduy,ADM3
175,8962.62304688,307.230010986,9152.86328125,307.230010986,9048.93945312,307.230010986,9253.95507812,307.230010986,9288.05664062,307.230010986,9296.28710938,307.230010986,ADM3,175,175,BOL,BOL-ADM3-33444609B93497004,Tipuani,ADM3
176,782052.9375,2507.31982422,780308.5,2507.31982422,779299.0,2507.31982422,777317.4375,2507.31982422,775059.8125,2507.31982422,772462.3125,2507.31982422,ADM3,176,176,BOL,BOL-ADM3-33444609B95766629,Nuestra Señora de La Paz,ADM3
177,22760.7949219,2327.58007812,23129.7148438,2327.58007812,23626.3984375,2327.58007812,24209.2050781,2327.58007812,25040.2207031,2327.58007812,25302.1875,2327.58007812,ADM3,177,177,BOL,BOL-ADM3-33444609B93873258,Sorata,ADM3
178,40118.8359375,3464.97998047,43199.2929688,3464.97998047,46574.828125,3464.97998047,50129.5507812,3464.97998047,53808.046875,3464.97998047,57813.875,3464.97998047,ADM3,178,178,BOL,BOL-ADM3-33444609B25803532,La Asunta,ADM3
179,11920.6064453,760.059936523,11764.03125,760.059936523,11613.8613281,760.059936523,11593.8378906,760.059936523,11407.6806641,760.059936523,11347.1328125,760.059936523,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,16210.5898438,4417.33007812,16402.4355469,4417.33007812,16935.7265625,4417.33007812,16765.3671875,4417.33007812,17261.4160156,4417.33007812,17872.7851562,4417.33007812,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,9190.98632812,1688.08007812,9486.70703125,1688.08007812,9688.75976562,1688.08007812,10001.6796875,1688.08007812,10243.8691406,1688.08007812,10462.7939453,1688.08007812,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,14363.4941406,1836.66015625,14805.2890625,1836.66015625,15394.734375,1836.66015625,15827.7246094,1836.66015625,16399.3203125,1836.66015625,16988.3378906,1836.66015625,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,12655.6132812,3019.33007812,13098.6367188,3019.33007812,13552.9492188,3019.33007812,13883.5703125,3019.33007812,14355.4970703,3019.33007812,14757.0332031,3019.33007812,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,10991.9765625,1655.04003906,11052.2539062,1655.04003906,11192.1044922,1655.04003906,11304.4804688,1655.04003906,11506.9042969,1655.04003906,11627.5107422,1655.04003906,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,14762.7197266,226.659988403,15015.1601562,226.659988403,15094.5136719,226.659988403,15075.7753906,226.659988403,14989.0234375,226.659988403,15185.3476562,226.659988403,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,14207.9033203,1693.77001953,14087.7050781,1693.77001953,13936.2851562,1693.77001953,13820.6074219,1693.77001953,13660.3623047,1693.77001953,13554.7148438,1693.77001953,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,11215.9384766,587.619995117,11064.9511719,587.619995117,11036.71875,587.619995117,10900.1464844,587.619995117,11076.9394531,587.619995117,11373.6523438,587.619995117,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
188,23212.6640625,1857.66992188,23040.96875,1857.66992188,22843.0800781,1857.66992188,22661.0527344,1857.66992188,22635.328125,1857.66992188,22624.1230469,1857.66992188,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,16060.0107422,2614.97998047,15966.7021484,2614.97998047,15927.3662109,2614.97998047,15806.21875,2614.97998047,15696.9335938,2614.97998047,15615.0927734,2614.97998047,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,4372.26464844,1114.17993164,4367.26464844,1114.17993164,4350.62548828,1114.17993164,4338.88964844,1114.17993164,4307.32373047,1114.17993164,4306.19091797,1114.17993164,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,2587.75390625,1610.64990234,2608.02563477,1610.64990234,2635.55224609,1610.64990234,2662.18945312,1610.64990234,2679.97290039,1610.64990234,2700.73754883,1610.64990234,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,8160.53466797,983.690063477,8394.38769531,983.690063477,8604.37109375,983.690063477,8806.91113281,983.690063477,8960.35742188,983.690063477,9153.03613281,983.690063477,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,8394.66113281,3718.80004883,8297.19140625,3718.80004883,8114.58886719,3718.80004883,8012.62792969,3718.80004883,7801.40087891,3718.80004883,7679.11621094,3718.80004883,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,24266.3730469,4231.10986328,24021.5292969,4231.10986328,23913.2304688,4231.10986328,23657.4042969,4231.10986328,23602.8808594,4231.10986328,23403.6542969,4231.10986328,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,185692.46875,1498.02001953,191026.203125,1498.02001953,196036.171875,1498.02001953,201741.640625,1498.02001953,206823.328125,1498.02001953,211324.90625,1498.02001953,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,5386.62304688,81.0399932861,5396.92382812,81.0399932861,5389.65917969,81.0399932861,5362.41503906,81.0399932861,5365.86230469,81.0399932861,5376.59814453,81.0399932861,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,5520.48730469,1391.76000977,5519.44433594,1391.76000977,5546.10888672,1391.76000977,5556.09375,1391.76000977,5578.60253906,1391.76000977,5619.15771484,1391.76000977,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,4790.64599609,385.450012207,4880.36474609,385.450012207,4991.37304688,385.450012207,5069.24023438,385.450012207,5163.99316406,385.450012207,5235.26269531,385.450012207,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,6869.23632812,736.130004883,6901.07617188,736.130004883,6927.10400391,736.130004883,6922.00878906,736.130004883,6934.34082031,736.130004883,6918.87451172,736.130004883,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,7309.3125,1002.48999023,7264.37207031,1002.48999023,7238.94140625,1002.48999023,7190.85888672,1002.48999023,7039.54248047,1002.48999023,6975.16113281,1002.48999023,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,10211.4824219,544.859985352,10181.8251953,544.859985352,10157.6875,544.859985352,10116.2421875,544.859985352,10286.90625,544.859985352,10444.3984375,544.859985352,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,11368.6582031,805.849975586,11242.0927734,805.849975586,11265.6259766,805.849975586,11128.8261719,805.849975586,11277.09375,805.849975586,11432.9902344,805.849975586,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,8668.96191406,1015.98999023,8638.79101562,1015.98999023,8581.58886719,1015.98999023,8554.38183594,1015.98999023,8494.4296875,1015.98999023,8434.55859375,1015.98999023,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,15637.4541016,1077.90991211,15523.9511719,1077.90991211,15281.5058594,1077.90991211,14933.6015625,1077.90991211,14949.5058594,1077.90991211,14957.5585938,1077.90991211,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,18251.4609375,1353.01000977,18046.015625,1353.01000977,17793.2402344,1353.01000977,17497.5742188,1353.01000977,17411.8203125,1353.01000977,17208.9804688,1353.01000977,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,10616.3007812,822.640014648,10990.4589844,822.640014648,11443.421875,822.640014648,11998.5878906,822.640014648,12449.2988281,822.640014648,12957.828125,822.640014648,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,3215.46972656,718.069946289,3312.94824219,718.069946289,3432.89453125,718.069946289,3560.06640625,718.069946289,3670.01953125,718.069946289,3827.86132812,718.069946289,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,6896.0234375,2981.82983398,7094.13671875,2981.82983398,7277.97607422,2981.82983398,7444.6015625,2981.82983398,7635.94433594,2981.82983398,7823.90429688,2981.82983398,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,25395.359375,4559.95019531,26379.4179688,4559.95019531,27305.2851562,4559.95019531,28275.515625,4559.95019531,29253.953125,4559.95019531,30285.5585938,4559.95019531,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
