asdf_id,gpw_v4_rev11_count.2015.sum,gpw_v4_rev11_count.2015.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
237,6780.71435547,228.070007324,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,7973.34814453,850.440002441,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,9820.27246094,101.549995422,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,3495.54296875,356.980010986,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,9736.93359375,4732.17041016,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,13493.2529297,975.25,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,10512.6474609,2081.80004883,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,8244.93554688,1541.93017578,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,2048.51538086,853.689941406,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,11112.1396484,2153.66992188,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,7775.95605469,9985.14941406,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,5191.05810547,2037.84008789,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,6375.73535156,1113.64001465,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,32934.2617188,1263.70996094,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,23514.1132812,8711.87011719,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,17229.5605469,4001.43017578,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,12812.0117188,3579.04980469,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,246569.90625,2098.41992188,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,15847.6367188,1681.80004883,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,2465.14233398,1393.02001953,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,2156.92138672,500.510009766,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,3248.8190918,360.559997559,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,28276.9355469,6211.27001953,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,72552.15625,767.619995117,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,60003.4570312,11809.6601562,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,24406.7832031,5480.95019531,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,7917.70898438,626.380004883,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,9789.11523438,2786.33007812,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,11891.8037109,11778.9609375,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,65425.5429688,13692.2685547,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,25596.2109375,3448.35009766,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,19305.875,2450.31982422,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,26147.0878906,914.609985352,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,88353.046875,308.059997559,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,34412.2539062,11027.25,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,41232.171875,12124.8691406,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,7708.60351562,434.799987793,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,11172.8300781,1129.32006836,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,24156.4921875,1278.06005859,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,146343.96875,1659.02001953,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,25145.0195312,663.270019531,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,48409.7070312,16931.0195312,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,16887.8164062,945.110046387,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,23435.6445312,531.510009766,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,6890.7734375,1251.60998535,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,8682.4140625,925.58001709,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,42449.4296875,2440.9699707,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,6106.046875,363.559997559,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,21784.09375,16626.1601562,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,6743.25292969,13193.9804688,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,15402.5517578,8880.45996094,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,15438.1951199,33230.9784336,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,35142.3464355,87807.7304688,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,33774.5039062,23466.3691406,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,6588.17041016,11889.7099609,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,22680.5,1848.34997559,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,56124.1683502,59875.8919983,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,11810.4345703,19830.5,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,6324.82519531,21334.0097656,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,81023.359375,2318.43994141,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,6162.63964844,2934.89990234,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,10254.5849609,2968.82006836,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,37320.8398438,2716.11987305,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,37270.3320312,1787.61999512,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,20452.4375,639.640014648,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,3507.37792969,521.0,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,5872.67919922,744.450012207,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,11276.663208,44643.9807129,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,9256.18945312,919.900024414,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,31405.7070312,9553.98046875,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,5861.72363281,135.850006104,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,4060.04394531,3543.73999023,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,1997.37475586,1111.07006836,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,7197.36621094,1659.91003418,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,937.058105469,262.309997559,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,1941.12036133,447.029968262,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,17389.8125,788.849975586,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,13029.6923828,6994.97998047,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,46663.5664062,7772.14941406,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,12799.0332031,2931.58984375,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,1290.59570312,5471.43066406,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,44993.65625,6211.27978516,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,24975.8945312,9719.04003906,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,20554.2617188,4096.51025391,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,33248.421875,502.070007324,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,11878.3115234,868.849975586,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,12130.6855469,438.700012207,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,6649.35302734,151.679992676,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,3535.35522461,3610.04003906,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,45806.75,922.16003418,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,6392.37207031,144.86000061,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,8443.37890625,1888.57006836,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,18218.8027344,1116.67993164,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,30974.5761719,3234.93994141,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,16147.6289062,868.380004883,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,24384.9550781,1687.16003418,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,26475.53125,2327.5,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,7810.50585938,2949.77001953,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,34844.5820312,8119.66015625,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,16944.2421875,2617.85986328,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,47171.5,3164.14990234,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,20761.5644531,5637.75,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
