asdf_id,globalwindatlas_windspeed.none.mean,globalwindatlas_windspeed.none.max,globalwindatlas_windspeed.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
207,3.35991249145,9.54508590698,0.330264180899,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,3.30600214295,10.0210075378,0.117128446698,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,3.13382889889,9.82356643677,0.444330990314,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,2.8832666862,9.27901554108,0.179368793964,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,2.52804538285,8.25392532349,0.903631746769,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,3.19340281675,8.28733921051,0.959316670895,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,3.75270999766,7.49823760986,2.34263205528,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,2.84171972001,8.21473884583,0.466087609529,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,3.20332189615,4.48406028748,0.959316670895,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,2.24884547611,3.0463385582,1.798635602,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,3.45333813035,4.47253084183,1.86814248562,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,3.66449749556,5.10572576523,2.35873055458,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,2.43417200792,3.66167616844,1.84459018707,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,2.34035262765,3.11121082306,1.80560994148,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,2.24179044734,2.9052670002,1.7852088213,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,2.27662172228,3.46719002724,1.76252448559,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,2.29391070423,3.08313345909,1.88503158092,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,2.17198803399,2.47086191177,1.81653892994,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,2.08884559921,2.54683542252,1.69333612919,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,2.54309021004,3.98373413086,1.34480655193,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,2.15846168353,2.9515619278,1.8223553896,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,2.0714044976,2.56348204613,1.63868713379,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,1.98525781428,2.72630786896,1.66403281689,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,4.87963677785,8.3981924057,2.590685606,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,3.68899124058,5.95468330383,2.44376635551,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,4.44717392739,10.0124931335,0.728639304638,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,2.32079277698,2.74052619934,1.83405804634,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,2.37292230475,3.4890999794,1.82883429527,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,2.48224161249,7.26759004593,0.54355609417,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,2.51620604785,7.49797677994,0.202902644873,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,3.40229955502,4.92610883713,2.59336709976,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,5.14918674156,9.63963699341,1.89219272137,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,4.2486425456,6.88520812988,2.95459365845,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,5.29777728089,8.66053676605,2.0949215889,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,3.55588478892,9.22419261932,0.275175631046,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,3.71799691195,8.681848526,1.45105826855,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,3.6410499404,8.88530921936,0.6273188591,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,3.72995292889,9.36169433594,0.779364466667,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,4.68707708638,10.972322464,0.451722353697,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,4.08952571049,12.6208162308,0.279224783182,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,4.26271873153,10.0058116913,1.38703382015,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,4.30838163276,8.09933948517,2.31326436996,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,4.02567366318,9.11714744568,1.40839493275,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,3.32034721741,8.55333518982,1.26819658279,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,3.33171810554,9.57124042511,0.073056653142,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,3.79752990052,11.6051340103,0.401600569487,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,3.99039721829,9.73739719391,1.01529562473,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,3.53341734565,9.08576774597,0.542945921421,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,3.82226723623,10.2993202209,0.317411541939,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,4.61189227241,13.1536607742,0.664529681206,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,4.36765004251,8.65936565399,1.21870040894,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,5.14965551635,11.7125101089,1.47475934029,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,5.81211833655,15.85201931,0.834478974342,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,6.31465968422,6.94428110123,5.40711641312,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,3.48107814904,9.93482875824,1.26653373241,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,4.76082094581,6.27049827576,2.76278829575,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,4.66965357078,7.26578855515,2.0366973877,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,4.59581896196,8.84136390686,2.19185423851,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,3.80122120903,6.42392873764,1.35237550735,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,2.45812322769,7.27691888809,0.0874592512846,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,2.88426716707,5.22226524353,1.09404838085,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,3.24990555438,9.1588306427,0.125183343887,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,2.12842349454,5.68756866455,0.390838503838,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,5.64683046553,5.9849395752,4.71650505066,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,3.36216153665,6.59341716766,2.23615026474,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,3.57451405333,5.33162021637,2.73553442955,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,4.66081899444,9.25532627106,2.21362900734,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,4.63650075447,11.3519277573,0.814601719379,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,5.4135311812,6.45157432556,4.7461514473,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,5.83611405443,6.71564865112,4.77812051773,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,5.37626275241,5.81231403351,4.67887210846,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,4.57113219089,7.37864255905,2.79347896576,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,4.85280207817,5.24568080902,4.13736915588,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,5.07491456248,5.5986123085,4.5092010498,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,5.31337435073,13.0448932648,1.25869250298,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,5.85090207827,13.1388816833,1.07204389572,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,2.4684270037,6.6015253067,0.970386922359,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,6.0747346518,6.93094968796,5.03450489044,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,3.42719066516,7.63622140884,2.32475733757,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,3.41575024901,8.4929857254,1.94622337818,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,3.45037933841,13.3469610214,1.4927188158,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,3.21733506467,11.3317155838,1.40323209763,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,4.26810803068,12.1255321503,1.47524189949,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,3.73370187822,9.48534584045,1.95390200615,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,3.35977595034,8.57972717285,2.39904642105,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,3.90968628556,11.2671060562,0.203516468406,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,3.07083768306,7.73518848419,0.647707998753,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,3.05861692873,5.82904005051,1.73423528671,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,2.97968395543,6.04997730255,1.14987885952,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,3.34616939267,4.37085199356,2.9398291111,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,3.84932590916,6.64772367477,1.94423103333,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,4.53634155719,15.6736240387,0.156435877085,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,3.04680860944,9.71401405334,0.366352796555,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,3.36897610948,7.99834012985,0.35827305913,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,2.92921691194,8.11377429962,0.381333053112,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,4.65921945984,8.59993839264,1.47302532196,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,4.37142914186,8.39583110809,1.15333783627,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,3.08817886006,9.7889289856,0.554323256016,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,2.79905196257,7.7212600708,0.264492690563,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,4.65479828288,13.7776355743,1.71478116512,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,3.86135525643,5.91434383392,2.96550559998,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,4.1414491755,15.9619722366,1.97497582436,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,3.53928948896,7.07753610611,2.81257247925,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,3.40499074637,6.65807151794,2.23124933243,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,4.05489095609,7.41309165955,2.51179862022,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,3.52878052961,3.98236680031,2.95409226418,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,3.89901108845,9.3330488205,0.879042983055,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,3.81058892694,10.1759433746,2.11213612556,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,5.00412094754,14.9599275589,0.598991274834,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,6.4256827922,26.8546352386,1.65083312988,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,5.43094676556,14.6990060806,2.86501502991,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,4.7923739805,5.74819803238,3.78270936012,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,4.09030369055,6.5800948143,2.56481480598,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,5.51089669039,17.4448356628,0.514437198639,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,2.36080194458,4.25083827972,1.23729479313,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,4.25934426325,10.7832994461,0.283198595047,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,5.34812730404,9.07611846924,2.46136522293,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,5.15416545324,8.92611408234,2.3489522934,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,4.26617303356,10.2060394287,2.3216855526,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,4.43567171188,8.25539302826,2.49236345291,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,3.46984704614,4.21076393127,2.92058134079,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,2.7842421621,4.39887428284,2.16518044472,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,4.22215001581,10.6152324677,0.750518679619,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,4.80972788524,11.5752773285,1.28567242622,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,5.23649551115,12.4035186768,1.25062179565,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,3.8642764787,9.30961704254,0.290840476751,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,3.50676088182,10.5445966721,0.302171975374,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,3.97632838549,10.8888626099,1.02760744095,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,4.44541859782,16.1910686493,0.684613406658,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,4.70741714075,11.8006973267,0.973072350025,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,4.1703384535,9.37365722656,0.649495303631,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,2.73147617678,11.2563800812,0.269400447607,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
