asdf_id,ltdr_avhrr_ndvi_v5_yearly.2012.max,ltdr_avhrr_ndvi_v5_yearly.2012.mean,ltdr_avhrr_ndvi_v5_yearly.2012.min,ltdr_avhrr_ndvi_v5_yearly.2012.count,ltdr_avhrr_ndvi_v5_yearly.2013.max,ltdr_avhrr_ndvi_v5_yearly.2013.mean,ltdr_avhrr_ndvi_v5_yearly.2013.min,ltdr_avhrr_ndvi_v5_yearly.2013.count,ltdr_avhrr_ndvi_v5_yearly.2014.max,ltdr_avhrr_ndvi_v5_yearly.2014.mean,ltdr_avhrr_ndvi_v5_yearly.2014.min,ltdr_avhrr_ndvi_v5_yearly.2014.count,ltdr_avhrr_ndvi_v5_yearly.2015.max,ltdr_avhrr_ndvi_v5_yearly.2015.mean,ltdr_avhrr_ndvi_v5_yearly.2015.min,ltdr_avhrr_ndvi_v5_yearly.2015.count,ltdr_avhrr_ndvi_v5_yearly.2016.max,ltdr_avhrr_ndvi_v5_yearly.2016.mean,ltdr_avhrr_ndvi_v5_yearly.2016.min,ltdr_avhrr_ndvi_v5_yearly.2016.count,ltdr_avhrr_ndvi_v5_yearly.2017.max,ltdr_avhrr_ndvi_v5_yearly.2017.mean,ltdr_avhrr_ndvi_v5_yearly.2017.min,ltdr_avhrr_ndvi_v5_yearly.2017.count,ltdr_avhrr_ndvi_v5_yearly.2018.max,ltdr_avhrr_ndvi_v5_yearly.2018.mean,ltdr_avhrr_ndvi_v5_yearly.2018.min,ltdr_avhrr_ndvi_v5_yearly.2018.count,ltdr_avhrr_ndvi_v5_yearly.2019.max,ltdr_avhrr_ndvi_v5_yearly.2019.mean,ltdr_avhrr_ndvi_v5_yearly.2019.min,ltdr_avhrr_ndvi_v5_yearly.2019.count,ltdr_avhrr_ndvi_v5_yearly.2020.max,ltdr_avhrr_ndvi_v5_yearly.2020.mean,ltdr_avhrr_ndvi_v5_yearly.2020.min,ltdr_avhrr_ndvi_v5_yearly.2020.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
165,4243.66666667,3762.96397551,2857.25,7.26999998093,3977.16666667,3796.69466968,2144.5,7.26999998093,4210.5,3758.82000044,1413.66666667,7.26999998093,4373.0,3920.50351588,2841.75,7.26999998093,3957.33333333,3481.59789409,2774.81818182,7.26999998093,4424.66666667,3954.06687324,3319.83333333,7.26999998093,4458.33333333,3940.61873581,3209.27272727,7.26999998093,3845.3,3219.96622578,2286.33333333,7.26999998093,5277.0,3677.14749272,2084.5,7.26999998093,ADM3,165,165,BOL,BOL-ADM3-33444609B3928389,Puerto Mayor de Guaqui,ADM3
166,3565.58333333,3461.24487584,3195.18181818,0.709999978542,3425.91666667,3329.71948125,3084.41666667,0.709999978542,3724.75,3541.13283808,3072.90909091,0.709999978542,3848.25,3690.74039313,3289.09090909,0.709999978542,3515.33333333,3367.21126403,2989.5,0.709999978542,3866.41666667,3781.34624208,3564.41666667,0.709999978542,4048.58333333,3931.47065445,3632.83333333,0.709999978542,2994.11111111,2869.34229319,2551.18181818,0.709999978542,5387.66666667,3189.39908184,2327.33333333,0.709999978542,ADM3,166,166,BOL,BOL-ADM3-33444609B83959891,Tito Yupanqui,ADM3
167,4894.2,3507.32708203,1975.0,45.2499961853,4558.11111111,3302.56562165,2229.5,45.2499961853,4409.08333333,3356.06761306,2364.33333333,45.2499961853,4734.36363636,3513.46069201,2319.0,45.2499961853,3919.91666667,3124.43472212,2384.6,45.2499961853,4759.08333333,3614.91158264,2719.875,45.2499961853,4901.25,4098.14838384,2384.0,45.2499961853,5289.0,3053.17293712,1528.0,45.2499961853,8111.0,4124.37987083,599.0,45.2499961853,ADM3,167,167,BOL,BOL-ADM3-33444609B86182822,Pucarani,ADM3
168,4666.28571429,4047.41521869,3712.33333333,3.6400001049,4909.0,4228.86081657,3440.33333333,3.6400001049,4903.0,4051.18040482,3713.58333333,3.6400001049,4925.57142857,4315.73593551,3436.83333333,3.6400001049,4763.5,4002.50496236,3271.81818182,3.6400001049,5395.9,4481.50714225,4002.18181818,3.6400001049,4718.0,4052.88981389,3629.0,3.6400001049,4103.0,3390.48527908,2749.33333333,3.6400001049,6315.0,3873.81466357,1502.0,1.56999993324,ADM3,168,168,BOL,BOL-ADM3-33444609B86015105,Combaya,ADM3
169,7787.5,7045.42772081,3581.42857143,38.7600021362,7601.14285714,7097.09445754,4443.875,38.7600021362,7561.66666667,6669.97359255,2807.25,38.7600021362,7604.0,6578.38271456,3491.16666667,38.4900016785,7646.83333333,6914.96135577,3208.5,38.7600021362,7887.0,6407.42645638,2156.0,38.7600021362,7167.9,5229.97958935,2410.22222222,38.7600021362,7516.0,4986.17675056,1718.0,38.7600021362,9919.0,6853.11810709,1132.0,34.6700019836,ADM3,169,169,BOL,BOL-ADM3-33444609B70122176,Coroico,ADM3
170,7727.375,6984.56952044,5964.1,25.2600002289,7638.28571429,7049.5399864,6255.09090909,25.2600002289,7578.77777778,6886.20997988,6036.25,25.2600002289,7722.0,6710.37209466,5325.16666667,25.2600002289,8058.83333333,7089.336665,5596.75,25.2600002289,7819.4,6717.78338951,5739.85714286,25.2600002289,7290.42857143,5768.51401119,3987.8,25.2600002289,8144.0,6000.4951945,3044.66666667,25.2600002289,9919.0,6441.0980632,1132.0,22.2099990845,ADM3,170,170,BOL,BOL-ADM3-33444609B52332460,Coripata,ADM3
171,4973.83333333,4428.09822204,3576.25,4.52999973297,5088.625,4487.27866518,3592.58333333,4.52999973297,4872.5,4411.52304775,3282.16666667,4.52999973297,5300.0,4396.21100198,3564.91666667,4.52999973297,4846.625,3953.51851301,3104.16666667,4.52999973297,4579.11111111,4099.93507869,3499.83333333,4.52999973297,4571.2,4117.61625944,3274.625,4.52999973297,5107.25,3877.13505757,1706.0,4.52999973297,5507.0,2569.97892359,1170.0,1.85000002384,ADM3,171,171,BOL,BOL-ADM3-33444609B75079070,Quiabaya,ADM3
172,6571.75,5058.55221899,3816.81818182,8.69999980927,6700.625,5623.62510926,4339.91666667,8.69999980927,6544.28571429,5213.39518071,4154.5,8.69999980927,6244.33333333,4893.91648303,3768.54545455,8.69999980927,6572.625,5014.07924944,3296.63636364,8.69999980927,6572.5,4943.32983779,3861.63636364,8.69999980927,5574.7,4762.12746439,3399.5,8.69999980927,7550.33333333,5488.00222234,2890.2,8.69999980927,9523.0,5731.79806861,3650.0,3.88999986649,ADM3,172,172,BOL,BOL-ADM3-33444609B51912538,Aucapata,ADM3
173,3044.5,2738.74221485,2527.66666667,20.3500003815,2919.0,2618.48631074,2498.33333333,20.3500003815,2928.08333333,2647.10778654,2456.5,20.3500003815,3269.66666667,2772.20877276,2501.25,20.3500003815,3041.83333333,2668.01962579,2452.41666667,20.3500003815,3372.75,2994.21543141,2751.91666667,20.3500003815,3443.25,3154.14251742,2881.08333333,20.3500003815,3651.85714286,2569.79849731,1985.81818182,20.3500003815,6115.0,3413.17721524,1826.66666667,20.3500003815,ADM3,173,173,BOL,BOL-ADM3-33444609B77019342,Ayo Ayo,ADM3
174,7564.83333333,5957.89460384,4712.91666667,62.4199981689,7499.0,5820.35049704,4187.58333333,62.4199981689,7614.5,6016.02634864,4498.08333333,62.4199981689,7640.75,5972.35296079,4482.91666667,62.4199981689,7752.5,5902.14865757,3933.33333333,62.4199981689,7755.25,5795.91776007,3686.5,62.4199981689,6765.09090909,5053.41486708,3522.54545455,62.4199981689,7225.4,5034.05143546,2616.0,62.4199981689,9885.0,6605.6001163,2679.5,60.5799980164,ADM3,174,174,BOL,BOL-ADM3-33444609B52543177,Azurduy,ADM3
175,7816.5,7496.28832082,7059.85714286,9.31999969482,7954.33333333,7635.50258032,6853.875,9.31999969482,7645.91666667,7275.72837354,6812.875,9.31999969482,7702.83333333,7413.15453627,7166.0,9.31999969482,7930.2,7454.43565529,6666.42857143,9.31999969482,7888.33333333,7430.36026442,6583.71428571,9.31999969482,7735.16666667,7347.29087372,6278.1,9.31999969482,8886.14285714,8012.35069483,6220.66666667,9.31999969482,8750.0,6892.74642633,5087.0,8.98999977112,ADM3,175,175,BOL,BOL-ADM3-33444609B93497004,Tipuani,ADM3
176,7888.18181818,5545.56852901,2262.1,72.8000030518,8022.36363636,5584.63108285,2198.83333333,72.8000030518,7675.71428571,4943.74803482,2307.83333333,72.8000030518,7625.72727273,5040.27384667,2479.33333333,70.7299957275,7707.83333333,5120.91246897,2287.58333333,72.8000030518,7887.0,4977.43843992,2156.0,72.8000030518,7813.1,4575.34915352,2410.22222222,72.8000030518,8901.125,4641.05115921,1318.66666667,72.8000030518,9416.0,4802.67966969,695.666666667,62.3700027466,ADM3,176,176,BOL,BOL-ADM3-33444609B95766629,Nuestra Señora de La Paz,ADM3
177,7600.25,5284.28695908,2370.25,63.2000007629,7630.33333333,5294.28166698,2086.75,64.1999969482,7567.16666667,4946.34563755,1844.0,58.3300018311,7602.375,4809.52591981,1875.0,61.1300010681,7664.72727273,5140.97599234,2114.0,60.3300018311,7364.90909091,4933.67724889,1833.0,56.5600013733,7387.90909091,4235.74074161,1690.0,61.3600006104,7949.0,3927.61265274,625.0,66.1999969482,9669.0,5224.58950455,602.0,25.9299983978,ADM3,177,177,BOL,BOL-ADM3-33444609B93873258,Sorata,ADM3
178,8117.72727273,7581.06393156,6273.5,99.0900039673,8123.45454545,7589.02717355,6713.55555556,99.0900039673,7911.75,7345.88434609,6506.75,99.0900039673,7874.7,7326.83312004,6246.83333333,99.0900039673,8166.44444444,7626.52993529,6432.9,99.0900039673,7956.25,7336.08753933,6108.5,99.0900039673,7816.4,6918.13213814,5597.875,99.0900039673,8816.0,6748.0114489,4346.0,99.0900039673,9360.0,6760.73841557,1904.0,83.9099960327,ADM3,178,178,BOL,BOL-ADM3-33444609B25803532,La Asunta,ADM3
179,5269.875,4056.79972042,3348.33333333,22.4500007629,5774.66666667,4274.05801571,3479.5,22.4500007629,5417.75,4127.44711038,3187.25,22.4500007629,5848.0,4258.52784385,3224.0,22.4500007629,5437.91666667,4025.46652044,2746.0,22.4500007629,5947.72727273,4299.7033489,2808.91666667,22.4500007629,5583.44444444,4173.11348991,2982.16666667,22.4500007629,5383.66666667,3576.20143183,1535.33333333,22.4500007629,6315.0,4357.21501973,1642.0,12.6999998093,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,8060.83333333,6807.65839914,2370.25,126.880004883,8072.66666667,6921.36753324,2086.75,126.880004883,7798.0,6450.57641444,1844.0,125.330001831,7909.2,6572.74853774,2407.0,123.729995728,8017.66666667,6606.85081773,1829.0,125.330001831,8250.0,6411.80587345,1833.0,125.040000916,8225.42857143,6125.72803904,2330.2,126.580001831,8975.33333333,6234.45261522,915.0,125.880004883,9713.0,6373.08900516,302.0,101.660003662,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,8108.36363636,7780.92201436,6471.11111111,49.1500015259,8186.33333333,7886.0971326,7069.66666667,49.1500015259,7947.2,7582.15048604,5928.72727273,49.1500015259,7859.91666667,7543.98716239,6811.2,49.1500015259,8163.36363636,7722.62891239,7264.0,49.1500015259,7989.6,7690.97175932,7228.58333333,49.1500015259,7871.66666667,7546.86534623,6574.33333333,49.1500015259,8640.6,7399.3847951,5023.6,49.1500015259,9347.0,7613.93970083,4504.0,45.8899993896,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,7972.09090909,7643.1747046,6857.83333333,53.1800003052,8053.88888889,7582.80739786,6324.71428571,53.1800003052,7801.27272727,7408.06890695,5426.0,53.1800003052,7820.41666667,7496.1032981,5849.0,53.1800003052,8017.66666667,7543.83395274,6638.5,53.1800003052,7868.41666667,7313.10688627,5154.0,53.1800003052,8027.58333333,6820.16821467,3571.4,53.1800003052,8870.0,7270.72747519,2869.0,53.1800003052,9669.0,7526.24587966,5299.0,38.2400016785,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,7813.36363636,6146.11563941,3039.44444444,86.7600021362,7923.33333333,6410.72842069,3079.1,86.7600021362,7663.75,5932.39737737,2971.1,86.7600021362,8205.0,5924.40139787,3303.0,86.7600021362,8047.0,6002.17795325,3035.18181818,86.7600021362,8026.33333333,5942.2677091,3330.83333333,86.7600021362,7846.5,5051.80151127,3068.88888889,86.7600021362,8561.5,4738.4052769,1535.33333333,86.7600021362,9835.0,5686.89479941,1585.5,51.4500007629,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,2841.0,2389.98515523,1989.83333333,48.0100021362,2659.66666667,2308.53086623,1881.25,48.0100021362,2848.0,2414.0956783,1997.66666667,48.0100021362,2743.33333333,2295.75499863,1887.25,48.0100021362,2660.5,2189.36291246,1817.75,48.0100021362,2829.91666667,2327.89875473,1804.0,48.0100021362,3205.41666667,2640.20383189,2152.75,48.0100021362,3857.5,2351.58127727,1502.0,48.0100021362,4412.0,2197.81211999,1155.0,47.5500030518,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,3828.58333333,3191.52792314,790.583333333,7.75,3896.58333333,3288.08742186,1349.41666667,7.75,3854.83333333,3227.13849109,1095.54545455,7.75,4152.83333333,3410.39895084,1071.58333333,7.75,3921.25,3180.58748098,934.583333333,7.75,4317.25,3399.06865343,947.166666667,7.75,4337.75,3362.08459382,982.75,7.75,3922.41666667,2655.17101492,1513.5,7.75,6766.5,2428.5761469,0.0,7.75,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,6311.16666667,5192.13885565,3471.08333333,48.8099975586,6155.91666667,5148.70312982,3765.66666667,48.8099975586,6313.41666667,5446.90393933,3774.25,48.8099975586,6282.90909091,5232.84213175,3569.33333333,48.8099975586,6365.16666667,5240.87393518,3456.0,48.8099975586,6081.66666667,5011.75908096,3124.08333333,48.8099975586,5934.18181818,4777.37012002,3188.08333333,48.8099975586,6149.5,4874.77363362,2529.5,48.8099975586,9044.0,5094.24225782,639.0,47.8099975586,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,3087.75,2688.08545911,2483.25,17.4600009918,2746.25,2560.71449494,2387.83333333,17.4600009918,2906.25,2664.88850794,2514.83333333,17.4600009918,2954.66666667,2703.03472165,2532.08333333,17.4600009918,2860.08333333,2523.84098015,2153.75,17.4600009918,2957.58333333,2650.1683397,2412.41666667,17.4600009918,3136.5,2981.10117892,2822.16666667,17.4600009918,4697.8,3090.51372528,1677.72727273,17.4600009918,6615.5,3108.28604896,1675.66666667,17.4600009918,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
188,3149.25,2480.48590363,2075.83333333,54.5599975586,2978.0,2361.97449689,1970.25,54.5599975586,3027.08333333,2467.40560816,1984.83333333,54.5599975586,3029.0,2513.86621962,1967.5,54.5599975586,2839.58333333,2283.80320801,1833.0,54.5599975586,2957.58333333,2361.44359954,1804.0,54.5599975586,3214.08333333,2787.64311655,2152.75,54.5599975586,3857.5,2478.1077446,1677.72727273,54.5599975586,7079.5,3120.81282847,1694.0,54.5599975586,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,4133.0,2703.92927326,2011.08333333,75.75,4082.0,2724.91988179,1970.25,75.75,4230.0,2733.13748314,1984.83333333,75.75,3927.66666667,2883.79439951,2158.66666667,75.75,3910.16666667,2554.51720877,1903.91666667,75.75,3860.5,2706.69740629,1983.33333333,75.75,4654.5,3013.30156938,2288.75,75.75,5173.8,2913.96855642,1429.75,75.75,9110.0,3922.29226859,1037.0,75.2400054932,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,7427.25,6376.39530183,5453.25,32.2399978638,7302.25,6275.39531629,5287.63636364,32.2399978638,7314.0,6345.4037005,5418.41666667,32.2399978638,7407.08333333,6335.58317605,5436.58333333,32.2399978638,7543.91666667,6343.13789192,5290.83333333,32.2399978638,7427.66666667,6221.83027899,5310.83333333,32.2399978638,6839.7,5581.17229971,4775.5,32.2399978638,7107.0,5699.8225761,4158.8,32.2399978638,9885.0,6120.27290135,2709.0,32.2399978638,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,7390.5,6682.33471527,5284.83333333,46.5100021362,6778.41666667,6190.51944696,4745.58333333,46.5100021362,7310.33333333,6734.07792586,5251.36363636,46.5100021362,7293.0,6668.16958341,5103.83333333,46.5100021362,7230.75,6479.48893873,4782.27272727,46.5100021362,7248.91666667,6599.43728481,5248.91666667,46.5100021362,7416.54545455,6622.12801169,5443.16666667,46.5100021362,8129.0,7177.25801704,5649.8,46.5100021362,9032.0,7575.05885882,5511.0,46.5100021362,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,7865.5,6638.22605772,3787.0,29.1900005341,7883.36363636,6651.3941857,4036.875,29.1900005341,7566.33333333,6354.74058584,3721.5,29.1900005341,7833.90909091,6353.03838747,3614.6,29.1900005341,8047.0,6537.96292361,3296.63636364,29.1900005341,7702.36363636,6234.07577912,3697.6,29.1900005341,8006.83333333,5717.18177335,3274.625,29.1900005341,8837.71428571,6345.839693,1503.33333333,29.1900005341,9383.5,6729.66342987,1170.0,15.8699998856,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,7628.08333333,7114.18881981,6250.58333333,106.049995422,7362.83333333,6864.40695445,5789.5,106.049995422,7570.08333333,7012.54779145,5515.45454545,106.049995422,7694.83333333,7197.05678398,6471.0,106.049995422,7715.33333333,7042.501269,5776.66666667,106.049995422,7633.16666667,6905.43262426,5470.27272727,106.049995422,7484.66666667,6627.64305414,5287.09090909,106.049995422,8341.0,7434.4481415,6087.33333333,106.049995422,9796.0,7268.89822792,808.0,105.049995422,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,7625.41666667,7117.3442984,5948.41666667,121.619995117,7581.91666667,6986.00189184,5994.0,121.619995117,7593.90909091,7096.54377589,6186.83333333,121.619995117,7629.25,7083.63208313,5758.5,121.619995117,7784.83333333,7210.27140625,6054.16666667,121.619995117,7668.41666667,7043.51510416,5911.91666667,121.619995117,7244.0,6382.66007109,4934.33333333,121.619995117,8390.5,6990.90549527,4018.5,121.619995117,9563.0,7518.21676143,3897.5,121.619995117,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,2844.83333333,2493.10684815,2167.33333333,43.6999969482,2860.33333333,2443.30355348,2121.33333333,43.6999969482,2828.33333333,2456.86302215,2144.75,43.6999969482,2882.08333333,2494.49275383,2146.16666667,43.6999969482,2734.0,2361.17504722,1981.18181818,43.6999969482,2766.0,2423.11545763,2012.33333333,43.6999969482,3098.18181818,2732.1368652,2352.08333333,43.6999969482,4782.0,2740.46239894,1502.0,43.6999969482,4547.66666667,2569.87066812,968.666666667,42.8800010681,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,3452.58333333,2666.65539485,939.166666667,2.92000007629,3681.58333333,2714.56057845,848.333333333,2.92000007629,3296.08333333,2628.58175257,475.0,2.92000007629,4073.33333333,3329.6858255,526.75,2.92000007629,3864.25,3030.0924098,804.25,2.92000007629,4083.66666667,3358.23327622,1202.08333333,2.92000007629,4003.16666667,3309.03318404,905.416666667,2.92000007629,3808.44444444,3162.6705145,2092.27272727,2.92000007629,5387.66666667,2029.97539776,0.0,2.92000007629,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,7404.75,6545.97677946,5496.36363636,40.6000061035,7025.16666667,6325.58120362,5409.08333333,40.6000061035,7253.81818182,6598.97481269,5620.1,40.6000061035,7406.72727273,6701.67853216,5545.9,40.6000061035,7456.08333333,6439.53042245,5408.36363636,40.6000061035,7450.66666667,6553.61417367,5811.9,40.6000061035,7416.36363636,6513.62964067,5478.63636364,40.6000061035,8500.66666667,7302.40295025,5946.33333333,40.6000061035,8911.0,6857.55540015,4512.5,40.6000061035,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,6531.16666667,5340.24858959,4776.33333333,11.6300001144,6488.83333333,5146.84930454,4586.0,11.6300001144,6287.75,5167.93693545,4670.75,11.6300001144,6525.0,5313.35389848,4499.25,11.6300001144,6293.08333333,5213.26212356,4516.33333333,11.6300001144,6265.83333333,5086.72014933,4356.33333333,11.6300001144,5492.08333333,4987.38282201,4599.66666667,11.6300001144,6263.0,4947.18132544,3866.83333333,11.6300001144,7334.0,4952.75308163,2793.5,11.6300001144,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,5730.33333333,4917.5458086,3992.58333333,21.6499996185,5449.25,4798.91615504,3860.41666667,21.6499996185,5796.66666667,5025.7472991,4098.08333333,21.6499996185,5582.4,4924.69167048,4119.63636364,21.6499996185,5950.5,5072.40018324,4072.58333333,21.6499996185,5716.41666667,5052.34169493,4094.5,21.6499996185,5740.18181818,4737.27368967,3475.0,21.6499996185,6219.75,4564.22430141,2770.75,21.6499996185,7334.0,4653.8215251,2361.0,21.6499996185,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,4713.33333333,3767.15079828,3039.5,29.1900005341,4703.9,3845.33344619,3088.75,29.1900005341,5177.75,4089.51452906,3126.91666667,29.1900005341,4966.5,3838.71045145,3082.91666667,29.1900005341,5166.08333333,3874.09523253,2966.16666667,29.1900005341,5183.1,3823.39142873,2992.58333333,29.1900005341,4746.54545455,4125.80205421,3410.5,29.1900005341,4974.25,3893.22270911,2770.75,29.1900005341,8396.0,4605.46484256,2448.0,29.1900005341,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,3506.33333333,3045.71442272,2612.75,16.1199989319,3501.58333333,3013.17364712,2555.08333333,16.1199989319,3839.0,3159.83949044,2567.08333333,16.1199989319,3960.25,3338.98522345,2860.58333333,16.1199989319,3398.58333333,3049.69360007,2708.83333333,16.1199989319,3444.58333333,3154.7687837,2823.66666667,16.1199989319,3813.5,3502.84839451,2972.66666667,16.1199989319,4419.71428571,3602.05103572,2209.57142857,16.1199989319,8816.0,4723.7508591,2092.0,16.1199989319,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,3697.72727273,2921.46963816,2588.83333333,23.9300003052,3619.58333333,2954.52635413,2555.08333333,23.9300003052,3761.75,3053.00609797,2567.08333333,23.9300003052,3946.5,3161.97429498,2860.58333333,23.9300003052,3356.91666667,2876.26619218,2648.75,23.9300003052,3637.5,3151.35132061,2823.66666667,23.9300003052,4165.16666667,3440.80892023,3001.58333333,23.9300003052,4684.14285714,3335.15470672,1736.75,23.9300003052,8816.0,4592.93395831,2176.0,23.2999992371,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,6694.41666667,4886.37144448,4017.08333333,29.7700004578,6589.75,4931.5779314,4071.16666667,29.7700004578,6226.16666667,4820.86059711,4098.08333333,29.7700004578,6687.25,4886.18852027,4191.83333333,29.7700004578,6419.58333333,4701.44193915,4058.25,29.7700004578,6552.58333333,4822.9774554,4094.5,29.7700004578,6015.25,4715.393533,4190.75,29.7700004578,6619.42857143,4983.29307541,3561.375,29.7700004578,7250.0,5041.53975952,2108.0,28.8099994659,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,3716.41666667,2667.2492406,2312.41666667,31.6200008392,3566.83333333,2693.15148052,2271.33333333,31.6200008392,3719.66666667,2741.69357975,2373.58333333,31.6200008392,3821.16666667,2761.91167766,2375.41666667,31.6200008392,3478.33333333,2683.60301008,2391.83333333,31.6200008392,3718.33333333,2840.45685592,2420.0,31.6200008392,3584.08333333,3021.66040467,2414.91666667,31.6200008392,4326.0,2444.53903223,1807.0,31.6200008392,4572.0,2647.48169286,1005.0,31.6200008392,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,4551.16666667,3524.71886228,2906.33333333,39.6000022888,4503.5,3591.48832963,2984.41666667,39.6000022888,4542.91666667,3656.40992568,2927.25,39.6000022888,5037.0,3889.59546361,3007.66666667,39.6000022888,4470.58333333,3555.46620079,2860.0,39.6000022888,4884.33333333,3652.12476093,3032.33333333,39.6000022888,4623.16666667,3794.08525246,3307.36363636,39.6000022888,5628.8,3583.04084354,2584.0,39.6000022888,8601.0,4561.20581495,2448.0,39.6000022888,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,4831.33333333,4316.45979326,3467.0,24.1300010681,4831.41666667,4298.65165187,3430.16666667,24.1300010681,4685.08333333,4319.83733622,3622.0,24.1300010681,5217.41666667,4606.31623598,3578.41666667,24.1300010681,4640.83333333,4263.85710381,3583.58333333,24.1300010681,5073.0,4425.56251779,3568.16666667,24.1300010681,5078.41666667,4353.04786381,3475.0,24.1300010681,5290.66666667,4063.22751075,2653.75,24.1300010681,8307.0,4605.67323041,2847.0,24.1300010681,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,7720.0,4617.45183827,2662.5,21.4300003052,7716.83333333,5038.43478966,2563.6,21.4300003052,7631.0,4611.8728666,2971.1,21.4300003052,8205.0,4442.84469675,2205.4,21.4300003052,8139.0,4514.12403364,2314.55555556,21.4300003052,7615.0,4500.99534611,2770.28571429,21.4300003052,6799.4,4436.79040278,2507.77777778,21.4300003052,6993.33333333,3473.79380377,1787.0,21.4300003052,9835.0,3500.12137009,1761.0,19.2199993134,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,7903.33333333,4991.94093301,1338.5,82.8199996948,7728.57142857,5140.14474574,1990.0,83.6199951172,7688.75,4672.61317738,1341.6,85.5899963379,7994.0,4728.95829744,1641.66666667,84.5899963379,8139.0,4602.01868365,1912.0,81.8199996948,7615.0,4475.17758016,1588.77777778,80.8000030518,6865.44444444,3995.8893643,1541.0,85.5899963379,8606.5,3855.1696498,0.0,83.7900009155,9517.0,3887.37955164,631.0,56.0299987793,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,8117.72727273,7773.45458957,6939.66666667,130.790008545,8159.83333333,7801.13090696,6278.75,130.790008545,7952.85714286,7543.37936548,5928.72727273,130.790008545,7874.7,7378.53062788,5968.77777778,130.790008545,8166.44444444,7809.15350048,7098.27272727,130.790008545,7965.25,7597.74076598,6271.4,130.790008545,8234.25,7476.55283963,6582.4,130.790008545,9401.5,7549.39432148,4358.25,130.790008545,9694.0,7702.42782922,3575.0,116.789993286,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,8127.66666667,7454.21483489,4577.54545455,486.359985352,8233.63636364,7571.32804174,4538.91666667,486.359985352,8104.28571429,7338.99806322,4599.91666667,486.359985352,7994.0,7148.95214865,4101.25,485.539978027,8139.0,7387.86101001,4047.0,486.359985352,8135.18181818,7250.89715568,4310.4,486.239990234,8260.16666667,7022.62097815,3760.28571429,486.359985352,8975.33333333,7083.13847559,0.0,486.359985352,9845.0,7352.66376015,1161.0,306.040008545,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,8142.4,7735.18552842,7025.54545455,87.8199996948,8198.33333333,7848.56742998,7129.09090909,87.8199996948,7958.4,7397.11017076,6466.44444444,87.8199996948,7776.5,7424.62599444,6319.63636364,87.8199996948,8133.41666667,7776.58888421,6899.0,87.8199996948,7996.16666667,7693.77017893,7002.09090909,87.8199996948,8234.25,7748.7480526,6732.63636364,87.8199996948,8908.09090909,7674.24839288,6127.66666667,87.8199996948,9738.0,7994.63097189,4473.33333333,86.9300003052,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
