asdf_id,ltdr_avhrr_ndvi_v5_yearly.2012.max,ltdr_avhrr_ndvi_v5_yearly.2012.mean,ltdr_avhrr_ndvi_v5_yearly.2012.min,ltdr_avhrr_ndvi_v5_yearly.2012.count,ltdr_avhrr_ndvi_v5_yearly.2013.max,ltdr_avhrr_ndvi_v5_yearly.2013.mean,ltdr_avhrr_ndvi_v5_yearly.2013.min,ltdr_avhrr_ndvi_v5_yearly.2013.count,ltdr_avhrr_ndvi_v5_yearly.2014.max,ltdr_avhrr_ndvi_v5_yearly.2014.mean,ltdr_avhrr_ndvi_v5_yearly.2014.min,ltdr_avhrr_ndvi_v5_yearly.2014.count,ltdr_avhrr_ndvi_v5_yearly.2015.max,ltdr_avhrr_ndvi_v5_yearly.2015.mean,ltdr_avhrr_ndvi_v5_yearly.2015.min,ltdr_avhrr_ndvi_v5_yearly.2015.count,ltdr_avhrr_ndvi_v5_yearly.2016.max,ltdr_avhrr_ndvi_v5_yearly.2016.mean,ltdr_avhrr_ndvi_v5_yearly.2016.min,ltdr_avhrr_ndvi_v5_yearly.2016.count,ltdr_avhrr_ndvi_v5_yearly.2017.max,ltdr_avhrr_ndvi_v5_yearly.2017.mean,ltdr_avhrr_ndvi_v5_yearly.2017.min,ltdr_avhrr_ndvi_v5_yearly.2017.count,ltdr_avhrr_ndvi_v5_yearly.2018.max,ltdr_avhrr_ndvi_v5_yearly.2018.mean,ltdr_avhrr_ndvi_v5_yearly.2018.min,ltdr_avhrr_ndvi_v5_yearly.2018.count,ltdr_avhrr_ndvi_v5_yearly.2019.max,ltdr_avhrr_ndvi_v5_yearly.2019.mean,ltdr_avhrr_ndvi_v5_yearly.2019.min,ltdr_avhrr_ndvi_v5_yearly.2019.count,ltdr_avhrr_ndvi_v5_yearly.2020.max,ltdr_avhrr_ndvi_v5_yearly.2020.mean,ltdr_avhrr_ndvi_v5_yearly.2020.min,ltdr_avhrr_ndvi_v5_yearly.2020.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
119,3204.25,3022.54266728,2732.16666667,7.57000017166,3307.41666667,2985.65799974,2737.08333333,7.57000017166,3414.66666667,3095.15624281,2924.75,7.57000017166,3406.5,3154.62635745,2921.58333333,7.57000017166,3287.27272727,3030.55941154,2769.08333333,7.57000017166,3917.45454545,3371.72854848,3187.41666667,7.57000017166,4632.83333333,4133.33548274,3829.41666667,7.57000017166,5190.25,3960.51040451,3271.28571429,7.57000017166,9915.0,6386.59610762,4012.0,7.57000017166,ADM3,119,119,BOL,BOL-ADM3-33444609B67664908,Sacabamba,ADM3
120,3774.91666667,3191.77364372,2732.16666667,24.3899993896,3842.16666667,3231.15439076,2737.08333333,24.3899993896,3935.08333333,3344.34574646,2924.75,24.3899993896,3885.5,3315.1586392,2921.58333333,24.3899993896,3604.16666667,3057.01767342,2686.75,24.3899993896,3864.16666667,3445.26114057,3155.0,24.3899993896,5038.5,4189.34623921,3637.08333333,24.3899993896,6369.2,3881.66169405,2262.6,24.3899993896,8260.0,4398.54344977,2135.0,24.3899993896,ADM3,120,120,BOL,BOL-ADM3-33444609B24659770,Anzaldo,ADM3
121,3594.25,3194.54489852,2976.16666667,2.59000015259,3390.33333333,3084.58194022,2853.25,2.59000015259,3665.5,3461.94512153,3106.41666667,2.59000015259,3506.91666667,3272.70814717,3013.5,2.59000015259,3316.58333333,3153.79505701,2878.75,2.59000015259,3613.58333333,3445.90951773,3216.83333333,2.59000015259,4431.66666667,4273.11717373,3951.41666667,2.59000015259,3837.11111111,3430.37109521,3100.22222222,2.59000015259,7550.0,5095.70309759,3717.5,2.59000015259,ADM3,121,121,BOL,BOL-ADM3-33444609B17865743,Toco,ADM3
122,3235.27272727,3175.53013367,3123.90909091,2.96000003815,3351.66666667,3221.2482168,3049.63636364,2.96000003815,3614.16666667,3271.49897633,3179.0,2.96000003815,3406.5,3353.15330433,3276.41666667,2.96000003815,3378.27272727,3269.62404591,3155.58333333,2.96000003815,3947.58333333,3785.73096304,3580.08333333,2.96000003815,4852.58333333,4554.97212004,4376.75,2.96000003815,4667.14285714,3949.10905414,2943.72727273,2.96000003815,8270.0,6517.58690928,4432.5,2.96000003815,ADM3,122,122,BOL,BOL-ADM3-33444609B84509711,Villa Gualberto Villarroel,ADM3
123,3204.25,3168.08715609,3134.0,0.979999959469,3323.25,3267.93959026,3136.36363636,0.979999959469,3614.16666667,3394.79852869,3192.5,0.979999959469,3361.0,3340.41410299,3276.41666667,0.979999959469,3353.36363636,3277.01764895,3155.58333333,0.979999959469,3947.58333333,3819.2682077,3711.33333333,0.979999959469,4852.58333333,4806.75310731,4578.33333333,0.979999959469,4476.57142857,4168.05866558,3226.33333333,0.979999959469,7424.0,5449.82921187,4432.5,0.979999959469,ADM3,123,123,BOL,BOL-ADM3-33444609B63808862,Tacachi,ADM3
124,3594.25,3402.1903729,3227.25,2.3599998951,3650.41666667,3397.06745921,3041.0,2.3599998951,3763.75,3549.46160484,3447.75,2.3599998951,3546.08333333,3448.88701352,3262.08333333,2.3599998951,3408.91666667,3290.46813699,3190.66666667,2.3599998951,3729.58333333,3553.56193376,3410.41666667,2.3599998951,4885.25,4432.46690965,4272.66666667,2.3599998951,3837.11111111,3288.63103043,2574.27272727,2.3599998951,7550.0,5225.80105377,3717.5,2.3599998951,ADM3,124,124,BOL,BOL-ADM3-33444609B45712919,Cliza,ADM3
125,3120.08333333,2744.71027013,2439.0,21.4900016785,3247.75,2773.34395666,2281.0,21.4900016785,3164.0,2775.82105266,2368.0,21.4900016785,3223.58333333,2837.49290198,2497.08333333,21.4900016785,3078.83333333,2693.23282234,2380.66666667,21.4900016785,3412.58333333,2976.27255225,2634.58333333,21.4900016785,3584.75,3236.48676573,2786.5,21.4900016785,3775.0,2998.12091878,2348.5,21.4900016785,7090.0,3750.3059756,1731.0,21.4900016785,ADM3,125,125,BOL,BOL-ADM3-33444609B71410216,Tacopaya,ADM3
126,2696.41666667,2274.72534206,422.25,38.2200012207,2659.25,2212.8096983,516.181818182,38.2200012207,2719.16666667,2260.64301041,68.4166666667,38.2200012207,2628.41666667,2202.70705122,1218.72727273,38.2200012207,2346.75,1988.17122875,1235.5,38.2200012207,2573.25,2165.37979342,1198.0,38.2200012207,2910.41666667,2439.33984967,657.916666667,38.2200012207,2429.0,1816.11528135,449.333333333,38.2200012207,3840.0,1614.97757523,0.0,38.2200012207,ADM3,126,126,BOL,BOL-ADM3-33444609B34376575,El Choro,ADM3
127,3022.08333333,2100.46906461,300.75,107.959991455,2950.16666667,2044.01433608,362.833333333,107.959991455,2840.58333333,2029.41492681,118.3,107.959991455,2989.33333333,1966.40096803,284.363636364,107.959991455,2851.5,1861.90992583,733.833333333,107.959991455,2997.08333333,1999.75400767,677.375,107.959991455,2949.91666667,2207.49497489,606.25,107.959991455,2969.08333333,1806.78563982,202.714285714,107.959991455,4364.5,1800.95652327,569.25,107.959991455,ADM3,127,127,BOL,BOL-ADM3-33444609B90107878,Toledo,ADM3
128,4279.16666667,3492.16880496,3045.66666667,11.2400007248,4115.83333333,3271.35662566,2953.41666667,11.2400007248,4438.08333333,3533.84268951,3249.18181818,11.2400007248,3857.27272727,3275.54825482,3083.91666667,11.2400007248,3577.58333333,3171.32746026,2865.91666667,11.2400007248,3770.91666667,3476.88528659,3160.25,11.2400007248,4570.27272727,4334.19770056,3884.91666667,11.2400007248,5018.375,3445.03954189,2515.72727273,11.2400007248,6361.0,3859.07699716,0.0,11.2400007248,ADM3,128,128,BOL,BOL-ADM3-33444609B16998103,Santivañez,ADM3
129,2801.83333333,2360.37458366,1923.27272727,52.3199996948,2836.58333333,2294.16869704,1861.27272727,52.3199996948,2828.25,2377.12715135,2016.09090909,52.3199996948,3091.83333333,2360.4427142,1913.09090909,52.3199996948,2750.83333333,2201.21617939,1737.16666667,52.3199996948,2986.0,2420.97503055,2038.83333333,52.3199996948,3222.33333333,2763.05372602,2117.08333333,52.3199996948,4640.83333333,2624.41283539,1534.83333333,52.3199996948,8753.0,3555.77053934,644.0,52.3199996948,ADM3,129,129,BOL,BOL-ADM3-33444609B37510264,Paria,ADM3
130,3480.58333333,2976.149315,2611.25,4.30999946594,3214.16666667,2874.29856347,2450.66666667,4.30999946594,3335.08333333,2874.21619284,2544.5,4.30999946594,3531.33333333,3040.52160634,2678.33333333,4.30999946594,3071.72727273,2767.92165274,2621.58333333,4.30999946594,3532.08333333,3154.65544058,2834.5,4.30999946594,3718.41666667,3446.70029812,3221.33333333,4.30999946594,3542.11111111,2834.73726586,2250.58333333,4.30999946594,6681.5,4383.2055419,1157.33333333,4.30999946594,ADM3,130,130,BOL,BOL-ADM3-33444609B66068349,Collana,ADM3
131,3600.75,3506.46524781,3305.63636364,2.9399998188,3692.33333333,3559.25466334,3057.66666667,2.9399998188,3797.08333333,3677.97464786,3290.16666667,2.9399998188,3815.66666667,3493.62212285,3088.75,2.9399998188,3732.83333333,3360.83716787,3044.41666667,2.9399998188,4067.83333333,3588.68585402,3418.33333333,2.9399998188,5091.33333333,4593.13295105,4200.25,2.9399998188,4531.71428571,3071.8060399,2574.27272727,2.9399998188,5741.0,4291.7125442,1486.0,2.9399998188,ADM3,131,131,BOL,BOL-ADM3-33444609B94491619,Tolata,ADM3
132,7850.22222222,6955.90345116,6437.28571429,16.1700000763,7927.0,7033.82067447,6267.44444444,16.1700000763,7267.11111111,6742.03072164,6120.16666667,16.1700000763,7393.5,6599.93809454,6115.0,16.1700000763,7653.72727273,6801.15293782,5981.27272727,16.1700000763,7755.27272727,6744.32236325,6235.1,16.1700000763,7793.66666667,6814.48524782,5934.9,16.1700000763,7850.5,7107.02407252,5287.5,16.1700000763,9221.0,6273.54728144,3800.0,14.0799999237,ADM3,132,132,BOL,BOL-ADM3-33444609B30727604,Cobija,ADM3
133,2631.66666667,2416.28233401,2305.91666667,13.5499992371,2533.5,2412.83805523,2222.41666667,13.5499992371,2568.66666667,2410.86177644,2237.0,13.5499992371,2603.66666667,2359.52049593,2072.91666667,13.5499992371,2395.33333333,2182.66339108,1886.25,13.5499992371,2738.41666667,2495.38141121,2114.25,13.5499992371,3317.33333333,2713.89991376,2208.33333333,13.5499992371,2645.71428571,2139.75837601,1775.27272727,13.5499992371,6133.0,2298.55022608,1015.0,13.5499992371,ADM3,133,133,BOL,BOL-ADM3-33444609B21077453,Eucaliptus,ADM3
134,3129.41666667,2548.14038469,1867.25,42.5900001526,3101.08333333,2492.15683563,1820.83333333,42.5900001526,3086.16666667,2487.27579787,1861.66666667,42.5900001526,3198.90909091,2415.02057892,1762.83333333,42.5900001526,2940.08333333,2164.22153648,1655.08333333,42.5900001526,3279.83333333,2427.49484285,1825.83333333,42.5900001526,3710.58333333,2640.10278237,2049.08333333,42.5900001526,4572.8,2323.91936548,1100.75,42.5900001526,7589.0,4153.58070639,1260.5,42.5900001526,ADM3,134,134,BOL,BOL-ADM3-33444609B28630051,Santiago de Callapa,ADM3
135,4392.0,3549.52719382,3145.5,10.7199993134,4411.58333333,3535.98657479,3028.0,10.7199993134,4438.08333333,3546.11470857,3255.91666667,10.7199993134,4408.75,3380.8796418,2995.0,10.7199993134,4323.33333333,3266.24896579,2754.25,10.7199993134,4341.90909091,3453.86092225,2921.25,10.7199993134,5029.5,4243.71686543,3755.33333333,10.7199993134,5814.5,3717.68986914,2606.36363636,10.7199993134,7453.0,3761.41399283,2031.0,9.82999897003,ADM3,135,135,BOL,BOL-ADM3-33444609B41741681,Cochabamba,ADM3
136,3024.0,2387.07115326,1878.09090909,85.0200042725,3245.58333333,2345.38156473,1769.41666667,85.0200042725,3108.33333333,2387.63550077,1830.91666667,85.0200042725,3253.58333333,2365.4946986,1829.91666667,85.0200042725,2917.08333333,2162.98497,1575.25,85.0200042725,3156.66666667,2414.47985803,1737.08333333,85.0200042725,3914.58333333,2768.40189032,1831.0,85.0200042725,4443.83333333,2368.57867471,1399.91666667,85.0200042725,9533.0,2801.84303076,725.0,85.0200042725,ADM3,136,136,BOL,BOL-ADM3-33444609B22900187,Caracollo,ADM3
137,2749.25,2328.98612322,2153.66666667,19.1899986267,2697.33333333,2335.13210598,2084.16666667,19.1899986267,2404.58333333,2146.92039456,1924.08333333,19.1899986267,2598.08333333,2250.50703192,1983.90909091,19.1899986267,2538.16666667,2178.29639789,1894.33333333,19.1899986267,2775.45454545,2301.70963675,2007.0,19.1899986267,2824.6,2533.13992141,2194.25,19.1899986267,2261.5,1717.88041441,1003.5,19.1899986267,3765.0,2345.46165331,301.0,19.1899986267,ADM3,137,137,BOL,BOL-ADM3-33444609B21007182,Catacora,ADM3
138,3129.54545455,2825.39306008,2622.66666667,21.7500019073,3399.91666667,2868.54762086,2564.58333333,21.7500019073,3044.33333333,2775.90055142,2580.25,21.7500019073,3381.3,2955.01377552,2636.08333333,21.7500019073,3252.33333333,2769.63607618,2492.75,21.7500019073,3775.5,3078.74106068,2788.25,21.7500019073,4470.08333333,3607.57942557,3206.5,21.7500019073,4548.4,3197.03239312,2214.5,21.7500019073,7732.0,4485.84873326,1808.0,21.7500019073,ADM3,138,138,BOL,BOL-ADM3-33444609B25632649,Yaco,ADM3
139,2929.66666667,2252.8778799,1352.16666667,137.989990234,2805.33333333,2199.38571661,1448.58333333,137.989990234,2744.83333333,2155.48715476,1567.08333333,137.989990234,2775.0,2188.8269706,1611.0,137.989990234,2565.58333333,2052.02347327,1623.0,137.989990234,2753.58333333,2263.4201859,1574.58333333,137.989990234,2911.41666667,2458.16620437,1561.91666667,137.989990234,3330.4,2044.69208765,685.4,137.989990234,9479.0,2366.05795226,0.0,137.989990234,ADM3,139,139,BOL,BOL-ADM3-33444609B93045845,Calacoto,ADM3
140,3609.27272727,3258.04452511,3035.16666667,7.71999979019,3656.0,3371.36351902,3136.36363636,7.71999979019,3614.16666667,3326.86034799,3192.5,7.71999979019,3779.33333333,3484.34136027,3295.75,7.71999979019,3546.33333333,3345.93927403,3135.83333333,7.71999979019,4044.58333333,3824.19331174,3628.83333333,7.71999979019,5316.33333333,4917.43663537,4604.75,7.71999979019,4766.33333333,3918.41821592,2943.72727273,7.71999979019,8626.0,6506.1138719,4432.5,7.71999979019,ADM3,140,140,BOL,BOL-ADM3-33444609B26131324,Arani,ADM3
141,3615.63636364,3463.66681728,3269.75,3.45999979973,3669.91666667,3517.04569979,3397.83333333,3.45999979973,3818.18181818,3622.19462223,3466.0,3.45999979973,4070.16666667,3585.8852755,3420.41666667,3.45999979973,3776.08333333,3402.48835675,3274.91666667,3.45999979973,4244.08333333,3748.80853763,3581.66666667,3.45999979973,5607.91666667,5029.91878381,4378.33333333,3.45999979973,5211.57142857,3787.31126928,2961.9,3.45999979973,7845.5,6330.30460746,5419.0,3.45999979973,ADM3,141,141,BOL,BOL-ADM3-33444609B3757470,Punata,ADM3
142,3386.25,2658.3379386,2268.0,61.9599990845,3224.58333333,2599.19645347,2145.16666667,61.9599990845,3226.75,2589.29767432,2189.5,61.9599990845,3761.91666667,2660.8032427,2150.33333333,61.9599990845,3531.83333333,2463.56902804,1951.33333333,61.9599990845,3775.5,2801.0315375,2345.75,61.9599990845,4323.75,3099.26334878,2261.5,61.9599990845,3778.83333333,2450.00260626,1765.9,61.9599990845,6952.0,3637.12444464,836.75,61.9599990845,ADM3,142,142,BOL,BOL-ADM3-33444609B21151286,Sicasica,ADM3
143,3386.25,2746.53745512,2569.75,20.4799976349,3224.58333333,2651.14041414,2490.66666667,20.4799976349,3226.75,2659.90662105,2456.5,20.4799976349,3313.66666667,2777.66563028,2398.08333333,20.4799976349,3105.5,2560.16067471,2381.25,20.4799976349,3693.41666667,2984.40518412,2803.75,20.4799976349,3688.5,3197.95579633,2891.83333333,20.4799976349,3361.71428571,2569.68636138,1985.81818182,20.4799976349,7426.0,3192.64100019,1932.66666667,20.4799976349,ADM3,143,143,BOL,BOL-ADM3-33444609B32005482,Patacamaya,ADM3
144,3230.90909091,2893.14085304,2567.83333333,12.6599998474,2926.41666667,2738.25582692,2450.66666667,12.6599998474,3057.66666667,2811.89881311,2526.08333333,12.6599998474,3157.91666667,2888.09371724,2678.33333333,12.6599998474,2969.0,2769.98015712,2558.16666667,12.6599998474,3383.83333333,3073.00573608,2803.09090909,12.6599998474,3746.25,3325.56298948,3119.0,12.6599998474,3499.83333333,2689.20588972,1894.08333333,12.6599998474,7084.5,4511.44309651,1157.33333333,12.6599998474,ADM3,144,144,BOL,BOL-ADM3-33444609B19082627,Colquencha,ADM3
145,3085.0,2574.1411316,2069.16666667,46.75,3184.75,2578.47386233,2058.91666667,46.75,2823.08333333,2392.18552407,1836.91666667,46.75,2896.25,2437.41288173,1874.58333333,46.75,2783.66666667,2364.7328872,1753.25,46.75,3074.83333333,2564.21670834,1950.83333333,46.75,3096.08333333,2670.12867972,2039.5,46.75,2837.63636364,1928.48551077,1003.5,46.75,4680.5,1958.65128782,301.0,46.75,ADM3,145,145,BOL,BOL-ADM3-33444609B96911206,Santiago de Machaca,ADM3
146,8028.71428571,7532.89170906,5775.83333333,254.25,8125.63636364,7651.63358137,6241.09090909,254.25,7902.11111111,7453.99114458,5509.4,254.25,7859.75,7385.93020914,5832.83333333,254.25,8102.66666667,7475.28639292,6206.90909091,254.25,8090.54545455,7471.52627188,6164.90909091,254.25,8258.18181818,7709.25143729,6198.25,254.25,8977.11111111,7678.75067551,4942.33333333,254.25,9518.5,7825.07345503,2161.66666667,249.669998169,ADM3,146,146,BOL,BOL-ADM3-33444609B58600296,Sena,ADM3
147,7964.09090909,7275.49826694,5511.55555556,110.789993286,8117.57142857,7386.86397342,5634.08333333,110.789993286,7857.36363636,7081.10131842,5641.125,110.789993286,7877.33333333,7098.69080974,5636.5,110.789993286,7996.09090909,7297.31745558,5809.75,110.789993286,8019.18181818,7252.35416487,5714.63636364,110.789993286,8314.54545455,7435.82000294,5980.16666667,110.789993286,8980.11111111,7297.14255578,4570.5,110.789993286,9453.0,7334.1914675,1832.0,98.439994812,ADM3,147,147,BOL,BOL-ADM3-33444609B26946399,San Lorenzo,ADM3
148,7618.3,6093.25599508,3401.25,325.989990234,7806.36363636,6241.71076889,3437.0,325.989990234,7609.41666667,5838.11060884,3455.5,325.989990234,7866.58333333,5913.93067504,3006.33333333,325.989990234,7899.58333333,6083.76980614,3591.77777778,325.989990234,7856.5,6114.15745495,2819.5,325.989990234,7792.5,6232.06367009,3292.5,325.989990234,8580.2,5654.41310299,666.5,325.989990234,9690.0,5512.3858525,0.0,302.010009766,ADM3,148,148,BOL,BOL-ADM3-33444609B90312020,Santa Rosa,ADM3
149,4861.5,3441.24330711,2779.125,13.0399999619,5484.0,3284.05670733,2706.72727273,13.0399999619,4565.125,3004.43785335,2663.36363636,13.0399999619,3835.0,3175.53614797,2876.44444444,13.0399999619,4136.66666667,2959.45484074,2684.0,13.0399999619,3825.55555556,3056.30254038,2497.3,13.0399999619,4470.08333333,3523.32833273,2564.7,13.0399999619,4540.5,2976.06136282,1478.33333333,13.0399999619,7732.0,4490.7681617,1601.33333333,13.0399999619,ADM3,149,149,BOL,BOL-ADM3-33444609B20955158,Malla,ADM3
150,3362.83333333,3194.89851197,2976.91666667,16.7000007629,3299.5,3038.90780267,2665.90909091,16.7000007629,3182.16666667,3037.79352884,2851.25,16.7000007629,3440.0,3259.94287337,2961.66666667,16.7000007629,3075.91666667,2942.44945737,2771.25,16.7000007629,3535.0,3380.31724865,3063.41666667,16.7000007629,3946.58333333,3605.52898994,3325.5,16.7000007629,3795.125,2960.84739809,2391.1,16.7000007629,7084.5,4043.47718284,1157.33333333,16.7000007629,ADM3,150,150,BOL,BOL-ADM3-33444609B91729130,Comanche,ADM3
151,3121.58333333,2683.23873563,2406.41666667,17.5499992371,3059.08333333,2603.10736886,2337.66666667,17.5499992371,2987.75,2626.99464626,2416.83333333,17.5499992371,3172.5,2759.74952387,2570.0,17.5499992371,2928.66666667,2647.51028964,2480.41666667,17.5499992371,3200.41666667,2881.37062446,2751.91666667,17.5499992371,3595.41666667,3233.1653575,3053.08333333,17.5499992371,4205.0,2440.85131199,1894.08333333,17.5499992371,8809.0,4334.93730287,2523.5,17.5499992371,ADM3,151,151,BOL,BOL-ADM3-33444609B41933053,Calamarca,ADM3
152,3480.58333333,3077.55414653,2611.25,30.3700008392,3219.25,2927.92954475,2372.66666667,30.3700008392,3466.66666667,3023.00140363,2414.5,30.3700008392,3531.33333333,3127.77143416,2678.33333333,30.3700008392,3374.58333333,2931.99776084,2368.91666667,30.3700008392,3782.72727273,3362.65907557,2811.41666667,30.3700008392,4163.58333333,3734.390352,3223.41666667,30.3700008392,3795.125,2711.46924333,1899.58333333,30.3700008392,6913.0,3532.45669881,1317.66666667,29.3699989319,ADM3,152,152,BOL,BOL-ADM3-33444609B85812802,Viacha,ADM3
153,6988.25,6613.99172592,5916.5,7.44999980927,7419.75,6895.93545009,6132.375,7.44999980927,6860.63636364,6602.31100877,5832.28571429,7.44999980927,7221.5,6605.90760003,5714.33333333,7.44999980927,7093.11111111,6720.45189963,5916.91666667,7.44999980927,7273.125,6661.35982632,6183.72727273,7.44999980927,6279.625,5691.78219481,4222.14285714,7.44999980927,5915.66666667,4340.87226466,2783.5,7.44999980927,9080.0,7347.5318243,4308.0,7.44999980927,ADM3,153,153,BOL,BOL-ADM3-33444609B79205479,Villa Libertad Licoma,ADM3
154,7001.57142857,5654.1682953,3087.4,35.8499984741,7249.18181818,5912.70419024,3337.77777778,35.8499984741,7039.11111111,5449.78831233,2883.81818182,35.8499984741,6841.8,5435.35175069,3247.77777778,35.8499984741,7384.44444444,5239.33301648,2697.08333333,35.8499984741,7182.0,5347.14036111,2703.36363636,35.8499984741,6120.5,4393.40404198,2564.7,35.8499984741,5915.66666667,3467.97002348,1863.2,35.8499984741,8958.0,4078.00632323,1458.0,32.6399993896,ADM3,154,154,BOL,BOL-ADM3-33444609B66902866,Quime,ADM3
155,3399.16666667,2705.58702732,906.0,0.889999985695,3467.41666667,2640.65983199,342.25,0.889999985695,3167.66666667,2334.51171126,49.5454545455,0.889999985695,3587.0,2779.56229426,991.5,0.889999985695,3404.33333333,2819.99940449,1229.75,0.889999985695,3841.66666667,3277.81843238,1217.16666667,0.889999985695,4376.33333333,3300.94804314,851.666666667,0.889999985695,3782.5,3030.50696242,2082.3,0.889999985695,4408.0,3307.38294763,911.0,0.889999985695,ADM3,155,155,BOL,BOL-ADM3-33444609B98511044,Huatajata,ADM3
156,3837.72727273,3178.73741185,2697.54545455,25.1199989319,3654.45454545,3041.5331586,2312.54545455,25.1199989319,3687.33333333,3229.37938233,2266.41666667,25.1199989319,3734.0,3283.82495862,2581.0,25.1199989319,3374.58333333,3018.45436418,2355.0,25.1199989319,3782.72727273,3539.79120366,2748.09090909,25.1199989319,4443.58333333,3926.08190976,3164.0,25.1199989319,3973.0,2989.26537777,1908.0,25.1199989319,6830.0,3413.29522678,1486.5,25.1199989319,ADM3,156,156,BOL,BOL-ADM3-33444609B79531063,Laja,ADM3
157,4582.81818182,3283.25282212,2489.58333333,19.1599998474,4445.91666667,3197.11691137,2504.16666667,19.1599998474,4172.16666667,2998.88818942,2328.58333333,19.1599998474,4499.33333333,3351.35912617,2577.66666667,19.1599998474,4181.66666667,2942.73328501,2421.25,19.1599998474,4738.16666667,3295.99182556,2758.75,19.1599998474,4701.41666667,3579.22802673,3067.75,19.1599998474,5931.8,3798.7418484,2531.0,19.1599998474,8883.0,5090.37189555,2035.0,19.0,ADM3,157,157,BOL,BOL-ADM3-33444609B83826918,Mecapaca,ADM3
158,5609.71428571,3783.01427004,2476.66666667,26.6600017548,6146.5,3874.21541662,2297.33333333,26.6600017548,5446.83333333,3451.47924767,2160.58333333,26.6600017548,5208.8,3732.95790572,2591.91666667,26.6600017548,5289.08333333,3256.65129856,2299.0,26.6600017548,5220.09090909,3567.38838499,2203.88888889,26.6600017548,4957.16666667,3746.76544616,2664.58333333,26.6600017548,5543.375,3624.85946586,1643.42857143,26.6600017548,8243.66666667,3719.51384666,981.0,24.6900005341,ADM3,158,158,BOL,BOL-ADM3-33444609B56483619,Palca,ADM3
159,3241.58333333,2782.72693029,2482.83333333,6.96999979019,3005.66666667,2687.98473272,2198.83333333,6.96999979019,2888.16666667,2647.78227067,2307.83333333,6.96999979019,3102.0,2894.92676163,2479.33333333,6.96999979019,2930.83333333,2670.83664259,2287.58333333,6.96999979019,3352.0,3058.93794942,2329.66666667,6.96999979019,3720.0,3408.65931469,2571.25,6.96999979019,4042.6,2664.35323393,1751.0,6.96999979019,6923.0,4710.53081535,1840.33333333,6.20999956131,ADM3,159,159,BOL,BOL-ADM3-33444609B1863080,Achocalla,ADM3
160,3332.75,2732.70913565,2262.1,13.3000001907,3532.4,2613.9756903,2198.83333333,13.3000001907,3388.5,2617.17527064,2266.41666667,13.3000001907,3324.33333333,2755.52281276,2479.33333333,13.3000001907,3184.5,2562.52147915,2287.58333333,13.3000001907,3587.41666667,2960.82059384,2329.66666667,13.3000001907,4280.58333333,3372.02387436,2571.25,13.3000001907,3532.0,2375.84814442,1745.27272727,13.3000001907,6923.0,3231.58019334,695.666666667,13.3000001907,ADM3,160,160,BOL,BOL-ADM3-33444609B30011805,El Alto,ADM3
161,7109.6,6118.50721034,3581.42857143,21.1000003815,7159.14285714,6140.14283806,4017.9,21.1000003815,7004.66666667,5682.52042572,2807.25,21.1000003815,7604.0,5611.1829367,3402.0,21.1000003815,7394.75,5659.41446851,2705.22222222,21.1000003815,7784.0,5276.88900198,2203.88888889,21.1000003815,6287.75,4217.8062179,2779.0,21.1000003815,7223.5,4179.10788512,1647.85714286,21.1000003815,8068.0,4661.77297387,1132.0,18.7300014496,ADM3,161,161,BOL,BOL-ADM3-33444609B40374901,Yanacachi,ADM3
162,4367.5,3049.78005918,2315.16666667,56.2200012207,4162.16666667,3049.24387373,2264.16666667,56.2200012207,4130.08333333,3083.01976039,2303.75,56.2200012207,3910.54545455,3024.80520719,2420.66666667,56.2200012207,3619.83333333,2798.69906037,2288.41666667,56.2200012207,3933.54545455,3071.09392703,2572.33333333,56.2200012207,4331.2,3292.58291333,2786.5,56.2200012207,5296.0,3225.0367488,1905.0,56.2200012207,7285.0,3504.08878997,2003.0,54.7900009155,ADM3,162,162,BOL,BOL-ADM3-33444609B99579203,Tapacarí,ADM3
163,4061.25,3780.35901737,2857.25,4.05999994278,3975.08333333,3705.08389729,2144.5,4.05999994278,3881.66666667,3592.38684476,1413.66666667,4.05999994278,4144.66666667,3828.20486661,2841.75,4.05999994278,3513.33333333,3309.98373399,2774.81818182,4.05999994278,3786.63636364,3702.75167104,3599.41666667,4.05999994278,4083.91666667,3910.10110425,3209.27272727,4.05999994278,3826.33333333,2926.45489721,2083.08333333,4.05999994278,6927.5,4300.13397536,2339.66666667,4.05999994278,ADM3,163,163,BOL,BOL-ADM3-33444609B26061868,Desaguadero,ADM3
164,3915.41666667,3422.35679461,2997.16666667,35.7200012207,3824.66666667,3280.43838231,2832.08333333,35.7200012207,3708.33333333,3260.29766259,2640.41666667,35.7200012207,4144.66666667,3367.83356247,2734.41666667,35.7200012207,3401.58333333,3083.21162639,2461.83333333,35.7200012207,3868.75,3450.304689,2763.41666667,35.7200012207,3981.75,3615.02140185,2856.58333333,35.7200012207,3826.33333333,3089.35878818,2439.91666667,35.7200012207,9863.0,3893.83284874,1727.0,35.7200012207,ADM3,164,164,BOL,BOL-ADM3-33444609B81723104,Jesús de Machaka,ADM3
