asdf_id,esa_landcover.2012.categorical_grassland,esa_landcover.2012.categorical_count,esa_landcover.2012.categorical_sparse_vegetation,esa_landcover.2012.categorical_bare_areas,esa_landcover.2012.categorical_shrubland,esa_landcover.2012.categorical_no_data,esa_landcover.2012.categorical_rainfed_cropland,esa_landcover.2012.categorical_water_bodies,esa_landcover.2012.categorical_forest,esa_landcover.2012.categorical_wetland,esa_landcover.2012.categorical_mosaic_cropland,esa_landcover.2012.categorical_irrigated_cropland,esa_landcover.2012.categorical_snow_ice,esa_landcover.2012.categorical_urban,esa_landcover.2012.count,esa_landcover.2013.categorical_grassland,esa_landcover.2013.categorical_count,esa_landcover.2013.categorical_sparse_vegetation,esa_landcover.2013.categorical_bare_areas,esa_landcover.2013.categorical_shrubland,esa_landcover.2013.categorical_no_data,esa_landcover.2013.categorical_rainfed_cropland,esa_landcover.2013.categorical_water_bodies,esa_landcover.2013.categorical_forest,esa_landcover.2013.categorical_wetland,esa_landcover.2013.categorical_mosaic_cropland,esa_landcover.2013.categorical_irrigated_cropland,esa_landcover.2013.categorical_snow_ice,esa_landcover.2013.categorical_urban,esa_landcover.2013.count,esa_landcover.2014.categorical_grassland,esa_landcover.2014.categorical_count,esa_landcover.2014.categorical_sparse_vegetation,esa_landcover.2014.categorical_bare_areas,esa_landcover.2014.categorical_shrubland,esa_landcover.2014.categorical_no_data,esa_landcover.2014.categorical_rainfed_cropland,esa_landcover.2014.categorical_water_bodies,esa_landcover.2014.categorical_forest,esa_landcover.2014.categorical_wetland,esa_landcover.2014.categorical_mosaic_cropland,esa_landcover.2014.categorical_irrigated_cropland,esa_landcover.2014.categorical_snow_ice,esa_landcover.2014.categorical_urban,esa_landcover.2014.count,esa_landcover.2015.categorical_grassland,esa_landcover.2015.categorical_count,esa_landcover.2015.categorical_sparse_vegetation,esa_landcover.2015.categorical_bare_areas,esa_landcover.2015.categorical_shrubland,esa_landcover.2015.categorical_no_data,esa_landcover.2015.categorical_rainfed_cropland,esa_landcover.2015.categorical_water_bodies,esa_landcover.2015.categorical_forest,esa_landcover.2015.categorical_wetland,esa_landcover.2015.categorical_mosaic_cropland,esa_landcover.2015.categorical_irrigated_cropland,esa_landcover.2015.categorical_snow_ice,esa_landcover.2015.categorical_urban,esa_landcover.2015.count,esa_landcover.2016.categorical_grassland,esa_landcover.2016.categorical_count,esa_landcover.2016.categorical_sparse_vegetation,esa_landcover.2016.categorical_bare_areas,esa_landcover.2016.categorical_shrubland,esa_landcover.2016.categorical_no_data,esa_landcover.2016.categorical_rainfed_cropland,esa_landcover.2016.categorical_water_bodies,esa_landcover.2016.categorical_forest,esa_landcover.2016.categorical_wetland,esa_landcover.2016.categorical_mosaic_cropland,esa_landcover.2016.categorical_irrigated_cropland,esa_landcover.2016.categorical_snow_ice,esa_landcover.2016.categorical_urban,esa_landcover.2016.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
188,7473,16527,4675,2541,1326,0,68,12,110,2,262,0,0,58,16588.1503906,7469,16527,4684,2537,1326,0,68,12,110,2,261,0,0,58,16588.1503906,7422,16527,4733,2535,1326,0,68,12,110,2,261,0,0,58,16588.1503906,7422,16527,4733,2535,1326,0,68,12,110,2,261,0,0,58,16588.1503906,7233,16527,4993,2464,1326,0,68,12,110,2,261,0,0,58,16588.1503906,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,7167,23327,8495,876,6247,0,294,0,165,9,71,0,0,3,23399.7285156,7164,23327,8493,878,6247,0,297,0,165,9,71,0,0,3,23399.7285156,7094,23327,8535,879,6247,0,322,0,165,9,73,0,0,3,23399.7285156,7094,23327,8535,879,6247,0,322,0,165,9,73,0,0,3,23399.7285156,6565,23327,9059,878,6244,0,326,0,168,9,75,0,0,3,23399.7285156,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,9968.6796875,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,9968.6796875,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,9968.6796875,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,9968.6796875,621,9945,2,0,1911,0,574,0,5684,0,1153,0,0,0,9968.6796875,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,116,14361,0,0,1815,0,203,0,11902,0,325,0,0,0,14426.3798828,116,14361,0,0,1815,0,203,0,11902,0,325,0,0,0,14426.3798828,118,14361,0,0,1884,0,203,0,11829,0,327,0,0,0,14426.3798828,118,14361,0,0,1884,0,203,0,11829,0,327,0,0,0,14426.3798828,118,14361,0,0,1884,0,203,0,11829,0,327,0,0,0,14426.3798828,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,501,8738,0,0,971,0,32,0,7092,6,136,0,0,0,8767.8203125,501,8738,0,0,971,0,32,0,7092,6,136,0,0,0,8767.8203125,502,8738,0,0,985,0,36,0,7068,6,141,0,0,0,8767.8203125,502,8738,0,0,985,0,36,0,7068,6,141,0,0,0,8767.8203125,494,8738,0,0,978,0,31,0,7094,6,135,0,0,0,8767.8203125,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,260,33279,4,2,1511,0,307,0,30412,0,781,0,0,2,33347.1621094,260,33279,4,2,1511,0,307,0,30412,0,781,0,0,2,33347.1621094,261,33279,4,2,1528,0,307,0,30380,0,795,0,0,2,33347.1621094,261,33279,4,2,1528,0,306,0,30380,0,795,0,0,3,33347.1621094,261,33279,4,2,1522,0,304,0,30391,0,792,0,0,3,33347.1621094,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,324,37821,0,0,1670,0,585,0,31990,2,3243,0,0,7,37903.5986328,323,37821,0,0,1670,0,584,0,31992,2,3242,0,0,8,37903.5986328,326,37821,0,0,1701,0,584,0,31924,2,3275,0,0,9,37903.5986328,326,37821,0,0,1701,0,584,0,31924,2,3274,0,0,10,37903.5986328,325,37821,0,0,1649,0,582,0,32146,2,3107,0,0,10,37903.5986328,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,6135,13334,4070,1380,1474,0,23,10,83,2,114,0,0,43,13387.7998047,6120,13334,4074,1391,1474,0,23,10,83,2,114,0,0,43,13387.7998047,6113,13334,4084,1388,1474,0,23,10,83,2,114,0,0,43,13387.7998047,6113,13334,4084,1386,1474,0,23,10,83,2,114,0,0,45,13387.7998047,5520,13334,4670,1393,1474,0,23,10,83,2,114,0,0,45,13387.7998047,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,150,678,18,0,431,0,18,35,0,22,4,0,0,0,698.869995117,150,678,18,0,431,0,18,35,0,22,4,0,0,0,698.869995117,150,678,18,0,431,0,18,35,0,22,4,0,0,0,698.869995117,150,678,18,0,431,0,18,35,0,22,4,0,0,0,698.869995117,150,678,18,0,431,0,18,35,0,22,4,0,0,0,698.869995117,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,177,12396,0,0,922,0,467,0,9835,0,991,0,0,4,12437.2402344,177,12396,0,0,930,0,467,0,9827,0,991,0,0,4,12437.2402344,177,12396,0,0,940,0,467,0,9813,0,995,0,0,4,12437.2402344,177,12396,0,0,940,0,467,0,9813,0,995,0,0,4,12437.2402344,176,12396,0,0,919,0,467,0,9840,0,990,0,0,4,12437.2402344,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,3427.85009766,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,3427.85009766,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,3427.85009766,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,3427.85009766,1366,3402,7,0,790,0,506,0,522,0,211,0,0,0,3427.85009766,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,1911,6537,10,9,1684,0,728,0,1784,0,411,0,0,0,6567.77001953,1911,6537,10,9,1684,0,728,0,1784,0,411,0,0,0,6567.77001953,1913,6537,10,9,1682,0,728,0,1784,0,411,0,0,0,6567.77001953,1913,6537,10,9,1682,0,728,0,1784,0,411,0,0,0,6567.77001953,1893,6537,10,9,1532,0,718,0,1987,0,388,0,0,0,6567.77001953,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,4476,8945,568,291,2551,0,596,0,438,0,22,0,0,3,8963.66015625,4470,8945,568,291,2551,0,602,0,438,0,22,0,0,3,8963.66015625,4458,8945,576,291,2551,0,606,0,438,0,22,0,0,3,8963.66015625,4458,8945,576,291,2551,0,606,0,438,0,22,0,0,3,8963.66015625,4447,8945,584,291,2554,0,605,0,439,0,22,0,0,3,8963.66015625,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,4860.12988281,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,4860.12988281,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,4860.12988281,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,4860.12988281,2209,4834,337,124,1655,0,295,0,203,0,10,0,0,1,4860.12988281,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,2609,7160,871,715,2625,0,73,2,207,0,9,0,0,49,7187.81005859,2609,7160,871,714,2625,0,73,2,207,0,9,0,0,50,7187.81005859,2610,7160,870,714,2625,0,73,2,207,0,9,0,0,50,7187.81005859,2610,7160,870,714,2625,0,73,2,207,0,9,0,0,50,7187.81005859,2610,7160,870,714,2625,0,73,2,207,0,9,0,0,50,7187.81005859,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,9075.30957031,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,9075.30957031,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,9075.30957031,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,9075.30957031,4486,9036,22,0,1978,0,593,0,1822,0,135,0,0,0,9075.30957031,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,4275,9592,2204,1196,1254,0,359,0,116,0,147,0,0,41,9629.23046875,4272,9592,2207,1196,1254,0,359,0,116,0,147,0,0,41,9629.23046875,4288,9592,2187,1183,1254,0,359,0,116,0,164,0,0,41,9629.23046875,4288,9592,2187,1183,1254,0,359,0,116,0,164,0,0,41,9629.23046875,4223,9592,2252,1183,1254,0,359,0,116,0,164,0,0,41,9629.23046875,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,6981,12035,1138,861,1666,0,745,0,532,0,70,0,0,42,12091.0488281,6979,12035,1137,859,1666,0,747,0,532,0,73,0,0,42,12091.0488281,6979,12035,1136,859,1666,0,748,0,532,0,73,0,0,42,12091.0488281,6979,12035,1136,859,1666,0,748,0,532,0,73,0,0,42,12091.0488281,6965,12035,1134,859,1668,0,762,0,532,0,73,0,0,42,12091.0488281,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,4688,7323,98,95,836,0,781,0,713,0,112,0,0,0,7346.34033203,4682,7323,81,94,836,0,805,0,713,0,112,0,0,0,7346.34033203,4681,7323,80,94,836,0,807,0,713,0,112,0,0,0,7346.34033203,4680,7323,80,94,836,0,807,0,713,0,112,0,0,1,7346.34033203,4679,7323,79,94,836,0,809,0,713,0,112,0,0,1,7346.34033203,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,6401.3203125,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,6401.3203125,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,6401.3203125,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,6401.3203125,2400,6374,84,8,2017,0,17,51,1545,0,91,0,161,0,6401.3203125,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,7923,26653,669,278,6859,0,80,328,8480,11,158,0,1867,0,26713.12883,7922,26653,669,278,6859,0,81,328,8480,11,158,0,1867,0,26713.12883,7923,26653,668,278,6859,0,81,328,8480,11,158,0,1867,0,26713.12883,7923,26653,668,278,6859,0,81,328,8480,11,158,0,1867,0,26713.12883,7895,26653,680,276,6862,0,83,328,8494,13,155,0,1867,0,26713.12883,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,0,40758,0,0,8,0,54,121,39203,117,1250,0,0,5,40850.7104492,0,40758,0,0,8,0,54,121,39203,117,1250,0,0,5,40850.7104492,0,40758,0,0,8,0,54,121,39202,117,1250,0,0,6,40850.7104492,0,40758,0,0,8,0,54,121,39202,117,1250,0,0,6,40850.7104492,0,40758,0,0,8,0,54,121,39202,117,1250,0,0,6,40850.7104492,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,154962.149658,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,154962.149658,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,154962.149658,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,154962.149658,7827,154797,0,2,1576,0,21,293,144071,641,365,0,0,1,154962.149658,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,2,27408,0,0,2,0,48,105,25307,48,1895,0,0,1,27465.6601562,2,27408,0,0,2,0,48,105,25307,48,1895,0,0,1,27465.6601562,2,27408,0,0,2,0,48,105,25307,48,1895,0,0,1,27465.6601562,2,27408,0,0,2,0,48,105,25307,47,1895,0,0,2,27465.6601562,2,27408,0,0,2,0,48,105,25307,47,1895,0,0,2,27465.6601562,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,32276.1697388,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,32276.1697388,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,32276.1697388,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,32276.1697388,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,32276.1697388,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,38295,231405,0,0,814,0,515,1719,139547,30791,19716,0,0,8,231572.419189,38461,231405,0,0,825,0,515,1719,139559,30596,19722,0,0,8,231572.419189,38490,231405,0,0,825,0,522,1719,139515,30596,19730,0,0,8,231572.419189,38490,231405,0,0,825,0,522,1719,139515,30596,19730,0,0,8,231572.419189,37218,231405,0,0,823,0,514,1719,141407,29965,19751,0,0,8,231572.419189,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,9943,95834,0,0,84,0,208,191,76905,1858,6612,0,0,33,95933.9940186,9943,95834,0,0,84,0,208,191,76905,1858,6612,0,0,33,95933.9940186,9980,95834,0,0,84,0,208,191,76862,1858,6618,0,0,33,95933.9940186,9980,95834,0,0,84,0,208,191,76862,1858,6618,0,0,33,95933.9940186,9802,95834,0,0,84,0,208,191,77151,1805,6560,0,0,33,95933.9940186,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,20593,128700,0,0,39,0,100,3917,87916,12858,3272,0,0,5,128960.963623,20593,128700,0,0,39,0,100,3917,87913,12858,3272,0,0,8,128960.963623,20611,128700,0,0,39,0,100,3917,87892,12858,3272,0,0,11,128960.963623,20611,128700,0,0,39,0,100,3917,87892,12858,3272,0,0,11,128960.963623,20464,128700,0,0,39,0,100,3917,88097,12820,3252,0,0,11,128960.963623,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,13655.1708984,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,13655.1708984,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,13655.1708984,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,13655.1708984,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,13655.1708984,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,2929,22464,0,0,368,0,11,1993,12338,4582,243,0,0,0,22530.8105469,2929,22464,0,0,368,0,11,1993,12338,4582,243,0,0,0,22530.8105469,2942,22464,0,0,368,0,11,1993,12325,4582,243,0,0,0,22530.8105469,2942,22464,0,0,368,0,11,1993,12325,4582,243,0,0,0,22530.8105469,2910,22464,0,0,352,0,11,1993,12407,4562,229,0,0,0,22530.8105469,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,69098,268913,0,0,8298,0,283,15266,110797,60655,4503,0,0,13,269053.795166,69415,268913,0,0,8338,0,278,15269,110773,60326,4501,0,0,13,269053.795166,69475,268913,0,0,8346,0,278,15269,110694,60328,4510,0,0,13,269053.795166,69475,268913,0,0,8346,0,278,15269,110694,60328,4510,0,0,13,269053.795166,68334,268913,0,0,8190,0,250,15269,114017,58540,4300,0,0,13,269053.795166,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,12522,137436,0,0,353,0,16,1662,121249,961,507,0,0,166,137606.202148,12541,137436,0,0,353,0,16,1664,121228,961,507,0,0,166,137606.202148,12582,137436,0,0,354,0,16,1664,121184,963,507,0,0,166,137606.202148,12582,137436,0,0,354,0,16,1664,121184,963,507,0,0,166,137606.202148,12583,137436,0,0,353,0,16,1664,121183,962,509,0,0,166,137606.202148,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,2,11536,0,0,17,0,0,0,9011,0,2501,0,0,5,11578.0898438,2,11536,0,0,17,0,0,0,9017,0,2495,0,0,5,11578.0898438,2,11536,0,0,17,0,0,0,9017,0,2495,0,0,5,11578.0898438,2,11536,0,0,17,0,0,0,9017,0,2495,0,0,5,11578.0898438,2,11536,0,0,17,0,1,0,9001,0,2510,0,0,5,11578.0898438,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,27,56005,0,0,67,0,0,0,53809,2,2098,0,0,2,56139.5001831,27,56005,0,0,67,0,0,0,53700,2,2207,0,0,2,56139.5001831,27,56005,0,0,67,0,0,0,53700,2,2207,0,0,2,56139.5001831,27,56005,0,0,67,0,0,0,53700,2,2207,0,0,2,56139.5001831,27,56005,0,0,67,0,0,0,53698,2,2209,0,0,2,56139.5001831,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,142,28299,0,0,5,0,0,1376,26658,115,3,0,0,0,28361.5507812,141,28299,0,0,5,0,0,1399,26636,115,3,0,0,0,28361.5507812,141,28299,0,0,5,0,0,1399,26636,115,3,0,0,0,28361.5507812,141,28299,0,0,5,0,0,1399,26636,115,3,0,0,0,28361.5507812,141,28299,0,0,5,0,0,1396,26638,116,3,0,0,0,28361.5507812,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,40,56308,0,0,12,0,0,727,55329,30,170,0,0,0,56476.2080078,40,56308,0,0,12,0,0,727,55328,30,170,0,0,1,56476.2080078,40,56308,0,0,12,0,0,727,55327,30,170,0,0,2,56476.2080078,40,56308,0,0,12,0,0,727,55326,30,170,0,0,3,56476.2080078,40,56308,0,0,12,0,0,727,55326,30,170,0,0,3,56476.2080078,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,12,47071,0,0,4,0,1,1,46737,0,316,0,0,0,47279.2321777,12,47071,0,0,4,0,1,1,46737,0,316,0,0,0,47279.2321777,12,47071,0,0,3,0,1,1,46737,0,316,0,0,1,47279.2321777,12,47071,0,0,3,0,1,1,46737,0,316,0,0,1,47279.2321777,12,47071,0,0,3,0,1,1,46737,0,316,0,0,1,47279.2321777,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,58066.7539062,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,58066.7539062,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,58066.7539062,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,58066.7539062,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,58066.7539062,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,4430,69618,0,0,1156,0,28,1974,59292,1215,1458,0,0,65,69777.2709961,4430,69618,0,0,1156,0,28,1974,59292,1215,1457,0,0,66,69777.2709961,4474,69618,0,0,1162,0,28,1974,59233,1217,1463,0,0,67,69777.2709961,4474,69618,0,0,1162,0,28,1974,59233,1217,1463,0,0,67,69777.2709961,4436,69618,0,0,1164,0,28,1974,59266,1208,1475,0,0,67,69777.2709961,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,30258.4101562,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,30258.4101562,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,30258.4101562,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,30258.4101562,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,30258.4101562,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,70751.9287109,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,70751.9287109,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,70751.9287109,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,70751.9287109,4,70461,0,0,0,0,0,0,70049,0,408,0,0,0,70751.9287109,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,0,39075,0,0,0,0,0,538,38390,8,137,0,0,2,39047.5820312,0,39075,0,0,0,0,0,538,38390,8,137,0,0,2,39047.5820312,0,39075,0,0,0,0,0,538,38389,8,138,0,0,2,39047.5820312,0,39075,0,0,0,0,0,538,38389,8,138,0,0,2,39047.5820312,0,39075,0,0,0,0,0,536,38388,10,139,0,0,2,39047.5820312,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,746,1024,21,0,180,0,31,30,10,0,6,0,0,0,1036.68994141,746,1024,21,0,180,0,31,30,10,0,6,0,0,0,1036.68994141,746,1024,21,0,179,0,31,31,10,0,6,0,0,0,1036.68994141,746,1024,21,0,179,0,31,31,10,0,6,0,0,0,1036.68994141,746,1024,21,0,179,0,31,31,10,0,6,0,0,0,1036.68994141,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,291,721,54,6,251,0,12,25,14,24,44,0,0,0,743.900024414,291,721,54,6,253,0,12,23,14,24,44,0,0,0,743.900024414,291,721,54,6,253,0,12,23,14,24,44,0,0,0,743.900024414,291,721,54,6,253,0,12,23,14,24,44,0,0,0,743.900024414,291,721,54,6,253,0,12,23,14,24,44,0,0,0,743.900024414,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,320,2917,1197,2,1397,0,0,0,0,0,0,0,0,1,2926.2199707,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,2926.2199707,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,2926.2199707,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,2926.2199707,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,2926.2199707,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,26620.4609375,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,26620.4609375,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,26620.4609375,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,26620.4609375,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,26620.4609375,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,126520.677399,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,126520.677399,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,126520.677399,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,126520.677399,0,126399,0,0,14,0,11,566,125438,15,355,0,0,0,126520.677399,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,11457.8505859,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,11457.8505859,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,11457.8505859,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,11457.8505859,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,11457.8505859,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,0,16989,0,0,8,0,10,0,16074,82,810,0,0,5,17028.5898438,0,16989,0,0,6,0,10,0,16074,82,810,0,0,7,17028.5898438,0,16989,0,0,6,0,10,0,16070,81,810,0,0,12,17028.5898438,0,16989,0,0,6,0,10,0,16070,81,809,0,0,13,17028.5898438,0,16989,0,0,6,0,10,0,16070,81,809,0,0,13,17028.5898438,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,2013.45996094,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,2013.45996094,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,2013.45996094,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,2013.45996094,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,2013.45996094,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,971,7572,5343,1095,121,0,13,0,15,0,14,0,0,0,7596.63964844,971,7572,5343,1095,121,0,13,0,15,0,14,0,0,0,7596.63964844,1126,7572,5236,1047,121,0,13,0,15,0,14,0,0,0,7596.63964844,1126,7572,5236,1047,121,0,13,0,15,0,14,0,0,0,7596.63964844,1121,7572,5241,1047,121,0,13,0,15,0,14,0,0,0,7596.63964844,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,596,898,8,0,204,0,49,10,23,6,2,0,0,0,897.360046387,596,898,8,0,204,0,49,10,23,6,2,0,0,0,897.360046387,596,898,8,0,204,0,49,10,23,6,2,0,0,0,897.360046387,596,898,8,0,204,0,49,10,23,6,2,0,0,0,897.360046387,596,898,8,0,204,0,49,10,23,6,2,0,0,0,897.360046387,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,3057,3161,19,0,24,0,13,0,34,2,12,0,0,0,3176.92993164,3057,3161,19,0,24,0,13,0,34,2,12,0,0,0,3176.92993164,3057,3161,19,0,24,0,13,0,34,2,12,0,0,0,3176.92993164,3057,3161,19,0,24,0,13,0,34,2,12,0,0,0,3176.92993164,3057,3161,19,0,24,0,13,0,34,2,12,0,0,0,3176.92993164,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
