asdf_id,srtm_slope_500m.none.mean,srtm_slope_500m.none.max,srtm_slope_500m.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
211,2.5836187594,22.5684547424,0.0,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,2.65167472412,25.7072715759,0.0,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,0.222016992242,10.4658412933,0.0,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,2.06904044583,24.6690483093,0.0,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,0.32096930822,1.95844662189,0.0,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,0.535132960328,3.24479007721,0.0,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,0.394072420338,1.87862098217,0.0,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,0.246252901637,3.44752073288,0.0,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,0.436186708516,3.58676052094,0.0,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,0.914974488591,3.58118152618,0.0,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,0.850573342265,3.5281419754,0.0,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,0.462189845057,3.49342083931,0.0,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,0.564579875625,4.48788738251,0.0,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,0.674574052685,3.27439212799,0.0,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,0.569889370909,2.49266672134,0.0,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,0.411843164379,4.02359485626,0.0,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,0.582330460199,3.02595424652,0.0,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,0.61304569335,2.24004745483,0.0,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,0.598330231545,3.30675363541,0.0,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,5.46465455364,19.4333744049,0.0,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,4.45050781549,17.5254764557,0.0,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,11.9829216238,28.7538928986,0.391322553158,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,0.808224524937,4.45396566391,0.0,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,0.7510509757,5.30585241318,0.0,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,8.06728296875,28.7054843903,0.0437518656254,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,11.9106993231,34.1707572937,0.0691777542233,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,2.6163988639,11.2222719193,0.0656277835369,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,4.54056143548,26.08527565,0.0875036790967,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,6.004282012,17.3025131226,0.232543110847,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,5.90520998579,19.1603374481,0.111545689404,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,7.25268443603,36.1776237488,0.0901967212558,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,7.24023962256,35.1825256348,0.0437518656254,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,10.7637630555,37.1129341125,0.0928116589785,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,9.8533449372,37.6230697632,0.127557322383,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,11.6416547524,29.9612979889,0.078874759376,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,12.3831834545,42.4237480164,0.078874759376,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,1.26974429439,25.1264152527,0.0,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,1.42238283749,20.7814731598,0.0,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,5.20615572054,26.9750461578,0.0437518656254,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,5.23099160838,29.8020057678,0.0,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,13.4196424605,46.4792785645,0.0978320688009,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,9.94604140974,34.6350517273,0.030937243253,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,4.98950515423,30.0156135559,0.0,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,10.4179880768,35.0233764648,0.198094233871,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,11.6011144983,38.149848938,0.176368877292,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,9.85944640953,35.0100097656,0.127557322383,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,7.63693947671,22.7338733673,0.157749220729,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,9.18122331046,25.4636592865,0.247496426105,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,2.67990034443,35.5910682678,0.0,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,0.230535511889,1.10150825977,0.0,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,0.704731418694,22.1376552582,0.0,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,0.222679921797,9.71646404266,0.0,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,1.68218447793,9.45617103577,0.0,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,2.23549698269,14.7296047211,0.0218759346753,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,1.20558145182,16.2575912476,0.0,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,6.4968568756,44.9151954651,0.0,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,0.715708199765,23.1430091858,0.0,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,14.3973475069,44.9860038757,0.235609725118,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,6.04414640069,33.3488082886,0.0,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,0.210790014057,0.84180778265,0.0,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,0.74170984661,15.1990022659,0.0,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,0.282412042001,8.92990875244,0.0,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,7.63912641009,25.005361557,0.0,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,10.0087188058,28.9781856537,0.153131186962,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,0.201713950584,0.855618357658,0.0,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,0.216184922565,0.906390964985,0.0,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,0.195876450763,0.89068454504,0.0,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,0.238856051046,14.7831573486,0.0,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,0.213886225018,1.05083823204,0.0,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,0.206785492724,0.859523415565,0.0,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,8.28501450149,21.8643531799,0.0928116589785,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,10.7784070182,28.3504314423,0.176368877292,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,1.09382623804,26.6976490021,0.0,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,0.700651223251,2.38950443268,0.0,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,0.522786254932,21.8683605194,0.0,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,1.41407399769,18.2808971405,0.0,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,1.74035516878,34.0123138428,0.0,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,1.10984695226,27.1730213165,0.0,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,0.477861992244,30.3450183868,0.0,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,1.07875984797,24.3569259644,0.0,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,1.13525194441,20.62159729,0.0,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,16.1360190489,39.7275466919,0.235609725118,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,1.14905807845,25.0677490234,0.0,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,0.947667978173,16.7444591522,0.0,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,0.613535277514,22.2831287384,0.0,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,0.25072090066,1.23187410831,0.0,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,2.02121923653,15.7283067703,0.0218759346753,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,14.7495661441,42.7083320618,0.232543110847,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,6.35157591607,33.8118972778,0.0,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,11.8199178927,38.0492477417,0.0901967212558,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,11.0023384705,36.0113983154,0.0,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,7.93691401523,24.2829227448,0.175006940961,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,9.36468386403,30.8888092041,0.123748794198,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,1.25197530934,27.7135505676,0.0,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,19.30823015,44.8222198486,0.341708987951,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,2.67487068616,24.1121349335,0.0,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,3.44408878923,9.39309883118,0.078874759376,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,4.04265250704,39.5954856873,0.0,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,2.050942851,17.8354930878,0.0218759346753,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,0.844942408503,22.8960151672,0.0,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,6.83313185811,22.1099128723,0.0,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,0.123228985932,0.6006706357,0.0,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,9.52982348281,26.7779903412,0.153131186962,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,2.02047201185,26.5531387329,0.0,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,7.50201755279,42.1173019409,0.0618744678795,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,5.66709106043,28.1319141388,0.0218759346753,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,5.61494680514,29.4968032837,0.0,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,0.284307419043,2.25110650063,0.0,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,0.637850196731,10.8303785324,0.0,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,10.1946291406,35.4503746033,0.0691777542233,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,3.42365613386,15.9734964371,0.0,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,11.876921835,35.6430549622,0.154685854912,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,5.79479280496,20.5508937836,0.0,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,5.13022465757,15.3351860046,0.0691777542233,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,2.90455191132,19.7974586487,0.0218759346753,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,4.18091972575,22.0404167175,0.0,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,1.77339290031,6.14675855637,0.0,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,0.744041396872,12.6316452026,0.0,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,11.6601358841,33.4361152649,0.186907425523,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,5.8142116951,26.8436431885,0.0,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,7.96489315017,24.2768306732,0.0875036790967,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,10.8229572113,35.6195411682,0.13835529983,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,9.34482389823,37.4184188843,0.0691777542233,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,11.2071409688,39.0534934998,0.0618744678795,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,9.68788949397,35.65417099,0.030937243253,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,9.98426676191,41.6697845459,0.0691777542233,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,3.78300560876,36.0855026245,0.0489160679281,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,9.32266642398,34.5689163208,0.0218759346753,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
