asdf_id,diamond_distance_201708.none.min,diamond_distance_201708.none.mean,diamond_distance_201708.none.max,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
220,279718.761987,296566.905888,316274.812341,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,257229.193799,295079.926631,354993.621194,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,244101.040714,288873.88596,332278.815521,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,196455.45263,245142.794353,284841.115062,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,267841.090117,309102.579059,366590.615218,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,283738.507324,340278.863672,409633.217124,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,262866.066847,322728.851685,407198.018526,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,312589.123259,345478.644173,387327.895418,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,346155.052708,396010.243468,452726.31048,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,375735.095239,413389.259541,448835.405256,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,205587.647308,213055.875858,219931.493273,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,212908.423565,223576.844708,231839.677554,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,454097.687294,466351.166749,476970.239835,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,289897.733338,329059.251139,372037.450758,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,167864.700951,234504.837492,306185.30536,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,81236.241327,113646.831483,140477.219631,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,106768.72336,138609.499829,162401.246613,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,194110.838921,205031.687592,214127.421734,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,380622.205477,392175.118961,403235.611997,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,208580.713771,213910.961901,219664.574556,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,185656.670383,193678.128768,203239.098665,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,628598.83864,684196.374097,747615.805361,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,175368.83152,196446.57613,221693.403839,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,608265.548736,642736.284098,676208.97283,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,527609.489818,559443.542282,588890.641166,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,565827.589923,586193.409535,610317.12473,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,558293.48617,595961.002981,631312.890238,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,534008.680992,604950.995434,674314.02865,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,602656.791713,643099.76012,683952.601746,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,666971.255092,685796.351522,707156.801943,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,677132.061185,697228.770837,740838.709456,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,151724.984342,237069.29884,305466.592367,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,543991.323414,604793.6269,657391.349999,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,642034.868979,682089.628249,729186.58595,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,510838.883579,541870.694846,568613.010117,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,517581.731132,542819.062493,569845.936445,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,575269.091349,603986.484176,635012.641626,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,535718.265758,549902.778654,566845.976996,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,559441.459656,570681.731588,584042.497449,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,594519.000669,627325.247327,665105.95543,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,559146.634675,573892.56273,588842.824417,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,329099.367273,417928.006907,512415.376866,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,461560.08046,495852.262085,543149.715542,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,421682.359531,433751.420853,447999.305146,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,364659.411257,401950.351637,443479.92431,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,359551.563054,429779.128949,491633.216086,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,214168.240389,315192.679209,359265.679903,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,331901.347756,358916.681605,395288.995857,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,353600.537481,375367.777986,401829.878185,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,349801.85873,364462.040897,384716.658479,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,536593.591545,547572.367329,557879.940821,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,325634.689358,388302.344903,428504.000575,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,296551.103147,372482.832441,442674.537865,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,380105.332731,394239.418777,408343.506954,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,390715.349484,415309.667617,449628.146159,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,507035.082275,528193.974254,559587.865869,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,506560.142274,546452.498856,576691.080222,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,504162.755053,527750.986589,543947.250634,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,468072.06321,532263.624897,597121.902384,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,482355.830036,502797.182122,522758.590237,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,501238.136716,521639.328466,536389.639807,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,500901.462225,529007.919839,561571.333661,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,507719.820959,535273.993548,560046.120673,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,364785.601099,394726.336318,431666.041723,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,550119.282792,562920.730043,577465.01471,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,111254.567183,169976.521346,242231.493155,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,154383.879977,220872.982306,283079.775995,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,253236.382085,321202.359729,378044.447086,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,110984.499499,230023.442069,315939.817669,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,237778.870479,509713.553345,711442.206833,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,297258.378259,396617.234368,497690.277281,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,298315.610707,367951.460752,444884.680519,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,257538.69052,294152.509312,329925.611375,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,56818.2124562,232819.257239,414779.344415,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,230741.592247,324994.338636,404466.869489,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,96166.2650234,235075.470767,346771.828947,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,263005.36752,307336.26756,379430.759124,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,399041.825791,437966.317275,465101.86998,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,393668.525632,441607.15177,480795.59507,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,403624.271391,442145.785314,473228.876349,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,462107.029219,503965.1508,542186.359188,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,319087.948481,341647.042119,360337.738014,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,393886.252654,408983.946559,423020.632688,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,407794.086724,426586.445205,443242.859568,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,0.0,106553.14226,197593.289975,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,113525.498657,145776.534687,168082.282392,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,530738.424865,613158.779281,715445.537733,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,280132.799375,287511.386644,294066.775159,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,341494.774392,394362.725788,439342.003258,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,372052.785328,393289.330304,413488.642809,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,435048.844622,459098.919076,484588.56445,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,522236.545924,531049.7669,544441.475656,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,489487.757731,498288.069259,508843.3916,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,420586.70712,443253.974685,462245.030039,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,494736.295837,537728.042645,587774.88,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,742130.66606,788925.851529,838340.238992,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,701461.45257,734254.388655,765204.916148,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,667617.176959,714136.490455,788289.83883,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,437548.272845,473568.385155,510490.588619,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,329590.312463,428158.674105,481680.614852,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,456364.009828,489329.773094,527269.912733,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,680369.010718,689534.605572,701700.599427,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,709616.422085,724933.41372,739792.764706,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,187327.47072,205496.301673,224161.151823,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,198084.042078,204415.357532,212345.11898,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,342914.127372,379696.151634,415946.1454,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,178991.529518,195877.433829,222726.592706,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,234165.577256,247877.467389,255128.991755,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,274006.445971,299933.911831,322653.29437,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,531228.255311,555718.06191,579965.407477,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,441510.465209,489279.418514,538493.035139,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,439532.691788,456730.44786,478809.199887,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,480334.370647,508620.629715,535003.473477,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,414179.052256,447506.755974,484806.84536,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,487765.720844,527225.1135,568891.293157,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,622099.49925,701520.7918,759306.900027,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,682051.804102,714553.269072,744431.646608,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,785404.166455,834297.623319,864050.735898,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,670015.359074,718239.248702,774036.451197,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
