asdf_id,gpw_v4_rev11_density.2015.count,gpw_v4_rev11_density.2015.mean,gpw_v4_rev11_density.2015.max,gpw_v4_rev11_density.2015.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
192,983.880004883,10.971379247,24.5894813538,6.80633926392,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,3719.31005859,2.74496358521,7.00192260742,2.49058461189,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,4231.62011719,6.87692959974,15.2860269547,2.49058461189,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,1497.89001465,154.078013086,167.54460144,9.02010917664,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,81.2200012207,109.574525499,656.449890137,0.0,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,1391.58996582,5.20334363291,33.4645423889,2.49058461189,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,385.619995117,15.9063239123,16.5138225555,4.94567203522,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,735.950012207,11.7243255127,17.0692653656,4.94567251205,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,1002.20996094,9.03042489026,18.1904716492,7.46708106995,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,544.790039062,23.0254722752,151.331344604,13.9116687775,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,805.700012207,19.6417621918,151.331359863,8.92742061615,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,1015.89001465,10.1203910049,18.1904735565,6.07982635498,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,1078.23999023,16.9063825134,22.2049655914,13.9116687775,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,1353.18994141,17.4836021655,151.331359863,8.92742061615,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,822.530029297,17.9054035624,18.1904754639,7.50511884689,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,718.459960938,6.01220641823,6.16501235962,2.92355847359,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,2981.73022461,3.02805101908,34.8444824219,0.0,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,4560.75,7.65321333124,17.7075767517,1.64108371735,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,17254.5917969,1.74335617784,39.6201400757,0.312688827515,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,3065.68017578,8.26693695242,8.38265800476,1.64108359814,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,3600.68994141,3.25626263611,8.38265514374,0.0,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,25769.9199219,1.20403630421,3.19413161278,0.0,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,10682.5898438,3.24355531381,8.38265609741,0.0,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,14382.8398438,1.14325819525,8.38265609741,0.0,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,1528.28991699,8.2050574528,9.66137695312,0.0,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,2518.47998047,0.491051994872,6.59958982468,0.0,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,29923.8007812,0.261700394243,0.892760813236,0.0,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,15330.4306641,7.48522711303,9.66137886047,0.0,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,1298.36010742,9.19932922381,88.9299087524,0.580835044384,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,6270.01025391,1.04444852934,1074.1895752,0.580835044384,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,3174.43017578,1.67215081457,9.66137695312,0.0,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,6299.75,1.33594927368,1.64090585709,0.637272298336,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,5275.72998047,0.891606279314,1074.1895752,0.620635986328,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,6467.89990234,0.390082652828,6.9903678894,0.361929863691,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,7784.84033203,6.65048461494,2967.39575195,0.0,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,3377.08007812,1.38379589305,9.66137695312,0.0,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,7881.43994141,0.493370900721,1.95085477829,0.361929893494,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,4349.01953125,0.790208031515,48.6171760559,0.0,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,118.180000305,70.2668607405,70.6675491333,0.0,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,88.1800003052,64.6898849188,68.2763442993,0.0,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,328.799987793,39.2723329324,56.0904350281,12.4379997253,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,2969.12011719,1.37509004904,1086.14892578,0.111335791647,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,14088.1894531,0.596316359873,9.16273498535,0.290883481503,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,1282.34997559,12.6691315436,25.3987007141,6.38808202744,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,1901.12011719,26.9310150911,381.876800537,6.38808202744,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,228.070007324,38.5859888119,156.898880005,0.0,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,850.440002441,11.6390459961,47.7358512878,9.16685676575,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,101.549995422,131.741116765,320.781097412,0.0,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,356.980010986,12.0734998142,42.9483451843,10.3364038467,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,4732.17041016,2.57414387539,21.758190155,2.18711447716,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,975.25,17.1264632154,260.831634521,4.01400375366,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,2081.80004883,6.28253767186,16.5138225555,2.49058485031,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,1541.93017578,6.63391045506,18.1904754639,3.44731688499,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,853.689941406,2.99930254447,6.34151983261,2.87403941154,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,2153.66992188,6.38805770725,10.0845413208,2.87407493591,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,9985.14941406,0.974181913342,6.28838300705,0.358999460936,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,2037.84008789,3.17915949998,6.44249773026,0.487625718117,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,1113.64001465,7.16498983617,33.4645423889,0.942519426346,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,1263.70996094,32.4462782529,33.4645462036,0.487625688314,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,8711.87011719,3.3261648444,262.334686279,1.08156430721,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,4001.43017578,5.32480768231,11.3155975342,2.02822399139,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,3579.04980469,4.4660257962,33.4645423889,0.487625688314,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,2098.41992188,145.344657464,151.331375122,10.1933603287,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,1681.80004883,11.7858958709,151.331344604,6.0695309639,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,1393.02001953,2.20960496606,10.4231491089,2.02822399139,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,500.510009766,5.35748390872,7.99101734161,3.88854122162,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,360.559997559,11.1823762766,11.6089315414,2.02822422981,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,6211.27001953,5.69664023302,117.127449036,0.0,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,767.619995117,120.22508657,1250.52392578,2.9952275753,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,11809.6601562,6.32556826,21.9038619995,0.0,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,5480.95019531,5.47617306977,223.525222778,0.0,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,626.380004883,15.5261705724,16.4141998291,0.573635101318,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,2786.33007812,4.29162201908,16.4141979218,0.573635101318,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,11778.9609375,1.232451312,5.48086357117,0.0,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,13692.2685547,5.89684386239,274.188842773,1.08156430721,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,3448.35009766,9.41064627969,215.029006958,5.3547244072,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,2450.31982422,9.78055622926,345.686187744,5.53051710129,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,914.609985352,35.281057221,215.029037476,5.35472488403,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,308.059997559,355.188247886,378.54598999,17.2152462006,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,11027.25,3.79364170011,46.0206413269,0.0,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,12124.8691406,4.16142475917,46.0206451416,0.0,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,434.799987793,22.8591238406,41.7241249084,0.0,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,1129.32006836,12.2295619488,23.6124343872,7.03540277481,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,1278.06005859,24.6564369382,1250.52392578,5.48086261749,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,1659.02001953,108.945485857,1250.52392578,11.1893968582,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,663.270019531,47.3987661522,378.545959473,8.81367778778,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,16931.0195312,4.60531338571,1250.52392578,0.0,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,945.110046387,21.9923988634,57.6943359375,7.4997420311,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,531.510009766,54.2406593496,57.6943435669,5.02530956268,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,1251.60998535,6.81119045036,11.8697023392,3.88854122162,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,925.58001709,11.5765607988,11.8697032928,4.87480354309,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,2440.9699707,21.5750529308,21.9038658142,4.10092830658,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,363.559997559,21.03050801,87.201461792,17.5098018646,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,16626.1601562,1.61813559134,13.3606243134,0.0,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,13193.9804688,0.628464654111,2.14545679092,0.487625718117,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,8880.45996094,2.12676993608,2.14545702934,0.487625688314,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,33230.9784336,0.569798791209,8.48138332367,0.0,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,87807.7304688,0.497728578779,33.4645385742,0.0,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,23466.3691406,1.75904614636,2.99522829056,0.487625688314,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,11889.7099609,0.676200646589,1.76122140884,0.569823384285,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,1848.34997559,15.0294679783,20.4236793518,3.16137552261,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,59875.8919983,1.13042932037,9.33072948456,0.0,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,19830.5,0.727233224313,4.22937440872,0.0,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,21334.0097656,0.359602922983,3.55179786682,0.0,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,2318.43994141,42.8568958569,46.0206451416,0.790255904198,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,2934.89990234,2.56233750792,5.48086309433,0.573635041714,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,2968.82006836,4.25853350262,21.9038639069,4.10092830658,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,2716.11987305,16.9449845448,21.9038658142,4.10092830658,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,1787.61999512,26.0613163979,151.331375122,8.51455783844,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,639.640014648,40.7330092337,274.188873291,5.3547244072,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,521.0,8.42093879231,47.9695129395,7.39227247238,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,744.450012207,9.77107561723,16.1012458801,7.39227247238,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,44643.9807129,0.305682317051,3.88611316681,0.290883481503,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,919.900024414,12.3097265684,24.5894832611,5.559694767,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,9553.98046875,4.13330305027,6.37996673584,0.0,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,135.850006104,53.3465320046,55.9902038574,9.10034275055,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,3543.73999023,1.41104091811,5.76754140854,0.168447762728,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,1111.07006836,2.22477369145,6.2207159996,1.14247143269,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,1659.91003418,5.3692617186,42.3099555969,1.14247143269,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,262.309997559,5.1820957215,5.27792549133,0.0,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,447.029968262,5.95814864907,6.8950176239,0.0,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,788.849975586,27.4126476125,79.1352386475,14.1562786102,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,6994.97998047,2.4015068312,6.89501667023,0.0,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,7772.14941406,7.53501542836,19.2296848297,0.244242683053,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,2931.58984375,5.46460442662,7.5494799614,0.892457544804,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,5471.43066406,0.297202664962,3.31965947151,0.0688905119896,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,6211.27978516,8.88284778825,89.9168548584,0.785537540913,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,9719.04003906,3.19327018892,8.81367969513,0.0,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,4096.51025391,6.17401552545,16.6814441681,3.1856713295,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,502.070007324,84.1707398454,90.6276168823,10.7002258301,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,868.849975586,17.1497369318,17.2814750671,5.24710702896,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,438.700012207,35.1970632408,59.1024665833,0.0,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,151.679992676,56.5033420344,59.1024703979,0.0,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,3610.04003906,1.20393990108,6.82117319107,0.168447777629,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,922.16003418,62.2538465544,156.157623291,0.0,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,144.86000061,61.1664533652,63.201171875,0.0,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,1888.57006836,5.87862757186,200.489715576,0.0,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,1116.67993164,20.532605407,167.544570923,13.9116678238,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,3234.93994141,11.9914601813,23.1473007202,0.0,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,868.380004883,23.0459693693,61.741558075,12.4379987717,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,1687.16003418,17.9967308315,151.331375122,12.5415649414,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,2327.5,13.9920053496,14.2315893173,7.39227294922,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,2949.77001953,3.2776459417,15.8197050095,2.8833758831,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,8119.66015625,5.35293439043,11.1525239944,1.87344539165,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,2617.85986328,8.08673853605,17.2814731598,4.55047941208,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,3164.14990234,18.7519066243,19.2296848297,1.0308406353,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,5637.75,4.6856339721,104.480133057,2.65925908089,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
