asdf_id,udel_precip_v501_mean.2012.max,udel_precip_v501_mean.2012.mean,udel_precip_v501_mean.2012.min,udel_precip_v501_mean.2013.max,udel_precip_v501_mean.2013.mean,udel_precip_v501_mean.2013.min,udel_precip_v501_mean.2014.max,udel_precip_v501_mean.2014.mean,udel_precip_v501_mean.2014.min,udel_precip_v501_mean.2015.max,udel_precip_v501_mean.2015.mean,udel_precip_v501_mean.2015.min,udel_precip_v501_mean.2016.max,udel_precip_v501_mean.2016.mean,udel_precip_v501_mean.2016.min,udel_precip_v501_mean.2017.max,udel_precip_v501_mean.2017.mean,udel_precip_v501_mean.2017.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
79,94.6833333333,94.6833333333,94.6833333333,77.9333333333,77.9333333333,77.9333333333,93.3416666667,93.3416666667,93.3416666667,79.15,79.15,79.15,74.35,74.35,74.35,83.8833333333,83.8833333333,83.8833333333,ADM3,79,79,BOL,BOL-ADM3-33444609B2586032,Quillacollo,ADM3
80,120.991666667,103.660141492,50.7583333333,101.616666667,85.8922403315,35.2583333333,120.641666667,102.588939906,46.8333333333,103.8,87.4048215298,34.575,97.875,82.0006718361,25.5083333333,112.408333333,93.6681916922,37.325,ADM3,80,80,BOL,BOL-ADM3-33444609B27378021,Sacaba,ADM3
81,94.6833333333,94.6833333333,94.6833333333,77.9333333333,77.9333333333,77.9333333333,93.3416666667,93.3416666667,93.3416666667,79.15,79.15,79.15,74.35,74.35,74.35,83.8833333333,83.8833333333,83.8833333333,ADM3,81,81,BOL,BOL-ADM3-33444609B80439797,Tiquipaya,ADM3
82,94.6833333333,94.6833333333,94.6833333333,77.9333333333,77.9333333333,77.9333333333,93.3416666667,93.3416666667,93.3416666667,79.15,79.15,79.15,74.35,74.35,74.35,83.8833333333,83.8833333333,83.8833333333,ADM3,82,82,BOL,BOL-ADM3-33444609B86021401,Colcapirhua,ADM3
83,94.6833333333,72.2203098161,50.7583333333,77.9333333333,56.407511403,35.2583333333,93.3416666667,69.6027690366,46.8333333333,79.15,56.6077382212,34.575,74.35,49.4374119338,25.5083333333,83.8833333333,60.193138861,37.325,ADM3,83,83,BOL,BOL-ADM3-33444609B57513939,Sipesipe,ADM3
84,94.6833333333,94.6833333333,94.6833333333,77.9333333333,77.9333333333,77.9333333333,93.3416666667,93.3416666667,93.3416666667,79.15,79.15,79.15,74.35,74.35,74.35,83.8833333333,83.8833333333,83.8833333333,ADM3,84,84,BOL,BOL-ADM3-33444609B63544582,Vinto,ADM3
85,77.775,54.4424242112,50.7583333333,60.2083333333,38.6606060318,35.2583333333,73.5916666667,50.4821969388,46.8333333333,59.525,37.9772726985,34.575,51.4333333333,29.0435605761,25.5083333333,66.8666666667,41.3534090568,37.325,ADM3,85,85,BOL,BOL-ADM3-33444609B91378627,Tarata,ADM3
86,245.508333333,135.24110035,48.65,224.475,115.134141734,32.3416666667,247.55,133.516482348,41.15,229.25,117.295638746,28.6666666667,219.0,107.579878102,19.9416666667,243.258333333,130.51946698,40.3166666667,ADM3,86,86,BOL,BOL-ADM3-33444609B10790515,Totora,ADM3
87,132.783333333,82.781540488,43.1333333333,102.025,57.4472835417,26.6833333333,141.775,88.6894388407,48.75,116.4,68.0289860868,32.25,102.358333333,55.3271735504,23.4833333333,141.4,92.677852062,52.775,ADM3,87,87,BOL,BOL-ADM3-33444609B62366677,Buena Vista,ADM3
88,155.258333333,123.417578441,75.5,123.808333333,93.672197667,50.5,167.325,131.991678673,81.4166666667,138.85,107.406460565,61.175,122.333333333,93.4786846544,48.3833333333,161.058333333,132.330572522,86.4583333333,ADM3,88,88,BOL,BOL-ADM3-33444609B65201053,San Carlos,ADM3
89,123.483333333,120.810997711,118.091666667,136.641666667,133.325387038,126.708333333,145.283333333,129.665123558,123.4,104.316666667,102.708195619,99.775,110.75,93.9580148373,85.9666666667,121.55,115.264888153,112.041666667,ADM3,89,89,BOL,BOL-ADM3-33444609B24515942,Magdalena,ADM3
90,132.783333333,101.755621745,75.5,102.025,70.0769641924,50.5,141.775,111.556018968,81.4166666667,116.4,84.5412030391,61.175,102.358333333,70.613178751,48.3833333333,141.4,112.584232264,86.4583333333,ADM3,90,90,BOL,BOL-ADM3-33444609B38843317,Portachuelo,ADM3
91,28.5333333333,25.6277437551,22.6333333333,24.9916666667,22.8766553948,19.9916666667,23.425,22.495344674,20.4666666667,23.6583333333,21.7243469715,19.0083333333,21.6333333333,20.1380177007,16.7833333333,22.5,20.9173218683,18.3416666667,ADM3,91,91,BOL,BOL-ADM3-33444609B37744367,San Antonio de Esmoruco,ADM3
92,59.8833333333,52.0942592621,39.575,45.825,40.7100000017,32.725,65.375,51.9594444459,36.175,61.7,50.2955555581,34.7,61.2,48.9355555586,31.5916666667,58.8333333333,46.5768518524,33.3333333333,ADM3,92,92,BOL,BOL-ADM3-33444609B1106358,Uriondo,ADM3
93,25.7166666667,25.7166666667,25.7166666667,22.4583333333,22.4583333333,22.4583333333,23.35,23.35,23.35,21.35,21.35,21.35,18.475,18.475,18.475,21.1333333333,21.1333333333,21.1333333333,ADM3,93,93,BOL,BOL-ADM3-33444609B85745690,Mojinete,ADM3
94,84.55,60.2910095609,55.9583333333,47.6916666667,43.6875235191,37.8333333333,84.425,72.2126060442,66.6083333333,78.1666666667,62.9179052658,54.6833333333,72.4,63.4412092305,58.9833333333,76.2333333333,64.096023965,58.3833333333,ADM3,94,94,BOL,BOL-ADM3-33444609B87243497,Yacuiba,ADM3
95,52.325,40.7770681207,33.4833333333,40.85,33.4930206987,26.875,52.075,37.0922672163,33.2666666667,50.5,36.0277217646,30.1083333333,49.1833333333,32.9370577887,27.3583333333,46.625,34.336746476,28.4666666667,ADM3,95,95,BOL,BOL-ADM3-33444609B234644,Yunchará,ADM3
96,86.5833333333,66.5752705038,50.1833333333,59.7,49.3537592674,42.7583333333,85.8583333333,74.7660639321,62.45,82.6416666667,68.8352206432,54.1583333333,81.8083333333,68.1394070923,55.05,79.6666666667,67.6691163211,55.2583333333,ADM3,96,96,BOL,BOL-ADM3-33444609B75965900,Caraparí,ADM3
97,52.325,46.4957297774,45.6416666667,40.85,37.5944020558,36.6916666667,54.6916666667,49.1827274293,47.8083333333,50.5,44.995255106,43.2,49.1833333333,43.9006420147,40.8666666667,48.0333333333,42.9159394888,41.4916666667,ADM3,97,97,BOL,BOL-ADM3-33444609B88496650,San Lorenzo,ADM3
98,52.325,39.3253543588,33.4833333333,40.85,31.6889868372,26.875,52.075,39.5657036054,33.2666666667,50.5,36.3653281366,30.1083333333,49.1833333333,34.0828546767,27.3583333333,46.625,34.4069204128,28.4666666667,ADM3,98,98,BOL,BOL-ADM3-33444609B59853279,El Puente,ADM3
99,77.775,57.1151664714,48.65,60.2083333333,42.4129028365,32.3416666667,73.5916666667,50.6934856679,41.15,59.525,39.2083040024,28.6666666667,51.4333333333,27.9897681793,19.9416666667,66.8666666667,45.5489635009,40.3166666667,ADM3,99,99,BOL,BOL-ADM3-33444609B34120572,Toro Toro,ADM3
100,13.9666666667,11.0918411729,6.03333333333,12.1833333333,9.71366893265,5.29166666667,12.2166666667,9.86836438899,5.25,11.3083333333,8.78529736363,4.73333333333,10.0166666667,7.32345861647,3.71666666667,10.4333333333,8.06530485674,4.01666666667,ADM3,100,100,BOL,BOL-ADM3-33444609B63002823,San Agustín,ADM3
101,59.8833333333,52.3119524333,45.6416666667,45.825,41.0422318904,36.6916666667,65.375,54.8862805484,47.8083333333,61.7,51.7741521996,43.8833333333,61.2,50.8582878714,42.6916666667,58.8333333333,48.8202818747,41.4916666667,ADM3,101,101,BOL,BOL-ADM3-33444609B48940768,Tarija,ADM3
102,30.8916666667,20.3306903296,8.5,28.175,18.7283078519,7.98333333333,27.6416666667,18.1869504848,7.45833333333,25.2166666667,16.9712953027,7.71666666667,19.0166666667,12.1677525713,5.475,23.1083333333,15.4186000051,6.76666666667,ADM3,102,102,BOL,BOL-ADM3-33444609B83584775,Tahua,ADM3
103,26.0166666667,13.3843625982,1.45833333333,23.5666666667,11.9857498496,1.35,23.35,11.8804918973,1.26666666667,22.3833333333,11.4160951945,1.45833333333,23.9416666667,10.4468752948,0.875,21.45,10.3483791032,0.883333333333,ADM3,103,103,BOL,BOL-ADM3-33444609B12022744,San Pablo,ADM3
104,39.575,33.8709136861,33.4833333333,32.725,27.2472043881,26.875,36.175,33.4517084493,33.2666666667,34.7,30.4004766636,30.1083333333,31.5916666667,27.6276778193,27.3583333333,33.3333333333,28.7763067844,28.4666666667,ADM3,104,104,BOL,BOL-ADM3-33444609B6650687,Las Carreras,ADM3
105,41.2416666667,37.7772574739,33.4833333333,35.5416666667,31.671649953,26.875,41.85,38.0171949855,33.2666666667,36.95,33.8949194981,30.1083333333,33.0166666667,30.489992293,27.3583333333,36.3583333333,32.8343854219,28.4666666667,ADM3,105,105,BOL,BOL-ADM3-33444609B72563416,Villa Abecia,ADM3
106,94.6833333333,80.2249997435,74.4416666667,77.9333333333,67.6059521978,63.475,93.3416666667,78.5976187861,72.7,79.15,67.6380950339,63.0333333333,74.35,59.0821425863,52.975,83.8833333333,70.0499997546,64.5166666667,ADM3,106,106,BOL,BOL-ADM3-33444609B32136747,Morochata,ADM3
107,24.5666666667,24.5666666667,24.5666666667,22.7583333333,22.7583333333,22.7583333333,22.7666666667,22.7666666667,22.7666666667,21.7583333333,21.7583333333,21.7583333333,17.8833333333,17.8833333333,17.8833333333,21.2833333333,21.2833333333,21.2833333333,ADM3,107,107,BOL,BOL-ADM3-33444609B11014199,Carangas,ADM3
108,33.3083333333,33.3083333333,33.3083333333,30.7666666667,30.7666666667,30.7666666667,30.7,30.7,30.7,28.875,28.875,28.875,21.0166666667,21.0166666667,21.0166666667,27.4583333333,27.4583333333,27.4583333333,ADM3,108,108,BOL,BOL-ADM3-33444609B29831186,Yunguyo del Litoral,ADM3
109,33.3083333333,33.3083333333,33.3083333333,30.7666666667,30.7666666667,30.7666666667,30.7,30.7,30.7,28.875,28.875,28.875,21.0166666667,21.0166666667,21.0166666667,27.4583333333,27.4583333333,27.4583333333,ADM3,109,109,BOL,BOL-ADM3-33444609B64125054,Cruz de Machacamarca,ADM3
110,50.85,45.8000699647,42.6833333333,43.8083333333,37.8772420368,34.2166666667,47.7666666667,41.2584405089,37.2416666667,40.575,34.5717668458,30.8666666667,22.25,17.4474134766,14.4833333333,37.5083333333,31.7369847216,28.175,ADM3,110,110,BOL,BOL-ADM3-33444609B44425060,Antequera,ADM3
111,63.5083333333,63.5083333333,63.5083333333,57.4416666667,57.4416666667,57.4416666667,55.4833333333,55.4833333333,55.4833333333,58.35,58.35,58.35,51.8833333333,51.8833333333,51.8833333333,59.7416666667,59.7416666667,59.7416666667,ADM3,111,111,BOL,BOL-ADM3-33444609B30420791,Nazacara de Pacajes,ADM3
112,63.5083333333,45.2218457175,33.4666666667,57.4416666667,39.9990761567,28.9083333333,55.4833333333,39.1343740365,28.4833333333,58.35,40.7345041289,29.8833333333,51.8833333333,35.117449451,25.7,59.7416666667,41.5334188491,29.5333333333,ADM3,112,112,BOL,BOL-ADM3-33444609B25496031,Caquiaviri,ADM3
113,39.5916666667,38.388194864,35.0083333333,35.5416666667,34.3797693444,31.1166666667,35.875,34.6977857639,31.3916666667,32.5083333333,31.4230205804,28.375,20.4083333333,20.0429155314,19.0166666667,29.7916666667,28.7698096996,25.9,ADM3,113,113,BOL,BOL-ADM3-33444609B78062899,Belén de Andamarca,ADM3
114,40.4666666667,39.3502161796,33.3083333333,37.4166666667,35.9636334179,30.7666666667,37.925,36.3438870445,30.7,34.2916666667,33.0381397704,28.875,21.2166666667,20.19902484,19.8083333333,31.775,30.6112404245,27.4583333333,ADM3,114,114,BOL,BOL-ADM3-33444609B19215102,Corque,ADM3
115,86.5916666667,70.5006608568,28.175,82.75,66.3644641637,24.2083333333,86.275,70.0019855975,28.7,79.9666666667,64.1340115133,23.525,73.4916666667,57.8827176506,18.8833333333,81.1,64.5938639068,22.8166666667,ADM3,115,115,BOL,BOL-ADM3-33444609B29766009,Vitiche,ADM3
116,65.1333333333,40.5556918106,38.325,59.775,35.4556387347,33.2916666667,58.75,36.2850653319,34.1666666667,59.5416666667,33.8722623276,31.6083333333,50.1166666667,23.6070503811,21.3416666667,61.9583333333,34.7869940584,32.425,ADM3,116,116,BOL,BOL-ADM3-33444609B50583695,Luribay,ADM3
117,50.85,48.4260868859,45.275,43.8083333333,43.2684782451,42.5666666667,47.7666666667,45.6615941415,42.925,40.575,39.7018115687,38.5666666667,22.25,21.0108695291,19.4,37.5083333333,36.1134057564,34.3,ADM3,117,117,BOL,BOL-ADM3-33444609B61739549,Machacamarca,ADM3
118,77.775,53.3550954498,50.7583333333,60.2083333333,38.5438615087,35.2583333333,73.5916666667,49.0367597913,46.8333333333,59.525,37.3840612033,34.575,51.4333333333,27.036241135,25.5083333333,66.8666666667,39.7307627268,37.325,ADM3,118,118,BOL,BOL-ADM3-33444609B79352083,Arampampa,ADM3
119,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,119,119,BOL,BOL-ADM3-33444609B67664908,Sacabamba,ADM3
120,77.775,71.8818074706,50.7583333333,60.2083333333,54.854484729,35.2583333333,73.5916666667,67.6331833979,46.8333333333,59.525,54.0390286939,34.575,51.4333333333,45.5822504077,25.5083333333,66.8666666667,60.4571252693,37.325,ADM3,120,120,BOL,BOL-ADM3-33444609B24659770,Anzaldo,ADM3
121,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,121,121,BOL,BOL-ADM3-33444609B17865743,Toco,ADM3
122,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,122,122,BOL,BOL-ADM3-33444609B84509711,Villa Gualberto Villarroel,ADM3
123,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,123,123,BOL,BOL-ADM3-33444609B63808862,Tacachi,ADM3
124,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,124,124,BOL,BOL-ADM3-33444609B45712919,Cliza,ADM3
125,59.9333333333,58.8212121149,50.7583333333,51.3583333333,49.4068181708,35.2583333333,56.8166666667,55.6065656497,46.8333333333,48.6916666667,46.9805555459,34.575,34.25,33.1904040344,25.5083333333,47.1666666667,45.973737367,37.325,ADM3,125,125,BOL,BOL-ADM3-33444609B71410216,Tacopaya,ADM3
126,45.275,44.9561223865,42.8333333333,42.5666666667,41.8765934834,37.025,42.925,42.2706714144,37.825,38.5666666667,37.8347099071,32.75,20.5333333333,19.3982480246,18.7333333333,34.325,33.7485345113,29.4666666667,ADM3,126,126,BOL,BOL-ADM3-33444609B34376575,El Choro,ADM3
127,45.275,43.1589758488,38.05,42.5666666667,39.6319742066,34.4416666667,42.925,40.0576410743,34.3916666667,38.5666666667,35.7828696707,30.9333333333,20.5333333333,19.3844380994,18.1166666667,34.325,32.4046393387,29.4666666667,ADM3,127,127,BOL,BOL-ADM3-33444609B90107878,Toledo,ADM3
128,94.6833333333,57.0481467946,50.7583333333,77.9333333333,41.3691538105,35.2583333333,93.3416666667,53.4930656284,46.8333333333,79.15,40.957889813,34.575,74.35,32.5021858654,25.5083333333,83.8833333333,43.9918920145,37.325,ADM3,128,128,BOL,BOL-ADM3-33444609B16998103,Santivañez,ADM3
129,59.9333333333,53.8178615923,44.675,51.3583333333,47.2449587264,41.7166666667,56.8166666667,50.8106069549,41.85,48.6916666667,44.0294543114,37.5583333333,34.25,28.1548266186,19.4,47.1666666667,41.7151054634,34.3,ADM3,129,129,BOL,BOL-ADM3-33444609B37510264,Paria,ADM3
130,55.725,55.725,55.725,49.5833333333,49.5833333333,49.5833333333,45.1833333333,45.1833333333,45.1833333333,49.8166666667,49.8166666667,49.8166666667,42.1833333333,42.1833333333,42.1833333333,52.7666666667,52.7666666667,52.7666666667,ADM3,130,130,BOL,BOL-ADM3-33444609B66068349,Collana,ADM3
131,120.991666667,75.3992121419,50.7583333333,101.616666667,58.3477894366,35.2583333333,120.641666667,72.1842996351,46.8333333333,103.8,58.3028574869,34.575,97.875,50.2606353243,25.5083333333,112.408333333,63.8871165075,37.325,ADM3,131,131,BOL,BOL-ADM3-33444609B94491619,Tolata,ADM3
132,177.341666667,169.73648072,167.7,136.416666667,130.457671611,128.15,189.433333333,186.930548893,185.891666667,140.758333333,134.805118253,132.883333333,153.2,150.335596988,148.308333333,157.666666667,154.955296905,153.825,ADM3,132,132,BOL,BOL-ADM3-33444609B30727604,Cobija,ADM3
133,44.675,43.1693181767,38.05,41.7166666667,40.0632575702,34.4416666667,41.85,40.1549242367,34.3916666667,37.5583333333,36.0526515101,30.9333333333,20.5333333333,19.9840909072,18.1166666667,34.325,33.2738636328,29.7,ADM3,133,133,BOL,BOL-ADM3-33444609B21077453,Eucaliptus,ADM3
134,40.1333333333,39.0199854653,36.15,35.1583333333,34.6026539177,32.775,34.7416666667,33.8374389745,32.7666666667,35.6666666667,33.5909384173,31.0,29.9666666667,25.5709321345,22.15,36.5916666667,34.9049994159,31.0333333333,ADM3,134,134,BOL,BOL-ADM3-33444609B28630051,Santiago de Callapa,ADM3
135,94.6833333333,88.1099783985,50.7583333333,77.9333333333,71.5470402919,35.2583333333,93.3416666667,86.3817171521,46.8333333333,79.15,72.4793728806,34.575,74.35,67.0408682844,25.5083333333,83.8833333333,76.915901343,37.325,ADM3,135,135,BOL,BOL-ADM3-33444609B41741681,Cochabamba,ADM3
136,45.275,43.1576629978,38.05,42.5666666667,39.5547269435,34.4416666667,42.925,40.2247423596,34.3916666667,38.5666666667,35.8773639783,30.9333333333,22.55,20.4372775608,18.1166666667,34.625,33.5595094102,29.7,ADM3,136,136,BOL,BOL-ADM3-33444609B22900187,Caracollo,ADM3
137,33.4666666667,32.9078431434,31.8833333333,28.9083333333,28.543627455,27.875,28.4833333333,28.1039215728,27.4083333333,29.8833333333,29.659803924,29.25,25.7583333333,25.7205882351,25.7,29.5333333333,29.0450980446,28.15,ADM3,137,137,BOL,BOL-ADM3-33444609B21007182,Catacora,ADM3
138,42.575,42.2000000103,38.325,36.4583333333,36.1789215763,33.2916666667,39.9583333333,39.4473039356,34.1666666667,34.4666666667,34.2144607912,31.6083333333,22.55,22.4433823559,21.3416666667,34.625,34.4308823583,32.425,ADM3,138,138,BOL,BOL-ADM3-33444609B25632649,Yaco,ADM3
139,40.1333333333,35.2715503846,25.4166666667,35.1583333333,31.0838639836,23.3583333333,34.7416666667,31.0280574172,23.525,35.6666666667,31.3105513252,23.4833333333,29.9666666667,25.823468653,21.3583333333,36.5916666667,31.7063192994,23.6083333333,ADM3,139,139,BOL,BOL-ADM3-33444609B93045845,Calacoto,ADM3
140,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,140,140,BOL,BOL-ADM3-33444609B26131324,Arani,ADM3
141,120.991666667,88.6014779122,77.775,101.616666667,70.5817943332,60.2083333333,120.641666667,85.3784569274,73.5916666667,103.8,70.6166076258,59.525,97.875,63.0677261996,51.4333333333,112.408333333,78.2755948946,66.8666666667,ADM3,141,141,BOL,BOL-ADM3-33444609B3757470,Punata,ADM3
142,44.675,39.3324414921,38.05,41.7166666667,34.4561390739,33.2916666667,41.85,35.5733445612,34.1666666667,37.5583333333,32.3091229167,30.9333333333,22.55,21.009021308,18.1166666667,34.625,32.481885634,29.7,ADM3,142,142,BOL,BOL-ADM3-33444609B21151286,Sicasica,ADM3
143,39.8666666667,38.7214285939,38.325,35.1583333333,33.7716666939,33.2916666667,34.1666666667,34.1538095231,34.1166666667,34.275,32.294047658,31.6083333333,26.35,22.6295238826,21.3416666667,36.0333333333,33.3528571955,32.425,ADM3,143,143,BOL,BOL-ADM3-33444609B32005482,Patacamaya,ADM3
144,55.725,48.4162832568,39.8666666667,49.5833333333,42.9352047561,35.1583333333,45.1833333333,40.0829781915,34.1166666667,49.8166666667,42.6538938206,34.275,42.1833333333,34.8861384768,26.35,52.7666666667,45.0546838919,36.0333333333,ADM3,144,144,BOL,BOL-ADM3-33444609B19082627,Colquencha,ADM3
145,61.0583333333,35.0702084932,33.4666666667,54.9083333333,30.419372445,28.9083333333,55.6583333333,30.0626597895,28.4833333333,56.825,31.4490991821,29.8833333333,51.5833333333,27.204258808,25.7,55.5833333333,31.0472782895,29.5333333333,ADM3,145,145,BOL,BOL-ADM3-33444609B96911206,Santiago de Machaca,ADM3
146,174.325,151.877307797,135.825,151.616666667,137.662409503,129.958333333,189.508333333,171.21105698,159.575,155.166666667,134.036921973,126.783333333,138.0,122.906961115,111.616666667,158.741666667,141.680303891,130.841666667,ADM3,146,146,BOL,BOL-ADM3-33444609B58600296,Sena,ADM3
147,158.191666667,138.067460638,124.241666667,142.566666667,136.291408802,129.958333333,173.933333333,160.736889443,156.658333333,133.191666667,122.678081444,117.825,125.158333333,117.368308442,109.041666667,143.025,131.727862877,126.475,ADM3,147,147,BOL,BOL-ADM3-33444609B26946399,San Lorenzo,ADM3
148,136.025,131.44441308,124.241666667,144.6,140.300718455,131.65,174.408333333,166.576074732,152.891666667,154.766666667,139.890390109,121.0,116.158333333,111.350329175,107.175,134.966666667,128.97477863,126.475,ADM3,148,148,BOL,BOL-ADM3-33444609B90312020,Santa Rosa,ADM3
149,88.35,61.2942802412,38.325,83.0666666667,55.6440183995,33.2916666667,88.5166666667,59.2802145247,34.1666666667,83.7166666667,54.8168111273,31.6083333333,71.7083333333,43.2109906031,21.3416666667,85.7083333333,55.9068986109,32.425,ADM3,149,149,BOL,BOL-ADM3-33444609B20955158,Malla,ADM3
150,63.5083333333,52.2660124399,39.8666666667,57.4416666667,46.6187896835,35.1583333333,55.4833333333,43.9064725889,34.1166666667,58.35,46.6382025665,34.275,51.8833333333,39.1802840755,26.35,59.7416666667,48.8277522052,36.0333333333,ADM3,150,150,BOL,BOL-ADM3-33444609B91729130,Comanche,ADM3
151,65.1333333333,54.7374322281,39.8666666667,59.775,48.797725003,35.1583333333,58.75,44.9771314489,34.1166666667,59.5416666667,48.8836243408,34.275,50.1166666667,41.0965934043,26.35,61.9583333333,51.6738512949,36.0333333333,ADM3,151,151,BOL,BOL-ADM3-33444609B41933053,Calamarca,ADM3
152,55.725,55.725,55.725,49.5833333333,49.5833333333,49.5833333333,45.1833333333,45.1833333333,45.1833333333,49.8166666667,49.8166666667,49.8166666667,42.1833333333,42.1833333333,42.1833333333,52.7666666667,52.7666666667,52.7666666667,ADM3,152,152,BOL,BOL-ADM3-33444609B85812802,Viacha,ADM3
153,88.35,88.35,88.35,83.0666666667,83.0666666667,83.0666666667,88.5166666667,88.5166666667,88.5166666667,83.7166666667,83.7166666667,83.7166666667,71.7083333333,71.7083333333,71.7083333333,85.7083333333,85.7083333333,85.7083333333,ADM3,153,153,BOL,BOL-ADM3-33444609B79205479,Villa Libertad Licoma,ADM3
154,88.35,81.441822262,42.575,83.0666666667,76.0458494657,36.4583333333,88.5166666667,80.9944724611,39.9583333333,83.7166666667,76.3144121575,34.4666666667,71.7083333333,64.4156763275,22.55,85.7083333333,78.0805439941,34.625,ADM3,154,154,BOL,BOL-ADM3-33444609B66902866,Quime,ADM3
155,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,155,155,BOL,BOL-ADM3-33444609B98511044,Huatajata,ADM3
156,63.5083333333,59.3676324609,55.725,57.55,53.2943064471,49.5833333333,57.0,50.1338370409,45.1833333333,59.1666666667,53.9780556034,49.8166666667,51.8833333333,46.5135363107,42.1833333333,61.075,56.1717707088,52.7666666667,ADM3,156,156,BOL,BOL-ADM3-33444609B79531063,Laja,ADM3
157,65.1333333333,61.3111979714,55.725,59.775,55.634635476,49.5833333333,58.75,53.2385417456,45.1833333333,59.5416666667,55.5908854733,49.8166666667,50.1166666667,46.8937500462,42.1833333333,61.9583333333,58.2242188035,52.7666666667,ADM3,157,157,BOL,BOL-ADM3-33444609B83826918,Mecapaca,ADM3
158,99.3916666667,67.9557648587,55.725,96.7583333333,62.8202705332,49.5833333333,98.1,61.8605203823,45.1833333333,98.8083333333,62.8271233746,49.8166666667,86.225,53.1859219427,42.1833333333,99.9583333333,65.1482632582,52.7666666667,ADM3,158,158,BOL,BOL-ADM3-33444609B56483619,Palca,ADM3
159,55.725,55.725,55.725,49.5833333333,49.5833333333,49.5833333333,45.1833333333,45.1833333333,45.1833333333,49.8166666667,49.8166666667,49.8166666667,42.1833333333,42.1833333333,42.1833333333,52.7666666667,52.7666666667,52.7666666667,ADM3,159,159,BOL,BOL-ADM3-33444609B1863080,Achocalla,ADM3
160,62.9083333333,59.873762243,55.725,57.55,54.1845128047,49.5833333333,55.1833333333,50.9588724188,45.1833333333,58.95,55.0916590314,49.8166666667,49.4166666667,46.3609732718,42.1833333333,61.075,57.5651770568,52.7666666667,ADM3,160,160,BOL,BOL-ADM3-33444609B30011805,El Alto,ADM3
161,99.3916666667,94.2123845017,65.1333333333,96.7583333333,91.1670771309,59.775,98.1,92.1509437161,58.75,98.8083333333,92.8718756439,59.5416666667,86.225,80.766029039,50.1166666667,99.9583333333,94.213374279,61.9583333333,ADM3,161,161,BOL,BOL-ADM3-33444609B40374901,Yanacachi,ADM3
162,94.6833333333,64.0356139688,50.7583333333,77.9333333333,53.3616853556,35.2583333333,93.3416666667,61.2391288639,46.8333333333,79.15,51.771013461,34.575,74.35,39.7770299812,25.5083333333,83.8833333333,51.9975382061,37.325,ADM3,162,162,BOL,BOL-ADM3-33444609B99579203,Tapacarí,ADM3
163,63.5083333333,62.8958333333,61.0583333333,57.4416666667,56.8083333333,54.9083333333,55.6583333333,55.5270833333,55.4833333333,58.35,57.96875,56.825,51.8833333333,51.8083333333,51.5833333333,59.7416666667,58.7020833333,55.5833333333,ADM3,163,163,BOL,BOL-ADM3-33444609B26061868,Desaguadero,ADM3
164,63.5083333333,63.2031045874,55.725,57.4416666667,57.1334967444,49.5833333333,55.4833333333,55.0794117809,45.1833333333,58.35,58.0153594906,49.8166666667,51.8833333333,51.5029411918,42.1833333333,59.7416666667,59.4681372659,52.7666666667,ADM3,164,164,BOL,BOL-ADM3-33444609B81723104,Jesús de Machaka,ADM3
165,63.5083333333,63.5083333333,63.5083333333,57.4416666667,57.4416666667,57.4416666667,55.4833333333,55.4833333333,55.4833333333,58.35,58.35,58.35,51.8833333333,51.8833333333,51.8833333333,59.7416666667,59.7416666667,59.7416666667,ADM3,165,165,BOL,BOL-ADM3-33444609B3928389,Puerto Mayor de Guaqui,ADM3
166,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,166,166,BOL,BOL-ADM3-33444609B83959891,Tito Yupanqui,ADM3
