asdf_id,udel_precip_v501_mean.2012.max,udel_precip_v501_mean.2012.mean,udel_precip_v501_mean.2012.min,udel_precip_v501_mean.2013.max,udel_precip_v501_mean.2013.mean,udel_precip_v501_mean.2013.min,udel_precip_v501_mean.2014.max,udel_precip_v501_mean.2014.mean,udel_precip_v501_mean.2014.min,udel_precip_v501_mean.2015.max,udel_precip_v501_mean.2015.mean,udel_precip_v501_mean.2015.min,udel_precip_v501_mean.2016.max,udel_precip_v501_mean.2016.mean,udel_precip_v501_mean.2016.min,udel_precip_v501_mean.2017.max,udel_precip_v501_mean.2017.mean,udel_precip_v501_mean.2017.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
167,63.5083333333,62.8619926466,55.725,57.55,57.0186507027,49.5833333333,57.0,55.4231655886,45.1833333333,59.1666666667,58.6947804575,49.8166666667,51.8833333333,49.7560195092,42.1833333333,61.075,60.0829678874,52.7666666667,ADM3,167,167,BOL,BOL-ADM3-33444609B86182822,Pucarani,ADM3
168,79.75,79.75,79.75,74.5916666667,74.5916666667,74.5916666667,85.0,85.0,85.0,81.0333333333,81.0333333333,81.0333333333,67.6083333333,67.6083333333,67.6083333333,79.0833333333,79.0833333333,79.0833333333,ADM3,168,168,BOL,BOL-ADM3-33444609B86015105,Combaya,ADM3
169,132.483333333,99.9636174205,99.3916666667,136.0,97.436579644,96.7583333333,146.025,98.9283275712,98.1,143.416666667,99.5793362004,98.8083333333,122.083333333,86.8447693512,86.225,138.358333333,100.62203242,99.9583333333,ADM3,169,169,BOL,BOL-ADM3-33444609B70122176,Coroico,ADM3
170,107.508333333,101.789772652,99.3916666667,106.225,99.5553029429,96.7583333333,114.225,102.864204397,98.1,109.816666667,102.060795353,98.8083333333,92.9166666667,88.2020832715,86.225,110.458333333,103.060605964,99.9583333333,ADM3,170,170,BOL,BOL-ADM3-33444609B52332460,Coripata,ADM3
171,79.75,79.75,79.75,74.5916666667,74.5916666667,74.5916666667,85.0,85.0,85.0,81.0333333333,81.0333333333,81.0333333333,67.6083333333,67.6083333333,67.6083333333,79.0833333333,79.0833333333,79.0833333333,ADM3,171,171,BOL,BOL-ADM3-33444609B75079070,Quiabaya,ADM3
172,83.225,82.8397187199,79.75,79.3916666667,78.8594795747,74.5916666667,95.2833333333,94.1431964038,85.0,91.2416666667,90.1098451604,81.0333333333,72.7083333333,72.1428845482,67.6083333333,81.8833333333,81.572890863,79.0833333333,ADM3,172,172,BOL,BOL-ADM3-33444609B51912538,Aucapata,ADM3
173,65.1333333333,43.0047833814,38.325,59.775,38.0071247685,33.2916666667,58.75,37.2897625834,34.1166666667,59.5416666667,37.0213150225,31.6083333333,50.1166666667,28.2322218863,21.3416666667,61.9583333333,38.6387293192,32.425,ADM3,173,173,BOL,BOL-ADM3-33444609B77019342,Ayo Ayo,ADM3
174,60.8,54.985163657,27.2083333333,55.725,49.5270350667,23.2666666667,62.175,56.9615449509,26.9916666667,53.8166666667,46.9533747459,17.8333333333,49.4833333333,44.42283172,13.675,56.7666666667,52.6525063036,23.6,ADM3,174,174,BOL,BOL-ADM3-33444609B52543177,Azurduy,ADM3
175,132.483333333,96.9500005091,83.2833333333,136.0,97.517593144,82.7166666667,146.025,106.200463534,90.8833333333,143.416666667,104.404630189,89.4,122.083333333,85.8699079263,71.9416666667,138.358333333,100.808796834,86.3666666667,ADM3,175,175,BOL,BOL-ADM3-33444609B93497004,Tipuani,ADM3
176,132.483333333,90.0627897773,55.725,136.0,87.7209212176,49.5833333333,146.025,89.4851638519,45.1833333333,143.416666667,90.8204319844,49.8166666667,122.083333333,77.4771906194,42.1833333333,138.358333333,90.8111467598,52.7666666667,ADM3,176,176,BOL,BOL-ADM3-33444609B95766629,Nuestra Señora de La Paz,ADM3
177,106.75,82.1301863648,79.75,111.558333333,79.4764314132,74.5916666667,130.7,89.0291255238,85.0,124.2,86.2337485081,81.0333333333,98.75,70.4932303804,67.6083333333,114.058333333,83.4860175732,79.0833333333,ADM3,177,177,BOL,BOL-ADM3-33444609B93873258,Sorata,ADM3
178,134.9,112.896849068,99.3916666667,136.808333333,112.706111655,96.7583333333,154.975,123.494384067,98.1,145.441666667,118.030221162,98.8083333333,118.141666667,98.2856566268,86.225,143.441666667,117.371476612,99.9583333333,ADM3,178,178,BOL,BOL-ADM3-33444609B25803532,La Asunta,ADM3
179,83.225,80.5968193246,79.75,79.3916666667,75.7613739352,74.5916666667,95.2833333333,87.5059353635,85.0,91.2416666667,83.5209920208,81.0333333333,72.7083333333,68.8511473062,67.6083333333,81.8833333333,79.7656625733,79.0833333333,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,138.858333333,103.982311792,62.9083333333,147.516666667,105.511192297,57.55,168.725,115.383827871,55.1833333333,162.033333333,113.152613376,58.95,131.725,93.3963446456,49.4166666667,148.7,108.395893259,61.075,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,146.575,137.260680279,132.483333333,157.958333333,144.530415076,136.0,175.241666667,162.436810498,146.025,170.533333333,156.96650063,143.416666667,138.991666667,129.182760142,122.083333333,157.808333333,146.010761102,138.358333333,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,106.75,101.937347111,83.2833333333,111.558333333,105.643350504,82.7166666667,130.7,122.534213245,90.8833333333,124.2,117.063054523,89.4,98.75,93.2520226053,71.9416666667,114.058333333,108.37919784,86.3666666667,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,106.75,87.2428051535,70.075,111.558333333,83.5734024862,57.3166666667,130.7,102.19657283,73.5416666667,124.2,95.814992131,66.225,98.75,76.5848905893,56.7416666667,114.058333333,86.3321844944,59.2166666667,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,86.5916666667,64.7980103475,58.1,82.75,60.348872572,53.1583333333,86.275,61.762048213,53.7666666667,79.9666666667,55.7268255801,47.6083333333,73.4916666667,46.8806534499,37.5083333333,81.1,55.7014903235,47.1083333333,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,79.075,76.8639748926,63.3416666667,70.925,68.5722837986,56.5416666667,76.8333333333,72.1529600446,57.0,74.1916666667,72.0278559131,59.1666666667,67.8583333333,65.2977487295,50.725,70.6833333333,68.7481379716,58.8,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,60.8,36.3778231124,27.2083333333,55.725,31.977466141,23.2666666667,62.175,36.654761616,26.9916666667,53.8166666667,26.8730611676,17.8333333333,49.4833333333,22.7397411876,13.675,56.7666666667,33.3566928265,23.6,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,75.65,63.1217583542,48.2333333333,72.025,58.3610238661,39.525,73.5166666667,59.3173318718,41.1083333333,66.025,52.6610388366,33.9,57.25,42.8778387654,22.0916666667,68.4833333333,53.2068118388,34.8166666667,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
188,86.5916666667,74.5048964866,58.1,82.75,70.5456834202,53.1583333333,86.275,72.3589142424,53.7666666667,79.9666666667,65.4693191272,47.6083333333,73.4916666667,57.0000702183,37.5083333333,81.1,66.9425862101,47.1083333333,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,86.5916666667,53.8068621866,27.2083333333,82.75,49.9739930811,23.2666666667,86.275,52.5563506621,26.9916666667,79.9666666667,44.3103874736,17.8333333333,73.4916666667,37.6808736109,13.675,81.1,48.32900409,23.6,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,54.2833333333,54.2833333333,54.2833333333,48.9166666667,48.9166666667,48.9166666667,55.4833333333,55.4833333333,55.4833333333,43.9,43.9,43.9,39.6916666667,39.6916666667,39.6916666667,52.8583333333,52.8583333333,52.8583333333,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,50.25,48.3557030504,46.8833333333,42.7583333333,41.0335205115,38.2083333333,62.45,55.9044549579,50.25,54.1583333333,45.061299913,37.4666666667,55.05,46.9744816381,39.15,55.2583333333,49.7863225003,45.9916666667,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,106.75,91.739034957,79.75,111.558333333,91.0206587473,74.5916666667,130.7,106.790028085,85.0,124.2,101.78387478,81.0333333333,98.75,81.8079242621,67.6083333333,114.058333333,94.0347300996,79.0833333333,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,53.2916666667,49.3346703831,47.675,47.6083333333,42.359912472,39.3083333333,62.45,54.2102128461,50.25,54.1583333333,44.2729255358,37.4666666667,55.05,44.8060940299,39.15,55.2583333333,48.8019938045,45.9916666667,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,54.2833333333,50.5182450902,37.5166666667,48.9166666667,44.0691288542,28.525,55.825,52.6143126027,39.6416666667,45.6083333333,40.868411362,24.9083333333,45.175,39.5297960674,22.6083333333,52.8583333333,49.0854769731,39.5666666667,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,58.1,53.4674062628,48.2333333333,53.1583333333,46.7572156357,39.525,53.7666666667,47.8233306136,41.1083333333,47.6083333333,41.172001663,33.9,37.5083333333,30.269905619,22.0916666667,47.1083333333,41.33715448,34.8166666667,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,47.675,42.9000889402,37.5166666667,39.3666666667,34.9527027899,28.525,50.25,44.8989142916,39.6416666667,37.4666666667,30.783012868,24.9083333333,39.15,30.4815462245,22.6083333333,45.9916666667,42.5314672258,39.5666666667,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,54.2833333333,39.9660390389,35.2083333333,48.9166666667,32.760453839,27.3916666667,55.4833333333,40.4467341704,35.45,43.9,27.5999261986,22.1833333333,39.6916666667,22.3783112245,16.625,52.8583333333,39.2040504828,34.6666666667,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,54.2833333333,39.2029227717,27.2083333333,48.9166666667,33.002136829,23.2666666667,55.4833333333,38.0745618802,26.9916666667,43.9,27.2735862526,17.8333333333,39.6916666667,21.6428465117,13.675,52.8583333333,36.5176339075,23.6,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,37.7583333333,33.595194036,27.2083333333,30.9416666667,27.9130321541,23.2666666667,34.7333333333,31.6783914635,26.9916666667,24.5916666667,21.9247583174,17.8333333333,17.75,16.1419627832,13.675,34.05,29.9263217386,23.6,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,46.6,46.6,46.6,39.0916666667,39.0916666667,39.0916666667,40.5916666667,40.5916666667,40.5916666667,32.15,32.15,32.15,22.025,22.025,22.025,37.6416666667,37.6416666667,37.6416666667,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,46.6,44.3329059093,37.7583333333,39.0916666667,37.0019230091,30.9416666667,40.5916666667,39.0895298657,34.7333333333,32.15,30.211965749,24.5916666667,22.025,20.9288461182,17.75,37.6416666667,36.7207264658,34.05,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,45.3916666667,37.8678610073,35.2083333333,34.2833333333,29.8432083393,27.3916666667,44.95,36.4315903208,34.7333333333,31.0916666667,24.3750059928,22.1833333333,23.075,17.9431956915,16.625,46.9416666667,36.1294883937,34.05,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,59.8333333333,57.110188257,48.2333333333,47.275,45.4556573844,39.525,50.9,48.6013682007,41.1083333333,42.2083333333,40.2579197981,33.9,28.675,27.1295369179,22.0916666667,45.3,42.8389967629,34.8166666667,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,54.9833333333,41.6331768044,37.7583333333,42.2666666667,33.5860531274,30.9416666667,46.6833333333,37.4360165617,34.7333333333,36.625,27.3435774176,24.5916666667,24.9666666667,19.4319324876,17.75,45.475,36.6601946399,34.05,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,45.3916666667,38.999290653,37.7583333333,34.1916666667,31.4700218573,30.9416666667,40.4916666667,35.6694703507,34.7333333333,28.7583333333,25.2690451163,24.5916666667,20.8583333333,18.2553243234,17.75,42.15,35.366823706,34.05,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,98.7,85.9976994385,70.075,98.2416666667,80.7522310115,57.3166666667,123.741666667,101.195088503,73.5416666667,113.65,93.2671095815,66.225,88.5416666667,74.7087501536,56.7416666667,102.316666667,83.7785777757,59.2166666667,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,98.7,79.8462702948,70.075,98.2416666667,72.2632133196,57.3166666667,123.741666667,94.2025121649,73.5416666667,113.65,84.2946546129,66.225,88.5416666667,66.4449916739,55.25,102.316666667,75.1992843497,59.2166666667,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,151.791666667,139.442391268,126.208333333,164.858333333,147.673825474,130.958333333,195.583333333,164.982324655,144.466666667,183.091666667,159.053809357,139.533333333,148.316666667,129.656685969,114.316666667,163.808333333,149.526713844,134.516666667,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,160.616666667,126.269758989,71.8166666667,174.291666667,132.861238484,61.475,223.891666667,164.042655161,82.7083333333,193.8,149.847934799,72.3416666667,159.775,118.513705591,55.25,177.275,135.422831181,63.975,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,160.616666667,145.464058452,118.258333333,174.291666667,159.322627308,128.166666667,223.891666667,194.437319367,175.241666667,193.8,177.286547771,146.066666667,159.775,143.135468315,113.941666667,177.275,160.178130657,137.458333333,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,160.616666667,156.70001752,118.258333333,174.291666667,169.741508999,128.166666667,223.891666667,216.952281225,185.608333333,193.8,188.976705468,146.066666667,159.775,154.763008489,113.941666667,177.275,172.539186409,137.458333333,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,197.158333333,156.220598995,132.65,170.141666667,155.957411019,136.808333333,221.0,178.841733584,141.491666667,198.191666667,159.49421284,124.525,153.016666667,128.521812291,108.85,201.516666667,157.12986688,126.333333333,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,151.791666667,146.116449936,134.9,165.433333333,158.199499843,136.808333333,195.583333333,172.629626037,154.975,183.091666667,167.432368517,145.441666667,148.316666667,134.849901402,110.716666667,163.808333333,155.583083625,128.808333333,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,160.616666667,130.703297744,118.258333333,174.291666667,140.551514957,128.166666667,223.891666667,176.00819253,152.891666667,193.8,145.662199023,121.6,159.775,117.875371526,107.175,177.275,137.651299868,126.475,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,145.916666667,135.073250071,132.125,152.283333333,143.65053842,139.658333333,166.308333333,158.757204633,156.858333333,128.433333333,119.764866176,117.825,133.3,124.86868273,121.433333333,141.291666667,132.296282379,130.45,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,136.716666667,123.154136624,119.233333333,146.133333333,137.562666041,135.891666667,160.616666667,153.908817955,150.908333333,121.966666667,107.356631722,100.266666667,124.508333333,118.812199844,116.416666667,133.316666667,123.866118365,121.7,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,143.966666667,130.277797428,119.233333333,155.366666667,141.215872804,134.866666667,172.233333333,155.092506365,141.491666667,147.583333333,122.858913539,100.266666667,123.0,115.985850844,107.175,138.583333333,128.516937211,123.033333333,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,145.916666667,136.0182127,124.241666667,152.283333333,142.897733329,131.65,166.308333333,158.748241137,153.158333333,128.433333333,121.606550506,111.1,133.3,122.504618198,109.041666667,141.291666667,132.492074764,124.2,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,171.791666667,168.116101707,167.7,135.45,128.892372902,128.15,189.433333333,186.251836168,185.891666667,140.758333333,133.684180814,132.883333333,150.158333333,149.970197735,148.308333333,157.666666667,154.215677977,153.825,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,196.775,182.215867449,167.7,163.891666667,148.823658526,128.15,202.008333333,191.882459966,185.891666667,162.783333333,148.212134162,132.883333333,150.625,142.940506699,134.908333333,175.208333333,161.596248113,153.825,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,177.433333333,146.318805213,132.125,154.05,145.818932936,139.658333333,188.116666667,166.022202427,156.858333333,147.725,126.723030809,117.825,134.908333333,127.282442027,121.433333333,158.366666667,138.50494693,130.45,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,177.433333333,165.69039993,148.875,154.05,143.615323542,135.933333333,188.116666667,180.422573358,166.708333333,147.725,139.22618582,129.516666667,146.041666667,131.553698779,120.633333333,158.366666667,149.811822949,138.116666667,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,196.183333333,180.439880677,158.191666667,163.891666667,154.467569975,141.391666667,202.008333333,190.239764418,173.933333333,162.783333333,149.76831752,133.191666667,143.225,136.420641419,125.158333333,173.566666667,160.567298599,143.025,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,207.358333333,175.315962384,142.3,180.95,161.618306222,139.658333333,205.841666667,186.945996855,162.6,173.191666667,149.13020016,122.325,158.458333333,141.587415173,121.433333333,180.775,159.461042911,133.666666667,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,155.258333333,138.123532613,125.308333333,152.508333333,146.481431359,137.15,161.133333333,156.990195006,143.358333333,133.983333333,122.921524874,111.1,130.125,123.905160233,115.308333333,142.325,133.756890159,124.2,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,145.916666667,144.867241409,143.15,152.283333333,152.261206897,152.225,166.308333333,164.345402354,161.133333333,128.433333333,127.984482771,127.25,133.3,132.095689689,130.125,141.291666667,140.517241401,139.25,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,207.358333333,168.920324105,143.15,180.95,159.751500263,152.225,205.841666667,172.243925104,155.05,173.191666667,144.086215147,127.25,158.458333333,135.610004647,123.133333333,180.775,152.158795398,139.25,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,167.141666667,155.777619712,143.15,152.7,149.222884048,142.716666667,161.133333333,150.259694942,131.783333333,139.716666667,133.089694759,127.25,130.125,120.653097705,108.5,142.466666667,137.916814942,129.45,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,47.775,47.775,47.775,36.2333333333,36.2333333333,36.2333333333,40.0083333333,40.0083333333,40.0083333333,32.5,32.5,32.5,17.5833333333,17.5833333333,17.5833333333,31.8583333333,31.8583333333,31.8583333333,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,172.266666667,171.62423599,166.3,135.45,135.162495564,134.016666667,189.433333333,188.14842675,179.6,140.758333333,139.756854632,135.633333333,148.308333333,147.447134699,136.975,157.666666667,156.507507663,149.208333333,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,183.108333333,175.459595582,165.141666667,160.35,145.578600688,128.15,214.05,196.815987976,183.1,174.775,152.649312011,132.883333333,150.158333333,144.443359603,132.666666667,177.866666667,163.742688981,152.258333333,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,146.575,130.612766469,126.208333333,157.958333333,136.268883679,130.958333333,175.241666667,150.612703033,144.466666667,170.533333333,145.814077033,139.533333333,138.991666667,119.960739101,114.316666667,157.808333333,139.006762979,134.516666667,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,132.483333333,125.750701715,99.3916666667,136.0,129.063836677,96.7583333333,146.025,139.821086795,98.1,143.416666667,136.358378853,98.8083333333,122.083333333,114.250224644,86.225,138.358333333,132.117316798,99.9583333333,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,59.9333333333,54.2003836103,50.7583333333,51.3583333333,45.5548813394,35.2583333333,56.8166666667,50.9514341808,46.8333333333,48.6916666667,42.8161697449,34.575,34.25,26.9725766391,22.25,47.1666666667,41.0189633045,37.325,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,63.3416666667,63.3416666667,63.3416666667,56.5416666667,56.5416666667,56.5416666667,57.0,57.0,57.0,59.1666666667,59.1666666667,59.1666666667,50.725,50.725,50.725,58.8,58.8,58.8,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,78.35,71.7267980745,70.075,66.625,59.1747315702,57.3166666667,76.8333333333,74.1987263237,73.5416666667,72.925,67.5624075044,66.225,65.3916666667,58.4683196388,56.7416666667,67.225,60.8152345917,59.2166666667,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,50.1833333333,43.286850923,35.2083333333,42.7583333333,35.2274119286,27.3916666667,62.45,46.683296733,35.45,54.1583333333,33.4816883492,22.1833333333,55.05,33.283445314,16.625,55.2583333333,43.808111883,34.6666666667,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,83.2833333333,63.8972796318,62.9083333333,82.7166666667,58.3446197341,56.5416666667,90.8833333333,57.2085548103,55.1833333333,89.4,60.3087753537,58.95,71.9416666667,50.7393172475,49.4166666667,86.3666666667,61.5246343847,58.8,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,54.2833333333,39.4323253584,35.2083333333,48.9166666667,32.0247423721,27.3916666667,55.4833333333,40.0515913866,35.45,43.9,26.9881028173,22.1833333333,39.6916666667,22.0819304064,16.625,52.8583333333,38.9091561935,34.6666666667,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,45.3916666667,44.6498468723,35.2083333333,34.2833333333,33.8450705492,27.3916666667,44.95,40.3156155261,34.7333333333,31.0916666667,28.517352256,22.1833333333,23.075,20.7254913933,16.625,46.9416666667,41.7824977096,34.05,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,45.3916666667,45.3916666667,45.3916666667,34.2833333333,34.2833333333,34.2833333333,44.95,44.95,44.95,31.0916666667,31.0916666667,31.0916666667,23.075,23.075,23.075,46.9416666667,46.9416666667,46.9416666667,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,45.3916666667,40.913690863,35.2083333333,34.2833333333,31.2484502112,27.3916666667,44.95,40.5599277738,35.45,31.0916666667,27.0630958113,22.1833333333,23.075,20.1330091239,16.625,46.9416666667,41.3154336912,34.6666666667,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,50.25,46.0707911874,39.6833333333,42.7583333333,35.5227386481,29.6083333333,62.45,55.4407004948,51.3083333333,54.1583333333,39.775103461,29.25,55.05,45.0518180603,36.4333333333,55.2583333333,47.2861760819,40.875,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,50.25,49.9583333256,49.4166666667,40.0,39.3874999837,38.25,56.5583333333,55.2800000183,54.5916666667,39.05,38.8020833267,38.3416666667,43.675,42.9220833441,42.5166666667,49.4833333333,49.461666667,49.45,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,50.25,48.7385869239,47.675,40.0,39.6282608615,39.3666666667,54.5916666667,52.0432970464,50.25,39.05,38.1206521538,37.4666666667,42.5166666667,40.5405796675,39.15,49.45,47.4201086518,45.9916666667,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,50.25,46.7529465048,42.9083333333,40.0,37.5050976036,33.4916666667,54.5916666667,49.9686429315,44.7666666667,39.05,35.2202305143,30.325,42.5166666667,37.0394842257,30.15,49.45,46.0553376415,42.3666666667,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,166.391666667,110.912729969,74.4416666667,159.4,103.000546126,63.475,187.941666667,119.366734545,72.7,171.616666667,108.010147063,63.0333333333,141.35,91.6116937205,52.975,174.433333333,110.878898209,64.5166666667,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,48.25,42.5458747662,35.2083333333,34.2833333333,30.4571598987,26.6833333333,48.75,44.0974618237,35.45,32.25,29.3684823881,22.1833333333,23.4833333333,22.6717479996,16.625,52.775,46.000092188,34.6666666667,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,45.65,40.2661697571,37.5166666667,35.225,30.6581261754,28.1416666667,54.025,43.3818964653,39.6416666667,37.8333333333,27.9857214898,24.9083333333,31.575,26.5874510552,22.6083333333,55.525,42.587701586,39.5666666667,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,59.8333333333,51.9294762308,46.6,47.275,41.2088066174,39.0916666667,50.9,44.4575816038,40.5916666667,42.2083333333,35.1353088511,32.15,28.675,23.9400783233,22.025,45.475,42.2674493833,34.8166666667,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,54.9833333333,46.7117850775,37.7583333333,42.2666666667,35.2145387743,30.9416666667,46.6833333333,41.3726903674,34.7333333333,36.625,29.8504508392,24.5916666667,24.9666666667,21.4211157202,17.75,48.55,42.5598427231,34.05,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,43.1333333333,41.4687968744,41.0166666667,29.0416666667,28.5379152935,26.6833333333,48.75,45.5192264792,44.6416666667,32.25,29.9760072785,29.3583333333,23.4833333333,22.9656231748,22.825,52.775,47.6372181739,46.2416666667,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
