asdf_id,ambient_air_pollution_2013_o3.2012.mean,ambient_air_pollution_2013_o3.2011.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
243,57.50109362,56.87927212,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,58.43438757,57.77944194,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,60.22951843,59.48852603,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,58.87890439,58.20001367,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,58.32652581,57.55100845,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,58.57251998,57.8075866,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,56.87143909,56.23727707,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,57.93812097,57.26496415,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,56.64936158,56.01377081,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,61.09117428,60.30608204,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,59.8618272,59.11505379,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,56.13169815,55.63018695,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,57.77245578,57.15004069,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,62.48251542,61.62826892,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,62.19300579,61.35775664,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,62.7151092,61.85413095,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,65.19122353,64.1583922,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,72.78345471,71.41455667,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,67.83893532,66.70085728,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,79.44820639,77.81836155,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,84.02414913,82.23343674,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,84.43882611,82.61695608,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,80.62171941,78.87801486,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,61.77328605,60.94416863,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,65.87650344,64.85229524,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,59.76010999,59.02064052,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,61.62322623,60.81237317,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,71.97009387,70.64777914,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,80.54839087,78.80011467,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,75.32237522,73.78274958,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,58.85113499,58.14427194,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,59.49778352,58.76868748,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,76.06556482,74.57775938,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,73.49594825,72.11351982,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,74.26569448,72.84385623,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,77.77666084,76.20171369,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,76.30145731,74.77264939,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,74.12592837,72.68979887,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,63.3844755,62.49268165,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,64.4873782,63.53887772,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,64.47907766,63.53667064,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,70.24475395,69.00738322,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,74.04871002,72.41169193,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,74.82423491,73.18846094,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,75.08337403,73.45995057,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,77.36159023,75.62441105,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,68.94778142,67.63573509,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,76.75536901,75.11078395,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,79.27287891,77.55101717,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,54.32681643,53.79759564,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,84.00126341,82.05925212,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,81.67446947,79.84183623,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,81.7387698,79.74932346,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,71.41032264,69.99070374,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,81.51359821,79.74293827,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,62.38291587,61.54264372,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,64.51825656,63.57463119,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,55.69583242,55.16851615,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,58.39346713,57.71073623,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,58.21180288,57.53735622,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,57.21416497,56.5892892,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,52.4894309,51.63014863,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,49.11126683,48.55326428,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,59.44403541,59.27302009,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,53.08056446,52.69587303,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,58.15248476,57.90466524,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,57.12617391,56.8642274,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,60.22849836,60.01919765,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,60.8914294,60.71503691,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,60.42007365,60.22728075,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,56.70847608,56.35005762,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,60.23102886,60.04578143,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,57.83270462,57.66028588,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,59.19576257,59.03748731,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,58.38282567,58.25342949,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,81.03340975,79.35409353,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,78.00969749,76.39758726,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,63.20944595,62.33160613,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,50.28923251,49.9565687,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,53.38541872,53.01320254,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,50.67710811,50.20908847,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,50.5150954,50.03990135,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,57.27050874,57.01034665,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,49.61610812,49.10788833,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,51.16663632,50.72604911,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,54.11562892,53.74708309,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,55.74872355,55.38328843,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,57.85205365,57.58284832,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,57.57788528,57.28027246,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,55.0951892,54.6191438,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,57.5981381,56.95937957,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,59.83461242,59.11852622,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,59.04370644,58.85048946,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,55.88591917,55.5911662,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,56.90368675,56.73304037,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,50.88588739,50.55580322,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
