asdf_id,distance_to_drugdata_201708.none.mean,distance_to_drugdata_201708.none.max,distance_to_drugdata_201708.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
211,35423.2332,75141.4219371,0.0,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,50853.6776532,81819.1302926,16594.6943828,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,132600.474505,239402.683847,17153.6387468,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,27072.817591,98802.2937884,0.0,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,149730.570111,235116.302103,44013.948438,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,300499.15756,335374.704059,269202.785,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,364918.690162,410382.907512,327991.587848,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,279661.919633,397503.776997,173502.125512,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,306206.297739,396427.630809,199861.981864,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,137587.706482,159869.308067,113502.26158,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,194906.64627,293643.981133,138148.614747,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,284754.110678,349601.446519,227550.907489,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,183972.221907,253063.27896,107398.221015,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,251867.51823,314193.158503,199409.079503,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,309708.939814,370704.141222,252319.499311,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,384002.471461,433373.83774,345410.390477,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,351964.56755,412359.789531,309593.1305,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,384759.205307,444736.603245,328639.13579,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,437683.471871,480477.243991,392300.649285,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,88253.4517783,96779.0935201,81665.2116651,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,68164.1170579,82250.4360871,58706.4797317,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,149908.433509,161439.154154,138109.11074,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,147826.307101,182405.077337,112942.523446,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,88532.750094,157202.753631,6882.85521851,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,0.0,0.0,0.0,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,0.0,0.0,0.0,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,61827.6021899,72629.7691226,52522.6701997,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,121347.582441,141970.324218,98315.8406285,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,78743.6849171,84492.3496663,72619.4189797,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,53534.8543885,66207.1712962,42512.4401291,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,238180.017926,361236.672356,142209.530276,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,45464.4043428,61326.3550069,24426.8664923,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,176313.91803,211587.586678,150283.35,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,111876.526897,141693.548806,84453.5404286,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,108022.625264,132161.183714,90170.01,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,128880.40255,159189.03,91283.22,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,355825.400215,408177.309618,302629.230272,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,307214.944105,333172.669597,277114.662179,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,291881.468655,307527.58649,272428.475858,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,261542.577209,281801.249004,243774.281895,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,40046.9645834,71704.0077409,0.0,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,115178.204023,159519.353181,55687.8619045,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,193130.921391,248568.934646,143107.269962,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,137355.749718,165201.223938,99053.6825925,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,113794.941588,143604.09,83251.3085328,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,103244.285035,132255.122441,76395.9627844,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,56428.6256065,74476.0545832,43312.9188655,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,70495.4916376,81146.9004257,57534.8824943,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,113165.169759,151170.23018,79387.3185532,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,83029.5643715,100676.901232,64482.8055172,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,30396.4079814,98677.9452791,0.0,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,135421.405062,207070.585341,77552.5586976,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,132975.610134,151279.37098,117355.392901,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,151928.852253,183926.625753,112205.980195,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,243540.257599,298845.064479,176827.709891,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,14649.7403926,98220.5078026,0.0,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,23621.7662263,84337.2132266,0.0,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,1218.63682663,17655.9437217,0.0,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,0.0,0.0,0.0,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,29263.7794722,41423.596079,20240.2862012,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,197003.849575,308547.039938,122731.998062,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,168477.287584,241871.904906,108081.883493,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,9100.88962569,19254.6734888,0.0,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,9071.46586703,26940.5392017,0.0,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,70327.5978555,84402.3959559,51436.2444125,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,51808.0657165,69249.1440208,31160.697748,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,36448.1748759,55695.7593637,18094.8795311,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,179446.040828,261608.216808,80567.7743362,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,45911.4412951,64472.9976379,25380.3927814,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,30036.3682652,55147.0366102,16303.1346133,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,29969.0158959,65086.1901612,0.0,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,27483.1621983,56747.6939743,0.0,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,0.244815893172,1064.68683948,0.0,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,36028.1477889,48958.2202703,25330.4755457,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,593234.495196,667650.013765,514470.032544,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,538648.543094,613534.816886,460829.358798,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,426984.781674,505768.619085,373580.498185,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,500888.629243,628068.773074,423623.865295,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,294896.637776,520241.848843,107607.926809,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,333588.455893,425212.906564,239253.908404,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,361639.548064,434477.264485,282043.959647,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,68176.5982824,98804.9323372,36154.2335501,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,371895.615167,498031.324709,218639.762591,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,248276.383926,359587.189019,153153.927703,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,393719.209199,476661.55307,297228.505905,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,195254.381465,241871.904906,156302.312231,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,179736.582939,213500.052865,140637.291237,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,2899.14622986,28943.46,0.0,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,0.0,0.0,0.0,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,105986.61845,142016.563251,81866.9850757,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,7600.21607169,22269.9273525,0.0,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,28911.9024466,42688.312788,17726.4012923,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,51299.5701855,66222.8546358,36950.4956337,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,83181.5939439,194301.127895,0.0,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,25076.1289505,49868.5925987,7408.2245116,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,312571.365882,392309.389461,227289.482358,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,65144.8996004,72388.0507523,57493.9214546,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,173515.501051,223614.262814,116397.126716,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,162053.269545,183147.704607,140829.115103,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,229044.170604,254232.535609,205274.534908,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,301265.829573,315446.058228,292113.01162,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,266132.285882,278137.510361,257255.611499,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,130961.934626,146454.681113,110712.684451,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,297619.089537,347242.811157,256891.252106,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,426977.740273,469100.027285,377241.925872,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,389778.870982,418654.233903,361085.234379,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,474090.623054,534733.061626,434950.744907,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,89511.6761226,128016.86323,52275.5726868,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,110476.403778,145127.838148,67307.0093847,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,9874.41913835,50094.45,0.0,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,543018.965695,566623.89,530400.826117,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,311699.20245,334419.569495,291943.879168,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,69504.2964225,91967.1267904,53321.5515603,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,74141.5092382,83480.8974364,67240.6416069,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,177161.371389,209901.605491,141097.175795,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,71952.9887367,91959.098891,52984.0154755,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,90782.7251505,101614.907159,80802.5814882,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,121889.772053,152149.129132,95588.9323832,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,173422.764939,195717.221473,151099.113003,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,187473.06606,214056.966859,159930.748655,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,157985.087574,174214.76848,142784.830704,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,125280.719103,154927.803079,99634.7413379,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,48072.2892254,81545.9820576,16133.5594713,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,69165.6524889,99104.2697818,36144.1014017,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,336926.899429,390012.524085,263402.516128,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,319999.72606,354352.424424,287315.875372,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,470539.013477,492998.289897,441414.291928,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,483322.800496,531001.17,442705.360095,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
