system:index,country,id,level,name,system:time_start,total_volume,year,.geo
2015_00000000000000000143,Bolivia,323,Admin2,Puerto Acosta,1420070400000,1830443.0078431368,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000144,Bolivia,324,Admin2,Escoma,1420070400000,1081314.3333333335,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000145,Bolivia,325,Admin2,Charaña,1420070400000,761076.2274509805,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000146,Bolivia,326,Admin2,Achacachi,1420070400000,1.2112353294117646E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000147,Bolivia,327,Admin2,Taraco,1420070400000,915520.8039215688,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000148,Bolivia,328,Admin2,San Andrés de Machaca,1420070400000,964442.6235294116,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000000,Bolivia,0,Admin2,Esmeralda,1420070400000,292888.76470588235,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000001,Bolivia,1,Admin2,Quillacas,1420070400000,1268003.4039215685,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000002,Bolivia,2,Admin2,Pampa Aullagas,1420070400000,416792.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000008,Bolivia,8,Admin2,Huanuni,1420070400000,4900123.054901962,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000009,Bolivia,9,Admin2,Huachacalla,1420070400000,891227.4392156863,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000000a,Bolivia,10,Admin2,Huari,1420070400000,2342352.2156862747,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000000b,Bolivia,11,Admin2,Pazña,1420070400000,990041.7529411763,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000000d,Bolivia,13,Admin2,Santiago de Andamarca,1420070400000,788297.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000012,Bolivia,18,Admin2,Oruro,1420070400000,1.2887431769411767E8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000013,Bolivia,19,Admin2,Huayllamarca,1420070400000,552619.5098039216,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000002c,Bolivia,44,Admin2,Sabaya,1420070400000,2213358.9529411765,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000003f,Bolivia,63,Admin2,Poopó,1420070400000,1495611.5725490195,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000040,Bolivia,64,Admin2,San Pedro de Totora,1420070400000,869660.0588235294,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000042,Bolivia,66,Admin2,Turco,1420070400000,733356.6156862745,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000043,Bolivia,67,Admin2,Todos Santos,1420070400000,49585.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000047,Bolivia,71,Admin2,La Rivera,1420070400000,66275.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000006b,Bolivia,107,Admin2,Carangas,1420070400000,51488.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000006c,Bolivia,108,Admin2,Yunguyo de Litoral,1420070400000,86318.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000006d,Bolivia,109,Admin2,Cruz de Machacamarca,1420070400000,145089.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000006e,Bolivia,110,Admin2,Antequera,1420070400000,432334.46274509805,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000071,Bolivia,113,Admin2,Belén de Andamarca,1420070400000,183645.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000072,Bolivia,114,Admin2,Corque,1420070400000,1326070.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000075,Bolivia,117,Admin2,Machacamarca,1420070400000,982870.4470588235,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000007e,Bolivia,126,Admin2,El Choro,1420070400000,413366.20392156864,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000007f,Bolivia,127,Admin2,Toledo,1420070400000,1032579.7607843137,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000081,Bolivia,129,Admin2,Pari-Paria-Soracachi,1420070400000,1440605.3490196082,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000085,Bolivia,133,Admin2,Eucaliptus,1420070400000,1594403.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000088,Bolivia,136,Admin2,Caracollo,1420070400000,4606789.301960784,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000134,Bolivia,308,Admin2,Curahuara de Carangas,1420070400000,872502.3764705883,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000135,Bolivia,309,Admin2,Choque Cota,1420070400000,202170.0980392157,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000136,Bolivia,310,Admin2,Escara,1420070400000,328218.7843137255,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000137,Bolivia,311,Admin2,Coipasa,1420070400000,244708.89411764703,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000138,Bolivia,312,Admin2,Chipaya,1420070400000,130919.23529411765,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000013a,Bolivia,314,Admin2,Salinas de Garci Mendoza,1420070400000,2013518.862745098,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000014a,Bolivia,330,Admin2,Challapata,1420070400000,1.153787356862745E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000084,Bolivia,132,Admin2,Cobija,1420070400000,2.3408826400000006E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000092,Bolivia,146,Admin2,El Sena,1420070400000,661308.8941176471,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000093,Bolivia,147,Admin2,San Lorenzo,1420070400000,670769.505882353,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000d8,Bolivia,216,Admin2,Puerto Gonzalo Moreno,1420070400000,701185.2156862745,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000dc,Bolivia,220,Admin2,Porvenir,1420070400000,1692499.717647059,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000dd,Bolivia,221,Admin2,Bella Flor,1420070400000,944640.3960784315,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000de,Bolivia,222,Admin2,San Pedro,1420070400000,97894.79607843138,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000df,Bolivia,223,Admin2,Puerto Rico,1420070400000,1146806.71372549,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e0,Bolivia,224,Admin2,Santa Rosa,1420070400000,494505.0509803922,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e1,Bolivia,225,Admin2,Ingavi,1420070400000,163288.831372549,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e3,Bolivia,227,Admin2,Villa Nueva-Loma Alta,1420070400000,358693.5294117647,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e4,Bolivia,228,Admin2,Santos Mercado,1420070400000,108968.16862745098,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e5,Bolivia,229,Admin2,Nueva Esperanza,1420070400000,236269.88235294117,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e9,Bolivia,233,Admin2,Bolpebra,1420070400000,482870.4862745098,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000ea,Bolivia,234,Admin2,Filadelfia,1420070400000,1191380.6039215685,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000003,Bolivia,3,Admin2,Llallagua,1420070400000,1.1005673160784315E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000004,Bolivia,4,Admin2,Caripuyo,1420070400000,637568.4392156862,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000006,Bolivia,6,Admin2,Villa de Sacaca,1420070400000,1630110.368627451,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000007,Bolivia,7,Admin2,Acasio,1420070400000,613805.5686274511,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000027,Bolivia,39,Admin2,Tinguipaya,1420070400000,1521040.8000000003,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000028,Bolivia,40,Admin2,San Pedro de Buena Vista,1420070400000,1477024.1686274512,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000002a,Bolivia,42,Admin2,"Colcha ""K""",1420070400000,3665706.564705882,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000002e,Bolivia,46,Admin2,Tomave,1420070400000,2471363.560784314,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000002f,Bolivia,47,Admin2,Porco,1420070400000,2498422.952941177,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000031,Bolivia,49,Admin2,Yocalla,1420070400000,1378290.5098039217,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000032,Bolivia,50,Admin2,Urmiri,1420070400000,242500.6980392157,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000041,Bolivia,65,Admin2,Betanzos,1420070400000,5363064.8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000004c,Bolivia,76,Admin2,Colquechaca,1420070400000,2318747.5058823526,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000004d,Bolivia,77,Admin2,Pocoata,1420070400000,2677528.905882353,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000004e,Bolivia,78,Admin2,Llica,1420070400000,1361459.9098039214,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000005b,Bolivia,91,Admin2,San Antonio de Esmoruco,1420070400000,232096.80392156861,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000005d,Bolivia,93,Admin2,Mojinete,1420070400000,81018.20000000001,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000063,Bolivia,99,Admin2,Toro Toro,1420070400000,1378846.6823529413,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000064,Bolivia,100,Admin2,San Agustín,1420070400000,279531.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000066,Bolivia,102,Admin2,Tahua,1420070400000,319973.80784313724,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000067,Bolivia,103,Admin2,San Pablo de Lípez,1420070400000,396942.62745098036,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000073,Bolivia,115,Admin2,Vitichi,1420070400000,2417766.874509804,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000076,Bolivia,118,Admin2,Arampampa,1420070400000,415759.28627450974,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000b8,Bolivia,184,Admin2,"Caiza ""D""",1420070400000,1922755.3843137256,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000bb,Bolivia,187,Admin2,Chaquí,1420070400000,1861726.8039215682,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000bc,Bolivia,188,Admin2,Puna,1420070400000,4420514.8274509795,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000bd,Bolivia,189,Admin2,Ckochas,1420070400000,1688056.1098039218,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000c3,Bolivia,195,Admin2,Potosí,1420070400000,6.433484143921568E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000cc,Bolivia,204,Admin2,Ocurí,1420070400000,929620.0862745099,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000e8,Bolivia,232,Admin2,Chuquihuta,1420070400000,432456.0627450981,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000132,Bolivia,306,Admin2,Uyuni,1420070400000,1.256813574509804E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000139,Bolivia,313,Admin2,Chayanta,1420070400000,1433944.6039215687,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000013b,Bolivia,315,Admin2,Tupiza,1420070400000,1.6428055521568628E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000013c,Bolivia,316,Admin2,Atocha,1420070400000,1286017.105882353,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000013d,Bolivia,317,Admin2,San Pedro de Quemes,1420070400000,211295.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000149,Bolivia,329,Admin2,Tacobamba,1420070400000,715632.2666666668,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000014b,Bolivia,331,Admin2,Uncía,1420070400000,3442815.6470588236,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000014c,Bolivia,332,Admin2,Ravelo,1420070400000,1637675.4431372543,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000014f,Bolivia,335,Admin2,Cotagaita,1420070400000,4769245.05490196,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000151,Bolivia,337,Admin2,Villazón,1420070400000,1.7097149839215685E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000016,Bolivia,22,Admin2,Puerto Quijarro,1420070400000,7167765.10588235,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000001f,Bolivia,31,Admin2,La Guardia,1420070400000,3.568035298039214E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000020,Bolivia,32,Admin2,Moro Moro,1420070400000,825545.9215686277,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000021,Bolivia,33,Admin2,El Torno,1420070400000,1.097771462352941E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000022,Bolivia,34,Admin2,Samaipata,1420070400000,3672873.729411762,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000026,Bolivia,38,Admin2,San Juan de Yapacaní,1420070400000,4729888.211764706,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000034,Bolivia,52,Admin2,Saipina,1420070400000,1682088.4352941175,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000036,Bolivia,54,Admin2,Porongo,1420070400000,5906816.690196079,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000037,Bolivia,55,Admin2,Santa Cruz de la Sierra,1420070400000,6.243535500705884E8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000003a,Bolivia,58,Admin2,San Pedro,1420070400000,4286589.890196078,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000044,Bolivia,68,Admin2,Concepción,1420070400000,5698462.003921569,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000045,Bolivia,69,Admin2,Santa Rosa del Sara,1420070400000,5236318.321568627,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000057,Bolivia,87,Admin2,Buena Vista,1420070400000,3378601.874509804,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000058,Bolivia,88,Admin2,San Carlos,1420070400000,5914801.250980391,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000005a,Bolivia,90,Admin2,Portachuelo,1420070400000,7282770.105882353,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000c5,Bolivia,197,Admin2,Lagunillas,1420070400000,2060566.0196078431,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000f5,Bolivia,245,Admin2,Pucará,1420070400000,356015.14117647056,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000f8,Bolivia,248,Admin2,Boyuibe,1420070400000,935879.4980392157,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000f9,Bolivia,249,Admin2,Cuevo,1420070400000,1085969.9294117645,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000fa,Bolivia,250,Admin2,Camiri,1420070400000,1.4341884984313726E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000fc,Bolivia,252,Admin2,Vallegrande,1420070400000,6798424.31372549,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_000000000000000000fd,Bolivia,253,Admin2,Gutiérrez,1420070400000,2609854.0980392154,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000100,Bolivia,256,Admin2,Postrer Valle,1420070400000,419366.17647058825,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000101,Bolivia,257,Admin2,Trigal,1420070400000,805506.2980392157,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000102,Bolivia,258,Admin2,Quirusillas,1420070400000,358174.85098039213,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000103,Bolivia,259,Admin2,Cabezas,1420070400000,1.5951166603921568E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000104,Bolivia,260,Admin2,Cotoca,1420070400000,1.7087820611764703E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000105,Bolivia,261,Admin2,Yapacaní,1420070400000,1.861852869411765E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000106,Bolivia,262,Admin2,Cuatro Cañadas,1420070400000,1.5604597980392154E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000107,Bolivia,263,Admin2,San Ramón,1420070400000,2141817.5764705883,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000108,Bolivia,264,Admin2,San Javier,1420070400000,4037987.85490196,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000109,Bolivia,265,Admin2,San Miguel de Velasco,1420070400000,2206529.0705882353,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000010e,Bolivia,270,Admin2,Montero,1420070400000,4.056827742745098E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000010f,Bolivia,271,Admin2,Ascensión de Guarayos,1420070400000,1.0568959988235293E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000113,Bolivia,275,Admin2,Okinawa Uno,1420070400000,5652334.545098038,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000114,Bolivia,276,Admin2,Warnes,1420070400000,3.262024566666667E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000115,Bolivia,277,Admin2,Gral. Saavedra,1420070400000,3532292.7960784314,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000116,Bolivia,278,Admin2,Pailón,1420070400000,3.3685878847058825E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000117,Bolivia,279,Admin2,Fernández Alonso,1420070400000,4043415.1725490196,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000118,Bolivia,280,Admin2,Mineros,1420070400000,6163721.749019608,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000119,Bolivia,281,Admin2,Pampa Grande,1420070400000,2429504.243137255,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000011a,Bolivia,282,Admin2,Mairana,1420070400000,4220651.666666666,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000011c,Bolivia,284,Admin2,Colpa Belgica,1420070400000,2467316.564705882,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000011d,Bolivia,285,Admin2,Puerto Suárez,1420070400000,5512859.321568628,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000011e,Bolivia,286,Admin2,Carmen Rivero Tórrez,1420070400000,1874999.4666666666,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000011f,Bolivia,287,Admin2,Roboré,1420070400000,5068157.894117647,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000120,Bolivia,288,Admin2,San Matías,1420070400000,4465928.694117648,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000121,Bolivia,289,Admin2,Charagua,1420070400000,1.2183707239215687E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000122,Bolivia,290,Admin2,San José de Chiquitos,1420070400000,1.2449030654901959E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000123,Bolivia,291,Admin2,San Rafael,1420070400000,1681270.894117647,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000125,Bolivia,293,Admin2,San Ignacio de Velasco,1420070400000,1.5077905494117647E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000126,Bolivia,294,Admin2,Urubichá,1420070400000,1028478.2,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000129,Bolivia,297,Admin2,San Antonio de Lomerío,1420070400000,759295.7450980392,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000013e,Bolivia,318,Admin2,San Julián,1420070400000,1.7408881866666667E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000013f,Bolivia,319,Admin2,El Puente,1420070400000,4797373.1725490205,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000140,Bolivia,320,Admin2,Comarapa,1420070400000,3834952.0470588235,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000030,Bolivia,48,Admin2,Villamontes,1420070400000,2.4290525545098037E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000048,Bolivia,72,Admin2,Entre Ríos,1420070400000,6306497.176470588,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000005c,Bolivia,92,Admin2,Uriondo,1420070400000,5024328.666666666,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000005e,Bolivia,94,Admin2,Yacuiba,1420070400000,3.737571757647057E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_0000000000000000005f,Bolivia,95,Admin2,Yunchará,1420070400000,1512000.8156862746,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000060,Bolivia,96,Admin2,Caraparí,1420070400000,5978775.313725491,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000061,Bolivia,97,Admin2,Villa San Lorenzo,1420070400000,8858589.584313724,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000062,Bolivia,98,Admin2,El Puente,1420070400000,2717591.0039215693,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000065,Bolivia,101,Admin2,Tarija,1420070400000,1.0255923742352942E8,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000141,Bolivia,321,Admin2,Bermejo,1420070400000,1.5948040615686271E7,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_00000000000000000152,Bolivia,338,Admin2,Padcaya,1420070400000,4111390.407843137,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
