year,total_sol,urban_sol,agriculture_sol,city,cityCode
2001,0.0,0.0,0.0,Loreto,
2001,1.066744327545166,0.0,0.0,San Ignacio,
2001,0.0,0.0,0.0,San Javier,
2001,0.0,0.0,0.0,Huacaraje,
2001,10.608243227005005,0.0,4.411645889282227,San Joaquín,
2001,0.0,0.0,0.0,San Ramón,
2001,0.0,0.0,0.0,Magdalena,
2001,0.0,0.0,0.0,Santa Rosa,
2001,0.0,0.0,0.0,Puerto Menor de Rurrenabaque,
2001,40.064234495162964,38.75648069381714,1.3077538013458252,Santa Ana,
2001,39.05093324184418,37.501235127449036,1.5496981143951416,San Borja,
2001,7.780983805656433,6.469482779502869,0.0,Reyes,
2001,0.0,0.0,0.0,Puerto Siles,
2001,0.0,0.0,0.0,Exaltación,
2001,59.524325370788574,59.524325370788574,0.0,Riberalta,
2001,58.96751724645203,58.65008246898651,0.0,Guayaramerín,
2001,0.0,0.0,0.0,San Andrés,
2001,0.0,0.0,0.0,Baures,
2001,155.3943648338318,116.56144118309021,10.932114839553833,Trinidad,
2001,0.0,0.0,0.0,San Lucas,
2001,0.0,0.0,0.0,Culpina,
2001,2.759408712387085,0.0,2.759408712387085,Incahuasi,
2001,8.014393095409169,0.0,5.033682946597828,Las Carreras,
2001,1.031463861465454,0.0,1.031463861465454,Villa Abecia,
2001,0.0,0.0,0.0,Azurduy,
2001,1.100569248199463,0.0,0.0,Tarvita,
2001,2.32015860080719,0.0,2.32015860080719,El Villar,
2001,0.0,0.0,0.0,Huacaya,
2001,0.0,0.0,0.0,Huacareta,
2001,31.41248321533203,6.586752414703369,7.814785480499268,Monteagudo,
2001,1.1852070093154907,0.0,1.1852070093154907,Alcalá,
2001,0.0,0.0,0.0,Sopachui,
2001,0.0,0.0,0.0,Villa Ricardo Mugia - Icla,
2001,10.27344036102295,0.0,9.157086849212646,Yotala,
2001,0.0,0.0,0.0,Yamparáez,
2001,0.0,0.0,0.0,Tomina,
2001,24.206877946853638,6.753687500953674,15.951115250587463,Tarabuco,
2001,0.0,0.0,0.0,Zudañez,
2001,1.2381069660186768,0.0,1.2381069660186768,Villa Vaca Guzmán,
2001,7.092660069465637,2.839393973350525,4.253266096115112,Padilla,
2001,0.0,0.0,0.0,Mojocoya,
2001,6.558652877807617,0.0,5.09172523021698,Villa Serrano,
2001,391.28512620925903,83.88495457172394,29.734163999557495,Macharetí,
2001,1389.4225890636444,1217.341287970543,145.5978411436081,Sucre,
2001,1.5025826692581177,0.0,1.5025826692581177,Presto,
2001,0.0,0.0,0.0,Poroma,
2001,6.261099219322205,0.0,4.92028272151947,Villa Charcas,
2001,34.40890908241272,0.0,2.8307595252990723,Camargo,
2001,35.06747794151306,30.110130548477173,4.957347393035889,Aiquile,
2001,0.0,0.0,0.0,Villa Rivero,
2001,0.0,0.0,0.0,Arbieto,
2001,0.0,0.0,0.0,Sicaya,
2001,36.257776737213135,27.51296293735504,8.744813799858093,Capinota,
2001,5.4288301131304575,0.0,5.4288301131304575,Arque,
2001,6.460663199424744,0.0,6.460663199424744,San Benito,
2001,0.0,0.0,0.0,Omereque,
2001,894.329918498619,832.7845812348759,61.545337263743086,Quillacollo,
2001,1094.1519089652043,970.0199619447484,121.5030865468231,Sacaba,
2001,310.8695349557727,245.37592961180445,65.49360534396826,Tiquipaya,
2001,527.8479083505331,466.8407343013614,61.00717404917174,Colcapirhua,
2001,37.48195214972777,26.860668150583905,8.751258364378238,Sipesipe,
2001,100.3548281146031,94.14188705519135,6.212941059411741,Vinto,
2001,9.722445011138916,9.722445011138916,0.0,Tarata,
2001,8.803606390953064,0.0,7.579705357551575,Totora,
2001,6.12870466709137,0.0,6.12870466709137,Morochata,
2001,0.0,0.0,0.0,Sacabamba,
2001,3.2269434928894043,1.118034839630127,2.1089086532592773,Anzaldo,
2001,0.2713802188050513,0.0,0.2713802188050513,Toco,
2001,0.0,0.0,0.0,Villa Gualberto Villarroel,
2001,0.0,0.0,0.0,Tacachi,
2001,129.65370769687726,21.966920137405396,101.41952653118207,Cliza,
2001,0.0,0.0,0.0,Tacopaya,
2001,3.4524205923080444,2.380292773246765,1.0721278190612793,Santivañez,
2001,9.877561849238825,2.5758432149887085,7.3017186342501175,Tolata,
2001,9858.058174267002,9604.697183087294,229.24334007478225,Cochabamba,
2001,20.27166759967804,16.997119188308716,3.2745484113693237,Arani,
2001,48.61785113811493,43.380029916763306,5.2378212213516235,Punata,
2001,0.18601831174364278,0.0,0.18601831174364278,Tapacarí,
2001,0.0,0.0,0.0,Bolivar,
2001,11.042696125834595,0.0,11.042696125834595,Cocapata,
2001,3.3024308316847857,2.175437771572786,0.0,Villa Tunari,
2001,12.050127744674683,7.563471555709839,0.0,Chimoré,
2001,18.169057846069336,7.155731678009033,11.013326168060303,Tiraque,
2001,10.941747960857317,4.61735850315468,0.0,Shinahota,
2001,2.1456843614578247,0.0,2.1456843614578247,Vacas,
2001,2.352752208709717,0.0,2.352752208709717,Pocona,
2001,9.396523475646973,3.1833020448684692,5.130235910415649,Puerto Villarroel,
2001,0.0,0.0,0.0,Ayopaya,
2001,0.0,0.0,0.0,Pojo,
2001,422.8034690618515,67.85979795455933,7.518383502960205,Entre Ríos,
2001,7.016410827636719,0.0,7.016410827636719,Colomi,
2001,0.0,0.0,0.0,Alalay,
2001,3.730034589767456,0.0,3.730034589767456,Vila Vila,
2001,9.664321899414062,0.0,9.664321899414062,Mizque,
2001,0.0,0.0,0.0,Pasorapa,
2001,3.6351985931396484,0.0,0.0,Chacarilla,
