asdf_id,ambient_air_pollution_2013_fus_calibrated.2012.mean,surface_pm25_annual_v5gl03.2012.mean,modis_lst_mod11c3_061_day_annual_mean.2012.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
212,11.4269861004,34.8063969194,299.272655581,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,12.6799414741,36.5928080649,302.166536045,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,13.1442763831,36.7125218509,300.587079733,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,13.0746836801,34.9464196598,302.078029087,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,14.808942173,30.042781209,300.95322664,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,15.5052491142,31.4490604934,302.609315991,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,13.5910030187,32.9388389457,303.765621629,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,14.5142591043,30.0197809809,301.830433797,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,10.8414251831,28.651929782,301.423620974,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,13.0164386018,29.2249225017,300.976639333,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,13.641614898,29.1121851804,300.697042329,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,12.8711562055,29.5137101663,300.834450394,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,13.6645008621,27.8467176718,300.856186643,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,13.6447834555,27.8488971599,301.031863698,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,13.8265593378,30.8106428584,301.839769993,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,14.7067230267,29.0472920847,300.931674542,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,14.2160246333,28.2759725031,301.190768413,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,14.7714148622,29.7304352751,301.364620963,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,10.7866411675,21.4024168274,292.206149951,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,6.32426381052,21.9909444205,291.464822195,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,5.8706983882,21.497754977,298.199164852,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,10.4901477108,27.6844994454,300.35071982,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,10.8843472144,30.0961821059,300.409172071,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,10.5583178072,34.3379211407,296.826851905,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,8.76934177831,33.4635653523,295.269336758,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,6.13630761494,22.9838250362,293.994544828,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,6.05618444773,23.2922814969,294.789666108,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,8.77876429109,21.3831245434,292.872613576,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,6.56817981027,21.3724938379,294.366189231,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,9.06305174168,18.7315080937,298.305783065,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,5.72013548936,21.4695732999,290.646893995,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,7.66573064216,18.433205262,297.064492272,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,6.25702703751,18.3961405972,301.389777941,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,7.7211205879,19.9753058624,297.831016704,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,7.22240492381,18.9799270889,298.789984312,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,11.1450280627,20.7131568128,301.623839925,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,11.1105443598,21.4113821567,301.063279556,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,9.09576954406,17.9527946911,300.018052575,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,9.50458712824,19.9494256058,300.084436999,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,10.2904494614,31.9510123194,292.766690614,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,8.85596547987,21.3005290215,297.190574196,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,9.55484112596,21.4248863479,300.305371523,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,5.64391156468,17.2438302014,298.789353879,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,5.96086612841,18.1525032957,298.40495588,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,9.660287559,21.6674274415,296.294033582,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,8.75665266656,22.1260409278,297.449530925,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,9.41053059739,22.944571721,294.855323389,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,12.3849200901,26.2840925074,302.095545088,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,21.4762316249,33.1710440522,302.287462824,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,14.1805949577,37.7792698823,299.787323657,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,19.6788127841,32.034540973,305.141850772,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,17.554885324,29.7406649851,301.280154782,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,19.642181661,30.9953544025,301.096538837,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,16.3070971081,26.3406816214,301.299766463,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,11.0866258861,35.6439704242,296.718647638,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,13.5489072715,38.230922539,299.298788009,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,9.82574430464,32.0739703413,291.428315613,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,11.0381689346,36.4845838398,298.556725993,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,17.2900031555,36.1096801854,302.339747444,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,17.9659335564,34.44318861,300.823924494,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,16.3676445806,37.5518644902,301.259613633,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,7.7098961111,27.2243788686,295.17945644,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,7.53746540706,26.2979669976,297.207786158,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,19.8706934864,35.4025728541,303.073575699,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,18.648698954,35.3273339318,303.258065333,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,18.9071282676,37.4657630027,303.047080262,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,20.5186416629,31.300684809,303.950196628,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,18.3905099609,38.2188152889,303.249636173,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,18.7024573453,38.4331384809,302.811805654,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,9.34193905125,24.7114409758,297.017782487,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,9.8562264637,27.2433788253,295.394417217,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,12.6403431726,37.1022502262,299.60235864,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,15.3601257252,34.6601307749,300.981586776,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,13.1592750126,19.0846703089,303.381401635,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,11.8685573691,19.817331811,302.84283145,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,13.8592401872,21.91559066,302.467820109,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,13.0700291605,20.946612108,302.956557385,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,13.3480197916,24.8719660716,302.779505763,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,15.2063761685,23.9911884593,302.081524195,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,15.630765912,23.8025446707,301.883790592,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,6.63679255481,28.3238511766,294.19772819,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,17.8823599809,28.1242003568,301.621121957,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,19.1998483432,31.2352864104,300.153594637,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,20.2683315482,30.3658022242,301.699342807,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,14.9764640273,36.6274950288,301.604114154,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,15.9093133534,27.6702283976,301.16484057,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,10.870641428,32.1334177379,293.856207924,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,13.1573256532,35.9797374379,298.374255836,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,5.5901559385,17.2781173769,298.539102861,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,7.75490333135,30.8012576615,289.891375703,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,6.69984267929,25.3481397684,295.015483409,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,5.0285699622,21.7258409673,298.79685964,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,11.7836369414,34.1338532255,301.020439823,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,5.82688385101,26.6536498883,291.657486792,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,6.32112773836,16.5374802694,298.541581686,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,5.76063987894,20.3148604504,295.82545572,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,6.04143017931,14.0152957206,298.516707624,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,6.11407112043,15.8518762135,298.353806349,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,5.70002537173,14.3328613814,300.844531037,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,16.7785492053,14.1054835112,293.176267155,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,8.41046559392,13.5557638586,297.336269124,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,6.10539530271,22.1701271221,297.202358085,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,7.21322131839,13.3410524762,299.422537472,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,6.16624857275,15.8612971658,298.092957011,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,6.43615622368,17.7726729187,296.893265863,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,5.27519786369,15.9903803711,301.252926056,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,19.1058889919,34.8464247794,303.922706405,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,17.4949728774,36.5911837073,300.877162149,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,10.5686413386,28.8812383788,294.979896817,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,7.31243794724,21.2126399939,298.493708868,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,6.64118866344,15.3340865582,298.793734089,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,5.20288350006,21.2975019933,293.520433259,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,4.32981802488,21.0289018115,293.14931932,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,6.18672547725,11.45320263,298.53696231,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,7.70962354497,21.905811039,293.400124271,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,7.18144359807,19.7903178338,291.839255523,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,7.03512353518,17.9799537218,299.820780924,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,5.73620558915,17.7363539759,296.562762807,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,5.34912992851,19.9100870955,296.390658751,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,5.32790498815,21.3265063531,297.105702597,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,5.49051704985,19.9197189309,295.920506719,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,5.31731785271,20.4276287586,299.468297291,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,6.74113678854,19.211947437,300.793957945,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,5.36570706839,15.0819314325,299.017013046,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,5.94768259859,16.010065928,298.41015466,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,6.25041511073,15.8536109438,299.713834522,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,7.78348120836,17.8136710064,295.928144305,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
