esaLandCover2012_grassland,esaLandCover2012_count,esaLandCover2012_sparse_vegetation,esaLandCover2012_bare_areas,esaLandCover2012_shrubland,esaLandCover2012_no_data,esaLandCover2012_rainfed_cropland,esaLandCover2012_water_bodies,esaLandCover2012_forest,esaLandCover2012_wetland,esaLandCover2012_mosaic_cropland,esaLandCover2012_irrigated_cropland,esaLandCover2012_snow_ice,esaLandCover2012_urban,esaLandCover2013_grassland,esaLandCover2013_count,esaLandCover2013_sparse_vegetation,esaLandCover2013_bare_areas,esaLandCover2013_shrubland,esaLandCover2013_no_data,esaLandCover2013_rainfed_cropland,esaLandCover2013_water_bodies,esaLandCover2013_forest,esaLandCover2013_wetland,esaLandCover2013_mosaic_cropland,esaLandCover2013_irrigated_cropland,esaLandCover2013_snow_ice,esaLandCover2013_urban,esaLandCover2014_grassland,esaLandCover2014_count,esaLandCover2014_sparse_vegetation,esaLandCover2014_bare_areas,esaLandCover2014_shrubland,esaLandCover2014_no_data,esaLandCover2014_rainfed_cropland,esaLandCover2014_water_bodies,esaLandCover2014_forest,esaLandCover2014_wetland,esaLandCover2014_mosaic_cropland,esaLandCover2014_irrigated_cropland,esaLandCover2014_snow_ice,esaLandCover2014_urban,esaLandCover2015_grassland,esaLandCover2015_count,esaLandCover2015_sparse_vegetation,esaLandCover2015_bare_areas,esaLandCover2015_shrubland,esaLandCover2015_no_data,esaLandCover2015_rainfed_cropland,esaLandCover2015_water_bodies,esaLandCover2015_forest,esaLandCover2015_wetland,esaLandCover2015_mosaic_cropland,esaLandCover2015_irrigated_cropland,esaLandCover2015_snow_ice,esaLandCover2015_urban,esaLandCover2016_grassland,esaLandCover2016_count,esaLandCover2016_sparse_vegetation,esaLandCover2016_bare_areas,esaLandCover2016_shrubland,esaLandCover2016_no_data,esaLandCover2016_rainfed_cropland,esaLandCover2016_water_bodies,esaLandCover2016_forest,esaLandCover2016_wetland,esaLandCover2016_mosaic_cropland,esaLandCover2016_irrigated_cropland,esaLandCover2016_snow_ice,esaLandCover2016_urban,id
3920,7582,793,498,439,0,137,4,27,0,1763,0,0,1,3930,7582,778,501,439,0,137,4,27,0,1764,0,0,2,3976,7582,726,499,439,0,137,4,27,0,1771,0,0,3,3975,7582,726,499,439,0,137,4,27,0,1771,0,0,4,3975,7582,726,499,439,0,137,4,27,0,1771,0,0,4,156
1466,5755,1206,41,2678,0,24,0,173,20,103,0,0,44,1466,5755,1199,41,2682,0,24,0,173,20,103,0,0,47,1479,5755,1187,40,2681,0,24,0,173,20,103,0,0,48,1479,5755,1187,40,2678,0,23,0,173,20,103,0,0,52,1479,5755,1187,40,2678,0,23,0,173,20,103,0,0,52,157
1900,8089,661,94,4470,0,19,0,603,29,47,0,262,4,1900,8089,660,93,4470,0,19,0,603,29,47,0,262,6,1900,8089,660,93,4469,0,19,0,603,29,47,0,262,7,1900,8089,660,93,4469,0,19,0,603,29,47,0,262,7,1896,8089,660,93,4466,0,21,0,607,29,48,0,262,7,158
811,1964,719,23,144,0,30,0,2,0,76,0,0,159,808,1964,683,23,136,0,30,0,2,0,76,0,0,206,807,1964,662,23,128,0,30,0,2,0,76,0,0,236,799,1964,659,23,124,0,30,0,2,0,76,0,0,251,800,1964,658,23,124,0,30,0,2,0,76,0,0,251,159
1762,3812,603,105,114,0,63,28,12,0,36,0,21,1068,1707,3812,582,125,114,0,62,28,12,0,36,0,21,1125,1713,3812,528,111,114,0,62,28,12,0,36,0,21,1187,1692,3812,500,100,114,0,62,28,12,0,36,0,21,1247,1685,3812,507,100,114,0,62,28,12,0,36,0,21,1247,160
225,6363,0,24,1842,0,21,0,3704,89,319,0,139,0,225,6363,0,24,1842,0,21,0,3704,89,319,0,139,0,225,6363,0,24,1836,0,21,0,3710,89,319,0,139,0,225,6363,0,24,1836,0,21,0,3710,89,319,0,139,0,225,6363,0,24,1836,0,21,0,3709,89,320,0,139,0,161
8458,17305,5683,364,2014,0,118,0,550,27,35,0,0,56,8456,17305,5683,362,2014,0,118,0,550,27,35,0,0,60,8595,17305,5562,336,2013,0,118,0,550,27,35,0,0,69,8591,17305,5562,336,2013,0,118,0,550,27,35,0,0,73,8530,17305,5623,336,2013,0,118,0,550,27,35,0,0,73,162
386,1138,10,0,442,0,122,149,23,6,0,0,0,0,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,163
7157,10893,376,570,1985,0,171,148,76,25,385,0,0,0,7157,10893,376,570,1985,0,171,148,76,25,385,0,0,0,7153,10893,374,570,1985,0,173,148,76,25,389,0,0,0,7153,10893,374,570,1985,0,173,148,76,25,389,0,0,0,7148,10893,374,538,1984,0,181,148,76,25,419,0,0,0,164
1443,2095,39,0,382,0,126,15,13,0,77,0,0,0,1443,2095,39,0,382,0,126,15,13,0,77,0,0,0,1390,2095,39,0,382,0,178,15,13,0,78,0,0,0,1390,2095,39,0,382,0,178,15,13,0,78,0,0,0,1387,2095,39,0,382,0,181,15,13,0,78,0,0,0,165
55,140,0,0,75,0,0,2,8,0,0,0,0,0,55,140,0,0,75,0,0,2,8,0,0,0,0,0,55,140,0,0,75,0,0,2,8,0,0,0,0,0,55,140,0,0,75,0,0,2,8,0,0,0,0,0,55,140,0,0,75,0,0,2,8,0,0,0,0,0,166
8310,13776,1149,138,1427,0,505,116,135,78,1668,0,233,17,8315,13776,1143,136,1427,0,505,116,135,78,1668,0,233,20,8322,13776,1133,136,1427,0,505,116,135,78,1669,0,233,22,8320,13776,1132,136,1427,0,505,116,135,78,1669,0,233,25,8317,13776,1135,136,1427,0,505,116,135,78,1669,0,233,25,167
697,988,0,0,122,0,9,0,128,0,32,0,0,0,697,988,0,0,122,0,9,0,128,0,32,0,0,0,697,988,0,0,122,0,9,0,128,0,32,0,0,0,697,988,0,0,122,0,9,0,128,0,32,0,0,0,694,988,0,0,125,0,9,0,128,0,32,0,0,0,168
11,11954,0,0,208,0,0,0,11695,6,32,0,0,2,11,11954,0,0,208,0,0,0,11695,6,32,0,0,2,11,11954,0,0,208,0,0,0,11691,10,32,0,0,2,11,11954,0,0,208,0,0,0,11691,10,32,0,0,2,11,11954,0,0,208,0,0,0,11689,11,33,0,0,2,169
159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,159,7582,0,0,53,0,49,0,6998,1,322,0,0,0,170
371,1289,0,0,679,0,0,0,235,2,2,0,0,0,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,171
668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,666,2558,4,0,664,0,24,0,1079,0,119,0,1,1,172
1479,6143,2325,1172,251,0,14,0,63,0,839,0,0,0,1482,6143,2322,1172,251,0,14,0,63,0,839,0,0,0,1825,6143,1995,1156,251,0,14,0,63,0,839,0,0,0,1825,6143,1995,1156,251,0,14,0,63,0,839,0,0,0,1854,6143,1968,1146,251,0,14,0,63,0,847,0,0,0,173
3400,19364,88,14,6727,0,668,0,7965,0,502,0,0,0,3382,19364,88,14,6703,0,676,0,8001,0,500,0,0,0,3376,19364,88,14,6701,0,684,0,7992,0,509,0,0,0,3376,19364,88,14,6701,0,684,0,7992,0,509,0,0,0,3376,19364,88,14,6617,0,683,0,8087,0,499,0,0,0,174
0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,175
2447,22371,644,68,6478,0,44,28,11232,49,202,0,261,918,2433,22371,604,68,6459,0,47,28,11232,49,205,0,261,985,2427,22371,593,68,6434,0,47,28,11232,49,205,0,261,1027,2427,22371,591,68,6430,0,47,28,11232,49,205,0,261,1033,2420,22371,580,68,6448,0,47,28,11232,49,205,0,261,1033,176
3778,20781,83,173,5799,0,106,8,9328,40,303,0,1161,2,3778,20781,82,173,5799,0,106,8,9328,40,303,0,1161,3,3777,20781,82,173,5800,0,111,8,9322,40,304,0,1161,3,3777,20781,82,173,5800,0,111,8,9322,40,304,0,1161,3,3767,20781,82,173,5807,0,111,8,9325,40,304,0,1161,3,177
4,30995,0,0,12,0,16,1,30162,99,700,0,0,1,4,30995,0,0,12,0,16,1,30162,99,700,0,0,1,4,30995,0,0,12,0,16,1,30176,99,685,0,0,2,4,30995,0,0,12,0,16,1,30175,99,685,0,0,3,4,30995,0,0,12,0,16,1,30175,99,685,0,0,3,178
3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,3275,6760,5,0,2067,0,22,0,1300,14,76,0,0,1,179
1780,39459,23,66,4047,0,71,5,31229,131,1627,0,479,1,1780,39459,23,66,4047,0,71,5,31229,131,1627,0,479,1,1780,39459,23,66,4047,0,70,5,31228,131,1626,0,479,4,1780,39459,23,66,4047,0,69,5,31228,131,1626,0,479,5,1780,39459,23,66,4047,0,69,5,31226,133,1626,0,479,5,180
0,15054,0,0,12,0,11,125,13585,87,1234,0,0,0,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,181
5,16360,0,0,51,0,17,0,15574,44,668,0,0,1,5,16360,0,0,51,0,17,0,15574,44,668,0,0,1,5,16360,0,0,51,0,17,0,15574,44,668,0,0,1,5,16360,0,0,51,0,17,0,15573,44,668,0,0,2,5,16360,0,0,51,0,17,0,15573,44,668,0,0,2,182
5734,26986,94,1,3050,0,117,17,17552,14,359,0,47,1,5734,26986,94,1,3050,0,117,17,17552,14,359,0,47,1,5734,26986,94,1,3052,0,117,17,17550,14,359,0,47,1,5734,26986,94,1,3052,0,117,17,17550,14,359,0,47,1,5734,26986,94,1,3044,0,112,17,17583,14,339,0,47,1,183
2635,14764,5695,769,5604,0,12,2,26,0,0,0,0,21,2635,14764,5695,769,5604,0,12,2,26,0,0,0,0,21,2632,14764,5697,770,5604,0,12,2,26,0,0,0,0,21,2632,14764,5697,770,5604,0,12,2,26,0,0,0,0,21,2541,14764,5788,770,5604,0,12,2,26,0,0,0,0,21,184
993,1936,37,0,626,0,86,90,81,15,4,0,0,4,993,1936,36,0,626,0,86,90,81,15,4,0,0,5,993,1936,35,0,626,0,86,90,81,15,4,0,0,6,992,1936,35,0,626,0,86,90,81,15,4,0,0,7,992,1936,35,0,626,0,86,90,81,15,4,0,0,7,185
3909,15130,309,21,5855,0,710,0,3228,0,1098,0,0,0,3906,15130,309,21,5825,0,708,0,3275,0,1086,0,0,0,3906,15130,309,21,5734,0,708,0,3377,0,1075,0,0,0,3906,15130,309,21,5734,0,708,0,3377,0,1075,0,0,0,3901,15130,309,21,5632,0,706,0,3503,0,1058,0,0,0,186
3590,5209,895,215,331,0,48,0,40,0,90,0,0,0,3578,5209,907,215,331,0,48,0,40,0,90,0,0,0,3557,5209,928,215,331,0,48,0,40,0,90,0,0,0,3557,5209,928,215,331,0,48,0,40,0,90,0,0,0,3403,5209,1082,215,331,0,48,0,40,0,90,0,0,0,187
7473,16527,4675,2541,1326,0,68,12,110,2,262,0,0,58,7469,16527,4684,2537,1326,0,68,12,110,2,261,0,0,58,7422,16527,4733,2535,1326,0,68,12,110,2,261,0,0,58,7422,16527,4733,2535,1326,0,68,12,110,2,261,0,0,58,7233,16527,4993,2464,1326,0,68,12,110,2,261,0,0,58,188
7167,23327,8495,876,6247,0,294,0,165,9,71,0,0,3,7164,23327,8493,878,6247,0,297,0,165,9,71,0,0,3,7094,23327,8535,879,6247,0,322,0,165,9,73,0,0,3,7094,23327,8535,879,6247,0,322,0,165,9,73,0,0,3,6565,23327,9059,878,6244,0,326,0,168,9,75,0,0,3,189
598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,598,9945,2,0,1974,0,577,0,5610,0,1184,0,0,0,621,9945,2,0,1911,0,574,0,5684,0,1153,0,0,0,190
116,14361,0,0,1815,0,203,0,11902,0,325,0,0,0,116,14361,0,0,1815,0,203,0,11902,0,325,0,0,0,118,14361,0,0,1884,0,203,0,11829,0,327,0,0,0,118,14361,0,0,1884,0,203,0,11829,0,327,0,0,0,118,14361,0,0,1884,0,203,0,11829,0,327,0,0,0,191
501,8738,0,0,971,0,32,0,7092,6,136,0,0,0,501,8738,0,0,971,0,32,0,7092,6,136,0,0,0,502,8738,0,0,985,0,36,0,7068,6,141,0,0,0,502,8738,0,0,985,0,36,0,7068,6,141,0,0,0,494,8738,0,0,978,0,31,0,7094,6,135,0,0,0,192
260,33279,4,2,1511,0,307,0,30412,0,781,0,0,2,260,33279,4,2,1511,0,307,0,30412,0,781,0,0,2,261,33279,4,2,1528,0,307,0,30380,0,795,0,0,2,261,33279,4,2,1528,0,306,0,30380,0,795,0,0,3,261,33279,4,2,1522,0,304,0,30391,0,792,0,0,3,193
324,37821,0,0,1670,0,585,0,31990,2,3243,0,0,7,323,37821,0,0,1670,0,584,0,31992,2,3242,0,0,8,326,37821,0,0,1701,0,584,0,31924,2,3275,0,0,9,326,37821,0,0,1701,0,584,0,31924,2,3274,0,0,10,325,37821,0,0,1649,0,582,0,32146,2,3107,0,0,10,194
6135,13334,4070,1380,1474,0,23,10,83,2,114,0,0,43,6120,13334,4074,1391,1474,0,23,10,83,2,114,0,0,43,6113,13334,4084,1388,1474,0,23,10,83,2,114,0,0,43,6113,13334,4084,1386,1474,0,23,10,83,2,114,0,0,45,5520,13334,4670,1393,1474,0,23,10,83,2,114,0,0,45,195
150,678,18,0,431,0,18,35,0,22,4,0,0,0,150,678,18,0,431,0,18,35,0,22,4,0,0,0,150,678,18,0,431,0,18,35,0,22,4,0,0,0,150,678,18,0,431,0,18,35,0,22,4,0,0,0,150,678,18,0,431,0,18,35,0,22,4,0,0,0,196
177,12396,0,0,922,0,467,0,9835,0,991,0,0,4,177,12396,0,0,930,0,467,0,9827,0,991,0,0,4,177,12396,0,0,940,0,467,0,9813,0,995,0,0,4,177,12396,0,0,940,0,467,0,9813,0,995,0,0,4,176,12396,0,0,919,0,467,0,9840,0,990,0,0,4,197
1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,1368,3402,7,0,859,0,507,0,441,0,220,0,0,0,1366,3402,7,0,790,0,506,0,522,0,211,0,0,0,198
1911,6537,10,9,1684,0,728,0,1784,0,411,0,0,0,1911,6537,10,9,1684,0,728,0,1784,0,411,0,0,0,1913,6537,10,9,1682,0,728,0,1784,0,411,0,0,0,1913,6537,10,9,1682,0,728,0,1784,0,411,0,0,0,1893,6537,10,9,1532,0,718,0,1987,0,388,0,0,0,199
4476,8945,568,291,2551,0,596,0,438,0,22,0,0,3,4470,8945,568,291,2551,0,602,0,438,0,22,0,0,3,4458,8945,576,291,2551,0,606,0,438,0,22,0,0,3,4458,8945,576,291,2551,0,606,0,438,0,22,0,0,3,4447,8945,584,291,2554,0,605,0,439,0,22,0,0,3,200
2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,2210,4834,336,124,1655,0,295,0,203,0,10,0,0,1,2209,4834,337,124,1655,0,295,0,203,0,10,0,0,1,201
2609,7160,871,715,2625,0,73,2,207,0,9,0,0,49,2609,7160,871,714,2625,0,73,2,207,0,9,0,0,50,2610,7160,870,714,2625,0,73,2,207,0,9,0,0,50,2610,7160,870,714,2625,0,73,2,207,0,9,0,0,50,2610,7160,870,714,2625,0,73,2,207,0,9,0,0,50,202
4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,4492,9036,22,0,1985,0,595,0,1807,0,135,0,0,0,4486,9036,22,0,1978,0,593,0,1822,0,135,0,0,0,203
4275,9592,2204,1196,1254,0,359,0,116,0,147,0,0,41,4272,9592,2207,1196,1254,0,359,0,116,0,147,0,0,41,4288,9592,2187,1183,1254,0,359,0,116,0,164,0,0,41,4288,9592,2187,1183,1254,0,359,0,116,0,164,0,0,41,4223,9592,2252,1183,1254,0,359,0,116,0,164,0,0,41,204
6981,12035,1138,861,1666,0,745,0,532,0,70,0,0,42,6979,12035,1137,859,1666,0,747,0,532,0,73,0,0,42,6979,12035,1136,859,1666,0,748,0,532,0,73,0,0,42,6979,12035,1136,859,1666,0,748,0,532,0,73,0,0,42,6965,12035,1134,859,1668,0,762,0,532,0,73,0,0,42,205
4688,7323,98,95,836,0,781,0,713,0,112,0,0,0,4682,7323,81,94,836,0,805,0,713,0,112,0,0,0,4681,7323,80,94,836,0,807,0,713,0,112,0,0,0,4680,7323,80,94,836,0,807,0,713,0,112,0,0,1,4679,7323,79,94,836,0,809,0,713,0,112,0,0,1,206
2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,2405,6374,84,8,2012,0,17,51,1545,0,91,0,161,0,2400,6374,84,8,2017,0,17,51,1545,0,91,0,161,0,207
7923,26653,669,278,6859,0,80,328,8480,11,158,0,1867,0,7922,26653,669,278,6859,0,81,328,8480,11,158,0,1867,0,7923,26653,668,278,6859,0,81,328,8480,11,158,0,1867,0,7923,26653,668,278,6859,0,81,328,8480,11,158,0,1867,0,7895,26653,680,276,6862,0,83,328,8494,13,155,0,1867,0,208
0,40758,0,0,8,0,54,121,39203,117,1250,0,0,5,0,40758,0,0,8,0,54,121,39203,117,1250,0,0,5,0,40758,0,0,8,0,54,121,39202,117,1250,0,0,6,0,40758,0,0,8,0,54,121,39202,117,1250,0,0,6,0,40758,0,0,8,0,54,121,39202,117,1250,0,0,6,209
7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,7875,154797,0,2,1581,0,21,293,144010,649,365,0,0,1,7827,154797,0,2,1576,0,21,293,144071,641,365,0,0,1,210
2,27408,0,0,2,0,48,105,25307,48,1895,0,0,1,2,27408,0,0,2,0,48,105,25307,48,1895,0,0,1,2,27408,0,0,2,0,48,105,25307,48,1895,0,0,1,2,27408,0,0,2,0,48,105,25307,47,1895,0,0,2,2,27408,0,0,2,0,48,105,25307,47,1895,0,0,2,211
2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,2,32212,0,0,0,0,8,546,30878,63,715,0,0,0,212
38295,231405,0,0,814,0,515,1719,139547,30791,19716,0,0,8,38461,231405,0,0,825,0,515,1719,139559,30596,19722,0,0,8,38490,231405,0,0,825,0,522,1719,139515,30596,19730,0,0,8,38490,231405,0,0,825,0,522,1719,139515,30596,19730,0,0,8,37218,231405,0,0,823,0,514,1719,141407,29965,19751,0,0,8,213
9943,95834,0,0,84,0,208,191,76905,1858,6612,0,0,33,9943,95834,0,0,84,0,208,191,76905,1858,6612,0,0,33,9980,95834,0,0,84,0,208,191,76862,1858,6618,0,0,33,9980,95834,0,0,84,0,208,191,76862,1858,6618,0,0,33,9802,95834,0,0,84,0,208,191,77151,1805,6560,0,0,33,214
20593,128700,0,0,39,0,100,3917,87916,12858,3272,0,0,5,20593,128700,0,0,39,0,100,3917,87913,12858,3272,0,0,8,20611,128700,0,0,39,0,100,3917,87892,12858,3272,0,0,11,20611,128700,0,0,39,0,100,3917,87892,12858,3272,0,0,11,20464,128700,0,0,39,0,100,3917,88097,12820,3252,0,0,11,215
141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,141,13628,0,0,2,0,6,801,12461,174,43,0,0,0,216
2929,22464,0,0,368,0,11,1993,12338,4582,243,0,0,0,2929,22464,0,0,368,0,11,1993,12338,4582,243,0,0,0,2942,22464,0,0,368,0,11,1993,12325,4582,243,0,0,0,2942,22464,0,0,368,0,11,1993,12325,4582,243,0,0,0,2910,22464,0,0,352,0,11,1993,12407,4562,229,0,0,0,217
69098,268913,0,0,8298,0,283,15266,110797,60655,4503,0,0,13,69415,268913,0,0,8338,0,278,15269,110773,60326,4501,0,0,13,69475,268913,0,0,8346,0,278,15269,110694,60328,4510,0,0,13,69475,268913,0,0,8346,0,278,15269,110694,60328,4510,0,0,13,68334,268913,0,0,8190,0,250,15269,114017,58540,4300,0,0,13,218
12522,137436,0,0,353,0,16,1662,121249,961,507,0,0,166,12541,137436,0,0,353,0,16,1664,121228,961,507,0,0,166,12582,137436,0,0,354,0,16,1664,121184,963,507,0,0,166,12582,137436,0,0,354,0,16,1664,121184,963,507,0,0,166,12583,137436,0,0,353,0,16,1664,121183,962,509,0,0,166,219
2,11536,0,0,17,0,0,0,9011,0,2501,0,0,5,2,11536,0,0,17,0,0,0,9017,0,2495,0,0,5,2,11536,0,0,17,0,0,0,9017,0,2495,0,0,5,2,11536,0,0,17,0,0,0,9017,0,2495,0,0,5,2,11536,0,0,17,0,1,0,9001,0,2510,0,0,5,220
27,56005,0,0,67,0,0,0,53809,2,2098,0,0,2,27,56005,0,0,67,0,0,0,53700,2,2207,0,0,2,27,56005,0,0,67,0,0,0,53700,2,2207,0,0,2,27,56005,0,0,67,0,0,0,53700,2,2207,0,0,2,27,56005,0,0,67,0,0,0,53698,2,2209,0,0,2,221
142,28299,0,0,5,0,0,1376,26658,115,3,0,0,0,141,28299,0,0,5,0,0,1399,26636,115,3,0,0,0,141,28299,0,0,5,0,0,1399,26636,115,3,0,0,0,141,28299,0,0,5,0,0,1399,26636,115,3,0,0,0,141,28299,0,0,5,0,0,1396,26638,116,3,0,0,0,222
40,56308,0,0,12,0,0,727,55329,30,170,0,0,0,40,56308,0,0,12,0,0,727,55328,30,170,0,0,1,40,56308,0,0,12,0,0,727,55327,30,170,0,0,2,40,56308,0,0,12,0,0,727,55326,30,170,0,0,3,40,56308,0,0,12,0,0,727,55326,30,170,0,0,3,223
12,47071,0,0,4,0,1,1,46737,0,316,0,0,0,12,47071,0,0,4,0,1,1,46737,0,316,0,0,0,12,47071,0,0,3,0,1,1,46737,0,316,0,0,1,12,47071,0,0,3,0,1,1,46737,0,316,0,0,1,12,47071,0,0,3,0,1,1,46737,0,316,0,0,1,224
9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,9,58113,0,0,0,0,0,0,57902,4,198,0,0,0,225
4430,69618,0,0,1156,0,28,1974,59292,1215,1458,0,0,65,4430,69618,0,0,1156,0,28,1974,59292,1215,1457,0,0,66,4474,69618,0,0,1162,0,28,1974,59233,1217,1463,0,0,67,4474,69618,0,0,1162,0,28,1974,59233,1217,1463,0,0,67,4436,69618,0,0,1164,0,28,1974,59266,1208,1475,0,0,67,226
65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,65,30309,0,0,0,0,0,459,29758,27,0,0,0,0,227
4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,4,70461,0,0,0,0,0,0,70057,0,400,0,0,0,4,70461,0,0,0,0,0,0,70049,0,408,0,0,0,228
0,39075,0,0,0,0,0,538,38390,8,137,0,0,2,0,39075,0,0,0,0,0,538,38390,8,137,0,0,2,0,39075,0,0,0,0,0,538,38389,8,138,0,0,2,0,39075,0,0,0,0,0,538,38389,8,138,0,0,2,0,39075,0,0,0,0,0,536,38388,10,139,0,0,2,229
746,1024,21,0,180,0,31,30,10,0,6,0,0,0,746,1024,21,0,180,0,31,30,10,0,6,0,0,0,746,1024,21,0,179,0,31,31,10,0,6,0,0,0,746,1024,21,0,179,0,31,31,10,0,6,0,0,0,746,1024,21,0,179,0,31,31,10,0,6,0,0,0,230
291,721,54,6,251,0,12,25,14,24,44,0,0,0,291,721,54,6,253,0,12,23,14,24,44,0,0,0,291,721,54,6,253,0,12,23,14,24,44,0,0,0,291,721,54,6,253,0,12,23,14,24,44,0,0,0,291,721,54,6,253,0,12,23,14,24,44,0,0,0,231
320,2917,1197,2,1397,0,0,0,0,0,0,0,0,1,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,319,2917,1186,2,1409,0,0,0,0,0,0,0,0,1,232
1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,1,26507,0,0,0,0,6,0,25955,2,534,0,0,9,233
0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,0,126399,0,0,14,0,11,568,125437,14,355,0,0,0,0,126399,0,0,14,0,11,566,125438,15,355,0,0,0,234
0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,0,11402,0,0,3,0,77,30,9566,15,1711,0,0,0,235
0,16989,0,0,8,0,10,0,16074,82,810,0,0,5,0,16989,0,0,6,0,10,0,16074,82,810,0,0,7,0,16989,0,0,6,0,10,0,16070,81,810,0,0,12,0,16989,0,0,6,0,10,0,16070,81,809,0,0,13,0,16989,0,0,6,0,10,0,16070,81,809,0,0,13,236
1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,1246,1996,233,0,229,0,147,3,98,10,30,0,0,0,237
