airTemp2012.mean,airTemp2013.mean,airTemp2014.mean,airTemp2015.mean,airTemp2016.mean,airTemp2017.mean,id
13.7512924252,13.4184721732,13.6145600786,13.9865444861,14.0886918638,13.3727441328,77
2.7619988509,2.04297104002,2.02391473278,2.93177015212,2.85196596062,2.44119423277,78
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,79
9.30417155997,9.68136365327,9.67139222362,9.83026760662,10.4819047065,10.0661514137,80
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,81
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,82
13.6828188,14.0217135978,14.0250068396,14.1869052378,14.8550246581,14.3838615459,83
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,84
17.5261363706,17.7875000071,17.8265151586,17.9943181889,18.6295454617,18.1412878859,85
22.1357259422,22.137465043,22.3218825794,22.5190176107,22.8309398597,22.5382546797,86
23.0942911346,22.6608318307,22.9579517729,23.3543775052,23.0567289434,23.360383873,87
25.383757907,24.9477813974,25.2659834851,25.6894801394,25.3413477817,25.6564946743,88
26.9580458405,26.7202179666,26.9431654515,27.5665197302,27.0674811511,27.3562829129,89
24.9885414029,24.5322940616,24.8666969827,25.3031662595,24.9095219818,25.2526782929,90
5.90491206789,5.51040022295,5.67440013565,6.03595528891,6.01919765035,5.80221563842,91
21.1844444488,20.9142592635,21.4983333378,21.2207407448,20.5755555594,21.4605555599,92
12.875,12.575,12.9333333333,13.2416666667,13.275,13.0583333333,93
23.0269107355,23.0249069992,23.1083063312,23.2727042546,22.6716985626,23.3916622093,94
12.0206026221,11.7430992224,12.2064709228,12.3186237239,12.1118895308,12.2878486998,95
22.0078136737,21.980415704,22.148247402,22.2696550205,21.6317521456,22.3612055932,96
16.8612120814,16.5695214517,17.1081794524,16.9256631785,16.2435496673,17.1115049987,97
17.74142788,17.4194833226,17.9149665104,17.8933568184,17.3882491412,17.9274091871,98
18.0155512739,17.9053608095,18.150793358,18.323520924,18.6106749849,18.0644731289,99
6.32301628442,5.54184061371,5.02473524996,5.65387695826,5.51396423732,5.14124338622,100
20.6798019627,20.4368649165,20.9471430377,20.7522316287,20.0815133754,20.9610317112,101
6.6451603496,5.93345288771,5.78245879473,6.60908924649,6.52678948598,5.97406924024,102
4.62552846672,3.95312424491,3.5291695728,4.03967034802,3.91287414024,3.64746967671,103
18.6396315113,18.3178127454,18.7688731568,18.8548575185,18.4535668166,18.8137210575,104
18.5963831941,18.1653034355,18.5276723306,18.777043547,18.2773579388,18.5186051997,105
16.6357144401,16.8940477705,16.9142858667,17.0666668189,17.7166668182,17.1642858637,106
4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,107
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,108
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,109
9.42637214056,9.29678244561,9.52935082978,9.77999523208,10.2214602445,9.65885941731,110
6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,111
7.66870361058,7.59593684247,7.76381188086,8.06997747848,8.39304889205,8.029368593,112
8.46759723061,8.26550128627,8.47560356129,8.87551137508,9.30279169184,8.80986745857,113
8.46422759643,8.36408842152,8.56919590817,8.87939645541,9.38285792333,8.90677296781,114
14.1643180871,13.4093115115,13.546713588,14.2551426369,13.5600525456,13.1909249132,115
4.69148499624,4.83508804226,4.95400639862,4.96008119345,5.53827367788,4.97709570201,116
8.86268119016,8.88043481314,9.16775365456,9.28079713272,9.90471017641,9.49855075812,117
16.0714411185,16.2608082463,16.3280253104,16.5079366007,17.102178288,16.5855667176,118
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,119
13.6937912945,13.8718255393,13.947443664,14.1213739226,14.6701279913,14.1934328642,120
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,121
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,122
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,123
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,124
12.3962121258,12.4734848533,12.5654040451,12.7174242472,13.3088383886,12.656060611,125
9.89325552112,9.88685671856,10.1865685182,10.3153558122,10.9219432616,10.5516967572,126
9.07381743848,9.04792527281,9.29243489518,9.46635218222,10.0324240548,9.56885153297,127
16.8583917992,17.1548709573,17.1786579981,17.3441313782,18.000097811,17.5167841503,128
10.2646054411,10.283353655,10.4121236555,10.5586299567,11.1287816249,10.4606938528,129
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,130
14.615144361,14.8679663328,14.9114684202,15.0790553469,15.6818314249,15.222618626,131
26.8754515888,26.7103403165,26.8695951521,27.5430502349,26.8914927448,26.6257371032,132
8.72234848374,8.69583333228,8.80530302928,8.95416666561,9.48598484748,8.73106060515,133
5.04005509982,5.10127080965,5.2540946762,5.39643139825,5.88749712814,5.39617614179,134
9.49218244518,9.89473501797,9.87137831895,10.0309587316,10.7163900018,10.2743271134,135
8.26514742197,8.25250472066,8.36033520539,8.50107341376,9.041707228,8.30960022636,136
5.43970588438,5.07254902228,5.21715686539,5.89068627635,6.04950980621,5.71323529644,137
5.65857843639,5.7242647107,5.81813725966,5.91004902458,6.49338235792,5.86519608327,138
7.63819888871,7.43873876287,7.607398066,8.06219395565,8.3616686774,7.97271001946,139
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,140
11.8845433186,12.0971207584,12.1575073096,12.3283320385,12.884612154,12.4388218427,141
4.9765328437,5.07687355959,5.19228667013,5.24013368601,5.81964395603,5.21087961541,142
3.87595238716,4.0069047675,4.13214286322,4.1619047692,4.72380952989,4.17452381707,143
5.97976304233,6.17860254048,6.34657335832,6.30795159561,6.80345889115,6.39135675361,144
5.78046267784,5.4842370297,5.62638800377,6.21331170376,6.41767047043,6.08191560006,145
25.4675333709,25.2995307635,25.4287241651,26.0628749411,25.7169183625,25.5519273695,146
25.1782620473,25.0097890971,25.1674600292,25.8185301365,25.5540304198,25.5145016042,147
26.6786153838,26.2264145994,26.4913743444,26.9786905024,26.6837828824,26.7967964319,148
9.80583489131,9.88988127586,10.0017103801,10.0770423543,10.6329054851,10.1017900606,149
6.14395612742,6.32736353742,6.50155168668,6.48451069569,6.95559612591,6.56038921585,150
7.66388809821,7.92312739234,8.10129607614,7.98198504986,8.47623633888,8.10528800761,151
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,152
14.8833333333,14.9583333333,15.0833333333,15.175,15.7,15.2666666667,153
13.6859365717,13.7637736239,13.8856395972,13.9724274006,14.504799404,14.0476286928,154
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,155
6.89205754762,7.10673157987,7.29840954047,7.23133592832,7.67854582971,7.33531811617,156
11.7932292087,12.0320312916,12.2005208748,12.1000000419,12.6065104587,12.2432292087,157
14.9040832431,15.1048500005,15.2699420786,15.2040811894,15.7060340225,15.3540832431,158
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,159
5.7371680138,5.98681070247,6.19420878199,6.0586476297,6.50699775323,6.20641981075,160
19.3722723468,19.4815770456,19.6894246962,19.6651988729,20.0616164834,19.8222723468,161
14.6236619837,14.7639094868,14.8318253533,14.9848154488,15.5968075963,14.9816730371,162
6.86875,6.93125,7.1125,7.2625,7.625,7.26875,163
6.43545751458,6.5586601287,6.74999999799,6.81617646893,7.21176470407,6.8614379067,164
6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,165
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,166
5.83645573243,6.02676125792,6.2456747218,6.16082307512,6.57549819151,6.29554260181,167
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,168
20.2757607899,20.3628184351,20.580781389,20.5685797119,20.9395468181,20.7261928856,169
21.2636363304,21.3060605743,21.5276514833,21.5602272393,21.9179923914,21.7185605727,170
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,171
16.5638158336,16.3980372828,16.7536167184,16.996243141,17.1693594491,17.0277106925,172
5.27897767792,5.41824360541,5.56114892907,5.59049578453,6.11818077495,5.63073967892,173
20.0411048368,19.5400271852,20.0479507145,20.3812989691,19.5306694922,20.1420779362,174
21.3694444905,21.2726852301,21.5523148599,21.7518518976,21.9476852301,21.8745370827,175
14.0056686667,14.0938121167,14.3313617042,14.3310866345,14.6691252949,14.476037941,176
20.3106827881,20.2580122357,20.5313695624,20.6886191691,20.9356741355,20.7911784071,177
24.4429881798,24.2952206973,24.5552890351,24.7527635262,24.9917589818,24.895916073,178
19.2639009569,19.200316863,19.4913524311,19.6425417081,19.9017165062,19.711659849,179
21.0891379717,20.9760765431,21.2608800561,21.4720234029,21.6436533566,21.5848534501,180
26.3545565737,26.0532788878,26.3752045471,26.7664983586,26.7644943751,26.8417078227,181
25.5785035483,25.3528538097,25.6742238723,26.0231645723,26.080848167,26.0885459203,182
16.9995062693,16.7976202378,17.1456624415,17.4299214144,17.5726387445,17.4409137408,183
12.6884608767,11.5128530556,11.2959138178,12.5943813549,11.6602827143,10.619699227,184
10.8474591616,10.8701793609,11.0705694483,11.1762290993,11.5618479257,11.1523708964,185
21.0450275649,20.4391529859,20.8956741921,21.3308436068,20.5206799746,20.7223346081,186
11.5307163597,10.2493109567,9.97999658563,11.3866474594,10.3608860895,9.18561400182,187
13.4972709188,12.4650335862,12.4273345268,13.4742950869,12.5856185722,11.7792261317,188
17.9598432746,17.1397477458,17.3444981276,18.0706708887,17.262429446,16.8401670787,189
20.9583333333,20.425,21.0583333333,21.4083333333,20.4583333333,21.125,190
22.0727645777,21.8653061293,22.1390247797,22.3543295229,21.6992134703,22.5047055304,191
21.5417909315,21.3661962848,21.6935677702,21.9685005717,22.1047362187,22.0186463805,192
22.9964480081,22.676703733,23.0973940363,23.3152927165,22.556693596,23.3555816278,193
22.0003284091,21.5105401525,22.1802972199,22.4910672184,21.4980266859,22.2989729346,194
11.133515224,9.86690240847,9.59688493542,10.9823478268,10.0055210387,8.72102030824,195
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,196
22.3711091542,21.8604293607,22.7854776491,23.0858778787,21.8710170263,22.7987819909,197
20.3828894386,19.8683205801,20.4766346136,20.789105664,19.951692513,20.4494789062,198
16.8244404697,16.3121318344,16.8472732498,17.1327209251,16.441260203,16.6338330601,199
15.7678952851,15.2372167191,15.7045570908,16.0029851124,15.3959991891,15.3657297071,200
15.8916666667,15.425,15.875,16.0916666667,15.6333333333,14.9416666667,201
14.9130341563,14.4485042418,14.9155982594,15.1237179173,14.6525640707,14.1254273239,202
16.9217668174,16.4507060604,17.0092038085,17.2449861422,16.6137066924,16.8207483282,203
11.7729886656,11.2331527416,11.4662074697,11.9059668608,11.6735243954,10.8262184801,204
13.7896580629,13.3776224394,13.9054972485,14.0354452459,13.6117553946,13.4365496765,205
13.0842938899,12.6476366669,13.1710771181,13.3340890979,12.8596246871,12.8055604164,206
15.5820731999,15.3791994796,15.7202707857,16.002903249,16.1574371268,15.9953967103,207
9.82157112694,9.6066643792,9.96121403166,10.2285050078,10.400646512,10.1951568031,208
24.2846086153,23.9234691432,24.262338247,24.6736359022,24.6397182184,24.7575144201,209
23.4569794428,23.0834004458,23.4794015178,24.0024425399,23.8923653749,23.981328595,210
26.2259543448,25.8134835382,26.1394533058,26.7178166728,26.4369896661,26.6322356904,211
25.8287649247,25.4062978198,25.7984596809,26.4517507644,26.1747521034,26.3948978413,212
26.754304162,26.1609109954,26.4487969814,26.949110592,26.6541945013,26.8286679711,213
25.5054401868,25.0015399836,25.4066524913,25.8344199306,25.7297363063,25.8854374316,214
26.5578636994,26.1775529159,26.4259038442,27.0135103067,26.60508407,26.7876623716,215
26.1653302724,26.0601612113,26.2742423515,26.885515232,26.6520765087,26.6491369616,216
27.0943190465,26.8671744145,26.9421207692,27.481859621,27.1730044765,27.5415368857,217
26.7228454151,26.3807633288,26.5136539771,27.0752654627,26.7456112094,27.0174671208,218
26.0724655441,25.8061155181,25.9940419859,26.6583863039,26.4794576388,26.5735182458,219
26.9631355943,26.788983052,26.9531073457,27.6313559331,26.9758474591,26.719209041,220
26.1103442335,26.0364032252,26.0576788874,26.7570448508,26.2808027516,25.9830073599,221
25.9244179806,25.8133704527,25.9688022684,26.6259336967,26.4008319477,26.3480588461,222
25.9051695997,25.802355575,25.8535323469,26.5530327043,26.1456192994,25.920785873,223
25.9202590535,25.8701808334,25.843959491,26.5755830242,26.2971612793,26.0848673785,224
26.1834756829,26.0731540229,26.1146272807,26.8315422384,26.6540203675,26.5326904488,225
27.3069028093,26.7980945405,26.9416783484,27.7362077544,27.7157767726,27.9424798798,226
26.8238505647,26.5692528672,26.7597701088,27.4563218312,27.3425287258,27.3902298732,227
26.8416030952,26.5088445689,26.5649579161,27.3347335027,27.3010937175,27.3000744151,228
27.4042126686,26.7925077637,26.8679843514,27.6933723247,27.8167281768,27.956337621,229
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,230
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,231
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,232
27.1058675261,26.9429366216,27.075306044,27.714839875,27.218233231,26.9873743314,233
26.7769580378,26.6056774102,26.7042563593,27.3092742861,26.8191042438,26.5087808992,234
25.6077915686,25.3279432998,25.6406695884,25.9670119277,26.0153961467,26.0819551668,235
24.7455904571,24.5531846756,24.8430957506,25.0849374572,25.2215324539,25.21448342,236
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,237
10.3453506371,10.4044168868,10.5799735245,10.7164827276,11.3205302223,10.7701986295,238
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,239
8.52530915344,8.45027690847,8.7136166908,8.79531882693,9.17695647313,8.8019887181,240
22.7185955222,22.2923894143,22.9795788573,23.2479562243,22.2754002595,23.1121060645,241
6.24031099677,6.42521325375,6.65004129795,6.56354524318,6.96937613906,6.70662842174,242
20.6139365316,20.1007644007,20.7309022877,21.0386817671,20.1849793405,20.7060567328,243
17.8273723402,17.4784305862,18.0303595827,18.1193024138,17.7757717772,17.7388296208,244
18.1666666667,17.7,18.2083333333,18.4916666667,17.9333333333,18.225,245
19.0626944841,18.5844604528,19.1354870004,19.4154207992,18.7631358569,19.1032794647,246
24.3861399797,24.1996499874,24.4730057612,24.7228625012,24.0401185844,24.8327831528,247
24.0941666851,23.6845833527,24.4287500176,24.7366666841,23.631250019,24.571666685,248
24.1532608858,23.7067029147,24.4465579857,24.748550739,23.6552536391,24.6219203058,249
23.4656078246,22.9920247507,23.8651673605,24.1602519918,22.9788658722,23.9424217739,250
22.2904390394,22.2597547985,22.4473269264,22.6273374195,23.0186415036,22.7585828715,251
20.0607425352,19.5956480515,20.1384849262,20.4444081855,19.8272054229,20.2673137121,252
23.476231821,22.9771101417,23.8568669774,24.1504401588,23.0685518224,23.8735081211,253
16.4645175203,16.141825982,16.6743900739,16.695675261,16.4841211223,15.9117637755,254
17.9663948972,17.6598980302,18.2205081842,18.2531153195,17.9926608109,17.8641507161,255
20.8879369055,20.4147169457,20.9207828086,21.2642295155,20.6783109623,21.1611568654,256
17.7666666667,17.375,17.775,18.0583333333,17.7333333333,17.9833333333,257
19.8927083276,19.4401041611,19.8197916612,20.157291661,19.8119791611,20.1499999942,258
25.0627792745,24.5953754784,25.0084914258,25.4009457133,24.9246408333,25.3881912126,259
25.19375,24.7333333333,25.0208333333,25.475,25.1041666667,25.4666666667,260
27.0793584523,26.7469878547,27.0562633821,27.4320680876,27.2508062668,27.3979326277,261
25.5889660056,25.1109988818,25.4675443179,26.1054176368,25.5335127743,25.9539760272,262
25.0147209921,24.5255599315,24.8577746311,25.5105564815,25.0069631469,25.2805337699,263
24.4626572636,23.9932004609,24.3258367738,24.9795280093,24.5427172592,24.7348506597,264
25.5019196167,24.9930919807,25.3812808191,26.2166364095,25.535055717,26.1814234451,265
24.2870095531,24.2702550622,24.4564285534,24.6769130335,24.9758428598,24.7872633244,266
26.7224668319,26.5378613948,26.8102601371,27.1036829806,27.1506113867,27.1276798689,267
18.3288055219,18.5295321349,18.61085644,18.7829872192,19.2704135102,18.9344962608,268
25.9273156451,26.0046248653,26.1492972327,26.3403881831,26.7028214449,26.4588392016,269
24.7083333333,24.2416666667,24.6,25.05,24.6083333333,24.9666666667,270
25.7866977702,25.3709005811,25.7265439389,26.3205072897,25.9347761484,26.1191821881,271
26.1954474492,25.7616035351,26.1491602839,26.6790274257,26.3516547832,26.475673698,272
13.4694969413,13.6130710038,13.7093429285,13.8898916826,14.3825171495,13.9584555424,273
18.1026420708,18.0978497125,18.2776513424,18.4800521574,18.8101874953,18.4762238333,274
25.1600706628,24.680895815,25.0297277784,25.5368865304,25.061258334,25.4276272648,275
24.8919249175,24.422516152,24.7558966301,25.2123497467,24.7965590192,25.1551345823,276
24.7622311182,24.2950254737,24.6522808514,25.1087485856,24.6660039632,25.0200254737,277
26.1170673298,25.637889686,25.9672796277,26.6647835641,25.9511351983,26.4643480952,278
25.4605613963,24.986372449,25.3296612211,25.8699285887,25.4132173608,25.711372449,279
24.9309906122,24.4620973727,24.8159775605,25.2926964339,24.8465766217,25.1870973727,280
19.0462126888,18.6661851387,19.0335418776,19.3360955406,19.0504546993,19.2937299377,281
20.6292484713,20.2219287491,20.5623795222,20.9027038336,20.6171156291,20.8974872471,282
28.4638055305,28.3560446442,28.584018233,28.8371601437,28.9587370256,28.9045186294,283
24.8657907698,24.3991241032,24.696896884,25.122672663,24.7779028803,25.1301801584,284
26.8938643604,26.2533439307,26.6856148726,27.7687184956,26.4066736382,27.1420971132,285
26.4704465407,25.7418550152,26.1844361458,27.2101270418,25.9295678355,26.6443951469,286
25.6166093252,24.9543778614,25.3276364553,26.1823810621,25.0160339445,25.7672783002,287
26.110811572,25.535835407,25.9039174545,26.8352458613,25.8863876658,26.6490317935,288
26.0912056074,25.5657345346,26.041735299,26.6661583036,25.6586110998,26.3757056933,289
26.3655505919,25.8195219132,26.2508038338,27.1533444351,26.0435785484,26.7582387272,290
26.3726425345,25.7958779147,26.1850809461,27.0659691879,26.3315273018,27.1064312983,291
19.1605283365,19.3246639962,19.388897062,19.5271625345,20.1372524767,19.584416251,292
25.1295542621,24.6489896822,24.9341814383,25.7652501371,25.690212365,26.1598623861,293
25.6915242723,25.3045551943,25.659090904,26.2966824206,25.9031960145,26.1247001414,294
26.3024207007,26.0241070725,26.2799689832,26.9490477919,26.5645888838,26.7445056145,295
26.5193634728,26.1398264377,26.5333411988,27.0468142192,26.7715620638,26.8075837479,296
25.0070191623,24.5099539399,24.8682066231,25.5857411953,25.0556101825,25.4533669932,297
23.9533871621,23.811033657,24.051995077,24.2938080394,24.4048916779,24.2907971907,298
28.7694342595,28.5580686033,28.8146308955,29.1075841707,29.0822699513,29.1362059642,299
17.3768627442,17.2012593192,17.7309227644,17.6567376228,17.698549765,17.2266951036,300
10.183870949,10.524999982,10.5336021322,10.6919354655,11.3067204124,10.9153225626,301
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,302
14.4896780552,14.5565377361,14.6902424808,14.8683322042,15.3203968922,14.8135638213,303
26.4392322703,26.1219181737,26.3768318608,26.9479052625,26.6492581552,26.5919074196,304
17.2151996678,17.043114022,17.397302726,17.6492465096,17.8125822528,17.6818726308,305
10.0713947954,9.35156229988,9.37621073201,10.1709146542,9.87608694623,9.07146867537,306
4.19166666667,4.29166666667,4.44166666667,4.53333333333,5.03333333333,4.55833333333,307
6.03872879042,5.76773778425,5.94366425004,6.47272605145,6.78368601037,6.3527257421,308
8.28516101353,8.21230640634,8.40219128382,8.6886853291,9.2039458918,8.70622174677,309
8.84865658347,8.5763377425,8.77633421163,9.30094372127,9.66605656194,9.20469748269,310
7.83333333333,7.40833333333,7.61666666667,8.29166666667,8.51666666667,8.04166666667,311
8.18747149226,7.82363551938,8.02571989711,8.61907689558,8.90037598213,8.39727239223,312
11.2602294035,11.1484584108,11.3148891965,11.5719958142,11.9438098061,11.3247376941,313
8.40001253555,7.95848066155,8.08766183085,8.69463390396,8.87517358769,8.24189462246,314
12.7611890936,12.4390675937,12.8406294165,13.1149392769,13.0097857513,12.9225312057,315
10.2516476703,9.75735673153,10.0429579061,10.5242437713,10.2823962007,9.96600219797,316
4.29810193256,3.35451884204,2.68857539286,3.56549014841,3.32761224362,2.94228647836,317
25.3051308066,24.8198814542,25.1634157345,25.7501253203,25.2704303588,25.575341728,318
25.537765882,25.0811567606,25.4398352993,25.9995156346,25.6120942664,25.8223723544,319
21.130231486,20.8244831561,21.1386577492,21.4305730469,21.2847471729,21.3987829088,320
22.9916666667,22.825,22.75,22.925,22.2583333333,22.9333333333,321
