,cru_ts_405_pre_yearly_mean.2012.min,cru_ts_405_pre_yearly_mean.2012.mean,cru_ts_405_pre_yearly_mean.2012.max,cru_ts_405_pre_yearly_mean.2013.min,cru_ts_405_pre_yearly_mean.2013.mean,cru_ts_405_pre_yearly_mean.2013.max,cru_ts_405_pre_yearly_mean.2014.min,cru_ts_405_pre_yearly_mean.2014.mean,cru_ts_405_pre_yearly_mean.2014.max,cru_ts_405_pre_yearly_mean.2015.min,cru_ts_405_pre_yearly_mean.2015.mean,cru_ts_405_pre_yearly_mean.2015.max,cru_ts_405_pre_yearly_mean.2016.min,cru_ts_405_pre_yearly_mean.2016.mean,cru_ts_405_pre_yearly_mean.2016.max,cru_ts_405_pre_yearly_mean.2017.min,cru_ts_405_pre_yearly_mean.2017.mean,cru_ts_405_pre_yearly_mean.2017.max,cru_ts_405_pre_yearly_mean.2018.min,cru_ts_405_pre_yearly_mean.2018.mean,cru_ts_405_pre_yearly_mean.2018.max,cru_ts_405_pre_yearly_mean.2019.min,cru_ts_405_pre_yearly_mean.2019.mean,cru_ts_405_pre_yearly_mean.2019.max,cru_ts_405_pre_yearly_mean.2020.min,cru_ts_405_pre_yearly_mean.2020.mean,cru_ts_405_pre_yearly_mean.2020.max,id
64,23.2000003283,28.9661784683,33.8249998832,20.0250004133,26.0047433999,30.5000003825,12.8083334267,19.0874059574,24.2416669428,15.4416666888,20.5465710384,23.8333336562,15.2583338022,20.7030789055,23.3916672431,15.8583335479,22.3024228471,27.2000001594,20.6666669759,28.0094910184,33.8583332698,14.7166668276,20.3911801194,24.6000004609,17.9250003857,23.4152309212,27.3666667193,64
65,32.5416668815,49.2803658616,56.1250006023,30.5916669667,45.922768139,50.8166683242,24.4583340784,44.1386308271,53.500001967,27.6833337943,46.3871017306,52.391667068,18.7000004599,31.6606851741,37.7000011851,25.4750001132,41.6038148197,47.9833337665,36.1833342196,56.7670768994,63.5500014673,23.7750004654,38.6632959825,44.7833342484,24.4500004003,38.5262955401,43.4416665584,65
66,11.5500004453,20.4708694449,23.2000003283,9.13333352407,16.6947714012,20.0250004133,3.08333336314,9.37115294214,12.8083334267,8.05833339691,13.4752410093,15.4416666888,9.72500052055,13.9863710007,15.2583338022,7.04166680574,13.8640260737,15.8583335479,9.32500010729,18.1890080287,20.6666669759,7.25833324591,13.0708078155,14.7166668276,9.82499998808,16.191167314,17.9250003857,66
67,10.4500002873,11.9171157216,14.5500002565,8.65833349278,9.9346046431,12.2250001331,2.99166668455,3.64173004151,4.80833337704,6.84999997914,7.81018531543,9.53333338102,7.47500012815,8.49780627302,10.3333336065,6.43333352606,7.48297705189,9.36666673422,8.24166674415,9.7743849759,12.5250002543,6.42500011126,7.40009513426,9.15000011524,8.11666693787,9.38697409531,11.6666666071,67
68,85.2416685025,103.358935891,116.816668749,83.6750014623,99.0251841574,118.241667032,89.2166678111,104.235349325,117.908336798,72.3500011762,83.5954325362,97.6000017325,68.4833340247,80.0992465803,99.7083353599,73.933335046,85.7581574768,108.558336079,80.2416680455,99.2972675663,125.833335936,57.3083350261,71.8134735877,99.6833355427,65.775001049,78.5216504179,101.300001542,68
69,106.150001725,147.504870215,195.608336449,108.050001939,153.938685895,212.866669973,110.833335241,157.381613574,208.708335559,94.4750006994,133.629869188,182.075000127,78.2083348433,109.85909904,141.958333651,90.1416676839,131.763387294,183.375002861,111.075002193,166.176850519,234.275004069,78.9583342572,113.949999864,160.258334756,85.041668733,126.298695102,171.916669846,69
70,117.075000226,124.623218127,134.108335257,135.250002772,142.38308685,152.758334359,142.85000356,151.004948681,161.899999857,104.883334955,111.51415175,120.291668892,101.433335215,105.237383746,110.808334589,118.133336673,125.387722073,132.42499949,143.658334669,150.49158403,161.766669412,107.116669973,112.811001644,118.808334465,110.241669575,115.643441133,123.041669051,70
71,10.4500002873,11.2206289085,14.5500002565,8.65833349278,9.32871774056,12.2250001331,2.99166668455,3.33312408916,4.80833337704,6.84999997914,7.35435449992,9.53333338102,7.47500012815,8.0122473486,10.3333336065,6.43333352606,6.98467756085,9.36666673422,8.24166674415,9.046754408,12.5250002543,6.42500011126,6.93718621164,9.15000011524,8.11666693787,8.78391849172,11.6666666071,71
72,56.6750016889,65.1762320067,76.450000314,48.3583341837,53.2691838058,56.3750008345,53.8833350539,61.1573312598,70.0166691045,58.8166681131,68.5619866556,77.0250007709,42.0333334605,49.6648481434,56.2250010173,49.9416677256,56.675554602,64.0500015741,66.4666686356,75.0616157647,82.2500022252,50.6833345735,60.6348218559,71.4666682879,46.2000004351,52.3316134105,58.1583333611,72
73,121.275004451,126.147404906,131.308336496,142.641668836,150.634420165,161.558337241,154.550002257,162.202345206,173.575003465,109.750000795,116.256101759,126.716668129,110.141667843,115.701150098,120.950002293,129.216668559,135.146473039,145.941670291,151.500003116,157.904835231,167.733333409,119.458336771,123.976217553,128.591670275,116.958334287,121.236792207,127.258334637,73
74,117.075000226,125.563966956,139.366670688,136.941669464,147.169847499,167.016668955,149.850000381,161.756704758,182.38333416,107.28333346,116.683440013,135.408334096,104.050000876,111.43376015,122.783334494,124.941668034,134.218150501,151.066670169,146.291670418,157.408813171,179.350001891,113.283335388,120.952895661,133.650003235,113.133334239,120.948813235,133.258336385,74
75,51.9916680033,52.7149496643,56.1416681707,45.2833339572,46.5004222522,52.2666668693,35.8000006477,37.7011566092,46.7083341281,36.7416678518,38.1562788739,44.858334283,40.2416674594,41.2336380277,45.933333993,44.4833337863,46.4963224005,56.0333336492,53.3333343069,54.9382062043,62.5416676601,40.5833335718,42.2012769258,49.8666675091,40.7333343724,41.2765216161,43.8500000834,75
76,31.7500006637,44.4366652719,57.5916672399,27.6750008812,41.8579794505,58.1666688522,22.5750007108,38.6344920616,54.0750010014,23.9000005573,37.7000063457,50.9666674038,16.1916668819,25.6898631107,36.816666911,24.0166669432,36.2716994917,49.433334291,32.3750005327,46.9502464912,63.4500018756,20.3916671599,31.1987712536,44.0750005127,22.1083334461,32.4323495081,42.3833339115,76
77,39.1916679405,41.4747089669,51.158334313,36.1750009755,38.8816434609,49.1250004768,32.008333986,34.9066636278,47.1916666826,31.9916673663,34.5992268557,45.0666672786,21.9250006489,23.6968357963,30.5083334893,32.1333338991,34.2556752789,41.8833341648,41.2250014643,43.9906152851,54.3250009318,27.1083336274,29.0879601943,36.4916677376,29.1083337596,30.9292899455,37.066667974,77
78,4.30833339691,8.51823388279,14.3583336174,2.98333334923,7.02252306445,12.0833333315,1.23333333184,2.78645745334,5.36666668455,3.64166666692,6.21316124819,9.13333365135,2.56666663289,5.2142329181,9.00000035763,2.70000008742,5.62028965858,9.34166671832,2.94166670243,6.81162172694,12.0583334217,2.85833340883,5.4621516588,9.01666666071,3.09166675806,6.23219440842,10.6250000944,78
79,67.7833333214,67.7833333214,67.7833333214,70.7583350738,70.7583350738,70.7583350738,63.2416671515,63.2416671515,63.2416671515,61.4166685939,61.4166685939,61.4166685939,46.1666672428,46.1666672428,46.1666672428,59.6416689952,59.6416689952,59.6416689952,78.5833342473,78.5833342473,78.5833342473,52.0750008623,52.0750008623,52.0750008623,57.59166797,57.59166797,57.59166797,79
80,52.7000013242,61.5429382426,67.7833333214,51.4583340635,62.849312086,70.7583350738,52.8666671018,58.8769480681,63.2416671515,45.2083337357,54.7715968784,61.4166685939,35.3916675113,41.6488407701,46.1666672428,45.8083338439,53.9448471175,59.6416689952,58.4416681131,70.3170994764,78.5833342473,39.9666670064,47.0962628554,52.0750008623,41.2333344345,50.7729796038,57.59166797,80
81,67.7833333214,67.7833333214,67.7833333214,70.7583350738,70.7583350738,70.7583350738,63.2416671515,63.2416671515,63.2416671515,61.4166685939,61.4166685939,61.4166685939,46.1666672428,46.1666672428,46.1666672428,59.6416689952,59.6416689952,59.6416689952,78.5833342473,78.5833342473,78.5833342473,52.0750008623,52.0750008623,52.0750008623,57.59166797,57.59166797,57.59166797,81
82,67.7833333214,67.7833333214,67.7833333214,70.7583350738,70.7583350738,70.7583350738,63.2416671515,63.2416671515,63.2416671515,61.4166685939,61.4166685939,61.4166685939,46.1666672428,46.1666672428,46.1666672428,59.6416689952,59.6416689952,59.6416689952,78.5833342473,78.5833342473,78.5833342473,52.0750008623,52.0750008623,52.0750008623,57.59166797,57.59166797,57.59166797,82
83,61.9083349289,65.0172451918,69.2416672471,66.1833340128,68.6094295091,71.9833340446,56.0333344837,59.3868574053,63.2416671515,56.8750006209,59.1652006052,61.4166685939,40.5500001113,43.4615051462,46.5000015249,55.6083343228,57.7602544228,60.9499995311,74.4083335002,76.8234618621,83.2166673342,49.1416676839,50.7900580352,54.4833344302,50.9250007272,54.44589048,59.1250013312,83
84,67.7833333214,67.7833333214,67.7833333214,70.7583350738,70.7583350738,70.7583350738,63.2416671515,63.2416671515,63.2416671515,61.4166685939,61.4166685939,61.4166685939,46.1666672428,46.1666672428,46.1666672428,59.6416689952,59.6416689952,59.6416689952,78.5833342473,78.5833342473,78.5833342473,52.0750008623,52.0750008623,52.0750008623,57.59166797,57.59166797,57.59166797,84
85,58.091667071,61.3878802254,61.9083349289,58.9166676998,65.1924249785,66.1833340128,56.0333344837,56.0844708645,56.4083346128,52.033333838,56.2147733379,56.8750006209,37.9000003139,40.1886365056,40.5500001113,50.6166670918,54.9276524334,55.6083343228,65.0583342314,73.1333336107,74.4083335002,43.933334291,48.4314404091,49.1416676839,45.0333338777,50.1215916181,50.9250007272,85
86,53.4000018599,65.1918865831,140.366671085,51.8916668197,64.9989292832,154.300004005,51.650000761,66.5603916253,146.058333715,45.2000012596,56.7702885482,134.983334541,35.0249999265,43.9437622489,98.7750014464,44.9583343665,57.1215137347,133.975001812,57.3666687608,73.2972116171,165.958333651,40.5333341422,49.9884856458,116.150002738,38.1666668852,50.3456940364,120.416667302,86
87,66.4333346486,84.6269282832,137.150002797,67.8833334843,89.1936840235,147.058336099,68.3333346049,88.1102572444,144.616668065,60.9166674614,78.8913932704,127.841667493,47.4583341281,62.9228406208,102.716667215,58.3750009537,76.0181201917,123.700000763,72.708334287,96.458999041,158.591667811,53.4916677028,68.2794070886,107.733336359,52.9500019948,71.0497897153,118.458335241,87
88,78.1916673382,126.685202142,142.183334827,82.2666680813,135.324575028,147.466668288,81.3166670799,133.442233453,151.358335813,73.1500008901,117.948656014,128.441667875,58.5166680018,94.8384131374,105.766667525,70.4500010808,114.146757612,126.016669114,89.0916692416,146.053268777,160.083337784,63.766667972,99.7849421601,108.31666865,65.6250012716,109.009545518,121.408334732,88
89,117.075000226,119.158646668,125.541671212,121.108335535,136.609843909,153.616671056,121.366669099,144.409170569,156.816667875,99.7166690826,106.24140545,111.266667684,101.908335567,106.516688418,114.358335361,115.875002682,124.815422822,130.066668924,132.608335237,145.314345372,153.375002608,104.216669162,112.474045371,121.975002428,104.316668113,111.485974176,117.76666975,89
90,78.1916673382,113.313401226,137.150002797,82.2666680813,118.25701381,147.058336099,81.3166670799,118.704912015,144.616668065,73.1500008901,103.353346073,127.841667493,58.5166680018,84.2322976841,102.716667215,70.4500010808,99.0353077115,123.700000763,89.0916692416,123.599240599,158.591667811,63.766667972,87.1253007499,107.733336359,65.6250012716,93.6860589642,118.458335241,90
91,14.9000000159,15.6422140501,18.8416671356,11.5416668355,12.4371706362,15.0500002801,10.7333333492,12.8832231193,16.458333691,13.8750004371,16.8309649857,20.8666668435,10.4666668971,13.1486633956,17.4833337963,12.2666668793,14.0117933521,17.5166668575,16.8166668415,19.2416434743,24.3500002225,10.7083334525,12.2622070217,15.5083337228,12.4083336194,14.2619822863,17.8583338584,91
92,29.800000752,43.4853703583,65.9250003379,27.3916671127,36.7131481015,51.9416677554,28.0250002394,40.39722337,59.7166683873,30.5750010312,43.8837044709,66.4250016113,24.3333333284,35.1983344441,49.9583332936,25.3583336106,36.5079634182,55.5083336681,37.8250003258,52.7427783506,74.8583347127,24.3416670511,36.6353708356,59.391667525,26.3916669084,37.3855561817,52.5250005325,92
93,16.3750003576,16.3750003576,16.3750003576,13.8583337863,13.8583337863,13.8583337863,14.8666666746,14.8666666746,14.8666666746,18.3916671276,18.3916671276,18.3916671276,13.5916668574,13.5916668574,13.5916668574,14.8666670322,14.8666670322,14.8666670322,21.508333842,21.508333842,21.508333842,13.6666666269,13.6666666269,13.6666666269,15.3666666746,15.3666666746,15.3666666746,93
94,51.2166677813,70.0368987602,90.1666676681,36.666667064,49.6424141733,62.7000016371,54.3250012596,67.0068811541,82.4500009418,53.9750008186,71.373071053,91.8833347162,43.7666676442,54.5491408187,71.3250013987,47.3083342363,60.465172054,77.0833330005,60.3166673382,77.0895694618,99.250002106,50.8083343984,66.4510422414,84.8750025431,41.6416675846,53.8357267374,70.633334736,94
95,27.9166674962,30.4882990187,43.0583332727,26.2166667705,27.8886274876,36.4249998778,26.6833333895,28.686437803,40.0583345021,29.6666672826,31.3533222006,43.4333340526,23.4500001768,25.092861615,35.0083345572,25.2666669618,26.0981327203,36.125000475,35.8000005782,38.5998038742,52.391667217,22.816667065,25.0030108663,36.125000457,25.7916672907,27.0442302538,37.1833339855,95
96,65.9250003379,77.3832749927,90.1666676681,51.9416677554,58.2871228212,65.2166675329,59.7166683873,70.8600482261,82.4500009418,66.4250016113,79.2433326404,91.8833347162,49.9583332936,58.8542761492,71.3250013987,55.5083336681,65.5848071913,77.0833330005,74.8583347127,85.615225177,99.250002106,59.391667525,72.2524550431,84.8750025431,52.5250005325,60.5284120033,70.633334736,96
97,38.0416679482,41.9450676189,60.3666677556,34.658333679,37.547822393,52.0666682323,36.3833334645,40.0243822971,57.783333843,39.3500010371,43.6290207231,64.8333339095,29.9083339075,32.8368078915,46.8083349864,32.5583333833,36.102719197,53.3166669856,47.9166675011,52.0184008748,71.9166693886,33.1500005821,37.0499235236,56.8750012716,32.6666671646,35.6338091129,49.5416671634,97
98,29.5583338439,33.1454816231,43.0583332727,27.3916671127,30.4219593855,36.4249998778,27.8083337943,31.2536435924,40.0583345021,30.5750010312,34.3381076475,43.4333340526,23.4500001768,26.2817388276,35.0083345572,25.2666669618,28.2832969248,36.125000475,37.8250003258,41.9984581502,52.391667217,24.3416670511,28.291658371,36.125000457,26.1750007235,28.9401208353,37.1833339855,98
99,53.4000018599,57.0429391259,58.091667071,51.8916668197,57.3452804254,58.9166676998,51.650000761,53.8507098702,56.4083346128,45.2000012596,50.229021551,52.033333838,35.0249999265,36.6217560905,37.9000003139,44.9583343665,48.8771193987,50.6166670918,57.3666687608,62.693867638,65.0583342314,40.5333341422,43.5856515078,44.0750005127,38.1666668852,41.9291890443,45.0333338777,99
100,9.47500022252,11.2584608047,12.3916668097,7.35000008841,9.03322304028,10.6083336373,4.55833333731,6.33208154139,7.57499992351,7.28333351637,9.09861807827,10.4083336393,4.86666676899,6.52747774533,7.71666689714,6.42500016093,8.16458132354,9.29166701684,8.2166668127,10.5822672706,12.3666668932,5.55000001689,7.03242964536,7.98333360255,6.4666668276,8.13002327957,9.2916666468,100
101,38.0416679482,49.8529598717,65.9250003379,34.658333679,41.8417809673,52.0666682323,36.3833334645,46.3628250894,59.7166683873,39.3500010371,50.9303821833,66.4250016113,29.9083339075,39.0958052917,49.9583332936,32.5583333833,42.3220166638,55.5083336681,47.9166675011,59.4526801377,74.8583347127,33.1500005821,43.8700297923,59.391667525,32.6666671646,41.5670781346,52.5250005325,101
102,7.26666680972,11.4711444155,15.0250002891,5.2333334287,9.74163245798,13.1500000084,2.72500011822,5.42712493767,7.66666685541,5.3583333989,7.90334356604,9.87500025456,3.66666682561,6.22261587201,8.37500008444,4.70833333333,7.8458473033,10.250000298,5.44166676203,9.77937029027,13.050000295,4.50833336512,7.16054790363,9.18333330999,4.94166668256,8.05077467156,10.4500002712,102
103,7.51666696866,12.9662848926,16.5250003617,5.45833353202,10.1519928789,14.7083332539,2.8083333994,8.61640164543,14.8666666746,5.75000011921,12.6225595504,18.7166668971,3.75000011921,9.66431227698,15.908333679,4.63333336512,10.3142843612,15.2916671087,5.70833337307,13.6788780502,21.508333842,4.15833330154,8.96597791166,13.6666666269,4.76666676998,10.5888400221,15.5000000248,103
104,29.5583338439,29.5737098241,29.800000752,27.3916671127,27.7193983709,27.7416670024,27.8083337943,27.8221191279,28.0250002394,30.5750010312,30.8949288761,30.9166672826,23.4500001768,23.5062019674,24.3333333284,25.2666669618,25.2724992232,25.3583336106,37.8250003258,37.9732601075,37.9833340396,24.3416670511,25.1141768822,25.1666672577,26.1750007235,26.1887860405,26.3916669084,104
105,29.5583338439,30.4300325983,31.1333336066,27.7416670024,28.308962886,28.766666611,27.8083337943,27.9697594369,28.1000003219,30.9166672826,31.5116361423,31.9916668832,23.4500001768,23.4730612303,23.4916672707,25.2666669618,26.0461228052,26.6750007036,37.9833340396,38.601364148,39.1000010868,25.1666672577,25.7109023699,26.1500002823,26.1750007235,26.437893727,26.6500001612,105
106,67.7833333214,68.8250004296,69.2416672471,70.7583350738,71.6333343542,71.9833340446,56.9750010769,58.7654770188,63.2416671515,60.5666678051,60.8095251626,61.4166685939,46.1666672428,46.4047631628,46.5000015249,59.6416689952,60.5761908231,60.9499995311,78.5833342473,81.8928579395,83.2166673342,52.0750008623,53.7952391556,54.4833344302,57.59166797,58.6869061046,59.1250013312,106
107,14.5500002565,14.5500002565,14.5500002565,12.2250001331,12.2250001331,12.2250001331,4.80833337704,4.80833337704,4.80833337704,9.53333338102,9.53333338102,9.53333338102,10.3333336065,10.3333336065,10.3333336065,9.36666673422,9.36666673422,9.36666673422,12.5250002543,12.5250002543,12.5250002543,9.15000011524,9.15000011524,9.15000011524,11.6666666071,11.6666666071,11.6666666071,107
108,18.4333338489,18.4333338489,18.4333338489,15.8083337676,15.8083337676,15.8083337676,9.24166691303,9.24166691303,9.24166691303,11.9750001275,11.9750001275,11.9750001275,12.1000004858,12.1000004858,12.1000004858,12.2250002573,12.2250002573,12.2250002573,15.7750000519,15.7750000519,15.7750000519,11.608333533,11.608333533,11.608333533,14.1083337665,14.1083337665,14.1083337665,108
109,18.4333338489,18.4333338489,18.4333338489,15.8083337676,15.8083337676,15.8083337676,9.24166691303,9.24166691303,9.24166691303,11.9750001275,11.9750001275,11.9750001275,12.1000004858,12.1000004858,12.1000004858,12.2250002573,12.2250002573,12.2250002573,15.7750000519,15.7750000519,15.7750000519,11.608333533,11.608333533,11.608333533,14.1083337665,14.1083337665,14.1083337665,109
110,33.191666623,33.8627192786,34.9500004196,28.7833338529,30.1095370016,32.2583336135,23.3916668743,24.600197656,26.5583341991,23.5583336633,25.1357840597,27.6916670483,18.1750004503,19.2881207099,21.0916672063,25.3583337447,26.5446018875,28.4666671219,32.7833338032,34.4307520179,37.100001206,21.6416669389,22.6943607902,24.4000006715,24.0416668653,25.3265256543,27.4083335698,110
111,51.9916680033,51.9916680033,51.9916680033,45.2833339572,45.2833339572,45.2833339572,35.8000006477,35.8000006477,35.8000006477,36.7416678518,36.7416678518,36.7416678518,40.2416674594,40.2416674594,40.2416674594,44.4833337863,44.4833337863,44.4833337863,53.3333343069,53.3333343069,53.3333343069,40.5833335718,40.5833335718,40.5833335718,40.7333343724,40.7333343724,40.7333343724,111
112,34.8583340769,41.9346828938,51.9916680033,29.1833337992,35.8585427215,45.2833339572,20.500000303,26.6349257267,37.4500010113,24.2750006914,29.5258452593,36.7416678518,27.8583337069,32.8576720872,40.2416674594,29.241667514,34.7540360081,44.4833337863,36.4333339681,42.6747270955,53.3333343069,27.5750007393,32.0265289802,40.5833335718,30.4000005424,34.2770363337,40.7333343724,112
113,19.3500002207,22.4287473232,23.52500091,16.6416666458,18.7924877517,19.5583334913,10.0583334447,12.1722832885,12.9250002286,12.3500003498,14.3717717379,15.0916665724,11.2250000189,13.2160459205,13.9250002901,13.341666619,15.2774060524,15.966667374,17.1583335511,19.7884804227,20.7250003268,11.9916666051,13.9704220653,14.6750001609,13.9500003656,16.3097583106,17.1500004691,113
114,18.4333338489,25.2591107361,27.6833345816,15.8083337676,21.3252097198,23.5083337426,9.24166691303,14.9673327798,17.4916668994,11.9750001275,16.4369361963,18.1333336942,12.1000004858,15.6584372019,17.4499999235,12.2250002573,17.7554742997,20.0333337585,15.7750000519,22.8024363193,25.5166670283,11.608333533,16.2622939379,18.2333337267,14.1083337665,19.1657505739,21.4666674609,114
115,24.9166668262,31.8704523156,33.8500004491,23.6916675319,30.5994353914,32.5000009735,21.3416668822,27.6557118355,30.0583333472,25.6833340973,32.0347871701,34.2000007828,18.7416671067,21.8470654717,23.4916672707,21.5000005495,26.6981021274,28.4750004659,31.2083335469,39.3202112845,42.0083346963,20.5083335936,25.9947521982,27.9250003695,21.5416666276,26.4859193393,28.225000153,115
116,39.1083346096,40.5210148462,53.8750019471,37.2583339115,38.6460346726,52.100001057,30.9583343665,32.3792705887,46.916667968,29.5583342873,31.0420592421,45.4250007172,28.7166675255,29.7137438465,40.4416667422,34.5166670283,35.7897713425,48.4000010093,43.108333528,44.8190614599,61.1500009298,30.6250006439,31.7799373019,43.3250010808,32.6833334596,33.8111659877,44.475000682,116
117,31.4083337697,33.4101453095,34.9500004196,29.2333340993,30.943116395,32.2583336135,24.225000533,25.5438412712,26.5583341991,24.733333723,26.4054351302,27.6916670483,20.6250004719,20.8887686202,21.0916672063,25.7250006677,27.274638194,28.4666671219,33.0833337257,35.3536239898,37.100001206,23.0583342314,23.8166674197,24.4000006715,26.0000011623,26.7960151139,27.4083335698,117
118,46.4000004077,57.7546327328,61.9083349289,45.8000002106,60.6405243132,66.1833340128,41.1666672577,52.201002313,56.4083346128,40.7416669292,52.5216108922,56.8750006209,28.1333337228,37.2394008095,40.5500001113,40.0333344986,51.3938343419,55.6083343228,51.1750006676,68.0509688597,74.4083335002,34.2250005882,45.0894577518,49.1416676839,36.2416674693,46.9078305432,50.9250007272,118
119,58.091667071,58.091667071,58.091667071,58.9166676998,58.9166676998,58.9166676998,56.4083346128,56.4083346128,56.4083346128,52.033333838,52.033333838,52.033333838,37.9000003139,37.9000003139,37.9000003139,50.6166670918,50.6166670918,50.6166670918,65.0583342314,65.0583342314,65.0583342314,43.933334291,43.933334291,43.933334291,45.0333338777,45.0333338777,45.0333338777,119
120,57.5916672399,58.7512373598,61.9083349289,58.1666688522,60.1827723742,66.1833340128,54.0750010014,56.2216804762,56.4083346128,50.9666674038,52.8479232548,56.8750006209,36.816666911,38.3203040676,40.5500001113,49.433334291,51.4522167589,55.6083343228,63.4500018756,66.654525914,74.4083335002,43.933334291,44.8755445129,49.1416676839,42.3833339115,45.955433769,50.9250007272,120
121,58.091667071,58.091667071,58.091667071,58.9166676998,58.9166676998,58.9166676998,56.4083346128,56.4083346128,56.4083346128,52.033333838,52.033333838,52.033333838,37.9000003139,37.9000003139,37.9000003139,50.6166670918,50.6166670918,50.6166670918,65.0583342314,65.0583342314,65.0583342314,43.933334291,43.933334291,43.933334291,45.0333338777,45.0333338777,45.0333338777,121
122,58.091667071,58.091667071,58.091667071,58.9166676998,58.9166676998,58.9166676998,56.4083346128,56.4083346128,56.4083346128,52.033333838,52.033333838,52.033333838,37.9000003139,37.9000003139,37.9000003139,50.6166670918,50.6166670918,50.6166670918,65.0583342314,65.0583342314,65.0583342314,43.933334291,43.933334291,43.933334291,45.0333338777,45.0333338777,45.0333338777,122
123,58.091667071,58.091667071,58.091667071,58.9166676998,58.9166676998,58.9166676998,56.4083346128,56.4083346128,56.4083346128,52.033333838,52.033333838,52.033333838,37.9000003139,37.9000003139,37.9000003139,50.6166670918,50.6166670918,50.6166670918,65.0583342314,65.0583342314,65.0583342314,43.933334291,43.933334291,43.933334291,45.0333338777,45.0333338777,45.0333338777,123
124,58.091667071,58.091667071,58.091667071,58.9166676998,58.9166676998,58.9166676998,56.4083346128,56.4083346128,56.4083346128,52.033333838,52.033333838,52.033333838,37.9000003139,37.9000003139,37.9000003139,50.6166670918,50.6166670918,50.6166670918,65.0583342314,65.0583342314,65.0583342314,43.933334291,43.933334291,43.933334291,45.0333338777,45.0333338777,45.0333338777,124
125,43.2750009255,45.533586878,61.9083349289,41.6083343228,44.5871221808,66.1833340128,33.8083335459,36.5022730687,56.0333344837,35.9999999454,38.5303030718,56.8750006209,27.7666673809,29.3161622661,40.5500001113,36.941667527,39.204293818,55.6083343228,48.4333344897,51.581819236,74.4083335002,31.7416673501,33.8507583116,49.1416676839,35.9750002387,37.7871215202,50.9250007272,125
126,30.0416674366,31.6860174223,38.0083333434,24.8916665887,29.1174052117,35.0250008305,19.2250007515,23.8824640296,27.7166671256,20.1250002962,24.5698979702,30.2666665167,17.1583335623,20.5686455881,25.8000005068,21.8750000099,25.6894519826,31.883334135,28.2666673213,33.0539044735,41.016667366,19.2583339115,22.9610934294,28.191667517,21.8166667931,25.8802680651,31.458333681,126
127,23.52500091,31.0765288816,38.0083333434,19.5583334913,27.7079524861,35.0250008305,12.9250002286,22.0190103927,27.7166671256,15.0916665724,22.8065246231,30.2666665167,13.9250002901,19.8758903784,25.8000005068,15.966667374,24.3564176518,31.883334135,20.7250003268,31.2291808466,41.016667366,14.6750001609,21.7978311869,28.191667517,17.1500004691,24.7267493506,31.458333681,127
128,61.9083349289,62.749601724,67.7833333214,66.1833340128,66.8384484866,70.7583350738,56.0333344837,57.0655272634,63.2416671515,56.8750006209,57.5253419835,61.4166685939,40.5500001113,41.3542753197,46.1666672428,55.6083343228,56.1858852099,59.6416689952,74.4083335002,75.0061701741,78.5833342473,49.1416676839,49.5617045311,52.0750008623,50.9250007272,51.8796300582,57.59166797,128
129,31.4083337697,40.2360483418,43.2750009255,29.2333340993,38.0267042325,41.6083343228,24.225000533,30.7456233251,33.8083335459,24.733333723,32.844053593,35.9999999454,20.6250004719,26.0457462028,27.7666673809,25.7250006677,33.958457005,36.941667527,33.0833337257,44.2458665136,48.4333344897,23.0583342314,29.425451344,31.7416673501,26.0000011623,33.1680263966,35.9750002387,129
130,49.541668271,49.541668271,49.541668271,44.0083339214,44.0083339214,44.0083339214,37.4500010113,37.4500010113,37.4500010113,36.716667382,36.716667382,36.716667382,35.6166677028,35.6166677028,35.6166677028,40.7916672428,40.7916672428,40.7916672428,50.933333983,50.933333983,50.933333983,36.125,36.125,36.125,37.1166670124,37.1166670124,37.1166670124,130
131,52.7000013242,58.5862118798,61.9083349289,51.4583340635,60.4833637539,66.1833340128,52.8666671018,55.4530470472,56.4083346128,45.2083337357,52.6639540435,56.8750006209,35.3916675113,38.5184562079,40.5500001113,45.8083338439,51.7630213606,55.6083343228,58.4416681131,67.7378272597,74.4083335002,39.9666670064,45.3633631655,49.1416676839,41.2333344345,46.8039972905,50.9250007272,131
132,145.216667573,148.907787128,155.316671054,135.825001558,138.946201559,142.24166886,166.541667144,173.828789369,180.291671435,147.125004609,147.693611153,150.500002225,141.85000356,145.283999371,150.375003298,146.450001637,150.553547358,153.600004435,151.325002511,157.73299133,162.50833257,154.300005039,157.833464315,163.258336211,116.708334605,123.27206566,130.008334239,132
133,33.8249998832,37.0575757356,38.0083333434,30.5000003825,33.9965916343,35.0250008305,24.2416669428,26.9268943541,27.7166671256,23.8333336562,28.8045454071,30.2666665167,23.3916672431,25.2526520359,25.8000005068,27.2000001594,30.8189400461,31.883334135,33.8583332698,39.3897732477,41.016667366,24.6000004609,27.375379547,28.191667517,27.3666667193,30.5284093684,31.458333681,133
134,29.6000009769,35.808424907,39.4166672528,26.7250004162,32.1716297418,33.8416674932,19.7916667809,25.6857541519,27.7250004709,21.2083334507,25.4900832328,27.750000642,21.4833331617,26.511094222,30.2749998296,23.0666671445,29.5983635225,31.6916674823,28.8583344171,36.5520810145,39.3833343188,21.0750003935,26.6209487631,29.2000002544,24.0833341951,29.0251767349,32.0500007967,134
