,cru_ts_405_pre_yearly_mean.2012.min,cru_ts_405_pre_yearly_mean.2012.mean,cru_ts_405_pre_yearly_mean.2012.max,cru_ts_405_pre_yearly_mean.2013.min,cru_ts_405_pre_yearly_mean.2013.mean,cru_ts_405_pre_yearly_mean.2013.max,cru_ts_405_pre_yearly_mean.2014.min,cru_ts_405_pre_yearly_mean.2014.mean,cru_ts_405_pre_yearly_mean.2014.max,cru_ts_405_pre_yearly_mean.2015.min,cru_ts_405_pre_yearly_mean.2015.mean,cru_ts_405_pre_yearly_mean.2015.max,cru_ts_405_pre_yearly_mean.2016.min,cru_ts_405_pre_yearly_mean.2016.mean,cru_ts_405_pre_yearly_mean.2016.max,cru_ts_405_pre_yearly_mean.2017.min,cru_ts_405_pre_yearly_mean.2017.mean,cru_ts_405_pre_yearly_mean.2017.max,cru_ts_405_pre_yearly_mean.2018.min,cru_ts_405_pre_yearly_mean.2018.mean,cru_ts_405_pre_yearly_mean.2018.max,cru_ts_405_pre_yearly_mean.2019.min,cru_ts_405_pre_yearly_mean.2019.mean,cru_ts_405_pre_yearly_mean.2019.max,cru_ts_405_pre_yearly_mean.2020.min,cru_ts_405_pre_yearly_mean.2020.mean,cru_ts_405_pre_yearly_mean.2020.max,id
32,56.0833350321,57.2755187473,71.2250007341,55.2416678071,56.2645706566,68.2333341042,56.3333345254,57.6055659149,72.4916683038,49.6583338579,50.9915850937,66.5916674137,39.2083337108,40.0908253024,50.4166672031,48.7166671356,49.9679025098,64.6083350976,61.4750013351,62.7387030462,77.5250015259,44.8583338658,46.0859486166,60.4500014335,43.2333342433,44.1217309429,54.516667227,32
33,66.4333346486,81.7186066795,104.516667326,67.8833334843,85.1229554597,111.533336163,68.3333346049,85.3094435909,109.166668892,60.9166674614,76.8926688124,98.3250007629,48.5250016252,61.9063053601,78.7750016848,58.3750009537,73.5420064435,92.9750005404,72.708334287,88.2148501026,112.008335114,54.7166683997,69.3102762501,85.0000022352,52.9500019948,65.8089135959,86.0833349228,33
34,66.4333346486,68.3623343312,78.1916673382,67.8833334843,70.2640101937,82.2666680813,68.3333346049,70.4579851343,81.3166670799,60.9166674614,62.9276499864,73.1500008901,47.4583341281,50.1346046755,58.5166680018,58.3750009537,60.368642736,70.4500010808,72.708334287,75.4679654926,89.0916692416,53.4916677028,56.1689336114,63.766667972,52.9500019948,55.0518644207,65.6250012716,34
35,33.8500004491,41.2747127339,49.8416676583,32.5000009735,38.2121905706,46.0750008821,30.0583333472,38.4206989819,47.1749998828,34.2000007828,41.1860616053,48.3500007689,23.0416671634,28.801452026,34.3083335956,28.4750004659,35.6239065864,43.5083340307,42.0083346963,50.1228087493,59.6166682541,27.9250003695,34.848426715,41.3083349696,28.225000153,34.5364408903,40.8750014628,35
36,29.5583338439,47.9062093371,60.3666677556,27.7416670024,41.9187768408,52.0666682323,27.8083337943,45.4157543775,57.783333843,30.9166672826,49.6926737756,64.8333339095,23.4500001768,36.0671154685,46.8083349864,25.2666669618,41.7222998501,53.3166669856,37.9833340396,57.7018039582,71.9166693886,25.1666672577,42.4042874967,56.8750012716,26.1750007235,39.7238251294,49.5416671634,36
37,42.5250010205,47.3286078686,59.2666687568,37.9500006239,41.8447681859,53.333334744,40.3666668683,45.2075505972,58.9833353957,43.0083341797,48.6996738107,62.2666670879,30.6000008881,35.0756523475,42.8249999682,36.5916672995,41.3614252424,54.6166676482,51.8416679949,57.1827351783,70.5166680813,36.6333337625,41.4298752435,53.8500010421,35.7416665753,39.4580068983,49.6750004093,37
38,137.150002797,155.815159809,172.141668638,147.058336099,165.966622022,184.691667875,144.616668065,164.877502355,183.125003815,127.841667493,144.180508823,160.675001144,102.716667215,114.895792773,126.841669401,123.700000763,141.051569764,156.916666985,158.591667811,178.825654854,198.191669464,107.733336359,122.357526745,136.125001152,118.458335241,134.422390019,148.758335114,38
39,31.7500006637,37.848463448,51.158334313,27.6750008812,35.8802180487,49.1250004768,22.5750007108,31.9020668086,47.1916666826,23.9000005573,32.4028840999,45.0666672786,16.1916668819,21.7742393339,30.5083334893,24.0166669432,30.3635121337,41.8833341648,32.3750005327,41.0513436101,54.3250009318,20.3916671599,26.5086896048,36.4916677376,22.1083334461,27.7528852322,37.066667974,39
40,39.1916679405,51.5578887471,57.5916672399,36.1750009755,51.2316667676,58.1666688522,32.008333986,47.1779010511,54.0750010014,31.9916673663,45.4309574394,50.9666674038,21.9250006489,31.9576022894,36.816666911,32.1333338991,44.0681379426,49.433334291,41.2250014643,56.543087254,63.4500018756,27.1083336274,38.5066095132,44.0750005127,29.1083337596,38.8094190727,42.3833339115,40
41,60.1583334704,60.1583334704,60.1583334704,54.7583336234,54.7583336234,54.7583336234,51.5250011285,51.5250011285,51.5250011285,51.0333343148,51.0333343148,51.0333343148,49.9000012676,49.9000012676,49.9000012676,61.53333504,61.53333504,61.53333504,67.3166676362,67.3166676362,67.3166676362,54.8083347244,54.8083347244,54.8083347244,47.0833339375,47.0833339375,47.0833339375,41
42,6.90833353996,12.2017355453,17.941666921,5.34166661898,10.3791895328,16.6416668346,2.61666674415,7.39768643574,13.7833333015,5.15833343069,9.9363587238,16.5083335241,3.43333335718,7.12394956844,12.0250002791,4.38333340486,9.11566836557,15.016667068,5.18333347638,12.1480172238,21.4000004431,4.11666675409,8.01188518972,13.6833336006,4.54166690509,9.05814598077,14.8500000536,42
43,60.1583334704,61.8361112989,63.9333337148,54.7583336234,55.0620380778,55.4416686694,51.5250011285,51.5583343583,51.600000898,51.0333343148,51.7925930181,52.7416664561,49.9000012676,52.3000013906,55.3000017305,61.53333504,61.5962974463,61.675000459,67.3166676362,67.6314830407,68.0250023206,54.8083347244,56.0787051214,57.6666682164,47.0833339375,49.4462966485,52.4000002208,43
44,10.4500002873,14.179789137,18.4333338489,8.65833349278,11.9210909205,15.8083337676,2.99166668455,5.05258743718,9.24166691303,6.84999997914,9.23119851472,11.9750001275,7.47500012815,9.75065556503,12.1000004858,6.43333352606,9.13063592954,12.2250002573,8.24166674415,11.9977817044,15.7750000519,6.42500011126,8.89181407936,11.608333533,8.11666693787,11.0794757934,14.1083337665,44
45,155.008337021,177.752864406,204.050003052,171.383336544,198.261054461,223.716667811,179.525003274,196.849328216,214.483339945,141.958335559,163.865140357,195.016668638,122.050002654,132.953442728,148.708334446,147.416667223,168.770234327,195.691667875,188.016668002,217.276528612,248.450004578,128.925000528,149.924534933,172.900005778,139.433336576,156.728406246,179.575003306,45
46,15.5416668157,22.7978791681,32.5416668815,13.8750002993,21.0145777701,30.5916669667,10.3250003209,15.6955254718,24.7916670342,12.5000002546,18.1284961489,30.0333341956,8.96666677793,12.4273884118,19.6583339473,11.9000001003,17.2869375266,25.4750001132,16.4750007639,24.6348700936,37.0416673422,10.5583334888,15.4386043456,24.0166669687,11.6416668097,16.6390918575,24.6916671644,46
47,25.5833335121,29.3676903335,32.5416668815,23.7333336994,27.4633044992,30.5916669667,17.6583339771,21.3565797211,24.4583340784,19.3083335956,23.8631583572,27.6833337943,13.3833333453,16.2748541153,18.7000004599,19.1333337904,22.5823102814,25.4750001132,27.2249997308,32.0970764812,36.1833342196,16.7333336075,20.5630121516,23.7750004654,17.9000000805,21.4622810283,24.4500004003,47
48,35.8416671082,56.0119011682,76.450000314,26.1000003517,40.2893350378,56.3750008345,37.31666707,55.503967568,70.0166691045,35.8916670084,56.8306951918,77.0250007709,29.4833338658,44.051119688,56.2250010173,33.4500008325,48.7493765741,64.0500015741,39.8583344718,62.0266759125,82.2500022252,33.5833337667,52.5486619171,71.4666682879,29.3166672687,43.5618802946,58.1583333611,48
49,25.5833335121,33.668840137,39.4000003636,23.7333336994,31.7848905599,38.291666699,17.6583339771,26.6786732981,34.6333342046,19.3083335956,28.3555636415,34.9833333443,13.3833333453,19.1496746616,23.4333336651,19.1333337904,26.5547549352,32.1166672135,27.2249997308,36.8078112331,43.6500005225,16.7333336075,23.7313412752,28.2916670491,17.9000000805,24.7671469766,29.3750003042,49
50,25.5833335121,29.0824568352,31.7500006637,23.7333336994,25.9699356156,27.6750008812,17.6583339771,20.4481753641,22.5750007108,19.3083335956,21.9137618703,23.9000005573,13.3833333453,14.9768530108,16.1916668819,19.1333337904,21.9042608584,24.0166669432,27.2249997308,30.1472407853,32.3750005327,16.7333336075,18.8091648373,20.3916671599,17.9000000805,20.2879151518,22.1083334461,50
51,60.1583334704,67.7654412856,86.3250029484,54.7583336234,62.2496993281,83.383334597,51.5250011285,58.117171002,79.1833340128,51.0333343148,58.7274058622,80.0833341281,49.9000012676,59.337944034,76.8166671197,61.53333504,69.4468545078,89.6916678548,67.3166676362,75.5546962853,98.9500006437,54.8083347244,64.3115362477,83.3416700661,47.0833339375,56.391076278,71.5583342413,51
52,52.0333339274,56.0136829271,61.3000000715,50.4166680078,54.7207547469,60.4000014067,51.7333341837,56.4372447432,62.7000015577,44.566667676,48.4171015353,53.4333337148,35.4000008752,38.3807258095,42.2750005921,44.525000453,48.44460281,53.633333842,56.0333336592,61.5053916053,68.783335646,40.791667521,44.0437947615,48.3000006477,38.9916677972,42.764469801,47.741667668,52
53,52.0333339274,54.4647912045,61.3000000715,50.4166680078,52.9904373355,60.4000014067,51.650000761,54.4801646621,62.7000015577,44.566667676,46.7763212807,53.4333337148,35.0249999265,37.0503501601,42.2750005921,44.525000453,46.7933323582,53.633333842,56.0333336592,59.3109993577,68.783335646,40.5333341422,42.5622444614,48.3000006477,38.1666668852,41.072996912,47.741667668,53
54,78.1916673382,102.836348205,104.516667326,82.2666680813,109.665250996,111.533336163,81.3166670799,107.38900923,109.166668892,73.1500008901,96.7180859029,98.3250007629,58.5166680018,77.4819165766,78.7750016848,70.4500010808,91.5372346403,92.9750005404,89.0916692416,110.54556923,112.008335114,63.766667972,83.6446830484,85.0000022352,65.6250012716,84.7774838594,86.0833349228,54
55,72.0250012676,91.9005437182,104.516667326,71.5833346844,95.5981233798,111.533336163,76.4583349228,96.8272403609,109.166668892,66.5250002543,84.6012529855,98.3250007629,57.5333340565,71.4101593558,78.7750016848,65.4416683515,81.2574137685,92.9750005404,71.7500005563,95.3414582021,112.008335114,61.7333345016,73.0921481109,85.0000022352,56.0333349705,74.5561891087,86.0833349228,55
56,132.31667153,164.446609276,204.050003052,152.183336417,190.950222659,223.716667811,138.116669019,185.889159886,214.483339945,130.775001208,158.547590869,195.016668638,105.316668034,128.73949728,148.708334446,132.65833505,164.572104923,195.691667875,165.10000356,207.509137943,248.450004578,120.183337688,147.682432153,172.900005778,115.975002448,147.962910885,179.575003306,56
57,126.900004148,139.421074672,155.008337021,139.808334629,158.7750799,177.683335304,144.683336099,168.862239622,187.725002289,110.024999936,126.567390225,143.950001399,102.441668232,114.798721247,125.675001383,117.900003503,137.622258008,154.650002678,145.233334293,168.820188255,192.325005372,106.441667219,123.256237152,138.933334986,112.533334732,127.090520808,139.433336576,57
58,113.558334986,135.400490626,170.958338261,114.175002416,138.52031322,180.050002098,120.158335686,144.945214035,183.125003815,99.0083343188,120.469317272,155.466668129,84.8750025034,101.755569393,126.841669401,96.5333346526,118.876009287,155.350001812,119.491669814,147.947725626,194.966670354,80.9666680495,102.014284667,134.766669869,92.4500015577,114.256451422,148.175002734,58
59,70.6166679462,75.1543927943,107.741666476,72.2750005722,77.656100749,116.300000509,63.1416673263,68.3516479964,105.766668002,62.5250018835,67.3448704092,101.958334208,49.9083343248,54.0213161237,83.5583347877,64.933333834,69.8448737278,105.11666743,84.5250011285,90.5294656467,133.650001844,58.7000007158,63.0747545862,94.491666461,59.8166673283,63.5955585588,90.7333350579,59
60,46.2333347959,83.4142873365,116.950004657,43.5833338896,88.3927952661,130.975001176,35.9083344986,77.750094695,117.183335463,36.3250011529,77.0460456619,114.016669989,31.1333332658,60.6872054971,88.5166679223,39.783333838,78.359488359,115.500001431,51.4166675806,101.409029018,146.491669655,35.1916667304,70.4438627472,104.008334915,38.3666671279,70.9218053625,101.366669575,60
61,53.8750019471,77.3612263792,107.741666476,52.100001057,80.145068141,116.300000509,46.916667968,72.3277629983,105.766668002,45.4250007172,69.9281180677,101.958334208,40.4416667422,58.7979778139,83.5583347877,48.4000010093,73.0267270788,105.11666743,61.1500009298,92.8173793717,133.650001844,43.3250010808,65.5883712601,94.491666461,44.475000682,64.7614918336,90.7333350579,61
62,53.8750019471,79.1628985949,107.741666476,52.100001057,82.6100638361,116.300000509,46.916667968,74.7435975856,105.766668002,45.4250007172,70.7029751445,101.958334208,40.4416667422,61.491891354,83.5583347877,48.4000010093,75.5588267539,105.11666743,61.1500009298,94.4575231558,133.650001844,43.3250010808,67.6550062143,94.491666461,44.475000682,66.1238585481,90.7333350579,62
63,31.4083337697,33.770796104,34.9500004196,28.7833338529,31.063728893,32.2583336135,23.3916668743,25.5906906929,26.5583341991,23.5583336633,26.453582103,27.6916670483,18.1750004503,20.6812520036,21.0916672063,25.3583337447,27.3878656532,28.4666671219,32.7833338032,35.5420367719,37.100001206,21.6416669389,23.7545556568,24.4000006715,24.0416668653,26.6860522484,27.4083335698,63
