cru_ts_405_pre_yearly_mean.2012.max,cru_ts_405_pre_yearly_mean.2013.max,cru_ts_405_pre_yearly_mean.2014.max,cru_ts_405_pre_yearly_mean.2015.max,cru_ts_405_pre_yearly_mean.2016.max,cru_ts_405_pre_yearly_mean.2017.max,cru_ts_405_pre_yearly_mean.2018.max,cru_ts_405_pre_yearly_mean.2019.max,cru_ts_405_pre_yearly_mean.2020.max,id
34.8583340769,29.1833337992,20.500000303,24.2750006914,29.4500008225,29.241667514,36.4333339681,27.5750007393,31.1833345822,137
46.2333347959,43.5833338896,35.9083344986,36.3250011529,31.1333332658,39.783333838,51.4166675806,35.1916667304,38.3666671279,138
39.4166672528,33.8416674932,27.7250004709,27.750000642,30.2749998296,31.6916674823,39.3833343188,29.2000002544,32.0500007967,139
58.091667071,58.9166676998,56.4083346128,52.033333838,37.9000003139,50.6166670918,65.0583342314,43.933334291,45.0333338777,140
58.091667071,58.9166676998,56.4083346128,52.033333838,37.9000003139,50.6166670918,65.0583342314,43.933334291,45.0333338777,141
46.2333347959,43.5833338896,35.9083344986,36.3250011529,31.1333332658,39.783333838,51.4166675806,35.1916667304,38.3666671279,142
39.1083346096,37.2583339115,30.9583343665,29.5583342873,28.7166675255,34.5166670283,43.108333528,30.6250006439,32.6833334596,143
49.541668271,44.0083339214,37.4500010113,36.716667382,35.6166677028,40.7916672428,50.933333983,36.125,37.1166670124,144
49.1083340794,43.5500008861,34.3333338102,37.5750002066,42.4000007113,45.3666679164,52.6833348473,42.0500004372,42.3083345275,145
146.425002654,153.9416701,175.408335686,147.416668892,143.508335114,150.433335066,162.04167064,153.208334635,128.533334653,146
143.883337657,161.283336798,173.808334668,142.633336067,140.941668113,147.391668955,162.608336528,149.283337931,128.033335129,147
146.475004514,175.008335908,178.650003433,144.341670036,132.508336385,155.208337466,185.316669782,142.475001554,134.166668892,148
70.6166679462,72.2750005722,63.1416673263,62.5250018835,49.9083343248,64.933333834,84.5250011285,58.7000007158,59.8166673283,149
51.9916680033,45.2833339572,37.4500010113,36.7416678518,40.2416674594,44.4833337863,53.3333343069,40.5833335718,40.7333343724,150
53.8750019471,52.100001057,46.916667968,45.4250007172,40.4416667422,48.4000010093,61.1500009298,43.3250010808,44.475000682,151
49.541668271,44.0083339214,37.4500010113,36.716667382,35.6166677028,40.7916672428,50.933333983,36.125,37.1166670124,152
70.6166679462,72.2750005722,63.1416673263,62.5250018835,49.9083343248,64.933333834,84.5250011285,58.7000007158,59.8166673283,153
70.6166679462,72.2750005722,63.1416673263,62.5250018835,49.9083343248,64.933333834,84.5250011285,58.7000007158,59.8166673283,154
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,155
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,156
53.8750019471,52.100001057,46.916667968,45.4250007172,40.4416667422,48.4000010093,61.1500009298,43.3250010808,44.475000682,157
73.9916672309,76.6750023365,69.2166678508,64.5000017484,57.8500006,70.4416671594,87.0500001907,62.9333350658,61.6416675945,158
49.541668271,44.0083339214,37.4500010113,36.716667382,35.6166677028,40.7916672428,50.933333983,36.125,37.1166670124,159
50.350001961,47.5916673442,44.7333342135,40.8666677003,39.350000374,46.6750013679,56.4250010401,41.5000013014,39.4000010968,160
73.9916672309,76.6750023365,69.2166678508,64.5000017484,57.8500006,70.4416671594,87.0500001907,62.9333350658,61.6416675945,161
69.2416672471,71.9833340446,63.2416671515,61.4166685939,46.5000015249,60.9499995311,83.2166673342,54.4833344302,59.1250013312,162
51.9916680033,45.2833339572,35.8000006477,37.5750002066,42.4000007113,45.3666679164,53.3333343069,42.0500004372,42.3083345275,163
51.9916680033,45.2833339572,37.4500010113,36.7416678518,40.2416674594,44.4833337863,53.3333343069,40.5833335718,40.7333343724,164
51.9916680033,45.2833339572,35.8000006477,36.7416678518,40.2416674594,44.4833337863,53.3333343069,40.5833335718,40.7333343724,165
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,166
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,167
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,168
114.06666851,129.125001192,113.408334096,111.683334827,95.1916673183,119.358335098,143.70000124,106.516668767,97.0833342473,169
107.741666476,116.300000509,105.766668002,101.958334208,83.5583347877,105.11666743,133.650001844,94.491666461,90.7333350579,170
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,171
86.3250029484,83.383334597,79.1833340128,80.0833341281,76.8166671197,89.6916678548,98.9500006437,83.3416700661,71.5583342413,172
53.8750019471,52.100001057,46.916667968,45.4250007172,40.4416667422,48.4000010093,61.1500009298,43.3250010808,44.475000682,173
60.8000014784,54.2333340049,60.6333340804,62.2666670879,43.2833343744,55.858334432,71.19166857,53.8500010421,49.9666671952,174
114.06666851,129.125001192,113.408334096,111.683334827,95.1916673183,119.358335098,143.70000124,106.516668767,97.0833342473,175
114.06666851,129.125001192,113.408334096,111.683334827,95.1916673183,119.358335098,143.70000124,106.516668767,97.0833342473,176
116.80833443,133.225003401,119.233335257,122.916669369,105.300001542,127.691668073,145.425003052,117.058335433,99.10833474,177
132.31667153,152.183336417,138.116669019,131.133336067,105.316668034,132.65833505,165.10000356,120.183337688,115.975002448,178
86.3250029484,83.383334597,79.1833340128,80.0833341281,76.8166671197,89.6916678548,98.9500006437,83.3416700661,71.5583342413,179
131.675004641,151.77500089,134.516668797,137.991668542,111.691667954,139.483335098,165.791669846,126.808336576,112.091668685,180
135.783338706,158.483337243,142.133334319,139.441670259,111.691667954,139.566668749,171.216669718,126.808336576,117.183334986,181
116.80833443,133.225003401,119.233335257,122.916669369,105.300001542,127.691668073,145.425003052,117.058335433,99.10833474,182
116.80833443,133.225003401,119.233335257,122.916669369,105.300001542,127.691668073,145.425003052,117.83333534,99.10833474,183
42.1250010878,38.5833338499,35.5833339095,39.6166677227,26.3166672289,34.6000004783,48.6666681531,33.041667295,33.0333343446,184
63.9333337148,57.6500014265,51.600000898,52.7416664561,55.3000017305,66.558333377,70.000001351,59.9250005732,52.4000002208,185
60.8000014784,54.2333340049,60.6333340804,62.2666670879,43.2833343744,55.858334432,71.19166857,53.8500010421,49.9666671952,186
42.1250010878,38.5833338499,35.5833339095,39.6166677227,26.3166672289,34.6000004783,48.6666681531,33.041667295,33.0333343446,187
42.1250010878,38.5833338499,35.5833339095,39.6166677227,26.3166672289,34.6000004783,48.6666681531,33.041667295,33.0333343446,188
56.1250006023,50.300001815,53.500001967,52.391667068,37.7000011851,47.9833337665,63.5500014673,44.7833342484,43.4416665584,189
60.8000014784,54.2333340049,60.6333340804,60.5916671356,43.2833343744,55.858334432,71.19166857,53.0916682879,49.9666671952,190
69.0083354594,56.1416682005,65.9583341976,74.8583362103,52.4416675965,61.3250012398,78.7083336115,65.6833343506,55.0666679939,191
116.80833443,133.225003401,119.233335257,122.916669369,105.300001542,127.691668073,145.425003052,117.058335433,99.10833474,192
69.0083354594,56.1416682005,65.9583341976,74.8583362103,52.4416675965,61.3250012398,78.7083336115,65.6833343506,55.0666679939,193
77.9250014772,71.0166666905,81.7416702112,75.9916681449,56.3333341281,75.441668431,84.633333683,69.733335066,60.0833348433,194
39.4000003636,38.291666699,34.6333342046,34.9833333443,23.4333336651,32.1166672135,43.6500005225,28.2916670491,29.3750003042,195
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,196
77.9250014772,71.0166666905,81.7416702112,75.9916681449,56.3333341281,75.441668431,84.633333683,69.733335066,60.0833348433,197
68.2000012497,62.1083345016,68.2916682561,65.5083345572,47.8916679025,61.8500010173,76.4583351612,57.700001097,53.0333333413,198
68.2000012497,62.1083345016,68.2916682561,65.5083345572,47.8916679025,61.8500010173,76.4583351612,57.700001097,53.0333333413,199
56.1250006023,50.300001815,53.500001967,52.391667068,37.7000011851,47.9833337665,63.5500014673,44.7833342484,43.4416665584,200
53.5583341724,50.8166683242,48.3916673809,50.7166677515,34.3666666175,45.6583340292,61.8250011255,41.8083338862,41.833333465,201
56.1250006023,50.8166683242,53.500001967,52.391667068,37.7000011851,47.9833337665,63.5500014673,44.7833342484,43.4416665584,202
71.2250007341,68.2333341042,72.4916683038,66.5916674137,50.4166672031,64.6083350976,77.5250015259,60.4500014335,54.516667227,203
51.158334313,49.1250004768,47.1916666826,45.0666672786,30.5083334893,41.8833341648,54.3250009318,36.4916677376,37.066667974,204
58.6833348523,55.4000018438,57.4833341042,52.8583349387,39.6166679611,50.7000005245,64.0250016252,46.7750011335,43.6750006676,205
58.6833348523,55.0750005543,57.4833341042,52.8583349387,39.6166679611,50.7000005245,64.0250016252,46.7750011335,43.6750006676,206
111.775002877,122.283334891,106.750001351,115.800001462,105.175002654,123.316669703,134.666667779,117.83333534,93.3166677952,207
125.700002114,140.708336035,118.583334764,136.40833505,123.250003179,137.075003465,147.108335495,136.183336655,107.341668129,208
152.108338674,179.283336639,163.258337339,155.533334414,127.225002448,155.458334128,191.658334096,145.283337085,133.600002607,209
186.350003878,213.025004387,195.900003433,213.391668955,186.066669782,199.858335654,213.208335876,200.408337752,156.125003179,210
