cru_ts_405_pre_yearly_mean.2012.max,cru_ts_405_pre_yearly_mean.2013.max,cru_ts_405_pre_yearly_mean.2014.max,cru_ts_405_pre_yearly_mean.2015.max,cru_ts_405_pre_yearly_mean.2016.max,cru_ts_405_pre_yearly_mean.2017.max,cru_ts_405_pre_yearly_mean.2018.max,cru_ts_405_pre_yearly_mean.2019.max,cru_ts_405_pre_yearly_mean.2020.max,id
158.766667207,184.608337402,176.983336131,168.058338165,144.208333969,165.816670895,194.283334732,161.716668089,139.283337275,211
160.066669782,184.608337402,181.69166851,170.075003306,149.975003878,169.750001192,194.283334732,163.083335638,141.225003242,212
164.808337371,192.275002003,188.30833594,161.058336576,130.991668224,164.258334796,208.883337021,149.841668884,148.191672643,213
152.108338674,179.283336639,177.091668129,155.533334414,128.591668288,155.458334128,191.658334096,145.283337085,134.166668892,214
160.066669782,184.608337402,181.69166851,170.075003306,149.975003878,169.750001192,194.283334732,163.083335638,141.225003242,215
143.558336775,161.283336798,173.725000699,137.533335209,137.491669655,145.71666793,162.491669536,145.283335348,125.866667668,216
130.825001548,161.558337241,162.54166921,116.808334351,120.950002293,135.925002225,159.375002801,127.308336775,122.175002734,217
142.558336894,169.783336957,178.650003433,140.933335622,132.466668765,154.275002797,178.191669305,140.850002885,132.816669146,218
143.558336775,167.316669981,173.725000699,137.533335209,137.491669655,145.71666793,162.608336528,145.283335348,125.866667668,219
148.333335559,138.908335845,174.000003656,147.583336671,144.93333594,150.775003473,158.074999809,157.433333238,123.233334303,220
157.291666826,153.941670895,184.475004196,152.975003401,153.066671213,155.60833772,168.375001431,164.208337128,139.64167134,221
149.116669416,161.283336798,177.433334986,144.666667461,144.691665888,149.37500306,162.558334827,154.883332014,132.500001907,222
149.116669416,152.691669941,177.433334986,145.45000267,145.00833567,149.90000395,162.558334827,156.141669765,132.500001907,223
154.833335559,153.941670895,181.725002289,149.100001335,148.116670529,151.916671475,165.691668034,159.883334696,136.791670799,224
158.491668065,160.691669385,184.466668129,149.100001335,147.883335272,151.916671475,165.691668034,159.883334696,136.791670799,225
145.71666944,173.10833472,173.750001589,128.558335066,125.308335563,138.983335192,162.016669651,136.475002368,123.141668002,226
143.558336775,166.03333813,173.174999873,134.583336274,126.458335082,136.350004117,154.091667573,143.400002062,121.774999777,227
158.491668065,171.150003632,184.466668129,147.791668415,137.708334287,145.275000612,163.808336576,157.63333722,133.258334319,228
155.808339377,177.65833801,181.266668955,136.291666905,115.00000302,128.93333594,156.991669456,144.683333794,123.233332475,229
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,230
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,231
39.1916679405,36.1750009755,32.008333986,31.9916673663,21.9250006489,32.1333338991,41.2250014643,27.1083336274,29.1083337596,232
158.275003433,148.733335495,179.216671308,162.616667747,153.191669385,154.441667914,157.558335622,167.966666112,122.933336735,233
154.158335686,153.40833648,180.566671054,163.850004196,153.250002543,160.466668765,167.075002193,165.100003044,128.533334653,234
135.783338706,158.483337243,142.133334319,139.441670259,111.691667954,139.566668749,171.216669718,126.808336576,117.183334986,235
124.450003942,140.15833648,126.450003147,123.550001939,99.7666674455,126.333335479,155.866669337,113.033336083,106.483335892,236
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,237
61.9083349289,66.1833340128,56.0333344837,56.8750006209,40.5500001113,55.6083343228,74.4083335002,49.1416676839,50.9250007272,238
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,239
63.9333337148,58.4500012398,53.8416685462,54.2750008504,56.1083351697,66.966667821,71.3250012894,62.183333084,54.3166679988,240
77.9250014772,71.0166666905,81.7416702112,75.9916681449,56.3333341281,75.441668431,84.633333683,69.733335066,60.0833348433,241
72.9750022888,75.0416677793,71.9333338141,66.6666673621,61.725000004,72.9833341738,84.6750014424,65.2416673979,60.866667519,242
77.9250014772,71.0166666905,81.7416702112,75.9916681449,56.3333341281,75.441668431,84.633333683,69.733335066,60.0833348433,243
71.2250007341,68.2333341042,72.4916683038,66.5916674137,50.4166672031,64.6083350976,77.5250015259,60.4500014335,54.516667227,244
71.2250007341,68.2333341042,72.4916683038,66.5916674137,50.4166672031,64.6083350976,77.5250015259,60.4500014335,54.516667227,245
71.2250007341,68.2333341042,72.4916683038,66.5916674137,50.4166672031,64.6083350976,77.5250015259,60.4500014335,54.516667227,246
69.0083354594,56.1416682005,65.9583341976,74.8583362103,52.4416675965,61.3250012398,78.7083336115,65.6833343506,55.0666679939,247
58.3000005962,47.8083346089,59.4000015457,59.7166674137,42.0583336751,55.1666664183,65.2083341678,52.558334923,47.4000008702,248
65.5500015101,55.9666676919,65.0750012795,67.7583342393,46.9000013272,60.2250004311,74.3666674097,59.8083352409,53.3250002861,249
68.5500009308,60.5750003258,70.7250015338,68.858335336,49.6666672627,65.6416684389,76.9666684071,61.2083348533,55.4083340963,250
164.808337371,191.475002925,176.325004896,161.058336576,129.066666921,164.258334796,206.483338674,149.841668884,146.983337084,251
77.9250014772,71.0166666905,81.7416702112,75.9916681449,56.3333341281,75.441668431,84.633333683,69.733335066,60.0833348433,252
77.9250014772,71.0166666905,81.7416702112,75.9916681449,56.3333341281,75.441668431,84.633333683,69.733335066,60.0833348433,253
57.0583341581,55.4000018438,54.0833339492,51.1250011623,36.5583339781,47.9000008206,62.4833348493,43.3000004174,41.833333465,254
58.6833348523,55.4000018438,57.4833341042,52.8583349387,39.6166679611,50.7000005245,64.0250016252,46.7750011335,43.6750006676,255
73.200000147,70.0916680892,75.4583355586,68.6666686535,53.6750015815,67.7166673342,78.9583346844,64.0833344559,55.9750003815,256
56.0833350321,55.2416678071,56.3333345254,49.6583338579,39.2083337108,48.7166671356,61.4750013351,44.8583338658,43.2333342433,257
66.4333346486,67.8833334843,68.3333346049,60.9166674614,48.5250016252,58.3750009537,72.708334287,54.7166683997,52.9500019948,258
81.4666679502,84.125001351,85.6333351135,77.5916671753,63.0166679621,74.3833347956,85.9500007629,72.3083341569,64.0750012398,259
104.516667326,111.533336163,109.166668892,98.3250007629,78.7750016848,92.9750005404,112.008335114,85.0000022352,86.0833349228,260
204.083338896,224.083339691,211.908336004,193.666669528,145.10833629,193.266670545,240.883337975,167.858336926,177.833333333,261
88.4000021219,86.9666676521,91.4833348592,74.3750004768,71.3250008623,78.3833349844,86.5500004292,63.3166668812,68.7583347162,262
99.6916677952,96.9750014941,107.57500124,83.6833337148,74.4333344698,83.0750020345,97.9500006437,66.5583345294,76.825001955,263
102.8583347,101.041668336,112.908333937,86.550002257,77.1250006557,85.5333346377,102.683334162,72.0416686237,80.1583351294,264
102.416670481,99.5000006358,101.825000445,83.1250008742,83.800001502,90.8750023246,89.8750002235,65.2166684171,75.5666692853,265
219.725005865,248.000005722,226.516664505,211.300004323,151.200003306,213.308334986,264.891669909,183.30833598,189.558338165,266
219.725005865,248.000005722,226.516664505,211.300004323,151.200003306,213.308334986,264.891669909,183.30833598,189.558338165,267
74.4833343824,76.9416674773,77.3166677157,67.2916669448,51.0333343744,67.7083333731,86.0916686058,58.7166672312,60.0166676839,268
219.725005865,248.000005722,226.516664505,211.300004323,151.200003306,213.308334986,264.891669909,183.30833598,189.558338165,269
106.150001725,108.050001939,110.833335241,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,270
139.425002098,142.450002035,153.516668797,121.550002098,106.108333707,122.916668495,151.791669369,107.533334931,118.233335495,271
180.366666794,198.108336449,197.141670545,164.716668765,132.100001415,168.616670132,218.066668193,148.741669257,158.158336004,272
58.2499999404,58.9166676998,58.7000007431,52.033333838,38.6416675846,50.6166670918,65.0583342314,43.933334291,45.0333338777,273
74.4833343824,76.9416674773,77.3166677157,67.2916669448,51.0333343744,67.7083333731,86.0916686058,58.7166672312,60.0166676839,274
106.150001725,108.050001939,110.833335241,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,275
106.150001725,111.533336163,110.833335241,98.3250007629,78.7750016848,92.9750005404,112.008335114,85.0000022352,86.0833349228,276
113.558334986,114.175002416,120.158335686,99.0083343188,84.8750025034,96.5333346526,119.491669814,80.9666680495,92.4500015577,277
92.925001363,90.6750019391,95.8333361944,77.616667827,76.6833344102,84.7166690826,86.5500004292,63.3166668812,69.7083341678,278
113.558334986,114.175002416,120.158335686,99.0083343188,84.8750025034,96.5333346526,119.491669814,80.9666680495,92.4500015577,279
113.558334986,114.175002416,120.158335686,99.0083343188,84.8750025034,96.5333346526,119.491669814,80.9666680495,92.4500015577,280
66.7750009894,69.2666691144,68.4666670163,61.4583339691,48.5250016252,59.3083343506,76.4833362897,54.7166683997,54.3500003815,281
78.1916673382,82.2666680813,81.3166670799,73.1500008901,58.5166680018,70.4500010808,89.0916692416,63.766667972,65.6250012716,282
219.725005865,248.000005722,226.516664505,211.300004323,151.200003306,213.308334986,264.891669909,183.30833598,189.558338165,283
106.150001725,111.533336163,110.833335241,98.3250007629,78.7750016848,92.9750005404,112.008335114,85.0000022352,86.0833349228,284
93.7750023007,95.5166674455,106.40833497,106.100001852,111.983335972,112.908333937,101.100003521,75.200000604,75.8833345175,285
82.9833359321,92.9416685899,103.983336449,93.1083344221,104.750002931,108.841668357,85.9500014683,61.1250010331,74.908333381,286
90.9333361189,96.2500011126,99.0000006358,84.8166662455,92.5083337526,100.400001496,82.4333353688,58.1750006974,72.5833335718,287
104.650001129,108.666669925,119.483335336,109.791667541,117.08333532,115.566668868,107.850002845,86.6666679382,86.2666682402,288
82.5833353003,88.6666684548,92.1583352089,82.2083349228,92.5083337526,100.400001496,76.2583346069,61.7333345016,69.6333354314,289
95.8416673342,98.5000019073,101.000000954,86.2666678429,89.9666668574,95.05000105,86.2833359738,62.0916677713,75.116668582,290
100.583333234,100.000001947,103.300002734,87.9083351692,91.8500014544,94.8166675369,89.4416664044,66.7666676243,77.2416673501,291
81.8000004292,86.1500013669,76.7250012557,76.6833348672,58.8416671952,75.8583353758,98.8416685263,68.1250017136,69.2166692019,292
114.225002925,110.408334057,106.933334668,101.875000854,112.991668002,112.475000092,119.37500298,97.7916671435,97.2833349705,293
135.991671085,141.17500035,150.675001462,117.183334351,103.90833652,119.591668328,149.050002019,107.116669973,115.016669591,294
126.900004148,139.808334629,144.683336099,110.024999936,111.825003415,126.600000714,145.233334293,112.208337069,112.533334732,295
166.458335559,192.608335336,192.483335336,156.325001717,129.391669989,163.041668177,210.575007121,146.833336878,150.12500445,296
93.433334748,90.6416676044,96.6750011444,76.6250008742,73.7916675607,80.3833351135,85.6166681945,58.2166670263,68.7250003815,297
140.366671085,154.300004005,146.058333715,134.983334541,98.7750014464,133.975001812,165.958333651,116.150002738,120.416667302,298
159.975004752,175.25833718,165.525001526,152.533334096,114.633334478,147.150003115,185.816667557,127.883335054,136.716668447,299
57.5916672399,58.1666688522,54.0833339492,51.1250011623,36.816666911,49.433334291,63.4500018756,44.0750005127,42.3833339115,300
67.7833333214,70.7583350738,63.2416671515,61.4166685939,46.1666672428,59.6416689952,78.5833342473,52.0750008623,57.59166797,301
58.091667071,58.9166676998,56.4083346128,52.033333838,37.9000003139,50.6166670918,65.0583342314,43.933334291,45.0333338777,302
58.091667071,58.9166676998,56.4083346128,52.033333838,37.9000003139,50.6166670918,65.0583342314,44.0750005127,45.0333338777,303
204.933334986,236.050003688,205.93333594,236.625002543,210.358338356,219.550004959,233.241669337,222.716670513,175.758337975,304
116.80833443,133.225003401,119.233335257,122.916669369,105.300001542,127.691668073,145.425003052,117.058335433,99.10833474,305
31.7500006637,27.6750008812,22.5750007108,23.9000005573,16.1916668819,24.0166669432,32.3750005327,20.3916671599,22.1083334461,306
37.5500001994,33.8416674932,27.7250004709,26.7083343746,27.8583337069,31.5583340426,38.8333339095,28.2250004212,30.4000005424,307
29.6000009769,26.7250004162,19.7916667809,21.2083334507,21.4833331617,23.0666671445,28.8583344171,21.0750003935,24.0833341951,308
33.8249998832,30.5000003825,24.2416669428,23.8333336562,23.3916672431,27.2000001594,33.8583332698,24.6000004609,27.3666667193,309
23.52500091,20.0250004133,12.9250002286,15.4416666888,15.2583338022,15.966667374,20.7250003268,14.7166668276,17.9250003857,310
14.3583336174,12.0833333315,5.36666668455,9.13333365135,9.00000035763,9.34166671832,12.0583334217,9.01666666071,10.6250000944,311
23.52500091,19.5583334913,12.9250002286,15.0916665724,13.9250002901,15.966667374,20.7250003268,14.6750001609,17.1500004691,312
46.4000004077,45.8000002106,41.1666672577,40.7416669292,28.1333337228,40.0333344986,51.1750006676,34.2250005882,36.2416674693,313
24.4916669689,20.4583337406,14.8000003385,15.4666668555,13.4500001005,17.433333685,22.7416672738,15.1000002225,17.1416668544,314
29.800000752,27.7416670024,28.0250002394,30.9166672826,24.3333333284,25.3583336106,37.9833340396,25.1666672577,26.3916669084,315
24.9166668262,23.6916675319,21.3416668822,25.6833340973,18.7416671067,21.5000005495,31.2083335469,20.5083335936,21.5416666276,316
10.7916665853,9.25000011548,5.54166675607,7.70833353202,5.55000001192,7.53333350519,9.33333364129,6.73333337903,7.49166705211,317
113.558334986,114.175002416,120.158335686,99.0083343188,84.8750025034,96.5333346526,119.491669814,80.9666680495,92.4500015577,318
180.366666794,198.108336449,197.141670545,164.716668765,132.100001415,168.616670132,218.066668193,148.741669257,158.158336004,319
159.975004752,175.25833718,165.525001526,152.533334096,114.633334478,147.150003115,185.816667557,127.883335054,136.716668447,320
89.5666674059,68.7333347797,84.025000602,94.591669778,78.1833343903,78.8833349397,105.083336481,84.1250005246,75.3166686098,321
42.6250006141,38.875000755,40.7333340247,43.5666674177,31.9083341956,37.2583334545,52.3333339654,36.9000009112,36.2583339016,322
63.9333337148,58.4500012398,53.8416685462,54.2750008504,56.1083351697,66.966667821,71.3250012894,62.183333084,54.3166679988,323
63.9333337148,55.4416686694,51.600000898,52.7416664561,55.3000017305,61.675000459,68.0250023206,57.6666682164,52.4000002208,324
34.8583340769,29.1833337992,20.500000303,24.2750006914,29.4500008225,29.241667514,36.4333339681,27.5750007393,31.1833345822,325
72.9750022888,75.0416677793,71.9333338141,66.6666673621,61.725000004,72.9833341738,84.6750014424,65.2416673979,60.866667519,326
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,327
51.9916680033,45.2833339572,35.8000006477,37.5750002066,42.4000007113,45.3666679164,53.3333343069,42.0500004372,42.3083345275,328
53.5583341724,50.8166683242,48.3916673809,50.7166677515,34.3666666175,45.6583340292,61.8250011255,41.8083338862,41.833333465,329
39.1916679405,36.1750009755,32.008333986,31.9916673663,21.9250006489,32.1333338991,41.2250014643,27.1083336274,29.1083337596,330
46.4000004077,45.8000002106,41.1666672577,40.7416669292,28.1333337228,40.0333344986,51.1750006676,34.2250005882,36.2416674693,331
57.5916672399,58.1666688522,54.0833339492,51.1250011623,36.816666911,49.433334291,63.4500018756,44.0750005127,42.3833339115,332
58.2499999404,58.9166676998,58.7000007431,52.033333838,38.6416675846,50.6166670918,65.0583342314,44.0750005127,45.0333338777,333
71.2250007341,68.2333341042,72.4916683038,66.5916674137,50.4166672031,64.6083350976,77.5250015259,60.4500014335,54.516667227,334
32.5416668815,30.5916669667,28.1000003219,31.9916668832,23.4916672707,26.6750007036,39.1000010868,26.1500002823,26.6500001612,335
42.6250006141,38.875000755,40.7333340247,43.5666674177,31.9083341956,37.2583334545,52.3333339654,36.9000009112,36.2583339016,336
29.800000752,27.3916671127,28.0250002394,30.5750010312,25.1083336323,25.6083332133,37.8250003258,24.3416670511,26.3916669084,337
89.5666674059,68.7333347797,84.025000602,94.591669778,78.1833343903,78.8833349397,105.083336481,84.1250005246,75.3166686098,338
