photov2019mean,photov2019max,photov2019min,id
3.95777845994,4.03000020981,3.49300003052,94
5.78832410566,6.14900016785,4.86999988556,95
3.84024520212,4.07600021362,3.41400003433,96
4.7376301017,5.26700019836,3.58599996567,97
5.55408764689,5.80100011826,4.28100013733,98
5.15277302199,5.46999979019,4.48099994659,99
6.35891557499,6.49900007248,6.0609998703,100
4.56529361165,5.44500017166,3.33100008965,101
6.0474659873,6.35099983215,5.02899980545,102
6.48502138281,6.78700017929,5.44500017166,103
5.63373498193,5.84200000763,5.12200021744,104
5.61332449989,5.78999996185,5.19600009918,105
4.81538540354,5.32700014114,4.09800004959,106
6.02997180946,6.13500022888,5.75699996948,107
6.10113596417,6.19799995422,5.6810002327,108
6.12637701439,6.20599985123,5.83900022507,109
5.65243589189,5.79799985886,5.53000020981,110
5.79172407104,5.81500005722,5.74900007248,111
5.73367920665,5.8639998436,5.49399995804,112
6.03906273478,6.17600011826,5.91099977493,113
5.89849810947,6.0640001297,5.48600006104,114
5.66021460552,5.83400011063,5.19000005722,115
5.34130784839,5.70800018311,4.76300001144,116
5.75190228519,5.97599983215,5.43400001526,117
5.27701296704,5.507999897,4.80399990082,118
5.32988217833,5.44199991226,5.01000022888,119
5.29260200496,5.44199991226,4.87300014496,120
5.44955914831,5.51399993896,5.37099981308,121
5.32266529415,5.40899991989,5.14400005341,122
5.37928287007,5.43699979782,5.28399991989,123
5.46264225823,5.50500011444,5.38199996948,124
5.38916808764,5.60400009155,4.9359998703,125
5.95331744565,6.03399991989,5.6859998703,126
5.97360641913,6.11299991608,5.52699995041,127
5.32770299453,5.42299985886,5.11899995804,128
5.64720608232,5.94600009918,5.34100008011,129
5.53662554824,5.65899991989,5.39300012589,130
5.30631736349,5.46700000763,5.03399991989,131
4.00011253335,4.01599979401,3.97799992561,132
5.78654333663,5.95699977875,5.54099988937,133
5.76107210735,5.94600009918,5.48099994659,134
5.30946048166,5.42600011826,4.75500011444,135
5.70949287944,6.00400018692,5.24499988556,136
5.7576611243,5.8860001564,5.54099988937,137
5.46139860622,5.67500019073,4.85900020599,138
5.83485422071,6.07499980927,5.18499994278,139
5.34040584814,5.44199991226,5.132999897,140
5.42501043109,5.507999897,5.19600009918,141
5.64115976769,5.89699983597,4.76300001144,142
5.6402769987,5.74900007248,5.21500015259,143
5.49870502138,5.66099977493,5.16300010681,144
5.74436683363,5.96500015259,5.52699995041,145
4.05951639288,4.11199998856,4.00500011444,146
4.07606309773,4.14699983597,4.03200006485,147
4.10071046212,4.22100019455,4.02099990845,148
4.98103841746,5.3140001297,4.36600017548,149
5.49699030993,5.59600019455,5.32499980927,150
5.60038405041,5.68300008774,5.09700012207,151
5.6117621542,5.6890001297,5.42600011826,152
4.17479869072,4.75500011444,3.38599991798,153
4.0696229021,5.08900022507,3.32100009918,154
5.55980710343,5.60900020599,5.53499984741,155
5.62805084566,5.76300001144,5.40100002289,156
5.37244909289,5.61999988556,5.01000022888,157
5.10450762564,5.59800004959,3.52600002289,158
5.60904945154,5.6890001297,5.37699985504,159
5.38538697008,5.67000007629,4.05700016022,160
3.68290918991,4.7389998436,2.49399995804,161
5.31698021281,5.54600000381,4.69999980927,162
5.87053371023,5.94899988174,5.73799991608,163
5.62231784384,5.882999897,5.20399999619,164
5.77373062907,5.92999982834,5.29699993134,165
5.93002739835,6.01499986649,5.8639998436,166
5.42718834152,5.90000009537,3.78299999237,167
4.65952300486,5.39300012589,4.1939997673,168
3.60995643503,4.31199979782,2.68499994278,169
3.78418767814,4.48999977112,2.67700004578,170
4.47638949326,4.9390001297,3.69000005722,171
4.10855442073,4.88100004196,3.36999988556,172
5.60311808094,5.71299982071,5.09499979019,173
4.41601418447,4.95200014114,3.44899988174,174
3.85035411787,4.08699989319,3.21900010109,175
4.10481165574,5.55700016022,2.69400000572,176
3.87616477609,5.15999984741,2.72600007057,177
3.74071492254,4.33400011063,3.27900004387,178
4.52802121534,5.17999982834,3.61899995804,179
3.71776944491,5.21799993515,2.36800003052,180
3.75192443038,4.07100009918,3.08200001717,181
3.75305155225,4.1360001564,2.79800009727,182
3.84603105044,5.45100021362,2.69099998474,183
5.59698553788,5.79799985886,5.03999996185,184
5.9924320375,6.22300004959,5.64799976349,185
4.69870552928,5.35699987411,3.91499996185,186
5.47927467069,5.65000009537,5.19299983978,187
5.59724602235,5.77400016785,5.28100013733,188
5.3664778686,5.71299982071,4.5609998703,189
4.38456176135,4.67600011826,3.91199994087,190
3.98286578624,4.08699989319,3.76099991798,191
3.81187089787,4.62099981308,2.87199997902,192
4.0291424255,4.15299987793,3.72300004959,193
4.05199479706,4.44600009918,3.49799990654,194
5.59899088004,5.78700017929,5.16599988937,195
5.88165462992,5.99499988556,5.74599981308,196
4.02030345385,4.11999988556,3.78299999237,197
4.65419734086,4.81799983978,4.41800022125,198
4.59354479497,4.88700008392,4.29500007629,199
5.05588355589,5.41800022125,4.32499980927,200
5.27914590968,5.44000005722,4.88700008392,201
5.25908842645,5.46700000763,4.73299980164,202
4.83031374646,4.99599981308,4.492000103,203
5.384207453,5.66699981689,4.97100019455,204
5.0979030627,5.36299991608,4.62400007248,205
4.87081391412,5.06199979782,4.57700014114,206
4.09837925046,5.43699979782,2.7650001049,207
4.25295745323,5.45100021362,2.4279999733,208
3.74195322268,4.05200004578,3.1210000515,209
3.70608112098,4.25099992752,2.86899995804,210
3.88286238467,4.02699995041,3.64100003242,211
3.95306795339,4.10099983215,3.60299992561,212
4.07875818278,4.18300008774,3.96099996567,213
3.94283970277,4.11999988556,3.382999897,214
4.07656504727,4.21600008011,3.96900010109,215
4.06519015133,4.1139998436,4.01900005341,216
4.10521838898,4.1859998703,4.01599979401,217
4.10224230358,4.29500007629,4.007999897,218
4.05375500611,4.13100004196,3.98000001907,219
3.99682758687,4.02400016785,3.96700000763,220
3.99335221306,4.03499984741,3.94199991226,221
4.04783554937,4.10900020599,4.01300001144,222
4.03260410834,4.07600021362,4.00500011444,223
4.00064289989,4.04899978638,3.93899989128,224
3.99888422447,4.04300022125,3.93899989128,225
4.03869432903,4.17700004578,3.95000004768,226
4.00549631441,4.05999994278,3.97799992561,227
3.9793306406,4.01000022888,3.92300009727,228
3.98228996978,4.05700016022,3.91700005531,229
5.79959174621,6.07800006866,5.35699987411,230
5.8339424657,5.92700004578,5.72399997711,231
5.52021571392,5.71600008011,5.12699985504,232
3.99342415149,4.02099990845,3.95600008965,233
4.00070169038,4.05200004578,3.95799994469,234
3.73783170675,4.04600000381,3.3259999752,235
3.75714790188,4.06199979782,3.38100004196,236
5.57135073811,5.67000007629,5.44000005722,237
5.52282921363,5.60400009155,5.25099992752,238
5.5119746945,5.70200014114,5.38800001144,239
5.23983796084,5.48099994659,4.90299987793,240
4.03379271005,4.29500007629,3.60299992561,241
5.19077811093,5.83099985123,3.99399995804,242
4.31592101417,4.78800010681,3.77999997139,243
4.92564838955,5.15799999237,4.37699985504,244
4.47052672442,4.75500011444,3.95600008965,245
4.5671834686,5.01000022888,3.98600006104,246
3.97444418676,4.11199998856,3.79099988937,247
4.0206519499,4.14200019836,3.8220000267,248
3.9973613645,4.10900020599,3.71499991417,249
4.0089032411,4.10900020599,3.6740000248,250
3.82895167034,5.06500005722,2.8029999733,251
4.19541711598,4.71099996567,3.62700009346,252
3.99841324578,4.12799978256,3.67600011826,253
5.18344007975,5.46199989319,4.34999990463,254
4.94129288395,5.16599988937,4.49800014496,255
4.02468083474,4.32299995422,3.59400010109,256
4.42694372011,4.59100008011,4.19899988174,257
4.09428092223,4.44000005722,3.82999992371,258
4.11441413094,4.26499986649,3.62400007248,259
4.07523854986,4.11199998856,4.04600000381,260
3.88667288738,4.07899999619,3.2990000248,261
4.09335428121,4.13899993896,3.98600006104,262
4.03780892709,4.10099983215,3.98600006104,263
4.06941625917,4.1360001564,3.90899991989,264
4.07435299303,4.15600013733,3.95000004768,265
3.5893600322,4.96600008011,2.5759999752,266
3.83263696852,4.05200004578,3.28200006485,267
3.76962904275,5.44500017166,2.43600010872,268
3.44031938708,3.70700001717,2.5759999752,269
4.04058538176,4.06500005722,4.01900005341,270
4.0560855,4.10900020599,3.91199994087,271
4.04397889216,4.09800004959,3.97499990463,272
5.2379754541,5.41200017929,4.85599994659,273
5.02127900291,5.25099992752,4.14200019836,274
4.09803158701,4.1360001564,4.05399990082,275
4.0625999497,4.09800004959,4.03200006485,276
4.06396675142,4.09499979019,4.02099990845,277
4.06754842536,4.14200019836,3.99399995804,278
4.08894420334,4.14499998093,4.06199979782,279
4.06878168977,4.09299993515,4.03200006485,280
4.29722070757,4.63700008392,3.26300001144,281
3.89857086392,4.46799993515,3.28999996185,282
3.6802433074,3.79999995232,3.20799994469,283
4.01464993141,4.04899978638,3.98600006104,284
4.16162146272,4.25400018692,4.04899978638,285
4.14900576887,4.26499986649,4.03000020981,286
4.11744756919,4.18800020218,3.49000000954,287
4.19822459799,4.3639998436,3.73900008202,288
4.04483420971,4.19899988174,3.64899992943,289
4.09721587203,4.17999982834,3.87599992752,290
4.11973999457,4.1859998703,3.97799992561,291
4.77704801698,5.42000007629,3.96700000763,292
4.1453183928,4.27299976349,3.66499996185,293
4.09103418037,4.15299987793,3.99099993706,294
4.12377696351,4.22700023651,3.90400004387,295
4.07802469078,4.12300014496,4.00500011444,296
4.04182126286,4.09000015259,3.95600008965,297
3.78010879297,5.132999897,2.59500002861,298
3.55764952954,3.8220000267,2.78399991989,299
5.13168299495,5.41800022125,4.58799982071,300
3.97553506154,5.35500001907,2.9240000248,301
5.11294247389,5.32999992371,4.57399988174,302
5.14900354452,5.44199991226,4.71400022507,303
3.98422887634,4.15799999237,3.18600010872,304
3.78286767687,5.00400018692,2.54600000381,305
6.10603319021,6.38999986649,5.00699996948,306
5.51765717519,5.59299993515,5.40399980545,307
5.77044243728,5.93800020218,4.57700014114,308
5.77044239579,5.87200021744,5.55700016022,309
6.05925918786,6.15999984741,5.82600021362,310
5.88737664848,6.25500011444,5.27299976349,311
6.09862578079,6.22499990463,5.66699981689,312
5.49546719816,5.67500019073,4.99900007248,313
6.08264282439,6.27500009537,5.26999998093,314
5.91020622534,6.25,4.87799978256,315
6.09817907328,6.32899999619,5.54099988937,316
6.32236862285,6.56500005722,5.65299987793,317
4.11619693292,4.16099977493,4.03200006485,318
4.05808097755,4.15000009537,3.98000001907,319
3.84849283052,5.09200000763,2.65799999237,320
3.76784015001,3.8710000515,3.61100006104,321
4.92208981756,5.46400022507,4.25400018692,322
5.54995986582,6.12400007248,4.87300014496,323
5.64153834056,5.88000011444,5.46700000763,324
5.95208340237,6.13199996948,5.39599990845,325
5.55185396894,5.95200014114,4.54699993134,326
5.90648726855,5.95200014114,5.82600021362,327
5.76357742063,5.88899993896,5.60099983215,328
5.35984290333,5.74100017548,4.34999990463,329
5.77851867013,6.13199996948,5.18800020218,330
5.59585091315,5.77099990845,5.07000017166,331
5.21362212677,5.57399988174,4.60699987411,332
5.07279026377,5.27799987793,4.32499980927,333
4.7987398552,5.10599994659,4.04099988937,334
5.74261646495,6.11000013351,5.19600009918,335
5.53597380631,5.867000103,4.87300014496,336
6.05019659327,6.21400022507,5.26700019836,337
3.99386786399,5.52400016785,3.12299990654,338
