photov2019mean,photov2019max,photov2019min,id
6.11359502487,6.19799995422,5.77099990845,0
6.07017110666,6.25299978256,5.77400016785,1
6.10343561863,6.24499988556,5.92100000381,2
5.58601506172,5.6890001297,5.29199981689,3
5.50812301317,5.61800003052,5.28399991989,4
4.97678828455,5.22300004959,4.32499980927,5
5.44519574002,5.64200019836,5.09200000763,6
5.23674002796,5.43400001526,4.80399990082,7
5.61383302208,5.74900007248,5.37400007248,8
5.88345816929,6.01700019836,5.76800012589,9
5.88857865653,6.2389998436,5.33599996567,10
5.82557229944,6.07800006866,5.51900005341,11
5.42025646313,5.51399993896,5.29699993134,12
6.04858126742,6.242000103,5.82000017166,13
5.86022642962,5.91099977493,5.74900007248,14
5.37098819879,5.49399995804,5.16300010681,15
5.90410753224,5.96799993515,5.77899980545,16
5.75100518575,5.90000009537,5.46700000763,17
5.84241733569,5.94600009918,5.63399982452,18
5.74724439681,5.90199995041,5.5110001564,19
5.86998898978,5.92100000381,5.66400003433,20
5.27134832676,5.42000007629,5.06699991226,21
4.20204598862,4.3140001297,4.07299995422,22
5.32715967436,5.49700021744,4.86499977112,23
5.2761667236,5.52199983597,4.71099996567,24
5.60102145423,5.82600021362,5.33599996567,25
5.31201981387,5.48299980164,5.00699996948,26
5.34707069023,5.65600013733,4.9470000267,27
4.95475442361,5.60900020599,3.56399989128,28
5.18576569698,5.57399988174,4.35500001907,29
4.99517152523,5.57399988174,4.08400011063,30
4.15082671207,4.24300003052,4.03000020981,31
4.55293453011,4.757999897,4.22399997711,32
4.05231901342,4.23199987411,3.46000003815,33
3.97654306534,4.47599983215,3.30399990082,34
5.22449426899,5.71099996567,3.84899997711,35
4.4436590956,5.73799991608,3.45199990273,36
4.5059789,5.40700006485,3.69600009918,37
3.97455292368,4.05999994278,3.88499999046,38
5.60800936083,5.78999996185,4.90799999237,39
5.22560581121,5.58199977875,4.70900011063,40
5.38353168041,5.76000022888,4.23500013351,41
6.33248023297,6.632999897,5.63899993896,42
5.26996512815,5.88000011444,4.34200000763,43
6.08688014529,6.23600006104,5.4889998436,44
4.03578566563,4.117000103,3.84100008011,45
5.93944402054,6.30499982834,5.28599977493,46
5.69265924491,5.93200016022,5.25299978256,47
3.95527257308,4.09499979019,3.42700004578,48
5.66651128718,5.83400011063,5.3189997673,49
5.79246683271,5.94099998474,5.49700021744,50
4.73808555767,5.61800003052,3.82399988174,51
4.84688556386,5.09999990463,4.5529999733,52
5.02900058997,5.15999984741,4.80200004578,53
4.01411307619,4.15799999237,3.81299996376,54
4.08484309019,4.125,4.04300022125,55
3.97210526963,4.16900014877,3.22499990463,56
4.08448388437,4.18300008774,4.007999897,57
4.07519741497,4.11199998856,4.02699995041,58
4.17804594809,4.67000007629,3.47900009155,59
4.04170156676,5.05399990082,2.63100004196,60
4.02750347619,5.15199995041,2.76200008392,61
3.99378180173,4.43499994278,3.11199998856,62
5.7486987806,6.02299976349,5.44500017166,63
5.80223695394,5.93200016022,5.59800004959,64
5.33639486518,5.72200012207,4.80200004578,65
5.84344585846,6.18400001526,5.08400011063,66
6.01341019699,6.12099981308,5.71899986267,67
4.11605606617,4.17199993134,3.98000001907,68
4.01621272159,4.07899999619,3.95799994469,69
4.08905777858,4.16400003433,4.02699995041,70
5.97995940047,6.07800006866,5.49700021744,71
3.95283947654,4.74700021744,3.47399997711,72
4.11665807804,4.21000003815,4.01900005341,73
4.10092725265,4.18300008774,4.04300022125,74
5.69967209179,5.92999982834,5.36800003052,75
5.51054636124,5.77600002289,4.76900005341,76
5.51574475135,5.77600002289,4.74700021744,77
6.21686882856,6.56799983978,5.39300012589,78
5.01165200779,5.39599990845,4.1939997673,79
4.96047218469,5.37099981308,3.22499990463,80
4.88150391507,5.36000013351,3.82399988174,81
5.37874644793,5.39599990845,5.32499980927,82
5.31025200681,5.49700021744,4.85400009155,83
5.11493110217,5.38800001144,4.48999977112,84
5.28250317667,5.47800016403,4.6890001297,85
4.08658150316,5.21799993515,2.65499997139,86
3.65357520765,3.98000001907,2.94499993324,87
3.91387892767,3.99099993706,3.44099998474,88
4.11691495363,4.18300008774,4.03000020981,89
3.99101122497,4.04300022125,3.91499996185,90
6.30899173011,6.54300022125,5.86899995804,91
4.71704665516,5.51399993896,3.59400010109,92
6.07441199438,6.23600006104,5.45599985123,93
