map_pf_incidence_rate.2012.mean,map_pf_incidence_rate.2013.mean,map_pf_incidence_rate.2014.mean,map_pf_incidence_rate.2015.mean,map_pf_incidence_rate.2016.mean,map_pf_incidence_rate.2017.mean,map_pf_incidence_rate.2018.mean,map_pf_incidence_rate.2019.mean,id
3.65e-05,0.0,2.19e-05,8.5e-07,4.24e-08,3.22e-08,0.0,1.29e-07,290
5.23e-05,0.0,3.43e-05,1.43e-06,6.78e-08,4.97e-08,0.0,2.12e-07,291
1.76e-06,1.74e-05,9.62e-07,2.84e-08,1.93e-09,1.79e-09,0.0,6.22e-09,292
0.000204822,0.0,0.00032862,8.58e-05,1.22e-05,9.02e-06,0.0,3.2e-05,293
0.000304148,0.0,0.00075697,0.000387812,5.84e-05,5.64e-05,0.0,0.000165828,294
6.68e-06,2.58e-06,1.38e-05,5.14e-06,1.31e-06,5.88e-07,6.06e-07,1.76e-06,295
0.000451916,0.002287289,0.000579178,8.13e-05,7.06e-06,7.18e-06,0.0,2.1e-05,296
1.76e-05,0.0,1e-05,2.71e-07,1.14e-08,9.24e-09,0.0,3.31e-08,297
2.18e-05,0.000211572,2.83e-05,3.67e-06,3.26e-07,1.78e-07,0.0,7.01e-07,298
7.79e-05,0.000557359,6.65e-05,5.17e-06,4.04e-07,2.72e-07,0.0,9.54e-07,299
2.38e-08,3.34e-07,6.34e-09,6.4e-11,2.78e-12,1.96e-12,0.0,7.39e-12,300
8.76e-08,1.79e-06,6e-08,7.22e-10,2.97e-11,2.5e-11,0.0,8.83e-11,301
1.71e-08,5.53e-07,1.51e-08,2.16e-10,9.91e-12,7.02e-12,0.0,2.7e-11,302
6.18e-07,1.32e-05,3.21e-07,3.89e-09,1.68e-10,1.16e-10,0.0,5.09e-10,303
0.000160566,0.000622695,1.52e-06,1.69e-07,1.54e-08,1.44e-08,5.09e-13,4.11e-08,304
1.15e-05,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314
1.93e-08,0.0,9.7e-09,1.56e-10,5.35e-12,4.38e-12,0.0,1.9e-11,315
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317
4.95e-05,0.0,6.04e-05,4.16e-06,2.55e-07,2.21e-07,0.0,7.44e-07,318
0.000542286,0.000182295,0.00141681,0.00097978,0.00017489,0.000160173,0.0,0.000487572,319
5.7e-06,2.05e-06,5.32e-06,3.58e-07,2.61e-08,1.52e-08,0.0,5.79e-08,320
0.000533505,0.0,0.000514489,5.56e-05,4.34e-06,3.98e-06,0.0,1.28e-05,321
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332
3.82e-07,8.73e-06,2.17e-07,2.95e-09,1.32e-10,9.04e-11,0.0,3.79e-10,333
5.19e-06,4.78e-05,2.34e-06,9.36e-08,7.22e-09,4.3e-09,0.0,1.69e-08,334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336
6.93e-09,0.0,4.19e-09,7.23e-11,2.52e-12,2.15e-12,0.0,8.81e-12,337
7.5e-05,0.0,6.48e-05,4.94e-06,3.17e-07,2.85e-07,0.0,8.78e-07,338
