,map_pf_incidence_rate.2012.max,map_pf_incidence_rate.2013.max,map_pf_incidence_rate.2014.max,map_pf_incidence_rate.2015.max,map_pf_incidence_rate.2016.max,map_pf_incidence_rate.2017.max,map_pf_incidence_rate.2018.max,map_pf_incidence_rate.2019.max,id
283,0.001199145,0.005821089,0.001321785,0.000169614,1.49e-05,1.34e-05,0.0,4.29e-05,283
284,2.99e-05,0.0,2.48e-05,1.2e-06,7.55e-08,6.14e-08,0.0,2.13e-07,284
285,0.000747588,0.0,0.0006123,5.58e-05,1.39e-05,2.14e-05,1.64e-05,0.000379394,285
286,0.000495083,0.0,0.000370556,3.14e-05,2.21e-06,1.96e-06,0.0,6.82e-06,286
287,0.000214855,0.0,0.000165136,1.1e-05,7.58e-07,5.35e-07,0.0,2.16e-06,287
288,0.003386339,0.0,0.003602346,0.000908571,0.000228809,0.000304094,0.000184088,0.001733948,288
289,7.87e-05,0.0,5.04e-05,2.56e-06,1.67e-07,1.28e-07,0.0,4.68e-07,289
290,0.000244984,0.0,0.000191572,1.29e-05,8.31e-07,7.15e-07,0.0,2.47e-06,290
291,0.000145981,0.0,0.000121902,8.91e-06,5.1e-07,3.85e-07,0.0,1.7e-06,291
292,6.16e-05,0.000350891,3.08e-05,1.17e-06,8.56e-08,7.81e-08,0.0,2.76e-07,292
293,0.023813076,0.0,0.051734902,0.038953658,0.00924363,0.007537751,0.0,0.023855072,293
294,0.020724056,0.0,0.063250691,0.057745367,0.01181968,0.010503774,0.0,0.032564092,294
295,0.002887211,0.006492779,0.00946914,0.005365489,0.001530841,0.0006801,0.001463999,0.002258509,295
296,0.00331317,0.009431926,0.002761617,0.000628958,6.3e-05,6.98e-05,0.0,0.000192382,296
297,7.07e-05,0.0,4.56e-05,1.99e-06,1.09e-07,9.34e-08,0.0,3.08e-07,297
298,0.000160559,0.001303026,0.000229628,3.79e-05,3.81e-06,1.87e-06,0.0,7.85e-06,298
299,0.000552188,0.003095108,0.00051971,4.46e-05,3.81e-06,3.05e-06,0.0,9.46e-06,299
300,1.73e-06,2.68e-05,5.64e-07,6e-09,2.48e-10,1.73e-10,0.0,6.98e-10,300
301,3.23e-06,4.07e-05,1.86e-06,3.09e-08,1.57e-09,1.53e-09,0.0,4.58e-09,301
302,2.62e-07,8.09e-06,2.39e-07,3.84e-09,1.8e-10,1.3e-10,0.0,4.78e-10,302
303,2.42e-06,3.25e-05,8.69e-07,1.17e-08,6.77e-10,4.45e-10,0.0,1.88e-09,303
304,0.001445566,0.004954604,0.000480899,7.77e-05,7.81e-06,7.99e-06,9.26e-10,2.03e-05,304
305,0.000533485,0.001589817,0.0,0.0,0.0,0.0,0.0,0.0,305
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314
315,5.75e-06,0.0,3.03e-06,4.83e-08,1.55e-09,1.33e-09,0.0,5.76e-09,315
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317
318,0.000269505,0.0,0.000327931,3.88e-05,2.73e-06,2.42e-06,0.0,8.11e-06,318
319,0.030028924,0.064835221,0.109761402,0.117356084,0.024110254,0.021804824,0.0,0.065374531,319
320,9.3e-05,0.000743018,8.62e-05,7.96e-06,6.31e-07,3.67e-07,0.0,1.4e-06,320
321,0.00266808,0.0,0.002080953,0.000289816,2.47e-05,2.3e-05,0.0,7.36e-05,321
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332
333,2.97e-06,3e-05,9.33e-07,1.92e-08,9.2e-10,6.64e-10,0.0,2.66e-09,333
334,8.93e-05,0.000509491,5.29e-05,3.66e-06,3.24e-07,1.97e-07,0.0,7.68e-07,334
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336
337,4.09e-06,0.0,2.47e-06,4.27e-08,1.49e-09,1.27e-09,0.0,5.2e-09,337
338,0.000574102,0.0,0.000686109,8.23e-05,6.4e-06,5.42e-06,0.0,1.76e-05,338
